osmid,oneway,name,highway,reversed,length,maxspeed,geometry,junction,lanes,tunnel
43658786,True,Carrer d’Eusebio Gimeno,residential,False,89.698,,"LINESTRING (-0.4121404 39.3971058, -0.4124371 39.3963324)",,,
100055298,True,Avenida de las Cortes Valencianas,residential,False,79.163,,"LINESTRING (-0.4121404 39.3971058, -0.4112563 39.3969056)",,,
43627302,False,Carrer de les Llargues,living_street,False,63.349,20,"LINESTRING (-0.413119 39.3973232, -0.4129594 39.3978794)",,,
100055298,True,Avenida de las Cortes Valencianas,residential,False,33.531,,"LINESTRING (-0.413119 39.3973232, -0.4127395 39.397253)",,,
43626591,True,Carrer de Sant Blai,residential,False,33.495,,"LINESTRING (-0.4134981 39.3973933, -0.413119 39.3973232)",,,
43833858,True,Plaça del Jardí,residential,False,42.919,,"LINESTRING (-0.4134981 39.3973933, -0.4137388 39.3970551)",,,
43833845,True,Plaça del Mercat,residential,False,44.234,,"LINESTRING (-0.4150061 39.3976671, -0.4151533 39.3972859)",,,
153662258,False,Calle de Santa Ana,residential,True,32.983,,"LINESTRING (-0.4150061 39.3976671, -0.4153711 39.3977589)",,,
1257259130,True,Plaça del Mercat,residential,False,24.717,,"LINESTRING (-0.4150061 39.3976671, -0.4147255 39.3976182)",,,
43627134,True,Calle de San Carlos,residential,False,165.671,,"LINESTRING (-0.4182875 39.3996535, -0.4164406 39.3992257)",,,
153662263,False,Camino del Molino Quemado,tertiary,False,13.986,,"LINESTRING (-0.4182875 39.3996535, -0.4184048 39.3995663)",,,
153662263,False,Camino del Molino Quemado,tertiary,False,43.956,,"LINESTRING (-0.4188397 39.3992433, -0.4191811 39.3989489)",,,
153662263,False,Camino del Molino Quemado,tertiary,True,51.83,,"LINESTRING (-0.4188397 39.3992433, -0.4184048 39.3995663)",,,
43627131,True,Avenida de Blasco Ibáñez,residential,False,51.056,,"LINESTRING (-0.4097904 39.3971814, -0.4103618 39.3973073)",,,
43627308,True,Calle de Torrente,residential,False,77.581,,"LINESTRING (-0.4097904 39.3971814, -0.4095453 39.3978529)",,,
43627131,True,Avenida de Blasco Ibáñez,residential,False,91.476,,"LINESTRING (-0.4119356 39.3976539, -0.4129594 39.3978794)",,,
305847649,True,Carrer de la Senyera,residential,False,63.436,,"LINESTRING (-0.4119356 39.3976539, -0.4121404 39.3971058)",,,
43627132,False,Calle Reino de Valencia,residential,False,59.637,,"LINESTRING (-0.4151112 39.3983701, -0.4148841 39.3988769)",,,
