osmid,ref,highway,oneway,reversed,length,geometry,name,tunnel
916249527,T-741,secondary,False,False,167.058,"LINESTRING (0.4900993 41.2471548, 0.4899082 41.2471952, 0.4895197 41.247262, 0.4888185 41.2473474, 0.4885687 41.2473668, 0.4881299 41.247388)",,
232557628,T-741z,tertiary,False,False,5.338,"LINESTRING (0.4914941 41.2481359, 0.4914357 41.2481553)",Avinguda de Riba-roja,
232557628,T-741z,tertiary,False,True,5.338,"LINESTRING (0.4914357 41.2481553, 0.4914941 41.2481359)",Avinguda de Riba-roja,
232557628,T-741z,tertiary,False,False,239.659,"LINESTRING (0.4914357 41.2481553, 0.4912649 41.2482179, 0.4908332 41.2483646, 0.490645 41.2484374, 0.4905349 41.2484843, 0.4904705 41.2485168, 0.4903816 41.2485749, 0.4901967 41.2487024, 0.4897884 41.2489883, 0.4893731 41.2492865, 0.4891718 41.2494395)",Avinguda de Riba-roja,
232557645,,residential,False,True,135.21800000000005,"LINESTRING (0.4823217 41.2493938, 0.4823182 41.2494237, 0.4823229 41.2494492, 0.482358 41.2494888, 0.4824013 41.249524, 0.4824633 41.2495706, 0.4825569 41.2496419, 0.4826879 41.2497404, 0.4827886 41.2498231, 0.4829442 41.2499682, 0.4831044 41.2501116, 0.4832097 41.2502127, 0.4832647 41.2502576, 0.483301 41.2502778, 0.4833373 41.2502849, 0.4833665 41.2502857)",Carrer de la Palla,
232557671,T-741z,tertiary,False,True,228.99400000000006,"LINESTRING (0.4823217 41.2493938, 0.4824036 41.2494378, 0.4824774 41.2494703, 0.4825674 41.2495099, 0.4827277 41.249568, 0.4829711 41.2496498, 0.4831115 41.2496955, 0.4831945 41.2497184, 0.4832545 41.2497307, 0.4833092 41.2497404, 0.4833896 41.2497458, 0.4834741 41.2497465, 0.4836321 41.2497351, 0.4838895 41.2497061, 0.4840311 41.2496894, 0.4841083 41.2496806, 0.4841722 41.2496819, 0.4842393 41.2496876, 0.4843095 41.2496999, 0.4843714 41.2497166, 0.4844497 41.2497461, 0.4845166 41.2497817, 0.4846429 41.24986, 0.4847541 41.2499321, 0.4848278 41.24997)",,
232557628,T-741z,tertiary,False,False,26.277,"LINESTRING (0.4891718 41.2494395, 0.4890478 41.2495337, 0.4890085 41.2495575, 0.4889367 41.2495952)",Avinguda de Riba-roja,
232557628,T-741z,tertiary,False,True,239.65900000000002,"LINESTRING (0.4891718 41.2494395, 0.4893731 41.2492865, 0.4897884 41.2489883, 0.4901967 41.2487024, 0.4903816 41.2485749, 0.4904705 41.2485168, 0.4905349 41.2484843, 0.490645 41.2484374, 0.4908332 41.2483646, 0.4912649 41.2482179, 0.4914357 41.2481553)",Avinguda de Riba-roja,
232557636,,residential,False,True,29.619,"LINESTRING (0.4891718 41.2494395, 0.4892889 41.2495908, 0.4893326 41.249676)",Carrer de Reus,
232557667,,residential,False,False,220.34500000000003,"LINESTRING (0.4895123 41.2495926, 0.489634 41.2495724, 0.4901137 41.2493173, 0.4903418 41.2491985, 0.4904506 41.2491396, 0.4904904 41.2491158, 0.4905044 41.2491009, 0.4905021 41.2490771, 0.4904764 41.2490323, 0.4904401 41.2489892, 0.4904108 41.2489681, 0.4903886 41.2489681, 0.4903594 41.2489777, 0.4902962 41.2490235, 0.4900353 41.2492126, 0.4897194 41.2494351, 0.4895685 41.2495469, 0.4895123 41.2495926)",Plaça de l'Enher,
232557667,,residential,False,True,220.345,"LINESTRING (0.4895123 41.2495926, 0.4895685 41.2495469, 0.4897194 41.2494351, 0.4900353 41.2492126, 0.4902962 41.2490235, 0.4903594 41.2489777, 0.4903886 41.2489681, 0.4904108 41.2489681, 0.4904401 41.2489892, 0.4904764 41.2490323, 0.4905021 41.2490771, 0.4905044 41.2491009, 0.4904904 41.2491158, 0.4904506 41.2491396, 0.4903418 41.2491985, 0.4901137 41.2493173, 0.489634 41.2495724, 0.4895123 41.2495926)",Plaça de l'Enher,
