osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,ref,junction,width,bridge,access
747290000,True,1,Carrer de les Minetes,residential,False,67.959,"LINESTRING (2.2914471 41.6122507, 2.2906318 41.612295)",,,,,,
71540147,True,,Carrer de les Minetes,residential,False,60.198,"LINESTRING (2.2914471 41.6122507, 2.2915449 41.6122449, 2.2921689 41.6122076)",,,,,,
228424592,False,2,Carrer de Girona,tertiary,True,215.779,"LINESTRING (2.2914471 41.6122507, 2.2914309 41.6122061, 2.2912613 41.6116418, 2.2910385 41.6109115, 2.2910303 41.6108847, 2.2908699 41.6103588)",30,,,,,
124981308,True,,Carrer de Pinós,residential,False,120.31,"LINESTRING (2.2908699 41.6103588, 2.2909748 41.6103488, 2.2923055 41.6102226)",,,,,,
228424592,False,2,Carrer de Girona,tertiary,False,215.779,"LINESTRING (2.2908699 41.6103588, 2.2910303 41.6108847, 2.2910385 41.6109115, 2.2912613 41.6116418, 2.2914309 41.6122061, 2.2914471 41.6122507)",30,,,,,
228424592,False,2,Carrer de Girona,tertiary,True,39.189,"LINESTRING (2.2908699 41.6103588, 2.290824 41.6101671, 2.2908197 41.6101493, 2.2907867 41.6100119)",30,,,,,
33196367,False,2,Carrer de Josep Irla i Bosch,tertiary,True,49.647999999999996,"LINESTRING (2.2899733 41.6101374, 2.2898915 41.6101484, 2.2895273 41.6101975, 2.2893856 41.6102166)",50,,,,,
684715010,False,2,Plaça de Josep Torres i Bages,tertiary,False,69.04899999999999,"LINESTRING (2.2899733 41.6101374, 2.2900462 41.6101262, 2.290582 41.6100437, 2.2905858 41.6100431, 2.2906761 41.6100292, 2.2907867 41.6100119)",50,,,,,
33196367,False,2,Carrer de Josep Irla i Bosch,tertiary,False,49.647999999999996,"LINESTRING (2.2893856 41.6102166, 2.2895273 41.6101975, 2.2898915 41.6101484, 2.2899733 41.6101374)",50,,,,,
71544627,True,1,Carrer de Joan Prim,tertiary,False,155.45499999999998,"LINESTRING (2.2893856 41.6102166, 2.2894183 41.6103215, 2.2896019 41.6109111, 2.2898086 41.6115784)",30,N-152z,,,,
46345897,True,2,Carrer de Torras i Bages,tertiary,False,76.344,"LINESTRING (2.2881857 41.6103872, 2.2890875 41.6102577)",50,,,,,
44522271,True,2,Carrer de Roger de Flor,tertiary,False,12.233,"LINESTRING (2.2834691 41.6106058, 2.2834778 41.6105643, 2.2834918 41.6104971)",,,,,,
560548812,True,,Plaça de la Constitució,tertiary,False,10.944,"LINESTRING (2.2834691 41.6106058, 2.283532 41.6105913, 2.2835978 41.61059)",30,,roundabout,,,
560548811,True,2,Plaça de la Constitució,tertiary,False,8.672,"LINESTRING (2.2835978 41.61059, 2.2836488 41.6105983, 2.2836962 41.6106145)",30,,roundabout,,,
46345894,True,,Carrer del Rec,residential,False,108.43799999999999,"LINESTRING (2.2836962 41.6106145, 2.2837853 41.6105833, 2.2838042 41.6105767, 2.2845786 41.6100923, 2.2846479 41.6100364, 2.2846978 41.6099961)",30,,,4,,
560548811,True,2,Plaça de la Constitució,tertiary,False,18.525,"LINESTRING (2.2836962 41.6106145, 2.2837535 41.6106498, 2.283794 41.6106964, 2.2838138 41.6107499)",30,,roundabout,,,
560548809,True,2,,tertiary,False,43.917,"LINESTRING (2.2816599 41.6114846, 2.281646 41.6114291, 2.2816521 41.6113729, 2.2816777 41.6113198, 2.2817212 41.6112737, 2.2817793 41.6112377, 2.281848 41.6112144, 2.2819225 41.6112054)",40,BV-1432,roundabout,,,
"[44522455, 44522454, 44522167]",True,2,,"['tertiary_link', 'tertiary']",False,112.558,"LINESTRING (2.2821566 41.6112895, 2.2821968 41.6112857, 2.2822251 41.611283, 2.282276 41.6112781, 2.2831796 41.6109172, 2.2832663 41.6108801, 2.2832939 41.610855, 2.2833357 41.6108171)",30,,,,yes,
560548810,True,2,,tertiary,False,8.996,"LINESTRING (2.2821566 41.6112895, 2.2821851 41.6113239, 2.2822043 41.6113617)",40,BV-1432,roundabout,,,
527591446,True,2,,tertiary,False,19.197,"LINESTRING (2.2822043 41.6113617, 2.2822145 41.6114187, 2.2822038 41.6114757, 2.2821731 41.6115285)",40,BV-1432,roundabout,,,
44522166,True,2,,tertiary,False,32.842,"LINESTRING (2.2821731 41.6115285, 2.2821231 41.6115742, 2.2820582 41.6116079, 2.2819834 41.6116269, 2.2819045 41.6116298, 2.2818275 41.6116164)",40,BV-1432,roundabout,,,
72904421,False,,Passeig de la Ribera,tertiary,False,126.31,"LINESTRING (2.2821731 41.6115285, 2.2822003 41.6115499, 2.2825128 41.6117957, 2.2828393 41.6120996, 2.2831229 41.6124119)",30,,,,,
560548814,True,2,Plaça de la Constitució,tertiary,False,28.057000000000002,"LINESTRING (2.2833357 41.6108171, 2.2833289 41.6107542, 2.2833512 41.6106934, 2.2833998 41.6106419, 2.2834691 41.6106058)",30,,roundabout,,,
"[44522168, 44522457, 44522456]",True,2,,"['tertiary_link', 'tertiary']",False,113.058,"LINESTRING (2.283424 41.6109163, 2.2833406 41.6109369, 2.2833158 41.6109431, 2.2832044 41.6109708, 2.2823032 41.6113225, 2.2822561 41.6113412, 2.282237 41.6113488, 2.2822043 41.6113617)",30,,,,yes,
560548813,True,2,Plaça de la Constitució,tertiary,False,13.435,"LINESTRING (2.283424 41.6109163, 2.2833687 41.6108722, 2.2833357 41.6108171)",30,,roundabout,,,
"[44522169, 1030311415]",True,2,Plaça de la Constitució,tertiary,False,47.224000000000004,"LINESTRING (2.2838138 41.6107499, 2.2838092 41.6108122, 2.2837816 41.6108639, 2.2837468 41.610898, 2.2837024 41.6109251, 2.2836794 41.6109329, 2.283641 41.610946, 2.2835744 41.6109535, 2.283495 41.6109443, 2.283424 41.6109163)",30,,roundabout,,,
157903421,False,4,Carrer de Torras i Bages,tertiary,True,109.46999999999998,"LINESTRING (2.2838138 41.6107499, 2.2838853 41.6107544, 2.284069 41.610766, 2.2841022 41.6107642, 2.2849426 41.6107267, 2.2849852 41.6107224, 2.2851276 41.6107191)",30,,,,,
44522270,False,2,Carrer de Roger de Flor,tertiary,False,84.82499999999999,"LINESTRING (2.2829336 41.6039938, 2.2829383 41.6040756, 2.2829447 41.604188, 2.2829891 41.6047555)",50,,,,,
71217967,True,,Carrer de Navarra,residential,False,90.956,"LINESTRING (2.2829336 41.6039938, 2.2828196 41.6039932, 2.2825051 41.6039914, 2.2820671 41.603989, 2.2818397 41.6039878)",,,,,,
44522270,False,2,Carrer de Roger de Flor,tertiary,False,60.114000000000004,"LINESTRING (2.2829891 41.6047555, 2.2829959 41.6048213, 2.283045 41.6052945)",50,,,,,
44522270,False,2,Carrer de Roger de Flor,tertiary,True,84.825,"LINESTRING (2.2829891 41.6047555, 2.2829447 41.604188, 2.2829383 41.6040756, 2.2829336 41.6039938)",50,,,,,
71217479,True,,Carrer d'Isabel de Villena,residential,False,115.024,"LINESTRING (2.2829891 41.6047555, 2.2842581 41.6047524, 2.2843725 41.6047532)",,,,,,
44522270,False,2,Carrer de Roger de Flor,tertiary,False,85.35900000000001,"LINESTRING (2.283045 41.6052945, 2.2830606 41.6054201, 2.2830787 41.6056446, 2.283094 41.605834, 2.283111 41.6060605)",50,,,,,
44522270,False,2,Carrer de Roger de Flor,tertiary,True,60.114000000000004,"LINESTRING (2.283045 41.6052945, 2.2829959 41.6048213, 2.2829891 41.6047555)",50,,,,,
44522270,False,2,Carrer de Roger de Flor,tertiary,False,52.620000000000005,"LINESTRING (2.283111 41.6060605, 2.2831356 41.6063601, 2.2831392 41.6064079, 2.2831436 41.606454, 2.2831504 41.6065328)",50,,,,,
44522270,False,2,Carrer de Roger de Flor,tertiary,True,85.359,"LINESTRING (2.283111 41.6060605, 2.283094 41.605834, 2.2830787 41.6056446, 2.2830606 41.6054201, 2.283045 41.6052945)",50,,,,,
"[44522270, 564000534]",False,"['2', '3']",Carrer de Roger de Flor,tertiary,False,105.443,"LINESTRING (2.2831504 41.6065328, 2.2831964 41.6070536, 2.2832207 41.6073288, 2.2832339 41.607479)",50,,,,,
44522270,False,2,Carrer de Roger de Flor,tertiary,True,52.620000000000005,"LINESTRING (2.2831504 41.6065328, 2.2831436 41.606454, 2.2831392 41.6064079, 2.2831356 41.6063601, 2.283111 41.6060605)",50,,,,,
