osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry,bridge,junction
122117900,True,Calle Padre Acosta,residential,30,False,52.557,,,"LINESTRING (-1.4980924 37.7670019, -1.498511 37.7666644)",,
195288473,False,Calle General Aznar,tertiary,,False,26.06,2,TOTANA-C-3315-1997,"LINESTRING (-1.4980924 37.7670019, -1.4983435 37.7671265)",,
195288473,False,Calle General Aznar,tertiary,,True,44.809,2,TOTANA-C-3315-1997,"LINESTRING (-1.4980924 37.7670019, -1.497971 37.76694, -1.4976881 37.7667573)",,
28081584,True,Calle General Aznar,tertiary,,False,107.69400000000002,,TOTANA-C-3315-1997,"LINESTRING (-1.4993128 37.7676823, -1.4993695 37.7677095, -1.4996282 37.7678335, -1.4998613 37.7679791, -1.4999753 37.7680687, -1.5002657 37.7682844)",,
195288473,False,Calle General Aznar,tertiary,,True,29.225,2,TOTANA-C-3315-1997,"LINESTRING (-1.4993128 37.7676823, -1.499122 37.7675596, -1.4990473 37.7675251)",,
295074637,True,Avenida Santa Eulalia,tertiary,,False,37.787,,TOTANA-MU-502-1997,"LINESTRING (-1.5010069 37.7712425, -1.5010875 37.7712754, -1.5012149 37.7713506, -1.5013633 37.7714314)",,
295074639,True,Calle San Antonio,tertiary,,False,78.964,,TOTANA-MU-500-1997,"LINESTRING (-1.5010069 37.7712425, -1.5009667 37.7712768, -1.5004084 37.7717721)",,
295074637,True,Avenida Santa Eulalia,tertiary,,False,11.824,,TOTANA-MU-502-1997,"LINESTRING (-1.5028486 37.7725253, -1.5029476 37.7725973)",,
331916762,True,Plaza Miguel Marín,tertiary,30,False,10.704,,,"LINESTRING (-1.5028486 37.7725253, -1.5028665 37.772534, -1.5028768 37.7725392, -1.5028837 37.7725426, -1.5029035 37.7725462, -1.5029234 37.7725447, -1.5029416 37.7725381, -1.5029562 37.7725272)",,
141471325,False,Avenida Santa Eulalia,tertiary,,True,117.315,2,TOTANA-MU-502-1997,"LINESTRING (-1.5059303 37.773789, -1.5055288 37.7736852, -1.5050635 37.7735641, -1.5048527 37.7735057, -1.5046739 37.7734365)",,
121203108,True,Plaza Juan de la Cierva,tertiary,30,False,13.353,,TOTANA-MU-500-1997,"LINESTRING (-1.4987746 37.7710663, -1.4989162 37.7710228)",,
330839118,True,Plaza Juan de la Cierva,tertiary,30,False,6.879,,TOTANA-MU-500-1997,"LINESTRING (-1.4987746 37.7710663, -1.4987205 37.771111)",,
121203129,True,Calle Casalarga,residential,30,False,62.218,,,"LINESTRING (-1.4998163 37.7693558, -1.4994517 37.7698354)",,
330850984,True,Avenida Rambla de la Santa,residential,30,False,19.898,,,"LINESTRING (-1.4998163 37.7693558, -1.5000279 37.7694194)",,
330850984,True,Avenida Rambla de la Santa,residential,30,False,52.841,,,"LINESTRING (-1.499256 37.7691836, -1.4998163 37.7693558)",,
114687626,False,Calle Alberto Gray Peinado,residential,30,False,51.489,,,"LINESTRING (-1.499256 37.7691836, -1.4992179 37.7692306, -1.4989398 37.7695734)",,
"[114687626, 584422675, 584422676]",False,Calle Alberto Gray Peinado,residential,30,True,27.002,,,"LINESTRING (-1.499256 37.7691836, -1.4992752 37.7691662, -1.4993788 37.7690404, -1.4994287 37.768983)",yes,
295074634,False,Calle Mayor Sevilla,residential,,False,2.189,,,"LINESTRING (-1.5042619 37.7707017, -1.5042843 37.7707103)",,
295074634,False,Calle Mayor Sevilla,residential,,True,37.755,,,"LINESTRING (-1.5042619 37.7707017, -1.5039381 37.7704786)",,
116146638,False,Calle Esteban,residential,,False,66.842,,,"LINESTRING (-1.5042619 37.7707017, -1.5046395 37.7702347, -1.5046744 37.7701968)",,
295074638,True,Calle Padre Melchor de Benisa,residential,,False,2.404,,,"LINESTRING (-1.5013029 37.7722644, -1.5012832 37.7722494)",,
970724055,True,Calle San Cristóbal,residential,,False,73.225,,,"LINESTRING (-1.5013029 37.7722644, -1.5018028 37.7717376)",,
114687626,False,Calle Alberto Gray Peinado,residential,30,True,101.553,,,"LINESTRING (-1.4983183 37.7703433, -1.4985232 37.7700895, -1.4989398 37.7695734)",,
114687635,False,Calle Santa Bárbara,residential,30,False,64.882,,,"LINESTRING (-1.4983183 37.7703433, -1.4982598 37.7703167, -1.4978468 37.7700955, -1.4977058 37.7700179)",,
114687635,False,Calle Santa Bárbara,residential,30,True,57.972,,,"LINESTRING (-1.4983183 37.7703433, -1.4987976 37.7704333, -1.4989557 37.7704756)",,
330844896,False,Calle Padre Ángel de Novele,residential,30,False,80.52199999999999,,,"LINESTRING (-1.4983183 37.7703433, -1.4985285 37.7705086, -1.49858 37.7705492, -1.4988642 37.7707854, -1.4988896 37.7708065, -1.4989199 37.7708318, -1.4989305 37.7708733)",,
295074638,True,Calle Padre Melchor de Benisa,residential,,False,100.80799999999999,,,"LINESTRING (-1.5026806 37.7728836, -1.5026608 37.772879, -1.5025092 37.7728059, -1.5023227 37.772689, -1.5021311 37.772575, -1.5019335 37.7724912, -1.501711 37.7724071)",,
331911295,True,Calle de la Ramblica,residential,30,False,30.075000000000003,,,"LINESTRING (-1.5026806 37.7728836, -1.5026533 37.7729134, -1.5024883 37.7731073)",,
973131707,False,Calle San Roque,living_street,,False,72.56599999999999,,,"LINESTRING (-1.5026806 37.7728836, -1.5029672 37.7730398, -1.5031609 37.7731229, -1.5033293 37.7731746, -1.5034006 37.7731964)",,
114687628,False,Calle Doctor López Ibor,residential,30,False,22.696,,,"LINESTRING (-1.4972799 37.770708, -1.4972823 37.7709121)",,
114687628,False,Calle Doctor López Ibor,residential,30,True,17.865,,,"LINESTRING (-1.4972799 37.770708, -1.4972727 37.7705664, -1.497271 37.7705475)",,
330850993,False,Calle Cruz de Los Hortelanos,residential,30,False,28.537,,,"LINESTRING (-1.4971752 37.7687551, -1.497214 37.7690099)",yes,
330848987,False,Calle Santa Bárbara,residential,30,True,18.442,,,"LINESTRING (-1.4970709 37.769719, -1.4972596 37.7697915)",,
28130969,False,Calle General Páramo,tertiary,30,True,40.715,,TOTANA-MU-500-1997,"LINESTRING (-1.4972892 37.7714874, -1.4977523 37.7714791)",,
114687628,False,Calle Doctor López Ibor,residential,30,True,31.01,,,"LINESTRING (-1.4972892 37.7714874, -1.497281 37.7712086)",,
"[331916763, 970752053]",True,Calle Don José María,residential,30,False,23.826,,,"LINESTRING (-1.5034899 37.7717414, -1.5035119 37.7717006, -1.5036054 37.7715476)",yes,
331918279,True,Paseo de la Rivera,residential,30,False,85.334,,,"LINESTRING (-1.5034899 37.7717414, -1.5037565 37.7718614, -1.504025 37.7719834, -1.5041864 37.7720365, -1.5043506 37.7720939)",,
970724058,True,Calle del Puente,tertiary,,False,28.513,,TOTANA-MU-500-1997,"LINESTRING (-1.5018292 37.7706299, -1.5017521 37.7706783, -1.5015746 37.7707888)",,
976578479,True,Avenida Rambla de la Santa,residential,30,False,32.050000000000004,,,"LINESTRING (-1.5018292 37.7706299, -1.5020402 37.7708437, -1.5020518 37.7708581)",,
28191364,False,Paseo de la Rivera,residential,,True,20.239,,,"LINESTRING (-1.5049241 37.7722695, -1.5051537 37.7722557)",,
973070079,False,Calle Tinajerías,residential,,False,38.175,,,"LINESTRING (-1.5049241 37.7722695, -1.5047646 37.7723075, -1.5045025 37.7723507)",,
114687630,True,Calle Cruz de Los Hortelanos,residential,30,False,18.741,,,"LINESTRING (-1.497227 37.7696042, -1.4970709 37.769719)",,
330850979,False,Calle Cruz de Los Hortelanos,residential,30,True,66.09299999999999,,,"LINESTRING (-1.497227 37.7696042, -1.4972234 37.7694962, -1.4972222 37.7694586, -1.4972179 37.7692238, -1.497214 37.7690099)",,
114687628,False,Calle Doctor López Ibor,residential,30,False,30.915,,,"LINESTRING (-1.4972439 37.7702703, -1.497271 37.7705475)",,
114687628,False,Calle Doctor López Ibor,residential,30,True,53.258,,,"LINESTRING (-1.4972439 37.7702703, -1.4972596 37.7697915)",,
121203118,True,Calle Juan XXIII,tertiary,30,False,47.891999999999996,,TOTANA-MU-500-1997,"LINESTRING (-1.5004084 37.7717721, -1.5001471 37.7715903, -1.4999888 37.7714979)",,
114687628,False,Calle Doctor López Ibor,residential,30,False,32.97,,,"LINESTRING (-1.4972823 37.7709121, -1.497281 37.7712086)",,
114687628,False,Calle Doctor López Ibor,residential,30,True,22.696,,,"LINESTRING (-1.4972823 37.7709121, -1.4972799 37.770708)",,
330850993,False,Calle Cruz de Los Hortelanos,residential,30,True,28.537,,,"LINESTRING (-1.497214 37.7690099, -1.4971752 37.7687551)",yes,
330850979,False,Calle Cruz de Los Hortelanos,residential,30,False,66.093,,,"LINESTRING (-1.497214 37.7690099, -1.4972179 37.7692238, -1.4972222 37.7694586, -1.4972234 37.7694962, -1.497227 37.7696042)",,
330850984,True,Avenida Rambla de la Santa,residential,30,False,181.374,,,"LINESTRING (-1.497214 37.7690099, -1.4976002 37.7689915, -1.4976609 37.7689883, -1.497732 37.7689913, -1.4978643 37.7690042, -1.4983524 37.7690477, -1.4985626 37.7690862, -1.499256 37.7691836)",,
295074638,True,Calle Padre Melchor de Benisa,residential,,False,39.266999999999996,,,"LINESTRING (-1.501711 37.7724071, -1.5016628 37.7723846, -1.5015413 37.772347, -1.5013029 37.7722644)",,
303639483,False,Calle Cuartel,residential,,False,55.973,,,"LINESTRING (-1.501711 37.7724071, -1.5015997 37.7727126, -1.5015269 37.7728889)",,
114687625,True,Avenida Rambla de la Santa,residential,,False,61.007,,,"LINESTRING (-1.4994287 37.768983, -1.4992276 37.7689261, -1.4990501 37.7688924, -1.4987549 37.7688607)",,
