osmid,oneway,highway,reversed,length,name,ref,maxspeed,geometry,lanes,tunnel,junction
86498060,True,residential,False,106.019,,,,"LINESTRING (-3.2321287 38.9410678, -3.2322654 38.9401203)",,,
291508179,False,residential,False,39.17,Calle Alhambra,,,"LINESTRING (-3.2321287 38.9410678, -3.2325698 38.9409879)",,,
291508179,False,residential,True,13.543,Calle Alhambra,,,"LINESTRING (-3.2321287 38.9410678, -3.2319725 38.9410764)",,,
902860116,False,tertiary,True,19.628,Avenida de la Constitución,N-430a,40,"LINESTRING (-3.2360432 38.9377695, -3.2358402 38.9376906)",,,
213601051,True,tertiary,False,37.991,Avenida de la Constitución,N-430a,30,"LINESTRING (-3.2360432 38.9377695, -3.2363024 38.9379097, -3.2364089 38.9379584)",,,
902860116,False,tertiary,False,19.628,Avenida de la Constitución,N-430a,40,"LINESTRING (-3.2358402 38.9376906, -3.2360432 38.9377695)",,,
902860116,False,tertiary,True,27.009,Avenida de la Constitución,N-430a,40,"LINESTRING (-3.2358402 38.9376906, -3.2355856 38.9376665, -3.2355299 38.937669)",,,
213587906,True,residential,False,22.299,Calle Pardica,,,"LINESTRING (-3.2370428 38.9412083, -3.2371133 38.9410154)",,,
213588293,True,residential,False,62.147,,,,"LINESTRING (-3.2370428 38.9412083, -3.2373613 38.9412383, -3.237752 38.9412963)",,,
902860102,True,residential,False,128.404,Calle Alhambra,,,"LINESTRING (-3.2370428 38.9412083, -3.2367095 38.9412227, -3.2364893 38.9412103, -3.236006 38.9411128, -3.2356912 38.9410709, -3.2355817 38.9410549)",,,
76118398,False,tertiary,False,29.623,Avenida de la Constitución,N-430a,40,"LINESTRING (-3.2370526 38.9384287, -3.2373598 38.9385465)",,,
213601050,True,tertiary,False,71.429,Avenida de la Constitución,N-430a,30,"LINESTRING (-3.2370526 38.9384287, -3.2369724 38.9383753, -3.2367991 38.9382835, -3.236741 38.9382299, -3.2367027 38.9381797, -3.2366682 38.9381041, -3.2366551 38.9380258, -3.2366566 38.9379915, -3.2366641 38.9379542, -3.2366682 38.9379169)",,,
86498121,True,residential,False,32.64,,,,"LINESTRING (-3.2387227 38.9406841, -3.2387995 38.9403967)",,,
86498078,True,residential,False,31.758,,,,"LINESTRING (-3.2387227 38.9406841, -3.2384431 38.9405943, -3.2383896 38.940566)",,,
86498017,False,residential,True,108.724,Calle Vara del Rey,,,"LINESTRING (-3.231398 38.9411209, -3.231422 38.9420985)",,,
291508179,False,residential,False,49.932,Calle Alhambra,,,"LINESTRING (-3.231398 38.9411209, -3.2319725 38.9410764)",,,
903969523,False,residential,False,5.57,Calle Huertas,,,"LINESTRING (-3.2321263 38.9460494, -3.2321907 38.9460504)",,,
86498108,False,residential,True,69.553,Calle Calderón de la Barca,,,"LINESTRING (-3.2321263 38.9460494, -3.2325189 38.9456973, -3.2325888 38.9455474)",,,
86498128,False,residential,False,6.428,Calle Punta Brava,,,"LINESTRING (-3.2341903 38.9394733, -3.2342267 38.9394229)",,,
86498128,False,residential,True,6.116,Calle Punta Brava,,,"LINESTRING (-3.2341903 38.9394733, -3.23415 38.9395185)",,,
86498017,False,residential,False,55.195,Calle Vara del Rey,,,"LINESTRING (-3.231457 38.9435073, -3.2314453 38.943011)",,,
86498017,False,residential,True,65.651,Calle Vara del Rey,,,"LINESTRING (-3.231457 38.9435073, -3.2314718 38.9440976)",,,
86498166,True,residential,False,44.786,Calle General Espartero,,,"LINESTRING (-3.231457 38.9435073, -3.2319744 38.9434904)",,,
86498162,False,residential,False,75.546,Calle de Numancia,,,"LINESTRING (-3.2319741 38.9441698, -3.2319744 38.9434904)",,,
