osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,junction,access,maxspeed
175445561,M-523,Calle del General Asensio,secondary,False,False,14.42,"LINESTRING (-4.0298664 40.3501439, -4.0297235 40.3500735)",,,,
146515797,,Calle Jilguero,residential,False,False,44.428000000000004,"LINESTRING (-4.0298664 40.3501439, -4.0298961 40.3501058, -4.0299258 40.3500677, -4.0301344 40.3498005)",,,,
175445561,M-523,Calle del General Asensio,secondary,False,True,94.275,"LINESTRING (-4.0298664 40.3501439, -4.0306772 40.3505618, -4.0307879 40.3506189)",,,,
540710704,M-523,Calle del General Asensio,secondary,False,False,12.289,"LINESTRING (-4.0292652 40.3498018, -4.0291881 40.3497082)",,,,
1096941233,M-523,Calle del General Asensio,secondary,False,True,4.366,"LINESTRING (-4.0292652 40.3498018, -4.0293005 40.3498304)",,,,
1096941229,,Avenida de Madrid,residential,False,True,16.48,"LINESTRING (-4.0292652 40.3498018, -4.0291865 40.3498207, -4.0290808 40.3498488)",2,,,
146515757,M-523,,secondary_link,True,False,10.86,"LINESTRING (-4.0282104 40.3475332, -4.0281585 40.3474439)",,,,
1096941234,M-523,Calle del General Asensio,secondary,False,True,30.09,"LINESTRING (-4.0282104 40.3475332, -4.0282268 40.3475686, -4.0283285 40.3477884)",,,,
146515796,,Calle Sevillanos,secondary,True,False,10.72,"LINESTRING (-4.0277826 40.3476362, -4.0278788 40.3475736)",,,,
30287651,,Calle Sevillanos,secondary,False,False,48.661,"LINESTRING (-4.0277826 40.3476362, -4.027732 40.3476704, -4.0275002 40.3478195, -4.0273429 40.3479176)",,,,
30287652,,,secondary,True,False,12.530999999999999,"LINESTRING (-4.0248227 40.3498639, -4.024872 40.3498641, -4.0249197 40.3498548, -4.0249628 40.3498365)",,roundabout,,
66098784,,Calle Sevillanos,residential,True,False,67.59,"LINESTRING (-4.0248227 40.3498639, -4.0248625 40.3498836, -4.0248779 40.3499072, -4.0248782 40.3499303, -4.0248637 40.3499493, -4.0244027 40.3503054)",,,,
441631666,,Calle Sevillanos,secondary,True,False,20.039,"LINESTRING (-4.0245679 40.3499307, -4.0246903 40.349881, -4.0247826 40.3498564)",,,,
146515740,,Avenida Dos de Mayo,residential,False,True,190.65,"LINESTRING (-4.0333142 40.3455845, -4.0319774 40.3442055)",,,,
146515816,,Calle Villanueva,residential,False,True,80.124,"LINESTRING (-4.0333142 40.3455845, -4.0326942 40.3461285)",,,,
1166126456,,Calle Villanueva,residential,True,False,29.762,"LINESTRING (-4.0307644 40.3473284, -4.0305319 40.347529)",,,,
32784823,,Calle los Almendros,residential,True,False,83.65200000000002,"LINESTRING (-4.0305319 40.347529, -4.0301395 40.3474163, -4.0300759 40.3473998, -4.0297639 40.3473497, -4.0295981 40.3474064)",,,,
1166126456,,Calle Villanueva,residential,True,False,65.276,"LINESTRING (-4.0305319 40.347529, -4.0304038 40.3476439, -4.0300303 40.3479745)",,,,
146515749,,Paseo del Olivar,residential,True,False,66.969,"LINESTRING (-4.0300303 40.3479745, -4.0305685 40.3484155)",,,,
1166126456,,Calle Villanueva,residential,True,False,146.847,"LINESTRING (-4.0300303 40.3479745, -4.0294849 40.3484201, -4.0289288 40.348851, -4.0288305 40.3489272)",,,,
1096941234,M-523,Calle del General Asensio,secondary,False,False,56.262,"LINESTRING (-4.0288305 40.3489272, -4.0287815 40.3488103, -4.0286237 40.3484464)",,,,
