osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,bridge,tunnel,lanes,junction,access
23071074,Avenida Galán Bergua,tertiary,False,False,129.62199999999999,"LINESTRING (-0.128706 41.0505159, -0.128612 41.0505183, -0.1285126 41.0505447, -0.1274524 41.0511705)",,,,,,,
23071074,Avenida Galán Bergua,tertiary,False,True,169.363,"LINESTRING (-0.128706 41.0505159, -0.1288191 41.0505408, -0.1291162 41.0507199, -0.130138 41.0513609, -0.1302919 41.051448)",,,,,,,
23071074,Avenida Galán Bergua,tertiary,False,False,18.472,"LINESTRING (-0.1304768 41.0515383, -0.1302919 41.051448)",,,,,,,
791545982,Avenida Aragón,tertiary,True,False,23.134,"LINESTRING (-0.1304768 41.0515383, -0.1304097 41.0513365)",,,,,,,
23071074,Avenida Galán Bergua,tertiary,False,True,76.528,"LINESTRING (-0.1304768 41.0515383, -0.1307454 41.0516511, -0.1309858 41.0517156, -0.1313358 41.0517121)",,,,,,,
23071075,Plaza San José,tertiary,True,False,29.385,"LINESTRING (-0.1313358 41.0517121, -0.1316802 41.0516633)",30,,,,,,
239939066,Plaza San José,residential,False,False,3.268,"LINESTRING (-0.1313358 41.0517121, -0.1313274 41.0516834)",30,,,,,,
23071074,Avenida Galán Bergua,tertiary,False,False,76.528,"LINESTRING (-0.1313358 41.0517121, -0.1309858 41.0517156, -0.1307454 41.0516511, -0.1304768 41.0515383)",,,,,,,
23006314,Calle Muro de Santiago,secondary,False,True,15.861,"LINESTRING (-0.1356371 41.0515981, -0.1357362 41.0517196)",,N-232a,,,,,
23071095,Calle Mayor,residential,True,False,38.478,"LINESTRING (-0.1356371 41.0515981, -0.1351927 41.0515119)",50,,,,,,
23006314,Calle Muro de Santiago,secondary,False,False,39.998999999999995,"LINESTRING (-0.1356371 41.0515981, -0.1356149 41.0514948, -0.1355984 41.0513983, -0.135605 41.0512406)",,N-232a,,,,,
23006314,Calle Muro de Santiago,secondary,False,False,15.861,"LINESTRING (-0.1357362 41.0517196, -0.1356371 41.0515981)",,N-232a,,,,,
"[23071067, 132690550]",,secondary,False,False,136.92600000000002,"LINESTRING (-0.1357362 41.0517196, -0.1358361 41.0517778, -0.1373211 41.0519698)",,N-232a,yes,,,,
