osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,access,maxspeed,tunnel,junction
617016608,2,M-311,Carretera de Madrid,primary,False,True,7.545,"LINESTRING (-3.4178713 40.143549, -3.417827 40.1434902)",,,,
"[617016608, 175457090]",2,M-311,"['Carretera de Madrid', 'Carretera de M-506 a Belmonte de Tajo por Chinchón y Colmenar de Oreja']",primary,False,False,697.214,"LINESTRING (-3.4178713 40.143549, -3.4181523 40.1439032, -3.4183017 40.1440593, -3.4184466 40.1441826, -3.4186315 40.1442988, -3.4188356 40.1444061, -3.4189989 40.1444853, -3.4191198 40.1445342, -3.4191956 40.144552, -3.4192818 40.1445644, -3.4194024 40.1445677, -3.4195352 40.144559, -3.4198468 40.1445252, -3.4200038 40.1445059, -3.4201475 40.1444883, -3.4205807 40.1444376, -3.4214197 40.1443373, -3.4218029 40.1442891, -3.4222174 40.1442473, -3.4225661 40.144251, -3.4228316 40.1442763, -3.4230637 40.1443061, -3.4232877 40.1443453, -3.4235164 40.1444097, -3.4237411 40.1444866, -3.4239543 40.1445789, -3.4241511 40.1446744, -3.424731 40.1449912, -3.425119 40.1452035)",,,,
"[798933122, 798933123]",,,"['Calle Cruz', 'Calle Santa Ana']",residential,False,"[False, True]",78.379,"LINESTRING (-3.4178713 40.143549, -3.4177811 40.1441429, -3.4177549 40.144248)",,,,
28048986,2,M-404,Carretera de Navalcarnero a Villarejo de Salvanés,secondary,False,False,78.356,"LINESTRING (-3.425901 40.1449699, -3.4256145 40.1445439, -3.4255028 40.144335)",yes,,,
28345770,,,Cuesta Colovera,residential,False,True,35.867000000000004,"LINESTRING (-3.425184 40.1442013, -3.4250512 40.1442237, -3.4249693 40.1442272, -3.4247657 40.1442182)",,,,
243654107,,,,residential,True,False,32.015,"LINESTRING (-3.425184 40.1442013, -3.4253419 40.1442252, -3.4255028 40.144335)",,,,
243654106,3,M-404,Carretera de Navalcarnero a Villarejo de Salvanés,secondary,False,False,46.93,"LINESTRING (-3.4254258 40.1438534, -3.4254534 40.1437548, -3.4255119 40.1436141, -3.4256218 40.1434622)",yes,,,
243654107,,,,residential,True,False,45.696,"LINESTRING (-3.4254258 40.1438534, -3.4253633 40.1439585, -3.425349 40.144063, -3.425279 40.1441477, -3.425184 40.1442013)",,,,
578885743,2,M-404,Carretera de Navalcarnero a Villarejo de Salvanés,secondary,False,True,54.601,"LINESTRING (-3.4254258 40.1438534, -3.4254159 40.1440179, -3.4254341 40.1441751, -3.4254718 40.1442769, -3.4255028 40.144335)",yes,,,
243654105,2,M-404,Carretera de Navalcarnero a Villarejo de Salvanés,secondary,False,False,25.893,"LINESTRING (-3.4256218 40.1434622, -3.425809 40.1432785)",yes,,,
243654106,3,M-404,Carretera de Navalcarnero a Villarejo de Salvanés,secondary,False,True,46.93000000000001,"LINESTRING (-3.4256218 40.1434622, -3.4255119 40.1436141, -3.4254534 40.1437548, -3.4254258 40.1438534)",yes,,,
1106848573,2,M-404,Carretera de Navalcarnero a Villarejo de Salvanés,secondary,False,True,150.756,"LINESTRING (-3.4269476 40.142239, -3.425809 40.1432785)",yes,,,
36494763,,,,residential,False,True,179.56,"LINESTRING (-3.4269476 40.142239, -3.4272246 40.1422824, -3.4275436 40.1420602, -3.4276677 40.1419405, -3.4277844 40.1415475, -3.4279768 40.141056)",,,,
1106848573,2,M-404,Carretera de Navalcarnero a Villarejo de Salvanés,secondary,False,False,77.346,"LINESTRING (-3.4269476 40.142239, -3.4273582 40.1418512, -3.4274379 40.1417601, -3.4274829 40.1416801)",yes,,,
210240477,,,Calle de Triana,residential,False,True,67.872,"LINESTRING (-3.4274829 40.1416801, -3.4273232 40.1417477, -3.4270963 40.1418296, -3.4267559 40.1419303)",,,,
1106848573,2,M-404,Carretera de Navalcarnero a Villarejo de Salvanés,secondary,False,False,96.128,"LINESTRING (-3.4274829 40.1416801, -3.4275232 40.141583, -3.4275416 40.1414691, -3.4275348 40.1412788, -3.4274832 40.140823)",yes,,,
1106848573,2,M-404,Carretera de Navalcarnero a Villarejo de Salvanés,secondary,False,True,77.346,"LINESTRING (-3.4274829 40.1416801, -3.4274379 40.1417601, -3.4273582 40.1418512, -3.4269476 40.142239)",yes,,,
178657704,1,M-404,Carretera de Navalcarnero a Villarejo de Salvanés,secondary,True,False,40.075,"LINESTRING (-3.4273196 40.1395726, -3.427285 40.1394695, -3.4272355 40.139414, -3.427186 40.1393585, -3.4271646 40.13924)",yes,40,,
1106848573,2,M-404,Carretera de Navalcarnero a Villarejo de Salvanés,secondary,False,True,139.883,"LINESTRING (-3.4273196 40.1395726, -3.4273538 40.1396847, -3.4273757 40.1397906, -3.4274202 40.1402078, -3.4274697 40.1406878, -3.4274832 40.140823)",yes,,,
175457084,,,Calle de Contreras,residential,False,True,50.086,"LINESTRING (-3.4254872 40.139177, -3.4255289 40.1396263)",,,,
28345719,,,Calle de los Huertos,residential,True,False,63.205999999999996,"LINESTRING (-3.4254872 40.139177, -3.425389 40.13919, -3.4252521 40.1392217, -3.4247765 40.1393417)",,,,
827273360,,,Calle de los Huertos,residential,False,True,64.028,"LINESTRING (-3.4254872 40.139177, -3.4259882 40.1391973, -3.4262388 40.1392136)",,,,
36539126,,,,residential,True,False,21.631,"LINESTRING (-3.422996 40.1396756, -3.4229669 40.1395964, -3.4229505 40.1394901, -3.4229497 40.1394849)",,,,
37006375,,,Plaza Mayor,living_street,False,False,35.421,"LINESTRING (-3.422996 40.1396756, -3.4228518 40.1397685, -3.4227144 40.1399077)",,,,
36539126,,,,residential,True,False,111.308,"LINESTRING (-3.4227489 40.1382077, -3.4227368 40.1381361, -3.4225726 40.1372158)",,,,
182280733,,,Calle Cuesta Yeseros,residential,True,False,77.431,"LINESTRING (-3.4227489 40.1382077, -3.4230503 40.1380602, -3.4231467 40.1380131, -3.4235456 40.1378737)",,,,
175457094,,,Plaza de los Hermanos Ortiz de Zárate,residential,False,True,21.266,"LINESTRING (-3.4190752 40.1405581, -3.4188374 40.1406175)",,,,
210256367,,,Calle de la Cueva,residential,False,True,20.998,"LINESTRING (-3.4190752 40.1405581, -3.4191577 40.1407361)",,,,
175457085,,,Calle Grande,residential,False,False,121.795,"LINESTRING (-3.4190752 40.1405581, -3.4197076 40.1403803, -3.4197772 40.1403595, -3.419849 40.140348, -3.4199264 40.1403418, -3.4200082 40.1403447, -3.4201342 40.1403571, -3.42029 40.1403763, -3.4203275 40.1403916, -3.4203614 40.1404106, -3.4203823 40.1404333, -3.4203998 40.1404654)",,,,
28345774,,,Calle de Morata,residential,True,False,67.80199999999999,"LINESTRING (-3.4247814 40.1404733, -3.4248496 40.1405121, -3.4251687 40.1405892, -3.4255278 40.1406793)",,,,
175457095,,,Calle de la Amargura,residential,True,False,80.322,"LINESTRING (-3.4247814 40.1404733, -3.4249851 40.1403697, -3.4252058 40.1402769, -3.4253996 40.1401898, -3.425587 40.1400966)",,,,
175457084,,,Calle de Contreras,residential,False,False,45.559,"LINESTRING (-3.425587 40.1400966, -3.425514 40.1396907)",,,,
175457084,,,Calle de Contreras,residential,False,True,65.25800000000001,"LINESTRING (-3.425587 40.1400966, -3.4255841 40.1404593, -3.4255278 40.1406793)",,,,
37105646,,,Plaza Mayor,living_street,False,False,23.947,"LINESTRING (-3.4223497 40.1402878, -3.4222988 40.1402281, -3.4222899 40.1401707, -3.4222898 40.1400844)",,,,
37105646,,,Plaza Mayor,living_street,False,True,27.885,"LINESTRING (-3.4223497 40.1402878, -3.4224011 40.1403157, -3.4224297 40.1403255, -3.4224688 40.1403312, -3.4225059 40.1403325, -3.4225881 40.1403294, -3.4226589 40.1403119)",,,,
37105646,,,Plaza Mayor,living_street,False,False,8.566,"LINESTRING (-3.4222898 40.1400844, -3.4223246 40.1400121)",,,,
28363146,,,Calle Grande,living_street,True,False,160.189,"LINESTRING (-3.4222898 40.1400844, -3.4221722 40.1401416, -3.4218961 40.1403159, -3.4218668 40.1403264, -3.4217346 40.1403671, -3.4215744 40.1404284, -3.4209473 40.1406481, -3.4209039 40.1406493, -3.420828 40.1406334, -3.4207566 40.1406105, -3.4206334 40.1405541)",,,,
