osmid,name,highway,oneway,reversed,length,ref,geometry,bridge,junction,width
4346829,carrer de les Illes Balears,secondary,False,False,144.276,,"LINESTRING (3.0207231 39.5177687, 3.0195476 39.5168407)",,,
4346908,Carrer de la Santa Creu,tertiary,False,False,39.105,Ma-5030A,"LINESTRING (3.0207231 39.5177687, 3.0210725 39.5175428)",,,
113712360,,secondary,False,True,21.435000000000002,Ma-5030A,"LINESTRING (3.0207231 39.5177687, 3.0206256 39.5178416, 3.0205463 39.5179049)",,,
113712360,,secondary,False,False,18.054,Ma-5030A,"LINESTRING (3.0203073 39.5192258, 3.0203248 39.519064)",,,
86285317,Carrer Major,tertiary,False,True,58.751,,"LINESTRING (3.0173137 39.5130664, 3.0178333 39.5134106)",,,
4346829,carrer de les Illes Balears,secondary,False,True,371.772,,"LINESTRING (3.0173137 39.5130664, 3.0162914 39.5139374, 3.016237 39.5139996, 3.0161949 39.5140821, 3.0162008 39.5141667, 3.0162159 39.5142404, 3.0162571 39.5142911, 3.0163171 39.5143502, 3.017889 39.5155565)",,,
86264397,carrer del Call,residential,True,False,93.466,,"LINESTRING (3.0220886 39.5168976, 3.0227228 39.5162141)",,,
4346908,Carrer de la Santa Creu,tertiary,False,True,47.726,Ma-5030A,"LINESTRING (3.0220886 39.5168976, 3.0220243 39.5169526, 3.0216539 39.5171635)",,,
179327410,placeta d'en Lluc,living_street,True,False,32.723,,"LINESTRING (3.0220886 39.5168976, 3.0223188 39.5169451, 3.0224571 39.5169737)",,,
4346911,Carrer Major,residential,True,False,44.457,,"LINESTRING (3.0212244 39.5164385, 3.0213532 39.5165752, 3.0216138 39.5166886)",,,
4346907,carrer de sa Galla,residential,True,False,76.027,,"LINESTRING (3.0219085 39.5160038, 3.0212244 39.5164385)",,,
179327395,carrer d'en Feliu,residential,False,False,61.246,,"LINESTRING (3.0219085 39.5160038, 3.0214068 39.5156119)",,,
4346900,,residential,True,False,117.129,,"LINESTRING (3.0222143 39.515813, 3.0213663 39.5149874)",,,
4346907,carrer de sa Galla,residential,True,False,33.738,,"LINESTRING (3.0222143 39.515813, 3.0219085 39.5160038)",,,
86252838,Carrer Sant Roc,residential,True,False,104.758,,"LINESTRING (3.0231586 39.5138771, 3.0223506 39.5131707)",,,
179341728,Carrer d'en Cerdà,residential,True,False,145.625,,"LINESTRING (3.0231586 39.5138771, 3.0238009 39.5134747, 3.0244479 39.5130258)",,,
179341728,Carrer d'en Cerdà,residential,True,False,43.865,,"LINESTRING (3.0248331 39.5127494, 3.0252217 39.512493)",,,
86252836,Carrer de la Lluna,residential,False,False,120.68,,"LINESTRING (3.0261919 39.5132789, 3.0252217 39.512493)",,,
1111606366,,residential,True,False,48.452,,"LINESTRING (3.0261919 39.5132789, 3.0262336 39.5132179, 3.0264552 39.5128934)",,,
4346903,,residential,False,False,45.515,,"LINESTRING (3.0264953 39.5128348, 3.0268284 39.5131534)",,,
4346903,,residential,False,True,45.515,,"LINESTRING (3.0268284 39.5131534, 3.0264953 39.5128348)",,,
86273364,carrer de la Donzella,residential,True,False,46.328,,"LINESTRING (3.0268284 39.5131534, 3.027173 39.5134742)",,,
55457700,carrer del Pare Francesc Molina,residential,True,False,95.525,,"LINESTRING (3.0268284 39.5131534, 3.0267635 39.5131906, 3.0259326 39.5136637)",,,
4346901,carrer de sa Galla,residential,True,False,44.431,,"LINESTRING (3.0259326 39.5136637, 3.0255077 39.5138922)",,,
179341732,Carrer del Sol,residential,True,False,138.68,,"LINESTRING (3.0259326 39.5136637, 3.0248331 39.5127494)",,,
1111606366,,residential,True,False,48.224,,"LINESTRING (3.0259326 39.5136637, 3.0261919 39.5132789)",,,
86252829,Carrer del Canonge Barceló,residential,False,False,63.354,,"LINESTRING (3.0214068 39.5156119, 3.020831 39.5159687)",,,
179327395,carrer d'en Feliu,residential,False,False,55.814,,"LINESTRING (3.0214068 39.5156119, 3.0209441 39.515259)",,,
179327395,carrer d'en Feliu,residential,False,True,61.246,,"LINESTRING (3.0214068 39.5156119, 3.0219085 39.5160038)",,,
4346899,Carrer Major,residential,True,False,54.279,,"LINESTRING (3.020831 39.5159687, 3.0211748 39.5163785)",,,
86252829,Carrer del Canonge Barceló,residential,False,True,63.354,,"LINESTRING (3.020831 39.5159687, 3.0214068 39.5156119)",,,
4346899,Carrer Major,residential,True,False,15.38,,"LINESTRING (3.019979 39.5152552, 3.0201169 39.5153436)",,,
86252872,carrer de la Torre,residential,False,True,45.867,,"LINESTRING (3.019979 39.5152552, 3.0195673 39.5155184)",,,
4346899,Carrer Major,residential,True,False,16.748,,"LINESTRING (3.0182646 39.5136896, 3.0184099 39.5137902)",,,
4346913,Carrer Cristóbal Colón,residential,True,False,146.719,,"LINESTRING (3.0192115 39.5125908, 3.0182646 39.5136896)",,,
86252819,Carrer Monti-Sion,residential,False,False,25.563,,"LINESTRING (3.0192115 39.5125908, 3.0194167 39.5127575)",,,
86252819,Carrer Monti-Sion,residential,False,False,29.266,,"LINESTRING (3.0194167 39.5127575, 3.0196517 39.5129483)",,,
86252819,Carrer Monti-Sion,residential,False,True,25.563,,"LINESTRING (3.0194167 39.5127575, 3.0192115 39.5125908)",,,
179327409,,living_street,True,False,32.505,,"LINESTRING (3.0224571 39.5169737, 3.0228229 39.51705)",,,
86259179,,living_street,True,False,37.623000000000005,,"LINESTRING (3.0224571 39.5169737, 3.0225089 39.5169194, 3.0227169 39.5167011)",,,
374597800,el pas des Frare,unclassified,False,False,77.93,,"LINESTRING (3.0274361 39.5204695, 3.0281418 39.5200281)",,,
"[794504610, 794504611, 735041543]",carrer del Pont,"['unclassified', 'residential']",False,True,276.254,,"LINESTRING (3.0274361 39.5204695, 3.0268142 39.5197414, 3.0260468 39.5191653, 3.0259585 39.5190934, 3.0253282 39.5186075)",yes,,
374597800,el pas des Frare,unclassified,False,True,77.93,,"LINESTRING (3.0281418 39.5200281, 3.0274361 39.5204695)",,,
4346899,Carrer Major,residential,True,False,46.937,,"LINESTRING (3.0205198 39.5156215, 3.020831 39.5159687)",,,
86252822,Carrer d'en Cerdà,residential,True,False,54.382,,"LINESTRING (3.0205198 39.5156215, 3.0207873 39.5153751, 3.0209441 39.515259)",,,
47841930,carrer de l'Almoina,residential,True,False,32.375,,"LINESTRING (3.0229899 39.5164198, 3.0227228 39.5162141)",,,
"[86285322, 179327407]",Carrer del Pou Florit,residential,True,False,40.899,,"LINESTRING (3.0229899 39.5164198, 3.0230423 39.5163669, 3.0232993 39.5161401)",,,
86259167,Carrer d'en Sala,tertiary,False,False,5.312,,"LINESTRING (3.0256668 39.5166187, 3.025719 39.516593)",,,
86259167,Carrer d'en Sala,tertiary,False,True,65.482,,"LINESTRING (3.0256668 39.5166187, 3.0250164 39.516927)",,,
47846396,carrer de l'Hospital,residential,True,False,9.23,,"LINESTRING (3.0225024 39.5174717, 3.0225594 39.5174013)",,,
86259166,carrer de Nunyo Sanç,residential,True,False,80.448,,"LINESTRING (3.0225024 39.5174717, 3.0216539 39.5171635)",,,
4346908,Carrer de la Santa Creu,tertiary,False,True,10.846,Ma-5030A,"LINESTRING (3.0216539 39.5171635, 3.0215486 39.5172175)",,,
4346908,Carrer de la Santa Creu,tertiary,False,False,47.726,Ma-5030A,"LINESTRING (3.0216539 39.5171635, 3.0220243 39.5169526, 3.0220886 39.5168976)",,,
47846395,"carrer d'Agustí Font, prevere",residential,True,False,132.683,,"LINESTRING (3.0232397 39.518077, 3.0235269 39.5181772, 3.023916 39.5180802, 3.0243746 39.5179518, 3.0246913 39.517868)",,,
621212846,"carrer d'Agustí Font, prevere",residential,False,False,71.892,,"LINESTRING (3.0232397 39.518077, 3.0228329 39.5179804, 3.0224301 39.5179119)",,,
47846399,carrer del Pont,residential,True,False,24.536,,"LINESTRING (3.0246913 39.517868, 3.0247916 39.5179545, 3.0248326 39.5180542)",,,
86259180,carrer del Pont,residential,False,False,88.99,,"LINESTRING (3.0246913 39.517868, 3.0245293 39.5177803, 3.0242258 39.517609, 3.0240817 39.5175256, 3.0238718 39.5173788)",,,
47846396,carrer de l'Hospital,residential,True,False,49.339,,"LINESTRING (3.0224301 39.5179119, 3.0225024 39.5174717)",,,
621212846,"carrer d'Agustí Font, prevere",residential,False,False,125.44800000000001,,"LINESTRING (3.0224301 39.5179119, 3.022309 39.5178918, 3.0216297 39.517777, 3.0213942 39.5177228, 3.0210725 39.5175428)",,,
621212846,"carrer d'Agustí Font, prevere",residential,False,True,71.892,,"LINESTRING (3.0224301 39.5179119, 3.0228329 39.5179804, 3.0232397 39.518077)",,,
86252840,Carrer Parents,residential,False,False,121.467,,"LINESTRING (3.0208965 39.5127906, 3.0219132 39.5135509)",,,
86252887,carrer del Rei Jaume I,residential,True,False,48.783,,"LINESTRING (3.0208965 39.5127906, 3.0212055 39.5124223)",,,
179341728,Carrer d'en Cerdà,residential,True,False,45.128,,"LINESTRING (3.0244479 39.5130258, 3.0248331 39.5127494)",,,
86252811,Carrer del Pou dels Horts,residential,False,True,100.821,,"LINESTRING (3.0198987 39.5158241, 3.0189993 39.5164078)",,,
86252877,carrer del Vent,residential,True,False,21.527,,"LINESTRING (3.0198987 39.5158241, 3.0197402 39.515674)",,,
86252877,carrer del Vent,residential,True,False,56.707,,"LINESTRING (3.021253 39.5170133, 3.0208171 39.5166299)",,,
86252851,carrer d'en Frau,residential,False,True,89.782,,"LINESTRING (3.021253 39.5170133, 3.0207718 39.5172926, 3.0210957 39.5175274)",,,
47841930,carrer de l'Almoina,residential,True,False,13.319,,"LINESTRING (3.0225534 39.5160804, 3.0224448 39.5159948)",,,
86252841,Carrer de les Portasses,residential,True,False,95.961,,"LINESTRING (3.0225534 39.5160804, 3.0218755 39.5167669)",,,
86252872,carrer de la Torre,residential,False,False,45.867,,"LINESTRING (3.0195673 39.5155184, 3.019979 39.5152552)",,,
86252877,carrer del Vent,residential,True,False,99.472,,"LINESTRING (3.0195673 39.5155184, 3.0188246 39.5148314)",,,
