osmid,bridge,name,highway,oneway,reversed,length,geometry,junction,lanes,maxspeed
"[259997633, 93086364]",yes,Vereda de Segovia,unclassified,False,True,212.066,"LINESTRING (-3.8968594 40.3593742, -3.8968347 40.3592127, -3.8967253 40.358789, -3.8966874 40.3586421, -3.8966582 40.3584598, -3.8967532 40.3583245, -3.8969574 40.3580773, -3.8972527 40.3577402, -3.8973463 40.3576333)",,,
767029603,,,tertiary,True,False,3.1100000000000003,"LINESTRING (-3.9026174 40.3564376, -3.9026001 40.3564423, -3.9025836 40.3564484)",roundabout,,
179269653,,Calle de López Puigcerver,residential,True,False,33.709,"LINESTRING (-3.8973463 40.3576333, -3.8977106 40.3577551)",,,
"[259997633, 93086364]",yes,Vereda de Segovia,unclassified,False,False,212.06599999999997,"LINESTRING (-3.8973463 40.3576333, -3.8972527 40.3577402, -3.8969574 40.3580773, -3.8967532 40.3583245, -3.8966582 40.3584598, -3.8966874 40.3586421, -3.8967253 40.358789, -3.8968347 40.3592127, -3.8968594 40.3593742)",,,
172717013,,Calle de López Puigcerver,residential,False,False,72.81200000000001,"LINESTRING (-3.8973463 40.3576333, -3.8972433 40.3574367, -3.8970236 40.3571971, -3.8968639 40.357108)",,,
260386720,,Calle de las Carretas,residential,True,False,116.006,"LINESTRING (-3.900782 40.3573952, -3.9019499 40.3579396)",,,
260386713,,Calle Nueva,residential,True,False,113.811,"LINESTRING (-3.900782 40.3573952, -3.9008944 40.3578981, -3.9009803 40.3580317, -3.9013095 40.3582963)",,,
28159656,,Calle del Abrevadero,residential,False,False,114.014,"LINESTRING (-3.8998937 40.3566637, -3.898802 40.3572631)",,,
260386712,,Calle Nueva,residential,True,False,32.787,"LINESTRING (-3.8998937 40.3566637, -3.899873 40.3565332, -3.8998479 40.3564817, -3.8998879 40.3563776)",,,
260386713,,Calle Nueva,residential,True,False,90.412,"LINESTRING (-3.8998937 40.3566637, -3.9000652 40.3567252, -3.9006849 40.3571986)",,,
303756886,,Calle del Escorial,residential,True,False,110.738,"LINESTRING (-3.904035 40.3614899, -3.9037717 40.361234, -3.9033238 40.3606566)",,,
152841360,,Calle del Escorial,residential,False,True,90.515,"LINESTRING (-3.902812 40.3599679, -3.9027938 40.3600628, -3.9033238 40.3606566)",,,
"[776240544, 772510739]",,,tertiary,True,False,14.762,"LINESTRING (-3.9047708 40.3574995, -3.9047868 40.3574759, -3.9047934 40.3574498, -3.90479 40.3574234, -3.9047769 40.3573989, -3.9047551 40.3573781)",roundabout,,
28159624,,Camino de Pinares Llanos,residential,False,False,25.055,"LINESTRING (-3.9052997 40.353408, -3.9051796 40.3536139)",,,
152834384,,Calle de Navalcarnero,residential,False,True,58.673,"LINESTRING (-3.9052997 40.353408, -3.9059917 40.353426)",,,
28159623,,Calle de Aranjuez,residential,False,False,16.571,"LINESTRING (-3.9059917 40.353426, -3.9061306 40.3535309)",,,
152834384,,Calle de Navalcarnero,residential,False,False,58.673,"LINESTRING (-3.9059917 40.353426, -3.9052997 40.353408)",,,
28159634,,Calle del Zarzal,residential,False,False,5.213,"LINESTRING (-3.9034248 40.3550051, -3.9033688 40.3549857)",,1,
28159634,,Calle del Zarzal,residential,False,True,30.805,"LINESTRING (-3.9034248 40.3550051, -3.9036808 40.3552018)",,1,
28159624,,Camino de Pinares Llanos,residential,False,True,216.155,"LINESTRING (-3.9034248 40.3550051, -3.9042193 40.3544485, -3.9047274 40.3540856, -3.9049895 40.3538871, -3.9051796 40.3536139)",,,
27930651,,Avenida de Calatalifa,residential,True,False,47.29600000000001,"LINESTRING (-3.9032285 40.3548371, -3.9032217 40.3547364, -3.9032766 40.3544146)",,,
767029602,,,residential,True,False,14.061999999999998,"LINESTRING (-3.9032285 40.3548371, -3.9031732 40.3548369, -3.9031207 40.3548501, -3.9030765 40.3548755)",roundabout,,
619172006,,Calle de San Antonio,residential,True,False,74.451,"LINESTRING (-3.9017258 40.3548178, -3.9021477 40.3548513, -3.9025997 40.3548871)",,1,50
152834397,,Avenida de Odón,residential,False,False,53.652,"LINESTRING (-3.9055817 40.35646, -3.9052349 40.3568637)",,,
28159634,,Calle del Zarzal,residential,False,False,120.69200000000001,"LINESTRING (-3.9055817 40.35646, -3.9049133 40.3561059, -3.9048619 40.3560789, -3.9045611 40.3559068, -3.9044238 40.3558282)",,1,
28159634,,Calle del Zarzal,residential,False,False,64.238,"LINESTRING (-3.9044238 40.3558282, -3.9043771 40.3557878, -3.903923 40.3553945)",,1,
28159634,,Calle del Zarzal,residential,False,True,120.692,"LINESTRING (-3.9044238 40.3558282, -3.9045611 40.3559068, -3.9048619 40.3560789, -3.9049133 40.3561059, -3.9055817 40.35646)",,1,
151397599,,Calle de Torrelaguna,residential,True,False,142.85500000000002,"LINESTRING (-3.9044238 40.3558282, -3.9045135 40.3557388, -3.9047942 40.3554611, -3.9054464 40.3548068)",,,
28159634,,Calle del Zarzal,residential,False,False,29.67,"LINESTRING (-3.903923 40.3553945, -3.9036808 40.3552018)",,1,
28159634,,Calle del Zarzal,residential,False,True,64.238,"LINESTRING (-3.903923 40.3553945, -3.9043771 40.3557878, -3.9044238 40.3558282)",,1,
35084987,,Calle de Miraflores de la Sierra,residential,False,True,135.13600000000002,"LINESTRING (-3.903923 40.3553945, -3.9047871 40.3548495, -3.9050804 40.3545666)",,,
260386714,,Calle Puente,residential,True,False,28.932,"LINESTRING (-3.9013095 40.3582963, -3.9016393 40.3583637)",,,
192362565,,Calle de López Polín,residential,False,True,34.805,"LINESTRING (-3.9013095 40.3582963, -3.9012135 40.3583543, -3.9009463 40.3584367)",,,
260482631,,Calle del Toledano,residential,True,False,45.133,"LINESTRING (-3.9032732 40.3590522, -3.9035504 40.3587056)",,1,30
1166200819,,Calle Mayor,residential,False,False,37.19199999999999,"LINESTRING (-3.9032732 40.3590522, -3.9031238 40.3590047, -3.9029784 40.3589439, -3.9029675 40.3589404, -3.9028758 40.3589112)",,,
1166200817,,Calle Mayor,residential,True,False,41.744,"LINESTRING (-3.90446 40.359729, -3.9044399 40.3601041)",,,
1166200818,,Calle Mayor,residential,True,False,125.62199999999999,"LINESTRING (-3.90446 40.359729, -3.9040275 40.3594761, -3.9035229 40.3592002, -3.9033689 40.3591112, -3.9032732 40.3590522)",,,
303756887,,Calle del General Sanz Marqués de San Juan de Puerto Rico,residential,True,False,12.66,"LINESTRING (-3.9031907 40.3612555, -3.9033172 40.3611949)",,,
152843964,,Calle de Gonzalo Calamita,residential,True,False,80.31,"LINESTRING (-3.901832 40.3604111, -3.9016209 40.359707)",,,
619402964,,Calle Arroyo,residential,False,False,91.747,"LINESTRING (-3.901832 40.3604111, -3.902678 40.3609261)",,,
28159651,,Calle Arroyo,residential,True,False,91.703,"LINESTRING (-3.9001776 40.3596096, -3.9001729 40.3596653, -3.900188 40.3597245, -3.9002321 40.3597896, -3.9002954 40.3598525, -3.9003785 40.3598994, -3.9009646 40.3600677)",,,
28159656,,Calle del Abrevadero,residential,False,True,31.131,"LINESTRING (-3.8984874 40.3574077, -3.898802 40.3572631)",,,
259997698,,Calle de la Guardia Civil,residential,True,False,136.366,"LINESTRING (-3.8984874 40.3574077, -3.8983424 40.3573853, -3.8982084 40.3573686, -3.8971666 40.3569561, -3.8970209 40.3569242)",,1,
260386711,,Calle de López Puigcerver,residential,True,False,97.059,"LINESTRING (-3.8977106 40.3577551, -3.8987093 40.3581826)",,,
"[260386721, 28159661]",,Calle del Abrevadero,residential,True,False,77.18700000000001,"LINESTRING (-3.8977106 40.3577551, -3.8981007 40.3575207, -3.8984874 40.3574077)",,1,
28188306,,Calle de la Portada,residential,False,False,29.204,"LINESTRING (-3.8966232 40.355513, -3.8965608 40.3557713)",,,
166313416,,Calle de la Portada,residential,False,False,36.054,"LINESTRING (-3.8966232 40.355513, -3.8962108 40.3554332)",,,
28188306,,Calle de la Portada,residential,False,True,203.068,"LINESTRING (-3.8966232 40.355513, -3.8971846 40.3551447, -3.8972093 40.3550455, -3.8969785 40.3548662, -3.8966266 40.3547093, -3.8963116 40.3546674, -3.8958479 40.3547038)",,,
28188306,,Calle de la Portada,residential,False,True,29.204,"LINESTRING (-3.8965608 40.3557713, -3.8966232 40.355513)",,,
260315708,,Calle del Castillo,residential,False,False,163.275,"LINESTRING (-3.8965608 40.3557713, -3.8960868 40.3558001, -3.8957229 40.3558685, -3.8953911 40.3559813, -3.8950145 40.3561869, -3.8949177 40.3562701, -3.8948678 40.3563397)",,,
260315708,,Calle del Castillo,residential,False,True,52.458,"LINESTRING (-3.8965608 40.3557713, -3.896631 40.3557853, -3.8967583 40.3558106, -3.8971593 40.3558919)",,,
260315708,,Calle del Castillo,residential,False,True,163.275,"LINESTRING (-3.8948678 40.3563397, -3.8949177 40.3562701, -3.8950145 40.3561869, -3.8953911 40.3559813, -3.8957229 40.3558685, -3.8960868 40.3558001, -3.8965608 40.3557713)",,,
260482623,,Avenida de Madrid,residential,False,True,143.66,"LINESTRING (-3.8948678 40.3563397, -3.8952409 40.3564316, -3.8957522 40.3565357, -3.8960976 40.3566899, -3.8962993 40.3568087, -3.8963983 40.3568588)",,,
28682990,,Calle Núñez Arenas,residential,True,False,51.593,"LINESTRING (-3.9024627 40.3571285, -3.9026808 40.3566953)",,1,
260386723,,Calle del Campo,residential,True,False,113.412,"LINESTRING (-3.9024627 40.3571285, -3.9036833 40.357547)",,,
152843279,,Calle de las Eras,residential,True,False,101.665,"LINESTRING (-3.9044468 40.3584494, -3.9033595 40.3580628)",,,
152843279,,Calle de las Eras,residential,True,False,119.472,"LINESTRING (-3.9033595 40.3580628, -3.9020964 40.3575853)",,,
152843285,,Calle de José Maurelo Tejera,residential,True,False,41.095,"LINESTRING (-3.9033595 40.3580628, -3.9031722 40.3584037)",,,
28682952,,Calle de la Magnolia,residential,False,False,70.412,"LINESTRING (-3.9045492 40.356506, -3.9052349 40.3568637)",,,
28682952,,Calle de la Magnolia,residential,False,True,168.501,"LINESTRING (-3.9045492 40.356506, -3.9041985 40.3563171, -3.9039828 40.3562009, -3.9038906 40.356124, -3.9035893 40.3558728, -3.9033537 40.3556733, -3.9031747 40.3555069, -3.9031091 40.355476)",,,
192362563,,Avenida del Príncipe de Asturias,tertiary,False,False,43.454,"LINESTRING (-3.9052136 40.3577412, -3.9056578 40.3579365)",,,
192362563,,Avenida del Príncipe de Asturias,tertiary,False,True,18.407,"LINESTRING (-3.9052136 40.3577412, -3.9050162 40.3576721)",,,
152843284,,Calle de la Cigüeña,residential,True,False,33.485,"LINESTRING (-3.9060627 40.3600683, -3.9059347 40.3597834)",,,
420115397,,Calle Hermanos Menéndez,residential,False,True,120.036,"LINESTRING (-3.9060627 40.3600683, -3.9060433 40.3601268, -3.9056185 40.3610932)",,,
630639316,,Calle del Bispo,residential,True,False,69.638,"LINESTRING (-3.9060627 40.3600683, -3.9056437 40.3600089, -3.9052496 40.3600359)",,,
152843284,,Calle de la Cigüeña,residential,True,False,74.158,"LINESTRING (-3.9059347 40.3597834, -3.9053486 40.3592881)",,,
152834400,,Calle del Humilladero,residential,True,False,15.824,"LINESTRING (-3.9053486 40.3592881, -3.9054895 40.3591947)",,,
591434159,,Calle de Ignacio Roldán,residential,False,False,20.772,"LINESTRING (-3.9044399 40.3601041, -3.9042038 40.3601544)",,,
28159639,,Avenida de Laura García Noblejas,residential,False,True,156.145,"LINESTRING (-3.9044399 40.3601041, -3.9044217 40.3602465, -3.9045133 40.3603625, -3.9050079 40.3607926, -3.9056185 40.3610932)",,,
192362563,,Avenida del Príncipe de Asturias,tertiary,False,False,18.407,"LINESTRING (-3.9050162 40.3576721, -3.9052136 40.3577412)",,,
441638546,,Avenida del Príncipe de Asturias,tertiary,True,False,28.297,"LINESTRING (-3.9050162 40.3576721, -3.9047708 40.3574995)",,,
260482627,,Calle de Lacedón,residential,True,False,44.852,"LINESTRING (-3.9049758 40.358435, -3.9044468 40.3584494)",,,
260482634,,Calle del Valle,residential,True,False,48.539,"LINESTRING (-3.9049758 40.358435, -3.9049507 40.3588711)",,,
152841352,,Calle de Lacedón,residential,True,False,52.809,"LINESTRING (-3.9038316 40.3585255, -3.9044468 40.3584494)",,,
166417773,,Calle del Alférez Martín de Vidales,residential,True,False,104.038,"LINESTRING (-3.9038316 40.3585255, -3.9048121 40.3590887)",,,
260482634,,Calle del Valle,residential,True,False,35.222,"LINESTRING (-3.9048121 40.3590887, -3.9047787 40.3593386, -3.9047927 40.3594033)",,,
260482634,,Calle del Valle,residential,True,False,26.895,"LINESTRING (-3.9049507 40.3588711, -3.9048121 40.3590887)",,,
109565719,,Calle de la Amargura,residential,True,False,26.349999999999998,"LINESTRING (-3.9052479 40.3588014, -3.9050234 40.3588553, -3.9049507 40.3588711)",,,
152843281,,Calle de la Amargura,residential,True,False,93.956,"LINESTRING (-3.9052479 40.3588014, -3.905449 40.3587494, -3.905995 40.3583516, -3.9060025 40.3583022, -3.9059315 40.3582819)",,,
260482633,,Calle del Valle,residential,True,False,46.045,"LINESTRING (-3.9049963 40.3580212, -3.9049758 40.358435)",,,
767029605,,,tertiary,True,False,3.597,"LINESTRING (-3.9026808 40.3566953, -3.9027018 40.356693, -3.9027223 40.3566888)",roundabout,,
152843279,,Calle de las Eras,residential,True,False,120.071,"LINESTRING (-3.9020964 40.3575853, -3.9009171 40.3569866)",,,
260386717,,Calle de Núñez Arenas,residential,True,False,59.526,"LINESTRING (-3.9020964 40.3575853, -3.9024627 40.3571285)",,,
28159624,,Camino de Pinares Llanos,residential,False,True,25.055,"LINESTRING (-3.9051796 40.3536139, -3.9052997 40.353408)",,,
28683000,,Calle de la Orquídea,residential,False,False,138.334,"LINESTRING (-3.9051796 40.3536139, -3.9038497 40.3528924)",,,
