osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,junction,lanes
37697624,False,Rúa de Ourense,residential,30,False,60.071,"LINESTRING (-8.8109813 43.0319249, -8.8109893 43.0318418, -8.8110332 43.031386)",,,
37697624,False,Rúa de Ourense,residential,30,True,82.922,"LINESTRING (-8.8109813 43.0319249, -8.8109759 43.0320069, -8.8109175 43.0325963, -8.8109103 43.0326688)",,,
37700360,False,Rúa de Lugo,residential,,False,45.499,"LINESTRING (-8.8109813 43.0319249, -8.8110794 43.0319458, -8.8115095 43.03206)",,,
200079076,False,Rúa de Lugo,residential,30,False,56.404,"LINESTRING (-8.8109813 43.0319249, -8.8107197 43.0318971, -8.8103562 43.0318805, -8.8102911 43.0318761)",,,
99508142,True,Rúa de Suárez Vence,residential,,False,82.901,"LINESTRING (-8.8089359 43.0318521, -8.80899 43.0318734, -8.8090275 43.031915, -8.8090356 43.0319384, -8.809003 43.0325162, -8.8089993 43.0325645)",,,
975458495,True,,secondary,40,False,3.035,"LINESTRING (-8.8089359 43.0318521, -8.8089444 43.0318399, -8.8089489 43.0318267)",AC-400,roundabout,
37798049,False,Rúa de Curros Enríquez,residential,,True,125.644,"LINESTRING (-8.8030687 43.0324704, -8.8046145 43.032465)",,,
37798049,False,Rúa de Curros Enríquez,residential,,False,29.381,"LINESTRING (-8.8030687 43.0324704, -8.8030579 43.0325034, -8.8030307 43.0325864, -8.802974 43.0327253)",,,
200079075,False,Rúa de Curros Enríquez,residential,,False,98.41999999999999,"LINESTRING (-8.8030687 43.0324704, -8.8028956 43.032497, -8.8021188 43.0326717, -8.8020475 43.0326962, -8.8019185 43.0327404)",,,
37930358,True,Rúa de Galicia,residential,30,False,84.836,"LINESTRING (-8.8096608 43.0326032, -8.8096651 43.0325586, -8.8097288 43.0318895, -8.8097333 43.0318421)",,,
975458492,True,Rúa da Coruña,residential,30,False,45.499,"LINESTRING (-8.8096608 43.0326032, -8.8097268 43.0326061, -8.8101182 43.0326275, -8.8101513 43.0326283, -8.8102192 43.0326316)",,,
37697622,False,Rúa de Pontevedra,residential,,False,84.215,"LINESTRING (-8.8102192 43.0326316, -8.8102243 43.0325804, -8.8102887 43.0319276, -8.8102911 43.0318761)",,,
37697622,False,Rúa de Pontevedra,residential,,True,94.73200000000001,"LINESTRING (-8.8102192 43.0326316, -8.8102138 43.0326801, -8.8101313 43.0334156, -8.810124 43.0334807)",,,
