osmid,ref,name,highway,oneway,reversed,length,geometry,tunnel,junction,lanes
239499793,,,residential,True,False,24.875,"LINESTRING (-2.5025855 43.1884986, -2.5024844 43.1884802, -2.502476 43.1884787, -2.5023014 43.1884171)",,,
388252883,BI-2301,Hiriaren VI. mendeurrenaren kalea,tertiary,False,True,28.368000000000002,"LINESTRING (-2.5025855 43.1884986, -2.5027725 43.1883739, -2.502842 43.1883251)",,,
376498515,,San Pelaio kalea,residential,True,False,218.507,"LINESTRING (-2.5058472 43.187742, -2.5060672 43.1877499, -2.5063457 43.1877706, -2.5069737 43.1878222, -2.5072607 43.1878476, -2.5077918 43.1879044, -2.5082532 43.1879826, -2.508278 43.1879867, -2.5084168 43.18801, -2.5085123 43.1880085)",,,
"[376498515, 28201215]",,San Pelaio kalea,residential,True,False,56.367000000000004,"LINESTRING (-2.5057729 43.1873924, -2.5057251 43.187462, -2.5056204 43.1876496, -2.5056246 43.1877068, -2.5056735 43.1877289, -2.5058472 43.187742)",,,
376498503,,Diputación kalea,residential,False,False,45.443,"LINESTRING (-2.5057729 43.1873924, -2.5055295 43.1872857, -2.5052969 43.1871767)",,,
26713745,,Hiriaren VI. mendeurrenaren kalea,tertiary,False,False,78.837,"LINESTRING (-2.5041851 43.1866782, -2.5041037 43.1867765, -2.5040293 43.1868586, -2.5039582 43.1869356, -2.5039171 43.186973, -2.5038458 43.1870378, -2.5036876 43.1872069, -2.5036407 43.1872648)",,,
26713745,,Hiriaren VI. mendeurrenaren kalea,tertiary,False,True,13.707,"LINESTRING (-2.5041851 43.1866782, -2.5042639 43.1866033, -2.504288 43.1865804)",,,
44601076,,Probaleku,residential,False,False,48.594,"LINESTRING (-2.5041851 43.1866782, -2.5040852 43.1866377, -2.5038547 43.1865442, -2.5036343 43.1865297)",,,
376498503,,Diputación kalea,residential,False,True,64.598,"LINESTRING (-2.5041851 43.1866782, -2.5042967 43.186725, -2.5043197 43.1867357, -2.5044973 43.1868184, -2.5047115 43.1869173, -2.5048609 43.1869858)",,,
28201213,,Diputación kalea,residential,True,False,69.504,"LINESTRING (-2.507148 43.1875172, -2.5065285 43.1874585, -2.5064051 43.1874467, -2.5062978 43.187437)",,,
28201213,,Diputación kalea,residential,True,False,64.362,"LINESTRING (-2.5079375 43.1875778, -2.507148 43.1875172)",,,
376498507,,,residential,True,False,63.3,"LINESTRING (-2.5079375 43.1875778, -2.5080808 43.1870182)",,,
28201213,,Diputación kalea,residential,True,False,41.477999999999994,"LINESTRING (-2.5084372 43.1876509, -2.5082847 43.1876132, -2.5079375 43.1875778)",,,
28201213,,Diputación kalea,residential,True,False,29.039,"LINESTRING (-2.5087897 43.1876972, -2.5084372 43.1876509)",,,
903733453,,,residential,False,False,19.576,"LINESTRING (-2.5087897 43.1876972, -2.5086187 43.1878215)",,,
376498516,,,residential,False,False,43.437,"LINESTRING (-2.5055725 43.1888693, -2.5055462 43.1888141, -2.5054091 43.1884973)",,,
395783720,,,residential,True,False,195.75,"LINESTRING (-2.5055725 43.1888693, -2.5055971 43.188917, -2.5056158 43.1889534, -2.5058653 43.1891914, -2.5062364 43.1891121, -2.5060798 43.1888169, -2.5060508 43.1887622, -2.5059165 43.1884496, -2.5057885 43.188165, -2.5057921 43.1880782)",,,
395783721,,,residential,False,False,34.228,"LINESTRING (-2.5055725 43.1888693, -2.5052906 43.1888669, -2.5051505 43.1888618)",,,
4389409,,Ongarai kalea,residential,False,False,23.008,"LINESTRING (-2.5051505 43.1888618, -2.5051803 43.1889802, -2.5052033 43.1890651)",,,
4389409,,Ongarai kalea,residential,False,True,44.466,"LINESTRING (-2.5051505 43.1888618, -2.5051152 43.1887664, -2.5049948 43.1884784)",,,
395783721,,,residential,False,True,34.228,"LINESTRING (-2.5051505 43.1888618, -2.5052906 43.1888669, -2.5055725 43.1888693)",,,
28201257,,Marques de Valdespina kalea,residential,True,False,79.148,"LINESTRING (-2.5031735 43.1861945, -2.5032047 43.1861758, -2.5032771 43.1861548, -2.5033521 43.1861335, -2.5034442 43.1861268, -2.5036123 43.1861506, -2.5038404 43.1861956, -2.5039732 43.1862067, -2.5040425 43.1862085, -2.5041167 43.1862117)",,,
28201464,,Marques de Valdespina kalea,residential,True,False,128.168,"LINESTRING (-2.5031735 43.1861945, -2.5031573 43.1861631, -2.50312 43.1861539, -2.5029968 43.1861396, -2.5027053 43.1861109, -2.5025084 43.1860931, -2.50201 43.1860493, -2.5017804 43.1860635, -2.501644 43.1861009)",,,
239499778,,Iparraguirre kalea,residential,False,False,55.39699999999999,"LINESTRING (-2.5006592 43.1854982, -2.5006075 43.1855684, -2.500546 43.1856501, -2.5004784 43.1857518, -2.5004227 43.1858464, -2.5003686 43.1859484)",,,
239506869,,Izelaieta,residential,False,True,46.424,"LINESTRING (-2.5006592 43.1854982, -2.5007179 43.1855286, -2.5007765 43.185559, -2.500841 43.185601, -2.5009298 43.1856624, -2.5009972 43.1857096, -2.5010885 43.1857733)",,,
"[687668579, 239506854]",,Abeletxe kalea,residential,False,True,112.079,"LINESTRING (-2.5006592 43.1854982, -2.5005945 43.1854607, -2.5004714 43.1854432, -2.5000944 43.185452, -2.5000078 43.1854463, -2.4998759 43.1854253, -2.4997368 43.1853882, -2.4996622 43.1853589, -2.4995848 43.1853253, -2.499471 43.1852539, -2.4993985 43.1852015)",,,
239506870,,,residential,False,False,58.258,"LINESTRING (-2.501644 43.1861009, -2.5014402 43.1859719, -2.5013297 43.1859026, -2.5012382 43.1858453, -2.5011887 43.1858151, -2.5011625 43.1857986, -2.5011235 43.1857792, -2.5010885 43.1857733)",,,
"[378636280, 239499796, 239499791]",,Abeletxe kalea,residential,True,False,284.8209999999999,"LINESTRING (-2.4997754 43.1871094, -2.4997315 43.1870532, -2.4996584 43.1869917, -2.4991177 43.1866642, -2.499065 43.1866301, -2.4984834 43.1862544, -2.4984408 43.1862195, -2.4984214 43.1861825, -2.4984245 43.1861565, -2.4984367 43.1861217, -2.4984925 43.1860694, -2.4986238 43.1859638, -2.4987645 43.1858514, -2.4987977 43.1858306, -2.498843 43.1858015, -2.4988757 43.1857879, -2.4989057 43.1857853, -2.4989533 43.185791, -2.4990071 43.1858096, -2.4990563 43.1858388, -2.4991604 43.1859031, -2.4992302 43.1859483, -2.4992535 43.1859634, -2.4993629 43.1860338, -2.4994868 43.1861149, -2.4995184 43.1861312, -2.4995492 43.1861462, -2.4995739 43.1861547, -2.499596 43.1861612, -2.4996161 43.1861632)",,,
44601076,,Probaleku,residential,False,False,43.978,"LINESTRING (-2.5036343 43.1865297, -2.5035219 43.1865234, -2.5030924 43.1865138)",,,
44601076,,Probaleku,residential,False,True,48.593999999999994,"LINESTRING (-2.5036343 43.1865297, -2.5038547 43.1865442, -2.5040852 43.1866377, -2.5041851 43.1866782)",,,
44601077,,Probaleku,residential,False,False,56.318,"LINESTRING (-2.5036343 43.1865297, -2.5036079 43.1868487, -2.5035678 43.1870333)",,,
44601077,,Probaleku,residential,False,True,56.318,"LINESTRING (-2.5035678 43.1870333, -2.5036079 43.1868487, -2.5036343 43.1865297)",,,
44601076,,Probaleku,residential,False,True,43.978,"LINESTRING (-2.5030924 43.1865138, -2.5035219 43.1865234, -2.5036343 43.1865297)",,,
"[239506852, 239506853, 239506855, 239506859, 239506861]",,Zubiaurre kalea,residential,True,False,113.05900000000001,"LINESTRING (-2.5030924 43.1865138, -2.503075 43.1865533, -2.5030745 43.1865558, -2.5030649 43.1865961, -2.5030531 43.1866723, -2.5030155 43.1868608, -2.5029953 43.1869357, -2.5029767 43.1870601, -2.5029406 43.1871942, -2.5028816 43.1875179)",,,
288744161,,Zubiaurre kalea,residential,True,False,36.108,"LINESTRING (-2.5030924 43.1865138, -2.5031277 43.1863757, -2.503149 43.1862918, -2.5031735 43.1861945)",,,
"[239506849, 44729427, 44729428]",,Abeletxe kalea,residential,False,True,135.80299999999997,"LINESTRING (-2.4993985 43.1852015, -2.4993734 43.1851778, -2.4993564 43.1851617, -2.4993395 43.1851447, -2.4993052 43.1851042, -2.4992673 43.185054, -2.4992259 43.184991, -2.4991762 43.1848887, -2.4991545 43.1848282, -2.4991152 43.1847161, -2.4990953 43.1846763, -2.4990774 43.1846497, -2.4990515 43.1846189, -2.4989679 43.1845318, -2.4989389 43.1844801, -2.4989336 43.1844181, -2.4989366 43.1843675, -2.4989549 43.1843294, -2.4990148 43.1842721, -2.4991233 43.1842214, -2.4991565 43.1842129, -2.4992506 43.1841868)",yes,,
"[687668579, 239506854]",,Abeletxe kalea,residential,False,False,112.079,"LINESTRING (-2.4993985 43.1852015, -2.499471 43.1852539, -2.4995848 43.1853253, -2.4996622 43.1853589, -2.4997368 43.1853882, -2.4998759 43.1854253, -2.5000078 43.1854463, -2.5000944 43.185452, -2.5004714 43.1854432, -2.5005945 43.1854607, -2.5006592 43.1854982)",,,
378636279,,Abeletxe kalea,residential,False,True,47.635999999999996,"LINESTRING (-2.4993985 43.1852015, -2.4993436 43.1852325, -2.4992675 43.1852763, -2.4992056 43.1853202, -2.4991173 43.1853762, -2.4990304 43.1854337, -2.4989932 43.185466, -2.4989808 43.1854957)",,,
28201213,,Diputación kalea,residential,True,False,42.851,"LINESTRING (-2.5062978 43.187437, -2.5060511 43.1874194, -2.5057729 43.1873924)",,,
57019831,,Andalucía,residential,True,False,68.271,"LINESTRING (-2.5072611 43.1869088, -2.5072105 43.1871987, -2.507148 43.1875172)",,,
556373834,BI-3302,Zeharkalea,tertiary,False,False,67.561,"LINESTRING (-2.5072611 43.1869088, -2.5072856 43.1869121, -2.5079195 43.1869969, -2.5080808 43.1870182)",,,
556373834,BI-3302,Zeharkalea,tertiary,False,True,67.594,"LINESTRING (-2.5072611 43.1869088, -2.5071713 43.1868968, -2.5068179 43.1868497, -2.506441 43.1867994)",,,
57019829,,Ursolo zeh.,residential,True,False,71.842,"LINESTRING (-2.506441 43.1867994, -2.5062978 43.187437)",,,
556373834,BI-3302,Zeharkalea,tertiary,False,True,69.416,"LINESTRING (-2.506441 43.1867994, -2.5055988 43.186687)",,,
556373834,BI-3302,Zeharkalea,tertiary,False,False,67.594,"LINESTRING (-2.506441 43.1867994, -2.5068179 43.1868497, -2.5071713 43.1868968, -2.5072611 43.1869088)",,,
57019832,,Etxarte zeh.,residential,True,False,59.983999999999995,"LINESTRING (-2.5052969 43.1871767, -2.5053802 43.1870578, -2.5054679 43.186951, -2.5055295 43.1868555, -2.505568 43.1867578, -2.5055988 43.186687)",,,
376498503,,Diputación kalea,residential,False,False,41.248,"LINESTRING (-2.5052969 43.1871767, -2.5052183 43.1871419, -2.5049241 43.1870094, -2.5048609 43.1869858)",,,
376498503,,Diputación kalea,residential,False,True,45.443,"LINESTRING (-2.5052969 43.1871767, -2.5055295 43.1872857, -2.5057729 43.1873924)",,,
28201216,,,residential,True,False,37.663000000000004,"LINESTRING (-2.5057921 43.1880782, -2.5057998 43.1880153, -2.5058333 43.1878004, -2.5058472 43.187742)",,,
395783722,,Aldapa kalea,residential,False,True,36.482,"LINESTRING (-2.5057921 43.1880782, -2.5056981 43.1880722, -2.505461 43.1880569, -2.5053999 43.1880515, -2.505344 43.1880485)",,,
57019938,,,residential,False,True,26.859,"LINESTRING (-2.5048609 43.1869858, -2.5046868 43.1871913)",,,
376498503,,Diputación kalea,residential,False,False,64.598,"LINESTRING (-2.5048609 43.1869858, -2.5047115 43.1869173, -2.5044973 43.1868184, -2.5043197 43.1867357, -2.5042967 43.186725, -2.5041851 43.1866782)",,,
376498503,,Diputación kalea,residential,False,True,41.248,"LINESTRING (-2.5048609 43.1869858, -2.5049241 43.1870094, -2.5052183 43.1871419, -2.5052969 43.1871767)",,,
4389409,,Ongarai kalea,residential,False,False,83.057,"LINESTRING (-2.5045162 43.1878256, -2.5047683 43.1880906, -2.5048542 43.188184, -2.5049306 43.1883248, -2.5049948 43.1884784)",,,
57019940,,Aldapa kalea,residential,True,False,72.78200000000001,"LINESTRING (-2.5045162 43.1878256, -2.5048414 43.1879659, -2.5050044 43.1880171, -2.5052437 43.1880413, -2.505344 43.1880485)",,,
288759228,,Aldapa kalea,residential,False,True,95.15800000000002,"LINESTRING (-2.5045162 43.1878256, -2.5043924 43.1877057, -2.504273 43.1876118, -2.5041402 43.1875268, -2.5038735 43.1873798, -2.503793 43.1873392, -2.5037336 43.1873102, -2.5036407 43.1872648)",,,
1167967162,,,residential,True,False,11.274999999999999,"LINESTRING (-2.5085123 43.1880085, -2.5085477 43.1880303, -2.5085911 43.1880423, -2.5086374 43.188043)",,roundabout,
57022835,,Diputación kalea,residential,True,False,24.008,"LINESTRING (-2.5086187 43.1878215, -2.5084372 43.1876509)",,,
903733453,,,residential,False,False,3.824,"LINESTRING (-2.5086187 43.1878215, -2.5085866 43.1878467)",,,
903733453,,,residential,False,True,19.576,"LINESTRING (-2.5086187 43.1878215, -2.5087897 43.1876972)",,,
903733453,,,residential,False,True,3.824,"LINESTRING (-2.5085866 43.1878467, -2.5086187 43.1878215)",,,
1167967162,,,residential,True,False,22.611,"LINESTRING (-2.5085866 43.1878467, -2.5085437 43.1878598, -2.5085093 43.1878826, -2.5084873 43.1879124, -2.5084802 43.1879459, -2.5084889 43.1879792, -2.5085123 43.1880085)",,roundabout,
1167967163,,,residential,True,False,17.467,"LINESTRING (-2.5087511 43.1879225, -2.5087353 43.1878933, -2.5087078 43.1878691, -2.5086713 43.1878523, -2.5086296 43.1878446, -2.5085866 43.1878467)",,roundabout,
57035984,,,residential,True,False,18.167,"LINESTRING (-2.5086374 43.188043, -2.5086801 43.188033, -2.508716 43.1880135, -2.5087414 43.1879866, -2.5087536 43.1879551, -2.5087511 43.1879225)",,roundabout,
239499760,BI-2301,Zubiaurre Kalea,secondary,False,False,19.674,"LINESTRING (-2.5022549 43.188979, -2.5022277 43.189021, -2.5021522 43.1891393)",,,2
"[239499762, 239499763]",BI-2301,Zubiaurre Kalea,secondary,False,True,59.91799999999999,"LINESTRING (-2.5022549 43.188979, -2.5023267 43.1888688, -2.5023733 43.1887991, -2.5024753 43.1886438, -2.5024816 43.1886332, -2.5025074 43.1885893, -2.502517 43.1885729, -2.5025434 43.1885362, -2.5025855 43.1884986)",,,
239495891,,Zerukoa 1,residential,False,False,3.941,"LINESTRING (-2.5023491 43.1899332, -2.5023424 43.1899683)",,,
239495889,,Zerukoa 1,residential,True,False,130.202,"LINESTRING (-2.5023491 43.1899332, -2.5023739 43.1898345, -2.5023935 43.1897569, -2.5024096 43.1897012, -2.5024326 43.1896262, -2.502451 43.1895655, -2.5024672 43.1895198, -2.5024866 43.189478, -2.5025269 43.1894086, -2.5025769 43.1893064, -2.5026232 43.1892346, -2.5026541 43.1891736, -2.5026607 43.1891566, -2.5026587 43.1891364, -2.5026462 43.1891178, -2.5026251 43.1891069, -2.5023642 43.1890168, -2.5023225 43.1890024, -2.5022549 43.188979)",,,
239495890,,,residential,False,True,26.428,"LINESTRING (-2.5026083 43.1898308, -2.5023424 43.1899683)",,,
239495888,,Zerukoa 2,residential,False,False,72.744,"LINESTRING (-2.5026083 43.1898308, -2.5026113 43.18986, -2.5026243 43.1898871, -2.5027054 43.1899725, -2.5027262 43.190017, -2.5027229 43.1901019, -2.5026931 43.1901965, -2.5026766 43.1902678, -2.5026576 43.1903353, -2.5026705 43.190374, -2.5026913 43.1904108, -2.502728 43.1904438)",,,
239495893,,Zerukoa 2,residential,False,True,116.161,"LINESTRING (-2.5026083 43.1898308, -2.5026586 43.1896811, -2.502687 43.1896017, -2.5027111 43.1895238, -2.5028799 43.1892248, -2.5029025 43.1891902, -2.5029197 43.1891415, -2.5029419 43.1891028, -2.5030464 43.1888891, -2.503064 43.1888513, -2.5030675 43.1888438)",,,
239495888,,Zerukoa 2,residential,False,True,72.744,"LINESTRING (-2.502728 43.1904438, -2.5026913 43.1904108, -2.5026705 43.190374, -2.5026576 43.1903353, -2.5026766 43.1902678, -2.5026931 43.1901965, -2.5027229 43.1901019, -2.5027262 43.190017, -2.5027054 43.1899725, -2.5026243 43.1898871, -2.5026113 43.18986, -2.5026083 43.1898308)",,,
239495892,,Zerukoa 3,residential,False,True,179.34799999999998,"LINESTRING (-2.502728 43.1904438, -2.5028282 43.1901465, -2.5029229 43.1898383, -2.5030124 43.1895509, -2.5030445 43.1894564, -2.5030799 43.1893581, -2.5030832 43.1893498, -2.5031512 43.1891801, -2.5031706 43.1891317, -2.5032479 43.1891489, -2.503272 43.1891274, -2.503315 43.1890511, -2.5033458 43.1889617)",,,
239495895,,,residential,False,False,46.987,"LINESTRING (-2.502728 43.1904438, -2.5027092 43.1904804, -2.5026905 43.1905112, -2.5026559 43.1905458, -2.5025816 43.1905898, -2.5025207 43.1906128, -2.5024362 43.1906259, -2.5023621 43.1906372, -2.5022697 43.1906522)",,,
239495891,,Zerukoa 1,residential,False,True,76.434,"LINESTRING (-2.5022697 43.1906522, -2.5022597 43.1905884, -2.5022992 43.1902604, -2.5023136 43.1901233, -2.5023357 43.1900036, -2.5023424 43.1899683)",,,
239495895,,,residential,False,True,46.986999999999995,"LINESTRING (-2.5022697 43.1906522, -2.5023621 43.1906372, -2.5024362 43.1906259, -2.5025207 43.1906128, -2.5025816 43.1905898, -2.5026559 43.1905458, -2.5026905 43.1905112, -2.5027092 43.1904804, -2.502728 43.1904438)",,,
378624636,,,residential,False,False,46.17,"LINESTRING (-2.4989808 43.1854957, -2.4988393 43.1854131, -2.4985738 43.1852066)",,,
378636279,,Abeletxe kalea,residential,False,False,47.635999999999996,"LINESTRING (-2.4989808 43.1854957, -2.4989932 43.185466, -2.4990304 43.1854337, -2.4991173 43.1853762, -2.4992056 43.1853202, -2.4992675 43.1852763, -2.4993436 43.1852325, -2.4993985 43.1852015)",,,
378636279,,Abeletxe kalea,residential,False,True,74.991,"LINESTRING (-2.4989808 43.1854957, -2.4990605 43.1855475, -2.4991109 43.1855858, -2.4992882 43.1856925, -2.49943 43.185786, -2.4994831 43.1858211, -2.4996744 43.1859414)",,,
239499804,,Goienkale,residential,False,False,12.113999999999999,"LINESTRING (-2.5010885 43.1857733, -2.5010923 43.185794, -2.5011028 43.1858127, -2.5011406 43.1858478, -2.5011595 43.1858665)",,,
239506869,,Izelaieta,residential,False,False,46.42400000000001,"LINESTRING (-2.5010885 43.1857733, -2.5009972 43.1857096, -2.5009298 43.1856624, -2.500841 43.185601, -2.5007765 43.185559, -2.5007179 43.1855286, -2.5006592 43.1854982)",,,
239506870,,,residential,False,True,58.257999999999996,"LINESTRING (-2.5010885 43.1857733, -2.5011235 43.1857792, -2.5011625 43.1857986, -2.5011887 43.1858151, -2.5012382 43.1858453, -2.5013297 43.1859026, -2.5014402 43.1859719, -2.501644 43.1861009)",,,
239499774,,Iparraguirre kalea,residential,False,True,47.041,"LINESTRING (-2.5011595 43.1858665, -2.5011256 43.1858926, -2.5010214 43.1859612, -2.5009919 43.1859853, -2.5009797 43.1860075, -2.5009289 43.1860606, -2.5008658 43.1861108, -2.5008507 43.1861324, -2.500856 43.1861467, -2.5009011 43.1861928)",,,
239499804,,Goienkale,residential,False,True,12.114,"LINESTRING (-2.5011595 43.1858665, -2.5011406 43.1858478, -2.5011028 43.1858127, -2.5010923 43.185794, -2.5010885 43.1857733)",,,
"[239499801, 239499820, 239499807]",,Goienkale,residential,False,False,131.327,"LINESTRING (-2.5011595 43.1858665, -2.5011841 43.1858908, -2.5013032 43.1860249, -2.5013814 43.186121, -2.5014789 43.1862456, -2.5015611 43.186346, -2.501651 43.1864541, -2.5016781 43.1864778, -2.501708 43.1864985, -2.501734 43.1865372, -2.5017739 43.1866005, -2.5017838 43.1866201, -2.5017999 43.1866486, -2.5018191 43.1866863, -2.5018423 43.1867537, -2.5018681 43.186826, -2.5018938 43.1869066)",,,
239499778,,Iparraguirre kalea,residential,False,False,36.001,"LINESTRING (-2.5003686 43.1859484, -2.5003231 43.1860335, -2.5003017 43.186081, -2.5002936 43.1861121, -2.5003129 43.1861469, -2.5003912 43.1862447)",,,
239499778,,Iparraguirre kalea,residential,False,True,55.397,"LINESTRING (-2.5003686 43.1859484, -2.5004227 43.1858464, -2.5004784 43.1857518, -2.500546 43.1856501, -2.5006075 43.1855684, -2.5006592 43.1854982)",,,
378634616,,,residential,True,False,58.50899999999999,"LINESTRING (-2.5003686 43.1859484, -2.5002327 43.1859245, -2.5000356 43.185892, -2.4999231 43.1858832, -2.4997906 43.1858937, -2.4996744 43.1859414)",,,
288759230,,,residential,True,False,3.624,"LINESTRING (-2.4996161 43.1861632, -2.4996555 43.1861786)",,,
378636279,,Abeletxe kalea,residential,False,False,35.278999999999996,"LINESTRING (-2.4996161 43.1861632, -2.4996417 43.1861627, -2.4996536 43.186161, -2.499678 43.1861577, -2.4997116 43.1861475, -2.4997293 43.186136, -2.4997498 43.1861167, -2.4997623 43.1860942, -2.4997686 43.186071, -2.4997706 43.1860529, -2.4997664 43.1860276, -2.4997551 43.1860025, -2.4997342 43.1859798, -2.4996744 43.1859414)",,,
239499776,,Iparragirre,residential,True,False,9.269,"LINESTRING (-2.5003912 43.1862447, -2.5003755 43.1862696, -2.500391 43.1863244)",,,
239499778,,Iparraguirre kalea,residential,False,True,36.001000000000005,"LINESTRING (-2.5003912 43.1862447, -2.5003129 43.1861469, -2.5002936 43.1861121, -2.5003017 43.186081, -2.5003231 43.1860335, -2.5003686 43.1859484)",,,
239499774,,Iparraguirre kalea,residential,False,False,47.041,"LINESTRING (-2.5009011 43.1861928, -2.500856 43.1861467, -2.5008507 43.1861324, -2.5008658 43.1861108, -2.5009289 43.1860606, -2.5009797 43.1860075, -2.5009919 43.1859853, -2.5010214 43.1859612, -2.5011256 43.1858926, -2.5011595 43.1858665)",,,
239499806,,Iparraguirre kalea,residential,False,True,37.304,"LINESTRING (-2.5009011 43.1861928, -2.5008421 43.186229, -2.5007767 43.1862692, -2.5006949 43.1863106, -2.5005349 43.1863955)",,,
"[239499811, 239499798]",,Iparraguirre kalea,residential,False,"[False, True]",89.78800000000001,"LINESTRING (-2.5009011 43.1861928, -2.5008981 43.1862175, -2.5009015 43.1862335, -2.5012532 43.1865949, -2.5012736 43.1866129, -2.5013098 43.1866256, -2.5013363 43.1866364, -2.5013495 43.1866733, -2.5014091 43.1867959, -2.5014878 43.1868522)",,,
239499765,,Iparraguirre kalea,residential,True,False,53.41,"LINESTRING (-2.5008292 43.1868042, -2.5008468 43.1867669, -2.5008432 43.1867346, -2.5008356 43.1867137, -2.5005679 43.1864414, -2.5005349 43.1863955)",,,
239499812,,,residential,False,False,28.980000000000004,"LINESTRING (-2.5008292 43.1868042, -2.5007475 43.186843, -2.5005973 43.1868978, -2.5005062 43.1869071)",,,
239499767,,Santa Ana 1,residential,True,False,70.985,"LINESTRING (-2.5005062 43.1869071, -2.5005609 43.1869725, -2.5005944 43.1869873, -2.5006544 43.187008, -2.5009522 43.1871281, -2.5011118 43.1871985, -2.5011742 43.1872327, -2.5012189 43.1872619)",,,
"[239499785, 239499823, 239499783]",,Santa Ana 3,residential,False,False,136.428,"LINESTRING (-2.5005062 43.1869071, -2.5004989 43.1869762, -2.5004776 43.1869976, -2.500445 43.1870436, -2.5004298 43.1870866, -2.500441 43.1871088, -2.5004572 43.1871296, -2.5005366 43.1871851, -2.5005426 43.1871944, -2.5005462 43.1872092, -2.5005457 43.1872227, -2.5005424 43.1872514, -2.5005317 43.1872823, -2.5005149 43.187302, -2.5004861 43.1873229, -2.5003586 43.187414, -2.5003418 43.1874337, -2.5003356 43.1874492, -2.50034 43.1874658, -2.5003474 43.1874857, -2.5003877 43.1875322, -2.5004505 43.1876042, -2.500479 43.187632, -2.5004895 43.1876453, -2.5004954 43.1876574, -2.5005012 43.1876784, -2.5005408 43.1878177, -2.5005952 43.1879943)",,,
239499812,,,residential,False,True,28.980000000000004,"LINESTRING (-2.5005062 43.1869071, -2.5005973 43.1868978, -2.5007475 43.186843, -2.5008292 43.1868042)",,,
239499822,,Elorreta Bidea,residential,True,False,64.1,"LINESTRING (-2.5005062 43.1869071, -2.5004462 43.1869019, -2.5003863 43.1869189, -2.5002064 43.1869871, -2.5000183 43.1870501, -2.4998588 43.1870901, -2.4997754 43.1871094)",,,
