osmid,oneway,name,highway,reversed,length,ref,geometry,lanes,bridge,maxspeed,junction
1081994925,True,Carrer Santa María de la Cabeza,residential,False,9.52,,"LINESTRING (-0.8100875 38.2451888, -0.8100537 38.2451074)",,,,
1081994813,True,Avinguda Sant Vicent Ferrer,trunk,False,65.107,N-340,"LINESTRING (-0.8077481 38.245639, -0.807033 38.2458046)",,,,
86587697,True,Carrer Lluis Vives,residential,False,66.418,,"LINESTRING (-0.8083371 38.2449818, -0.8076052 38.2451442)",,,,
86587751,True,Calle Virgen del Pilar,residential,False,31.923,,"LINESTRING (-0.8083371 38.2449818, -0.808412 38.2452628)",,,,
86587697,True,Carrer Lluis Vives,residential,False,57.696,,"LINESTRING (-0.8076052 38.2451442, -0.8069722 38.2452928)",,,,
86587699,True,Calle Virgen de los Dolores,residential,False,56.417,,"LINESTRING (-0.8076052 38.2451442, -0.8077481 38.245639)",,,,
88842066,True,Calle Barcelona,residential,False,57.622,,"LINESTRING (-0.8059481 38.2455315, -0.80575 38.2450372)",,,,
134110501,False,Carrer de la Vila,residential,False,14.633,,"LINESTRING (-0.809046 38.2475455, -0.8088785 38.2475492)",,,,
"[477213432, 477213425, 477213431]",True,"['Calle Alicante', 'Calle Valencia', 'Plaza Iglesia Vieja']",residential,False,40.694,,"LINESTRING (-0.809046 38.2475455, -0.8090916 38.247599, -0.8091491 38.2476463, -0.8092388 38.2476571, -0.8093045 38.2476404, -0.8093595 38.247593, -0.8093747 38.247548)",,,,
1081994819,True,Calle Virgen del Pilar,residential,False,9.045,,"LINESTRING (-0.808447 38.2453939, -0.8084664 38.2454738)",,,,
477213432,True,Calle Alicante,residential,False,113.695,,"LINESTRING (-0.8093747 38.247548, -0.8091224 38.2465449)",,,,
"[134107820, 88844341]",True,Carrer de Guillem Magro,residential,False,65.167,,"LINESTRING (-0.8093747 38.247548, -0.8094414 38.2475303, -0.8095128 38.2475038, -0.8095808 38.2474624, -0.8096514 38.2473641, -0.80974 38.2470843)",,,,
360750596,True,Carrer Verge de l'Esperança,residential,False,64.48,,"LINESTRING (-0.8086252 38.2460478, -0.8079137 38.2462028)",,,,
1081994815,True,Calle Virgen del Pilar,residential,False,63.387,,"LINESTRING (-0.8086252 38.2460478, -0.8087589 38.2466081)",,,,
