osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,tunnel
84695367,Calle del Caño,residential,False,True,22.367,"LINESTRING (-2.6920113 40.1429739, -2.6918417 40.1431277)",,,
84695367,Calle del Caño,residential,False,False,56.982,"LINESTRING (-2.6920113 40.1429739, -2.6923224 40.1428683, -2.6926013 40.1427335)",,,
367866290,Calle del Chorro,residential,False,True,72.82,"LINESTRING (-2.6920113 40.1429739, -2.6920083 40.1428385, -2.6919833 40.1426417, -2.6918933 40.1423274)",,,
50315568,Calle Nueva,residential,False,False,10.322,"LINESTRING (-2.6884121 40.1430929, -2.688395 40.143001)",,,
367866296,Calle Molino de Aceite,residential,False,True,25.733,"LINESTRING (-2.6884121 40.1430929, -2.6887126 40.1430648)",,,
50315568,Calle Nueva,residential,False,True,37.723,"LINESTRING (-2.6884121 40.1430929, -2.6884572 40.1431923, -2.6884932 40.1432717, -2.6885869 40.1434035)",,,
50315568,Calle Nueva,residential,False,False,21.301,"LINESTRING (-2.6887505 40.1436336, -2.6886308 40.1434653)",,,
84695360,Calle Mariano Pozo,residential,False,False,52.395,"LINESTRING (-2.6887505 40.1436336, -2.6887359 40.1437682, -2.6888095 40.1440996)",,,
334105833,Calle Mayor,residential,True,False,148.278,"LINESTRING (-2.6887505 40.1436336, -2.6893849 40.1439324, -2.6899766 40.1442545, -2.6902092 40.1443636)",,,
334105832,Calle Mayor,residential,False,True,5.626,"LINESTRING (-2.6903546 40.1444275, -2.6904207 40.1444249)",,,
84695309,Calle de Mamerte Alique,residential,False,False,96.822,"LINESTRING (-2.6903546 40.1444275, -2.6902317 40.1444883, -2.6900362 40.1445227, -2.6897421 40.1445456, -2.6896634 40.1445592, -2.6895322 40.1445841, -2.6892933 40.1446966)",,,
84695309,Calle de Mamerte Alique,residential,False,True,23.767,"LINESTRING (-2.6888476 40.1448944, -2.6890875 40.1447846)",,,
84695312,Calle de Cristobal Colón,residential,False,False,101.09,"LINESTRING (-2.6888476 40.1448944, -2.6887866 40.1449083, -2.6887257 40.1449316, -2.6885938 40.1449901, -2.6878676 40.145403)",,,
367977874,Plaza de la Merced,residential,False,True,52.669,"LINESTRING (-2.6888476 40.1448944, -2.689026 40.1451989, -2.6890389 40.1452225, -2.6890963 40.1453282)",,,
815701708,Carretera de Carrascosa,tertiary,False,False,7.023,"LINESTRING (-2.6871754 40.145798, -2.6871905 40.1458601)",CM-310a,40,
84695312,Calle de Cristobal Colón,residential,False,True,73.98299999999999,"LINESTRING (-2.6871754 40.145798, -2.6872511 40.1457835, -2.6878676 40.145403)",,,
367866268,Carretera de Carrascosa,tertiary,False,True,96.495,"LINESTRING (-2.6871754 40.145798, -2.6871494 40.1456885, -2.6869738 40.144944)",CM-310a,40,
149902194,Avenida de Cuenca,residential,False,False,49.477000000000004,"LINESTRING (-2.6874169 40.1468686, -2.6875206 40.146858, -2.6879924 40.1469141)",,,
815701707,Carretera de Carrascosa,tertiary,False,True,113.78,"LINESTRING (-2.6874169 40.1468686, -2.6873974 40.1467754, -2.6873537 40.1465858, -2.6871905 40.1458601)",CM-310a,40,
367866296,Calle Molino de Aceite,residential,False,False,25.733,"LINESTRING (-2.6887126 40.1430648, -2.6884121 40.1430929)",,,
84695355,Carrera de Santa Quiteria,residential,False,False,75.58800000000001,"LINESTRING (-2.6887126 40.1430648, -2.6887396 40.1429324, -2.6888612 40.1427187, -2.6889834 40.1425663, -2.6891092 40.142473)",,,
367866296,Calle Molino de Aceite,residential,False,True,86.304,"LINESTRING (-2.6887126 40.1430648, -2.6894732 40.1433523, -2.6896316 40.1433923)",,,
84695303,Calle del Colegio,residential,False,True,48.079,"LINESTRING (-2.6896316 40.1433923, -2.690195 40.1434306)",,,
84695303,Calle del Colegio,residential,False,False,124.13300000000001,"LINESTRING (-2.6896316 40.1433923, -2.6895178 40.1431818, -2.689711 40.1426509, -2.6899253 40.1423558)",,,
367866260,Callejón del Horno,residential,False,True,94.78899999999999,"LINESTRING (-2.6896316 40.1433923, -2.6899172 40.1435338, -2.6901981 40.1435829, -2.6900433 40.1439356)",,,
367866296,Calle Molino de Aceite,residential,False,False,86.304,"LINESTRING (-2.6896316 40.1433923, -2.6894732 40.1433523, -2.6887126 40.1430648)",,,
84695303,Calle del Colegio,residential,False,False,48.079,"LINESTRING (-2.690195 40.1434306, -2.6896316 40.1433923)",,,
84695303,Calle del Colegio,residential,False,True,34.085,"LINESTRING (-2.690195 40.1434306, -2.6905545 40.1435664)",,,
"[367866265, 367866284]","['Calle del Pozo de Nieve', 'Calle del Mercado']",residential,False,True,256.307,"LINESTRING (-2.690195 40.1434306, -2.690113 40.1433564, -2.690046 40.1433041, -2.6899709 40.1432744, -2.6897656 40.1432436, -2.6896839 40.1432098, -2.6896731 40.1431421, -2.6897348 40.1430355, -2.6899279 40.1428735, -2.6901264 40.1427792, -2.6907728 40.1426398, -2.69091 40.1426598, -2.6912118 40.142657, -2.6913355 40.1426776, -2.6914893 40.142728, -2.6915925 40.1427971, -2.6916491 40.1428596)",,,
84695303,Calle del Colegio,residential,False,False,34.085,"LINESTRING (-2.6905545 40.1435664, -2.690195 40.1434306)",,,
"[367874428, 84695303]","['Plaza de Toros Vieja', 'Calle del Colegio']",residential,False,True,92.917,"LINESTRING (-2.6905545 40.1435664, -2.6906807 40.1436728, -2.6908753 40.1437709, -2.6909486 40.1438371, -2.6910172 40.1439587, -2.6911163 40.1440511, -2.6913336 40.1441067)",,,
