osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,tunnel,junction,width
46420602,False,Avenida de Juan de Borbón y Battemberg,secondary,True,13.123,"LINESTRING (-4.1454403 40.5900432, -4.1455953 40.5900346)",,,,,
315084872,True,Plaza de la Virgen de Gracia,secondary,False,23.543,"LINESTRING (-4.1454403 40.5900432, -4.1452498 40.5901978)",,,,,
25984172,True,Carretera de la Estación,secondary,False,14.772,"LINESTRING (-4.1454403 40.5900432, -4.1454454 40.5899801, -4.1454297 40.5899115)",,,,,
29990551,False,Calle Juan de Toledo,secondary,False,65.70899999999999,"LINESTRING (-4.1447232 40.590771, -4.1446761 40.590828, -4.1443712 40.5911971, -4.1443097 40.5912716)",2,,,,
"[1033000390, 29990551]",False,Calle Juan de Toledo,secondary,True,55.739999999999995,"LINESTRING (-4.1447232 40.590771, -4.1447618 40.5907255, -4.1449642 40.5904867, -4.1451133 40.5903692)",2,,,,
775337762,False,Calle Juan de Toledo,secondary,True,9.348,"LINESTRING (-4.1413587 40.5948395, -4.1414202 40.5947696)",2,,,,
26280491,False,Calle Velázquez,residential,False,18.936,"LINESTRING (-4.1413587 40.5948395, -4.1414083 40.5948533, -4.1414579 40.594867, -4.1415762 40.5948599)",,,,,
312080586,True,Avenida Carlos Ruiz,residential,False,31.245,"LINESTRING (-4.1520132 40.5924046, -4.1518722 40.5923011, -4.1517369 40.5922181)",,,,,
26236342,True,Calle del Pinar,residential,False,86.468,"LINESTRING (-4.1506834 40.5946056, -4.1508322 40.594447, -4.1509201 40.5943663, -4.1513214 40.5939978)",,,,,
775337755,False,Calle del Pinar,residential,True,37.958,"LINESTRING (-4.1506834 40.5946056, -4.1505333 40.5947364, -4.1503881 40.594863)",,,,,
25984915,False,Calle Lepanto,residential,False,158.721,"LINESTRING (-4.1461646 40.5956882, -4.1460615 40.5959005, -4.1456073 40.5966773, -4.145532 40.5967865, -4.1453516 40.5969687)",,,,,
29333783,True,Calle San Millán,residential,False,19.642,"LINESTRING (-4.1474191 40.5947591, -4.1475467 40.5946114)",,,,,
220699560,True,Calle Cañada Nueva,residential,False,18.864,"LINESTRING (-4.1474191 40.5947591, -4.1476116 40.5948452)",,,,,
29333996,True,Paseo de Miguel de Unamuno,residential,False,45.285,"LINESTRING (-4.1471057 40.5950896, -4.1474191 40.5947591)",,,,,
46044513,True,Calle Residencia,residential,False,8.242,"LINESTRING (-4.1471057 40.5950896, -4.1470095 40.5951022)",,,,,
220488044,True,Paseo de Miguel de Unamuno,residential,False,108.988,"LINESTRING (-4.1471057 40.5950896, -4.1471254 40.5951873, -4.1471059 40.5952991, -4.1467265 40.5960116)",,,,,
25984176,True,Carretera de la Estación,secondary,False,41.566,"LINESTRING (-4.1453544 40.5898413, -4.1453691 40.5899017, -4.1453673 40.5899584, -4.1453499 40.5900046, -4.1452498 40.5901978)",,,,,
29354066,False,Carretera de la Estación,secondary,True,137.35,"LINESTRING (-4.1453544 40.5898413, -4.1453179 40.5898085, -4.1452644 40.5897742, -4.1447006 40.5896009, -4.1440641 40.5894089, -4.1438588 40.5893893)",,,,,
26236121,True,Plaza de la Constitución,residential,False,46.208,"LINESTRING (-4.1488041 40.5917131, -4.1488181 40.5916634, -4.1488203 40.5915441, -4.1488242 40.5913371, -4.1488237 40.5912987)",,,,,
27641492,True,Calle del Rey,living_street,False,39.682,"LINESTRING (-4.1488041 40.5917131, -4.1488406 40.5917419, -4.1489112 40.591768, -4.149226 40.5918631)",,20,,,
1030832349,False,Calle Pozas,residential,False,18.637,"LINESTRING (-4.1455561 40.5950804, -4.1453964 40.5951961)",,,,,
1030832349,False,Calle Pozas,residential,True,22.355,"LINESTRING (-4.1455561 40.5950804, -4.1457041 40.5949137)",,,,,
1011868549,False,Calle Giménez Guinea,residential,False,101.139,"LINESTRING (-4.1455561 40.5950804, -4.1457754 40.5953315, -4.1452698 40.5958033)",,,,,
220699560,True,Calle Cañada Nueva,residential,False,66.205,"LINESTRING (-4.1463155 40.5942428, -4.1469803 40.5945585)",,,,,
1030832349,False,Calle Pozas,residential,False,90.721,"LINESTRING (-4.1463155 40.5942428, -4.1457041 40.5949137)",,,,,
1030832349,False,Calle Pozas,residential,True,47.859,"LINESTRING (-4.1463155 40.5942428, -4.1465391 40.5939973, -4.1466381 40.5938889)",,,,,
29353970,False,Calle Alcolea,residential,False,19.767,"LINESTRING (-4.147212 40.5946649, -4.1473366 40.5945144)",,,,,
220699560,True,Calle Cañada Nueva,residential,False,20.383,"LINESTRING (-4.147212 40.5946649, -4.1474191 40.5947591)",,,,,
775337757,False,Calle Cañada Nueva,residential,False,120.805,"LINESTRING (-4.1493755 40.5956797, -4.1481617 40.5951045)",,,,,
