osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,ref,junction,width,est_width,tunnel
310047395,False,,residential,True,110.71100000000001,"LINESTRING (-6.0786976 37.3887802, -6.0788078 37.3887971, -6.0788248 37.3888005, -6.0788752 37.3888086, -6.0789271 37.3888169, -6.0791379 37.3888506, -6.0794435 37.3889098, -6.0798567 37.3891182)",Avenida San José,,,,,,
416702572,False,2,residential,False,31.371,"LINESTRING (-6.0830473 37.3880903, -6.0829297 37.3883565)",Calle José Villegas,,,,3.5,,
153322451,False,,residential,True,58.918,"LINESTRING (-6.0830473 37.3880903, -6.0831395 37.3880993, -6.0837091 37.3881556)",Calle Rodelas,,,,,,
416702583,False,2,residential,True,47.683,"LINESTRING (-6.0830473 37.3880903, -6.083235 37.3877295, -6.0832535 37.387694)",Calle José Villegas,,,,3,,
153326307,False,2,secondary,False,7.831,"LINESTRING (-6.0803999 37.3875294, -6.0803742 37.3875968)",Avenida Colón,50,A-8062,,,,
382966724,True,,residential,False,83.243,"LINESTRING (-6.0803999 37.3875294, -6.0794861 37.387347)",Calle Sanatorio,,,,,,
153326307,False,2,secondary,True,32.266,"LINESTRING (-6.0803999 37.3875294, -6.0804276 37.3874646, -6.0805172 37.3872546)",Avenida Colón,50,A-8062,,,,
71890838,False,2,residential,False,7.59,"LINESTRING (-6.0832967 37.387635, -6.0832535 37.387694)",Calle José Villegas,,,,4,,
71890838,False,2,residential,True,42.165,"LINESTRING (-6.0832967 37.387635, -6.0834723 37.3872824)",Calle José Villegas,,,,4,,
71890838,False,2,residential,False,42.165,"LINESTRING (-6.0834723 37.3872824, -6.0832967 37.387635)",Calle José Villegas,,,,4,,
71890838,False,2,residential,True,13.82,"LINESTRING (-6.0834723 37.3872824, -6.0835554 37.3871771)",Calle José Villegas,,,,4,,
71890846,True,,residential,False,254.278,"LINESTRING (-6.0806493 37.3868372, -6.0834723 37.3872824)",Calle Goya,,,,,,
153326307,False,2,secondary,False,39.609,"LINESTRING (-6.0806493 37.3868372, -6.0805663 37.3871001, -6.0805402 37.3871827)",Avenida Colón,50,A-8062,,,,
153326307,False,2,secondary,True,17.924,"LINESTRING (-6.0806493 37.3868372, -6.0806883 37.3867568, -6.0807223 37.3866868)",Avenida Colón,50,A-8062,,,,
71890829,False,,residential,True,100.109,"LINESTRING (-6.0839576 37.3906171, -6.0830136 37.3901191)",Calle Lanjarón,,,,,,
275855590,False,,residential,False,57.306,"LINESTRING (-6.0839576 37.3906171, -6.0839234 37.3906351, -6.0838944 37.3906504, -6.0834169 37.3909018)",Calle Extremadura,,,,,,
309399227,False,,residential,False,89.349,"LINESTRING (-6.0828755 37.3911869, -6.0821518 37.3917482)",Calle Castilla,,,,,,
71890841,False,,residential,False,58.513999999999996,"LINESTRING (-6.0828755 37.3911869, -6.08268 37.3909448, -6.082635 37.3909103, -6.0824673 37.3907764)",Calle Hermanos Pinzón,,,,,,
71890841,False,,residential,True,32.282,"LINESTRING (-6.0828755 37.3911869, -6.0830037 37.3913284, -6.083089 37.3914225)",Calle Hermanos Pinzón,,,,,,
275855590,False,,residential,True,57.382000000000005,"LINESTRING (-6.0828755 37.3911869, -6.0829087 37.3911694, -6.0834169 37.3909018)",Calle Extremadura,,,,,,
71890851,True,1,secondary_link,False,36.067,"LINESTRING (-6.078891 37.3838376, -6.078998 37.3838552, -6.0790397 37.3838573, -6.0791444 37.3838999, -6.0791618 37.3839155, -6.0791758 37.3839354, -6.0792267 37.3839891)",,,,,,,
158828876,True,1,secondary,False,16.421,"LINESTRING (-6.078891 37.3838376, -6.0789906 37.3838245, -6.0790743 37.3838132)",Avenida de Europa,50,,,,,
158829185,False,2,residential,False,13.896,"LINESTRING (-6.0792267 37.3839891, -6.0792417 37.3840392, -6.079263 37.3841107)",Avenida de la Concordia,,,,,,
"[368111449, 158829186, 368111451]",False,,residential,False,14.571000000000002,"LINESTRING (-6.0792267 37.3839891, -6.0792121 37.3839272, -6.0792078 37.3839087, -6.0792029 37.3838923, -6.0791998 37.38386)",,,,,,,
77417770,True,,residential,False,13.998,"LINESTRING (-6.0789784 37.3861623, -6.0788506 37.3860879)",Calle Amigos de Gines,,,,,,
310470498,False,,residential,True,30.666,"LINESTRING (-6.0789784 37.3861623, -6.0787811 37.3863892)",Calle Fray Ramón de Gines,,,,,,
310470499,False,,residential,False,22.447,"LINESTRING (-6.0789784 37.3861623, -6.0792065 37.3860734)",Calle Fray Ramón de Gines,,,,,,
71890871,True,1,residential,False,45.354,"LINESTRING (-6.0765241 37.3841844, -6.076541 37.3842214, -6.0765766 37.3842991, -6.076712 37.3845639)",Calle José Luis Caro,,,,,,
452742913,True,2,secondary,False,34.045,"LINESTRING (-6.0765241 37.3841844, -6.076649 37.3841635, -6.0767123 37.3841529, -6.0769053 37.384153)",Avenida de Europa,50,,,,,
159797460,True,,residential,False,35.094,"LINESTRING (-6.0795615 37.3852595, -6.0799534 37.3852081)",Calle Manuel Canela,,,,,,
1051957079,False,2,residential,True,61.156,"LINESTRING (-6.0795615 37.3852595, -6.0794172 37.3847216)",Avenida de la Concordia,,,,,,
1051957079,False,2,residential,False,68.725,"LINESTRING (-6.0795615 37.3852595, -6.0795717 37.3853094, -6.0797059 37.3857549, -6.0797946 37.3858386)",Avenida de la Concordia,,,,,,
159797460,True,,residential,False,154.754,"LINESTRING (-6.0772761 37.3856671, -6.0774015 37.3856072, -6.077656 37.3855354, -6.0789676 37.3853369)",Calle Manuel Canela,,,,,,
159797462,False,,residential,False,26.923,"LINESTRING (-6.075914 37.3860237, -6.0757698 37.3858104)",,,,,,,
310122827,True,,residential,False,128.701,"LINESTRING (-6.075914 37.3860237, -6.0760295 37.3859839, -6.0763168 37.3859602, -6.0765499 37.3859464, -6.0765695 37.3859452, -6.0766057 37.3859309, -6.0772761 37.3856671)",Calle Pío XII,,,,,,
306604255,True,2,secondary,False,13.704,"LINESTRING (-6.0791728 37.383643, -6.0791352 37.3836505, -6.0791018 37.3836662, -6.0790752 37.3836886, -6.0790575 37.383716)",,,,roundabout,,,
452742910,False,,secondary,False,11.094,"LINESTRING (-6.0759766 37.3842339, -6.0761005 37.3842177)",Avenida de Europa,50,,,,,
153361062,False,,secondary,True,34.072,"LINESTRING (-6.0759766 37.3842339, -6.0759187 37.3842425, -6.0757036 37.3842744, -6.0755975 37.3842901)",Avenida de Europa,50,,,,,
153361075,True,1,secondary,False,8.675,"LINESTRING (-6.0753325 37.3842487, -6.0753034 37.3842606, -6.0752805 37.3842792, -6.075266 37.3843025)",,,,roundabout,,,
71890953,True,,residential,False,229.849,"LINESTRING (-6.0744087 37.3889297, -6.0732321 37.3870861)",Calle Isaac Albéniz,,,,,,
75017722,False,,residential,False,40.66,"LINESTRING (-6.0744087 37.3889297, -6.0739994 37.3890969)",Calle Manuel de Falla,,,,,,
79715907,True,,residential,False,28.483000000000004,"LINESTRING (-6.0773716 37.3904601, -6.0774262 37.3904631, -6.0774787 37.390451, -6.0775103 37.3904348, -6.0775456 37.3904016, -6.0775645 37.3903608, -6.0775623 37.3903084)",,,,roundabout,,,
403394151,False,,residential,True,3.938,"LINESTRING (-6.075375 37.3887715, -6.0753482 37.3887432)",Calle Virgen de Belén,,,,,,
79715759,True,,residential,False,38.843,"LINESTRING (-6.075375 37.3887715, -6.0754208 37.3889467, -6.075502 37.3891044)",Plaza de la Arboledilla,,,,,,
71890991,True,,residential,False,70.891,"LINESTRING (-6.0739994 37.3890969, -6.0736318 37.3885302)",Calle Majuelo,,,,,,
75017722,False,,residential,True,40.66,"LINESTRING (-6.0739994 37.3890969, -6.0744087 37.3889297)",Calle Manuel de Falla,,,,,,
75017722,False,,residential,False,99.652,"LINESTRING (-6.0739994 37.3890969, -6.0737908 37.3891877, -6.0733356 37.3893438, -6.0730247 37.3894458, -6.0729717 37.3894644)",Calle Manuel de Falla,,,,,,
1197489602,True,,residential,False,41.009,"LINESTRING (-6.0746314 37.3865278, -6.0745347 37.3863206, -6.0744471 37.3861902)",Calle Blas Infante,,,,,,
75017534,True,,residential,False,58.104,"LINESTRING (-6.0732321 37.3870861, -6.0738348 37.386877)",Calle Virgen del Valle,,,,,,
1197510342,False,,residential,False,49.618,"LINESTRING (-6.0732321 37.3870861, -6.0729873 37.3866845)",Calle Isaac Albéniz,,,,,,
75017596,True,,residential,False,77.764,"LINESTRING (-6.0794246 37.3877969, -6.0802687 37.3879951)",Calle Virgen del Rocío,,,,,,
78710478,True,,residential,False,18.361,"LINESTRING (-6.0794246 37.3877969, -6.0793353 37.387946)",Calle Bécquer,,,,,,
153326307,False,2,secondary,False,32.014,"LINESTRING (-6.0802687 37.3879951, -6.0802785 37.3882829)",Avenida Colón,50,A-8062,,,,
275566111,True,,residential,False,238.506,"LINESTRING (-6.0802687 37.3879951, -6.0829297 37.3883565)",Calle Murillo,,,,2.5,,
153326307,False,2,secondary,True,45.435,"LINESTRING (-6.0802687 37.3879951, -6.0802781 37.3879307, -6.080287 37.3878702, -6.0802972 37.3878004, -6.0803742 37.3875968)",Avenida Colón,50,A-8062,,,,
328702912,False,,residential,False,6.098,"LINESTRING (-6.0773298 37.388028, -6.0772713 37.3880571)",Calle Alcalde José Antonio Cabrera,,,,,,
"[75017596, 303111415]",True,,residential,False,200.431,"LINESTRING (-6.0773298 37.388028, -6.0777336 37.3877856, -6.0779548 37.38761, -6.0780963 37.3874285, -6.0782538 37.3874939, -6.0785138 37.3876019, -6.0786865 37.387647, -6.078728 37.3876493, -6.0790907 37.3876698, -6.0792089 37.3876969)","['Calle Conde de Ofalia', 'Calle Virgen del Rocío']",,,,,,
153361073,False,,residential,False,115.891,"LINESTRING (-6.0763325 37.3885521, -6.0757779 37.3883206, -6.0755261 37.3885397, -6.0753482 37.3887432)",Calle Inmaculada Concepción,,,,,,
310122820,True,,residential,False,65.693,"LINESTRING (-6.0763325 37.3885521, -6.0762024 37.3886031, -6.0760815 37.3886715, -6.0757575 37.3889197)",Calle Aire,,,,,,
75017657,False,,residential,True,24.409,"LINESTRING (-6.075502 37.3891044, -6.0757073 37.3889575)",Plaza de la Arboledilla,,,,,,
"[515815779, 310122836]",False,2,residential,False,68.327,"LINESTRING (-6.075502 37.3891044, -6.0753505 37.389239, -6.0752256 37.3893525, -6.0751742 37.3894117, -6.0750233 37.3895856)",Avenida del Cortijuelo Alto,,,,3,,
159799009,True,,residential,False,155.728,"LINESTRING (-6.0750233 37.3895856, -6.0747944 37.3893545, -6.0747193 37.3893438, -6.0744001 37.3895484, -6.0743392 37.3895732, -6.0740962 37.3896721, -6.0736399 37.3898578, -6.0735936 37.3898766)",Calle Manuel Vega Cortés,,,,,,
515815779,False,2,residential,False,104.43299999999999,"LINESTRING (-6.0750233 37.3895856, -6.0749126 37.3897593, -6.0747391 37.3900314, -6.0746049 37.390242, -6.0745857 37.390327, -6.0745809 37.3903483, -6.0745596 37.3904422)",Avenida del Cortijuelo Alto,,,,,,
"[515815779, 310122836]",False,2,residential,True,68.327,"LINESTRING (-6.0750233 37.3895856, -6.0751742 37.3894117, -6.0752256 37.3893525, -6.0753505 37.389239, -6.075502 37.3891044)",Avenida del Cortijuelo Alto,,,,3,,
403394151,False,,residential,False,11.049,"LINESTRING (-6.075288 37.3886561, -6.0753482 37.3887432)",Calle Virgen de Belén,,,,,,
960059092,True,,residential,False,44.951,"LINESTRING (-6.075288 37.3886561, -6.074809 37.3887924)",Calle Manuel de Falla,,,,,,
275850992,False,1,living_street,False,166.63,"LINESTRING (-6.075288 37.3886561, -6.0751723 37.3883686, -6.074867 37.3876874, -6.0753397 37.3873989)",Calle Virgen de Belén,10,,,,,
75026212,True,,residential,False,62.473,"LINESTRING (-6.0810658 37.3838423, -6.0803713 37.3839478)",Calle La Mogaba,,,,,,
1051957079,False,2,residential,False,25.366,"LINESTRING (-6.079263 37.3841107, -6.0793199 37.3843343)",Avenida de la Concordia,,,,,,
1051957080,True,,residential,False,152.121,"LINESTRING (-6.079263 37.3841107, -6.0775714 37.3843655)",Calle La Mogaba,,,,,,
158829185,False,2,residential,True,13.896,"LINESTRING (-6.079263 37.3841107, -6.0792417 37.3840392, -6.0792267 37.3839891)",Avenida de la Concordia,,,,,,
71890838,False,2,residential,False,13.82,"LINESTRING (-6.0835554 37.3871771, -6.0834723 37.3872824)",Calle José Villegas,,,,4,,
71890838,False,2,residential,True,33.877,"LINESTRING (-6.0835554 37.3871771, -6.0836446 37.3868808)",Calle José Villegas,,,,4,,
153326307,False,2,secondary,False,13.541,"LINESTRING (-6.0810609 37.3862581, -6.0809882 37.3863653)",Avenida Colón,50,A-8062,,,,
76377379,True,,residential,False,122.46300000000001,"LINESTRING (-6.0810609 37.3862581, -6.0799158 37.3859338, -6.0797946 37.3858386)",Calle Jerónimo Camino,,,,,,
153326307,False,2,secondary,True,35.591,"LINESTRING (-6.0810609 37.3862581, -6.0810879 37.3862206, -6.081208 37.3860539, -6.081261 37.3859803)",Avenida Colón,50,A-8062,,,,
309399227,False,,residential,True,89.349,"LINESTRING (-6.0821518 37.3917482, -6.0828755 37.3911869)",Calle Castilla,,,,,,
77464739,True,,residential,False,180.485,"LINESTRING (-6.0821518 37.3917482, -6.0801859 37.3915568, -6.080124 37.3915508)",Calle Asturias,,,,,,
"[340593690, 309399222]",True,,residential,False,223.668,"LINESTRING (-6.0800959 37.3921319, -6.0819666 37.3922477, -6.0821518 37.3917482)","['Calle Castilla', 'Calle Andalucía']",,,,,,
515815780,False,2,secondary,True,64.663,"LINESTRING (-6.0800959 37.3921319, -6.0801084 37.3918732, -6.080122 37.3915914, -6.080124 37.3915508)",Calle Virgen del Pilar,50,A-8062,,,,
153326307,False,2,secondary,True,8.249,"LINESTRING (-6.0805172 37.3872546, -6.0805402 37.3871827)",Avenida Colón,50,A-8062,,,,
153326307,False,2,secondary,False,32.266,"LINESTRING (-6.0805172 37.3872546, -6.0804276 37.3874646, -6.0803999 37.3875294)",Avenida Colón,50,A-8062,,,,
153326307,False,2,secondary,False,8.249,"LINESTRING (-6.0805402 37.3871827, -6.0805172 37.3872546)",Avenida Colón,50,A-8062,,,,
153326307,False,2,secondary,True,39.609,"LINESTRING (-6.0805402 37.3871827, -6.0805663 37.3871001, -6.0806493 37.3868372)",Avenida Colón,50,A-8062,,,,
416702572,False,2,residential,True,31.371,"LINESTRING (-6.0829297 37.3883565, -6.0830473 37.3880903)",Calle José Villegas,,,,3.5,,
153322456,False,,residential,True,54.489000000000004,"LINESTRING (-6.0829297 37.3883565, -6.0831156 37.3884135, -6.0833234 37.3884773, -6.083505 37.3885331)",Calle Alonso Cano,,,,,,
416702560,False,2,residential,False,26.505000000000003,"LINESTRING (-6.0829297 37.3883565, -6.0828834 37.3884698, -6.0828333 37.3885822)",Calle José Villegas,,,,5,,
310122829,False,,residential,False,61.8,"LINESTRING (-6.0787235 37.3871024, -6.0791978 37.3872791, -6.0793644 37.3873233)",Calle Sanatorio,,,,,,
159797463,True,,residential,False,43.755,"LINESTRING (-6.0793644 37.3873233, -6.0792089 37.3876969)",Calle Cervantes,,,,,,
310122829,False,,residential,True,61.8,"LINESTRING (-6.0793644 37.3873233, -6.0791978 37.3872791, -6.0787235 37.3871024)",Calle Sanatorio,,,,,,
153326307,False,2,secondary,True,13.541,"LINESTRING (-6.0809882 37.3863653, -6.0810609 37.3862581)",Avenida Colón,50,A-8062,,,,
153326307,False,2,secondary,False,42.778,"LINESTRING (-6.0809882 37.3863653, -6.0809636 37.3863951, -6.0807223 37.3866868)",Avenida Colón,50,A-8062,,,,
77417770,True,,residential,False,110.926,"LINESTRING (-6.0788506 37.3860879, -6.0775976 37.3860249)",Calle Amigos de Gines,,,,,,
79435282,True,,residential,False,84.53800000000001,"LINESTRING (-6.0788506 37.3860879, -6.0789292 37.3854063, -6.0789676 37.3853369)",Calle de Elisa,,,,,,
309457081,True,,residential,False,49.083,"LINESTRING (-6.0775976 37.3860249, -6.07754 37.385969, -6.0773706 37.3858049, -6.0772761 37.3856671)",Calle José Luis Caro,,,,,,
309457082,False,,residential,False,46.749,"LINESTRING (-6.0775976 37.3860249, -6.0777461 37.3862056, -6.0777528 37.3862506, -6.0777763 37.3864088)",Calle José Luis Caro,,,,,,
71890828,False,,residential,False,93.241,"LINESTRING (-6.0754959 37.390818, -6.0753738 37.3907867, -6.0751604 37.3907321, -6.0748467 37.3905809, -6.0745596 37.3904422)",Avenida del Torrejón,,,,,,
71890828,False,,residential,True,165.816,"LINESTRING (-6.0754959 37.390818, -6.0755408 37.3908146, -6.0756251 37.3908082, -6.0758005 37.3907862, -6.0759605 37.3907349, -6.0760774 37.3906934, -6.0767268 37.3904508, -6.0772535 37.3903213)",Avenida del Torrejón,,,,,,
76404375,True,,residential,False,59.534,"LINESTRING (-6.075525 37.3913529, -6.0754959 37.390818)",Calle Baloncesto,,,,,,
77464694,False,,residential,False,190.17200000000003,"LINESTRING (-6.0774666 37.390222, -6.0774779 37.3901501, -6.0775584 37.3899353, -6.0775701 37.3899139, -6.077828 37.3894432, -6.0783049 37.3886523)",Calle Macarena,,,,,,
79715907,True,,residential,False,10.591999999999999,"LINESTRING (-6.0774666 37.390222, -6.077413 37.3902135, -6.0773489 37.3902231)",,,,roundabout,,,
1200669248,True,,residential,False,23.093,"LINESTRING (-6.0783049 37.3886523, -6.0780905 37.3885335)",Avenida San José,,,,,,
77464694,False,,residential,True,190.172,"LINESTRING (-6.0783049 37.3886523, -6.077828 37.3894432, -6.0775701 37.3899139, -6.0775584 37.3899353, -6.0774779 37.3901501, -6.0774666 37.390222)",Calle Macarena,,,,,,
310047395,False,,residential,True,37.775999999999996,"LINESTRING (-6.0783049 37.3886523, -6.0785074 37.3887405, -6.0786976 37.3887802)",Avenida San José,,,,,,
77464701,False,,residential,False,12.537,"LINESTRING (-6.0837651 37.388052, -6.0837091 37.3881556)",Calle Greco,,,,,,
77464701,False,,residential,True,24.23,"LINESTRING (-6.0833967 37.3887333, -6.0834469 37.3886406, -6.083505 37.3885331)",Calle Greco,,,,,,
159798728,False,2,residential,True,50.653000000000006,"LINESTRING (-6.0833967 37.3887333, -6.0834441 37.3887491, -6.0839253 37.3889097)",Calle Romero Ressendi,,,,3.5,,
304153279,False,1,residential,False,47.492000000000004,"LINESTRING (-6.0833967 37.3887333, -6.0833249 37.3888126, -6.0830976 37.3890881)",Calle La Huerta,,,,3,,
540221783,False,2,residential,False,52.586,"LINESTRING (-6.0833967 37.3887333, -6.0832234 37.3886792, -6.0830215 37.388623, -6.0828333 37.3885822)",Calle Romero Ressendi,,,,3.5,,
309399226,False,,residential,False,54.775999999999996,"LINESTRING (-6.0839727 37.3913237, -6.0836213 37.3914856, -6.0834235 37.3915501)",Calle Camino de Belma,,,,,,
309399226,False,,residential,False,35.152,"LINESTRING (-6.0834235 37.3915501, -6.0831566 37.3915064, -6.083089 37.3914225)",Calle Camino de Belma,,,,,,
309399226,False,,residential,True,54.775999999999996,"LINESTRING (-6.0834235 37.3915501, -6.0836213 37.3914856, -6.0839727 37.3913237)",Calle Camino de Belma,,,,,,
77464740,False,,residential,True,69.367,"LINESTRING (-6.0817374 37.3894838, -6.081298 37.3900008)",Calle Rodrigo de Triana,,,,,,
306436795,False,,residential,True,76.897,"LINESTRING (-6.0817374 37.3894838, -6.082131 37.3896401, -6.082157 37.3896504, -6.0824318 37.3897596, -6.0824908 37.3898178)",Calle Pizarro,,,,,,
77464740,False,,residential,False,69.367,"LINESTRING (-6.081298 37.3900008, -6.0817374 37.3894838)",Calle Rodrigo de Triana,,,,,,
545105623,True,,residential,False,121.622,"LINESTRING (-6.081298 37.3900008, -6.0804709 37.3894512, -6.080242 37.3892991)",Calle Hermanos Pinzón,,,,,,
