osmid,highway,junction,oneway,reversed,length,geometry,name,width,bridge,lanes,ref,maxspeed
46128418,tertiary,roundabout,True,False,7.045,"LINESTRING (-4.0419594 37.201073, -4.0419838 37.2010647, -4.0420035 37.2010506, -4.0420163 37.2010321)",,,,,,
46128418,tertiary,roundabout,True,False,8.167,"LINESTRING (-4.0419196 37.2009484, -4.0418984 37.2009556, -4.0418806 37.2009673, -4.0418677 37.2009825, -4.0418607 37.201)",,,,,,
46128418,tertiary,roundabout,True,False,14.055,"LINESTRING (-4.0418607 37.201, -4.0418607 37.2010211, -4.0418692 37.201041, -4.0418854 37.2010577, -4.0419074 37.2010693, -4.041933 37.2010746, -4.0419594 37.201073)",,,,,,
310401049,tertiary,,False,True,36.043,"LINESTRING (-4.0418607 37.201, -4.0417567 37.2009861, -4.0414604 37.2009417)",Paseo Redonda Oeste,10,,,,
103518722,tertiary,,False,False,63.288,"LINESTRING (-4.0454135 37.1930592, -4.0458508 37.1935093)",Carretera de A-92 a Huétor Tájar,,yes,2,GR-4400,30
110014819,tertiary,,False,True,14.141,"LINESTRING (-4.0454135 37.1930592, -4.0453676 37.1929374)",Carretera de A-92 a Huétor Tájar,,,2,GR-4400,90
110011594,unclassified,,False,False,271.569,"LINESTRING (-4.0454135 37.1930592, -4.0453551 37.1930783, -4.0450247 37.1933148, -4.04488 37.1934214, -4.0447762 37.1934714, -4.0446724 37.193491, -4.0445632 37.1934866, -4.0443912 37.1934714, -4.0442502 37.1934557, -4.0439322 37.1934126, -4.0436229 37.1933861, -4.043345 37.1933513, -4.0429746 37.193311, -4.0427736 37.1932943, -4.0426443 37.1932845, -4.0425568 37.1932776)",Camino del Soto,,,2,SC100008,
109674547,tertiary,,False,True,46.703,"LINESTRING (-4.0470052 37.1963607, -4.0468302 37.1959645)",Calle Ancha,,,,,
305753561,tertiary,,True,False,20.655,"LINESTRING (-4.0470052 37.1963607, -4.0470865 37.1965348)",Calle Ancha,,,2,,
109781952,residential,,False,True,33.026,"LINESTRING (-4.0470052 37.1963607, -4.0467105 37.1964392, -4.0466487 37.1964442)",Plaza de España,,,,,
109781975,tertiary,,False,True,51.007999999999996,"LINESTRING (-4.0470052 37.1963607, -4.0470764 37.1963458, -4.0472642 37.1962489, -4.0474538 37.1960864)",Calle Eras Bajas,,,,,
220098774,residential,,False,True,88.566,"LINESTRING (-4.0478512 37.1982385, -4.0488024 37.1979929)",Calle General Parrizas Ropero,,,,,
109763797,residential,,False,False,51.265,"LINESTRING (-4.0478512 37.1982385, -4.0477195 37.1982671, -4.0472962 37.1983692)",Calle San Juan,,,,,
