osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,tunnel
"[270410182, 199362990]",Calle San Andrés,residential,False,False,65.871,,,,"LINESTRING (-3.0749063 39.5217657, -3.0748921 39.5218158, -3.074838 39.5223553)",
199362969,Calle del Charco,residential,False,False,48.304,,,,"LINESTRING (-3.07975 39.522016, -3.0803128 39.5220315)",
199362969,Calle del Charco,residential,False,True,36.476,,,,"LINESTRING (-3.07975 39.522016, -3.0793254 39.5219978)",
271138311,Calle Donantes de Sangre,residential,False,False,31.822,,,,"LINESTRING (-3.07975 39.522016, -3.0797997 39.5217324)",
271138311,Calle Donantes de Sangre,residential,False,True,80.292,,,,"LINESTRING (-3.07975 39.522016, -3.0796825 39.5227362)",
"[270410178, 173086098]",Calle San Antón,residential,False,False,81.994,,,,"LINESTRING (-3.0735227 39.5221508, -3.073547 39.5221742, -3.074121 39.5227259)",
173086098,Calle San Antón,residential,False,True,63.375,,,,"LINESTRING (-3.0735227 39.5221508, -3.0735095 39.5221381, -3.0730572 39.5217082)",
"[270410176, 1088120698]",Travesía de San Antón,residential,False,False,72.012,,,,"LINESTRING (-3.0735227 39.5221508, -3.0729008 39.5223433, -3.0727459 39.5223963)",building_passage
199362973,Calle Padre Joaquín,residential,False,False,12.687,,,,"LINESTRING (-3.0767089 39.5225952, -3.0767028 39.5227092)",
199362973,Calle Padre Joaquín,residential,False,True,37.348,,,,"LINESTRING (-3.0767089 39.5225952, -3.0767267 39.5222596)",
"[270410168, 270410180]",Calle Miradores de Criptana,residential,False,False,173.479,,,,"LINESTRING (-3.0767089 39.5225952, -3.0761743 39.5227232, -3.0756203 39.5228744, -3.0753162 39.522947, -3.0748639 39.5230167, -3.0747702 39.5230312)",
270410165,Calle Los Molinos,residential,False,False,53.014,,,,"LINESTRING (-3.0796825 39.5227362, -3.0790648 39.5227528)",
270410165,Calle Los Molinos,residential,False,True,36.637,,,,"LINESTRING (-3.0796825 39.5227362, -3.0801069 39.5227735)",
271138311,Calle Donantes de Sangre,residential,False,False,80.292,,,,"LINESTRING (-3.0796825 39.5227362, -3.07975 39.522016)",
270410165,Calle Los Molinos,residential,False,True,44.432,,,,"LINESTRING (-3.0785471 39.5227668, -3.0790648 39.5227528)",
270410165,Calle Los Molinos,residential,False,False,52.697,,,,"LINESTRING (-3.0785471 39.5227668, -3.0781058 39.5228475, -3.0779495 39.5228768)",
"[271138336, 271138330]","['Calle Pizarro', 'Calle Monte']",residential,False,"[False, True]",73.839,,,,"LINESTRING (-3.0785471 39.5227668, -3.0785823 39.5230646, -3.0790555 39.5230624)",
271138330,Calle Monte,residential,False,True,90.566,,,,"LINESTRING (-3.0785471 39.5227668, -3.078664 39.5223858, -3.0787929 39.5219747)",
199362976,Calle Vía Férrea,residential,False,False,1.739,,,,"LINESTRING (-3.0801069 39.5227735, -3.0801027 39.5227888)",
199362976,Calle Vía Férrea,residential,False,True,4.275,,,,"LINESTRING (-3.0801069 39.5227735, -3.0801173 39.5227359)",
270410165,Calle Los Molinos,residential,False,False,36.637,,,,"LINESTRING (-3.0801069 39.5227735, -3.0796825 39.5227362)",
270410182,,residential,False,False,52.147,,,,"LINESTRING (-3.0747702 39.5230312, -3.0748558 39.5234955)",
270410182,,residential,False,True,75.381,,,,"LINESTRING (-3.0747702 39.5230312, -3.074838 39.5223553)",
270410180,,residential,False,False,26.119999999999997,,,,"LINESTRING (-3.0747702 39.5230312, -3.0746399 39.5230465, -3.074468 39.5230595)",
"[270410168, 270410180]",Calle Miradores de Criptana,residential,False,True,173.47899999999998,,,,"LINESTRING (-3.0747702 39.5230312, -3.0748639 39.5230167, -3.0753162 39.522947, -3.0756203 39.5228744, -3.0761743 39.5227232, -3.0767089 39.5225952)",
199362973,Calle Padre Joaquín,residential,False,False,57.866,,,,"LINESTRING (-3.0766735 39.5232594, -3.0766965 39.5237795)",
199362973,Calle Padre Joaquín,residential,False,True,61.231,,,,"LINESTRING (-3.0766735 39.5232594, -3.0767028 39.5227092)",
271138360,Calle del Carmen,residential,False,False,157.962,,,,"LINESTRING (-3.0766735 39.5232594, -3.0749283 39.5237131)",
271138360,Calle del Carmen,residential,False,True,80.536,,,,"LINESTRING (-3.0766735 39.5232594, -3.0775033 39.5231932, -3.0775667 39.5232017, -3.0776065 39.523207)",
199362983,Calle Remigio Cantos,residential,False,False,97.43100000000001,,,,"LINESTRING (-3.0788632 39.5239276, -3.0783412 39.5238952, -3.0781561 39.5239177, -3.0777546 39.5240249)",
199362976,Calle Vía Férrea,residential,False,False,7.596,,,,"LINESTRING (-3.0795946 39.5245225, -3.0795749 39.5245891)",
199362976,Calle Vía Férrea,residential,False,True,111.526,,,,"LINESTRING (-3.0795946 39.5245225, -3.0798777 39.5235949, -3.0798925 39.5235462)",
432433504,Calle Severo Ochoa,residential,False,False,161.604,,,,"LINESTRING (-3.0795946 39.5245225, -3.0794927 39.5245198, -3.0777116 39.5244719)",
199362980,Calle Alcázar,residential,False,True,28.163,,,,"LINESTRING (-3.0802741 39.5246694, -3.0801549 39.5249054)",
271112796,Calle Severo Ochoa,residential,False,True,74.07,,,,"LINESTRING (-3.0802741 39.5246694, -3.0811295 39.5247609)",
199362980,Calle Alcázar,residential,False,False,123.098,,,,"LINESTRING (-3.0802741 39.5246694, -3.0807146 39.5236777, -3.0807414 39.5236227)",
271112796,Calle Severo Ochoa,residential,False,False,60.632,,,,"LINESTRING (-3.0802741 39.5246694, -3.0796371 39.5245962, -3.0795749 39.5245891)",
199362972,Calle General Moscardó,residential,False,True,49.407,,,,"LINESTRING (-3.0713439 39.5247673, -3.0718113 39.5245076)",
270410184,Calle Vía Crucis,residential,False,True,72.553,,,,"LINESTRING (-3.0713439 39.5247673, -3.0715686 39.525164, -3.0716799 39.5253661)",
199362973,Calle Padre Joaquín,residential,False,False,7.041,,,,"LINESTRING (-3.0767735 39.5249097, -3.0767603 39.5249722)",
199362973,Calle Padre Joaquín,residential,False,True,43.61,,,,"LINESTRING (-3.0767735 39.5249097, -3.0767695 39.5248893, -3.0767139 39.5246092, -3.0766951 39.5245222)",
271138303,Calle Cruz Sorda,residential,False,False,47.481,,,,"LINESTRING (-3.0767735 39.5249097, -3.0766179 39.5249361, -3.0762328 39.5250013)",
199362973,Calle Padre Joaquín,residential,False,True,7.041,,,,"LINESTRING (-3.0767603 39.5249722, -3.0767735 39.5249097)",
199362973,Calle Padre Joaquín,residential,False,False,48.248,,,,"LINESTRING (-3.0767603 39.5249722, -3.0767514 39.525014, -3.076771 39.5251389, -3.0768125 39.5254027)",
270410163,Calle La Médica,residential,False,False,126.971,,,,"LINESTRING (-3.0767603 39.5249722, -3.0769078 39.5251065, -3.0769187 39.5251165, -3.0771267 39.5252723, -3.0773063 39.5254912, -3.0775043 39.5257356, -3.0776784 39.5258583)",
199362976,Calle Vía Férrea,residential,False,False,81.856,,,,"LINESTRING (-3.079168 39.5259652, -3.0789591 39.5266835)",
199362976,Calle Vía Férrea,residential,False,True,156.945,,,,"LINESTRING (-3.079168 39.5259652, -3.0795749 39.5245891)",
271112788,Calle Las Memorias,residential,False,False,121.956,,,,"LINESTRING (-3.079168 39.5259652, -3.0777522 39.5258636)",
271112788,Calle Las Memorias,residential,False,True,38.254,,,,"LINESTRING (-3.079168 39.5259652, -3.0796121 39.525997)",
181659459,Calle El Toboso,residential,False,False,2.229,,,,"LINESTRING (-3.0708744 39.5261717, -3.0708532 39.5261601)",
181659459,Calle El Toboso,residential,False,True,44.473,,,,"LINESTRING (-3.0708744 39.5261717, -3.0712977 39.5264027)",
181659461,Calle Valencia,residential,False,True,140.143,,,,"LINESTRING (-3.0708744 39.5261717, -3.072096 39.5256943, -3.0723224 39.5255888)",
199362969,Calle del Charco,residential,False,True,78.284,,,,"LINESTRING (-3.0812238 39.5220742, -3.0803128 39.5220315)",
199362980,Calle Alcázar,residential,False,True,51.866,,,,"LINESTRING (-3.0812238 39.5220742, -3.0811053 39.5225316)",
199362969,Calle del Charco,residential,False,False,31.756,,,,"LINESTRING (-3.0812238 39.5220742, -3.0815347 39.5220874, -3.081593 39.5220937)",
270598710,Calle Los Codrios,residential,False,False,53.533,,,,"LINESTRING (-3.081593 39.5220937, -3.0814913 39.5225687)",
199362969,Calle del Charco,residential,False,True,31.756,,,,"LINESTRING (-3.081593 39.5220937, -3.0815347 39.5220874, -3.0812238 39.5220742)",
199362980,Calle Alcázar,residential,False,False,51.866,,,,"LINESTRING (-3.0811053 39.5225316, -3.0812238 39.5220742)",
199362980,Calle Alcázar,residential,False,True,68.764,,,,"LINESTRING (-3.0811053 39.5225316, -3.0809481 39.523138)",
270598713,Calle Triana,residential,False,False,33.364,,,,"LINESTRING (-3.0811053 39.5225316, -3.0814913 39.5225687)",
270892121,Calle Terraplén,residential,False,True,87.736,,,,"LINESTRING (-3.0811053 39.5225316, -3.0801173 39.5227359)",
270598710,Calle Los Codrios,residential,False,True,53.533,,,,"LINESTRING (-3.0814913 39.5225687, -3.081593 39.5220937)",
270598713,Calle Triana,residential,False,False,31.238,,,,"LINESTRING (-3.0814913 39.5225687, -3.0818527 39.5226034)",
270598713,Calle Triana,residential,False,True,33.364,,,,"LINESTRING (-3.0814913 39.5225687, -3.0811053 39.5225316)",
270598708,Calle Cid Campeador,residential,False,False,106.439,,,,"LINESTRING (-3.0818527 39.5226034, -3.0813495 39.5234784)",
270598713,Calle Triana,residential,False,True,31.238,,,,"LINESTRING (-3.0818527 39.5226034, -3.0814913 39.5225687)",
199362980,Calle Alcázar,residential,False,True,33.017,,,,"LINESTRING (-3.0808635 39.5233411, -3.0807414 39.5236227)",
199362980,Calle Alcázar,residential,False,False,23.737000000000002,,,,"LINESTRING (-3.0808635 39.5233411, -3.080943 39.5231577, -3.0809481 39.523138)",
270598723,Costanilla de San Antonio,residential,False,True,44.397000000000006,,,,"LINESTRING (-3.0808635 39.5233411, -3.0809611 39.5233664, -3.0813495 39.5234784)",
270598708,Calle Cid Campeador,residential,False,True,106.439,,,,"LINESTRING (-3.0813495 39.5234784, -3.0818527 39.5226034)",
270598723,Costanilla de San Antonio,residential,False,False,44.397000000000006,,,,"LINESTRING (-3.0813495 39.5234784, -3.0809611 39.5233664, -3.0808635 39.5233411)",
270598723,Costanilla de San Antonio,residential,False,True,40.369,,,,"LINESTRING (-3.0813495 39.5234784, -3.0816642 39.5235971, -3.0817723 39.5236379)",
270598709,Calle El Pato,residential,False,False,7.609,,,,"LINESTRING (-3.0817723 39.5236379, -3.0817359 39.5237003)",
270598723,Costanilla de San Antonio,residential,False,True,14.717,,,,"LINESTRING (-3.0817723 39.5236379, -3.0819126 39.5237141)",
270598723,Costanilla de San Antonio,residential,False,False,40.369,,,,"LINESTRING (-3.0817723 39.5236379, -3.0816642 39.5235971, -3.0813495 39.5234784)",
199362987,Avenida García Morato,residential,False,False,15.233,,,,"LINESTRING (-3.0817359 39.5237003, -3.0819126 39.5237141)",
199362987,Avenida García Morato,residential,False,True,85.735,,,,"LINESTRING (-3.0817359 39.5237003, -3.0807414 39.5236227)",
270598709,Calle El Pato,residential,False,True,7.609,,,,"LINESTRING (-3.0817359 39.5237003, -3.0817723 39.5236379)",
270598709,Calle El Pato,residential,False,False,128.893,,,,"LINESTRING (-3.0817359 39.5237003, -3.0816934 39.5237745, -3.0811295 39.5247609)",
199362987,Avenida García Morato,residential,False,True,15.233,,,,"LINESTRING (-3.0819126 39.5237141, -3.0817359 39.5237003)",
270598723,Costanilla de San Antonio,residential,False,False,14.717,,,,"LINESTRING (-3.0819126 39.5237141, -3.0817723 39.5236379)",
270598718,Carretera de Alcázar,primary,False,False,5.986,2,CM-310,50,"LINESTRING (-3.0784802 39.5281089, -3.0785222 39.5280659)",
270598718,Carretera de Alcázar,primary,False,True,25.286,2,CM-310,50,"LINESTRING (-3.0784802 39.5281089, -3.0783002 39.528289)",
270892122,Camino de Hierro,residential,False,False,8.592,,,,"LINESTRING (-3.0784802 39.5281089, -3.0784844 39.5281861)",
199362976,Calle Vía Férrea,residential,False,False,4.275,,,,"LINESTRING (-3.0801173 39.5227359, -3.0801069 39.5227735)",
199362976,Calle Vía Férrea,residential,False,True,80.101,,,,"LINESTRING (-3.0801173 39.5227359, -3.0803128 39.5220315)",
270892121,Calle Terraplén,residential,False,False,87.736,,,,"LINESTRING (-3.0801173 39.5227359, -3.0811053 39.5225316)",
199362976,Calle Vía Férrea,residential,False,False,30.577,,,,"LINESTRING (-3.0801027 39.5227888, -3.0800281 39.5230577)",
199362976,Calle Vía Férrea,residential,False,True,1.739,,,,"LINESTRING (-3.0801027 39.5227888, -3.0801069 39.5227735)",
270892116,Calle Nueva,residential,False,True,82.254,,,,"LINESTRING (-3.0801027 39.5227888, -3.0809481 39.523138)",
199362980,Calle Alcázar,residential,False,False,68.764,,,,"LINESTRING (-3.0809481 39.523138, -3.0811053 39.5225316)",
270892116,Calle Nueva,residential,False,False,82.254,,,,"LINESTRING (-3.0809481 39.523138, -3.0801027 39.5227888)",
199362980,Calle Alcázar,residential,False,True,23.737000000000002,,,,"LINESTRING (-3.0809481 39.523138, -3.080943 39.5231577, -3.0808635 39.5233411)",
270598718,Carretera de Alcázar,primary,False,True,9.284,2,CM-310,50,"LINESTRING (-3.0819944 39.5245767, -3.0819281 39.5246427)",
270892124,Carretera de Alcázar,residential,False,False,9.059,,,,"LINESTRING (-3.0819944 39.5245767, -3.0818971 39.5246084)",
270598718,Carretera de Alcázar,primary,False,False,7.961,2,CM-310,50,"LINESTRING (-3.0815291 39.525044, -3.0815856 39.5249872)",
270892107,Avenida de Europa,residential,False,False,7.309,,,,"LINESTRING (-3.0815291 39.525044, -3.0815998 39.5250807)",
270598718,Carretera de Alcázar,primary,False,True,56.811,2,CM-310,50,"LINESTRING (-3.0815291 39.525044, -3.0813195 39.5252567, -3.081125 39.5254488)",
270892107,Avenida de Europa,residential,False,False,5.372,,,,"LINESTRING (-3.0815998 39.5250807, -3.0816495 39.5251101)",
270892107,Avenida de Europa,residential,False,True,7.309,,,,"LINESTRING (-3.0815998 39.5250807, -3.0815291 39.525044)",
270892125,Carretera de Alcázar,residential,False,True,37.017,,,,"LINESTRING (-3.0815998 39.5250807, -3.0813357 39.525344)",
270892107,Avenida de Europa,residential,False,True,5.372,,,,"LINESTRING (-3.0816495 39.5251101, -3.0815998 39.5250807)",
270892125,Carretera de Alcázar,residential,False,False,37.017,,,,"LINESTRING (-3.0813357 39.525344, -3.0815998 39.5250807)",
270892125,Carretera de Alcázar,residential,False,True,241.028,,,,"LINESTRING (-3.0813357 39.525344, -3.0796159 39.5270583)",
199362988,Calle General Sanjurjo,residential,False,False,16.486,,,,"LINESTRING (-3.0795035 39.5268357, -3.0796878 39.5268778)",
199362988,Calle General Sanjurjo,residential,False,True,24.497,,,,"LINESTRING (-3.0795035 39.5268357, -3.0792394 39.5267518)",
270892124,Carretera de Alcázar,residential,False,False,18.147,,,,"LINESTRING (-3.0795035 39.5268357, -3.0795812 39.5269875)",
270892124,Carretera de Alcázar,residential,False,True,118.202,,,,"LINESTRING (-3.0795035 39.5268357, -3.0796436 39.5268104, -3.0797622 39.5267018, -3.0799647 39.5264913, -3.0803908 39.5260529)",
270598718,Carretera de Alcázar,primary,False,False,15.244,2,CM-310,50,"LINESTRING (-3.0795812 39.5269875, -3.0796878 39.5268778)",
270598718,Carretera de Alcázar,primary,False,True,4.96,2,CM-310,50,"LINESTRING (-3.0795812 39.5269875, -3.0795467 39.5270233)",
270892124,Carretera de Alcázar,residential,False,True,18.147,,,,"LINESTRING (-3.0795812 39.5269875, -3.0795035 39.5268357)",
270598718,Carretera de Alcázar,primary,False,False,4.96,2,CM-310,50,"LINESTRING (-3.0795467 39.5270233, -3.0795812 39.5269875)",
270598718,Carretera de Alcázar,primary,False,True,81.482,2,CM-310,50,"LINESTRING (-3.0795467 39.5270233, -3.0789708 39.5276061)",
270892113,Calle Lisboa,residential,False,False,7.097,,,,"LINESTRING (-3.0795467 39.5270233, -3.0796159 39.5270583)",
270892113,Calle Lisboa,residential,False,False,140.636,,,,"LINESTRING (-3.0796159 39.5270583, -3.0809531 39.5277903)",
270892113,Calle Lisboa,residential,False,True,7.097,,,,"LINESTRING (-3.0796159 39.5270583, -3.0795467 39.5270233)",
270892125,Carretera de Alcázar,residential,False,False,241.028,,,,"LINESTRING (-3.0796159 39.5270583, -3.0813357 39.525344)",
270892125,Carretera de Alcázar,residential,False,True,86.469,,,,"LINESTRING (-3.0796159 39.5270583, -3.0789989 39.5276733)",
270892123,Camino del Cementerio,residential,False,False,7.851,,,,"LINESTRING (-3.0789989 39.5276733, -3.0789708 39.5276061)",
270892125,Carretera de Alcázar,residential,False,False,86.469,,,,"LINESTRING (-3.0789989 39.5276733, -3.0796159 39.5270583)",
270892125,Carretera de Alcázar,residential,False,True,32.692,,,,"LINESTRING (-3.0789989 39.5276733, -3.0787656 39.5279058)",
270892123,Camino del Cementerio,residential,False,True,106.89800000000001,,,,"LINESTRING (-3.0789989 39.5276733, -3.0792843 39.5281574, -3.0794825 39.5285314, -3.0795027 39.5285516)",
270892112,Calle Bonn,residential,False,False,150.467,,,,"LINESTRING (-3.0809531 39.5277903, -3.0795027 39.5285516)",
270892113,Calle Lisboa,residential,False,True,140.636,,,,"LINESTRING (-3.0809531 39.5277903, -3.0796159 39.5270583)",
270892125,Carretera de Alcázar,residential,False,False,32.692,,,,"LINESTRING (-3.0787656 39.5279058, -3.0789989 39.5276733)",
270892125,Carretera de Alcázar,residential,False,True,39.409,,,,"LINESTRING (-3.0787656 39.5279058, -3.0784844 39.5281861)",
270892126,Calle Delicias,residential,False,True,56.319,,,,"LINESTRING (-3.0787656 39.5279058, -3.0790949 39.528344)",
270892122,Camino de Hierro,residential,False,True,8.592,,,,"LINESTRING (-3.0784844 39.5281861, -3.0784802 39.5281089)",
270892125,Carretera de Alcázar,residential,False,False,39.409,,,,"LINESTRING (-3.0784844 39.5281861, -3.0787656 39.5279058)",
270892122,Camino de Hierro,residential,False,False,176.417,,,,"LINESTRING (-3.0784844 39.5281861, -3.0784942 39.5282483, -3.0780804 39.5297384)",
270892126,Calle Delicias,residential,False,False,56.319,,,,"LINESTRING (-3.0790949 39.528344, -3.0787656 39.5279058)",
270892109,Calle Alces,residential,False,True,55.315,,,,"LINESTRING (-3.0803327 39.5285274, -3.0797905 39.5287968)",
270892112,Calle Bonn,residential,False,True,150.467,,,,"LINESTRING (-3.0795027 39.5285516, -3.0809531 39.5277903)",
270892123,Camino del Cementerio,residential,False,False,106.898,,,,"LINESTRING (-3.0795027 39.5285516, -3.0794825 39.5285314, -3.0792843 39.5281574, -3.0789989 39.5276733)",
270892123,Camino del Cementerio,residential,False,True,36.899,,,,"LINESTRING (-3.0795027 39.5285516, -3.0796382 39.528687, -3.0797905 39.5287968)",
270892109,Calle Alces,residential,False,False,55.315,,,,"LINESTRING (-3.0797905 39.5287968, -3.0803327 39.5285274)",
270892123,Camino del Cementerio,residential,False,False,36.899,,,,"LINESTRING (-3.0797905 39.5287968, -3.0796382 39.528687, -3.0795027 39.5285516)",
928944028,,tertiary,False,True,80.208,2,TO-2988,50,"LINESTRING (-3.0780804 39.5297384, -3.0774047 39.5292397)",
270892122,Camino de Hierro,residential,False,True,176.417,,,,"LINESTRING (-3.0780804 39.5297384, -3.0784942 39.5282483, -3.0784844 39.5281861)",
271075193,Calle Alonso Quijano,residential,False,False,119.322,,,,"LINESTRING (-3.0726312 39.5258159, -3.0718166 39.5266858)",
270410184,Calle Vía Crucis,residential,False,False,36.607,,,,"LINESTRING (-3.0726312 39.5258159, -3.0725324 39.5257377, -3.0723224 39.5255888)",
270410184,Calle Vía Crucis,residential,False,True,50.932,,,,"LINESTRING (-3.0726312 39.5258159, -3.0728416 39.5259823, -3.0730769 39.5261163)",
181659461,Calle Valencia,residential,False,False,12.022,,,,"LINESTRING (-3.0741384 39.5260701, -3.0740427 39.5259911)",
271075213,Calle Sancho Panza,residential,False,False,34.454,,,,"LINESTRING (-3.0741384 39.5260701, -3.0738856 39.5263109)",
181659461,Calle Valencia,residential,False,True,122.595,,,,"LINESTRING (-3.0741384 39.5260701, -3.0741627 39.5260902, -3.0746266 39.5263104, -3.0749687 39.5264831, -3.0753305 39.5266765)",
270410184,Calle Vía Crucis,residential,False,False,72.658,,,,"LINESTRING (-3.0738856 39.5263109, -3.0730769 39.5261163)",
271075213,Calle Sancho Panza,residential,False,False,136.54,,,,"LINESTRING (-3.0738856 39.5263109, -3.072972 39.5273165)",
271075213,Calle Sancho Panza,residential,False,True,34.454,,,,"LINESTRING (-3.0738856 39.5263109, -3.0741384 39.5260701)",
270410184,Calle Vía Crucis,residential,False,True,58.565000000000005,,,,"LINESTRING (-3.0738856 39.5263109, -3.0739163 39.5263182, -3.0743781 39.5266718)",
271075210,Calle Maese Nicolás,residential,False,False,128.182,,,,"LINESTRING (-3.0743781 39.5266718, -3.073505 39.5276074)",
270410184,Calle Vía Crucis,residential,False,False,58.565000000000005,,,,"LINESTRING (-3.0743781 39.5266718, -3.0739163 39.5263182, -3.0738856 39.5263109)",
270410184,Calle Vía Crucis,residential,False,True,58.86,,,,"LINESTRING (-3.0743781 39.5266718, -3.0744479 39.5267252, -3.0748538 39.5270533)",
181659459,Calle El Toboso,residential,False,True,50.719,,,,"LINESTRING (-3.0718166 39.5266858, -3.0722993 39.5269493)",
271075193,Calle Alonso Quijano,residential,False,False,132.93,,,,"LINESTRING (-3.0718166 39.5266858, -3.0709089 39.5276548)",
271075193,Calle Alonso Quijano,residential,False,True,119.322,,,,"LINESTRING (-3.0718166 39.5266858, -3.0726312 39.5258159)",
181659459,Calle El Toboso,residential,False,False,54.513000000000005,,,,"LINESTRING (-3.0718166 39.5266858, -3.0718023 39.5266781, -3.0712977 39.5264027)",
270410158,Calle Capitán Miranda,residential,False,False,54.549,,,,"LINESTRING (-3.0748821 39.5270244, -3.0753305 39.5266765)",
270410158,Calle Capitán Miranda,residential,False,True,4.027,,,,"LINESTRING (-3.0748821 39.5270244, -3.0748538 39.5270533)",
432445137,Calle Vía Crucis,residential,False,True,74.12299999999999,,,,"LINESTRING (-3.0748821 39.5270244, -3.0753814 39.527356, -3.0755194 39.5274733)",
271075199,Calle Camilo José Cela,residential,False,True,51.38,,,,"LINESTRING (-3.0704221 39.5273855, -3.0709089 39.5276548)",
271075205,Calle Galatea,residential,False,True,132.599,,,,"LINESTRING (-3.0704221 39.5273855, -3.0712977 39.5264027)",
271113116,Calle La Luz,residential,False,True,64.883,,,,"LINESTRING (-3.0755194 39.5274733, -3.0762678 39.5273881)",
432445137,Calle Vía Crucis,residential,False,False,74.12299999999999,,,,"LINESTRING (-3.0755194 39.5274733, -3.0753814 39.527356, -3.0748821 39.5270244)",
432445137,Calle Vía Crucis,residential,False,True,100.978,,,,"LINESTRING (-3.0755194 39.5274733, -3.0757872 39.5277723, -3.0761503 39.5281813, -3.0761851 39.5282223)",
271075193,Calle Alonso Quijano,residential,False,True,132.93,,,,"LINESTRING (-3.0709089 39.5276548, -3.0718166 39.5266858)",
271075199,Calle Camilo José Cela,residential,False,False,51.38,,,,"LINESTRING (-3.0709089 39.5276548, -3.0704221 39.5273855)",
271075199,Calle Camilo José Cela,residential,False,True,51.774,,,,"LINESTRING (-3.0709089 39.5276548, -3.0713995 39.5279261)",
271138323,Calle La Iglesia,residential,False,False,42.973,,,,"LINESTRING (-3.0764324 39.5278796, -3.076578 39.5278793, -3.0766673 39.528114, -3.0766788 39.5281422)",
271075207,Calle Gavilanes,residential,False,False,43.269,,,,"LINESTRING (-3.0766788 39.5281422, -3.0761851 39.5282223)",
271138323,Calle La Iglesia,residential,False,False,26.354000000000003,,,,"LINESTRING (-3.0766788 39.5281422, -3.0767556 39.5283308, -3.0767863 39.5283622)",
271138323,Calle La Iglesia,residential,False,True,42.973,,,,"LINESTRING (-3.0766788 39.5281422, -3.0766673 39.528114, -3.076578 39.5278793, -3.0764324 39.5278796)",
181659459,Calle El Toboso,residential,False,False,53.057,,,,"LINESTRING (-3.0745766 39.5281922, -3.0740716 39.5279166)",
181659459,Calle El Toboso,residential,False,True,84.765,,,,"LINESTRING (-3.0745766 39.5281922, -3.0753834 39.5286325)",
271075196,Calle Azorín,residential,False,False,108.613,,,,"LINESTRING (-3.0745766 39.5281922, -3.0738925 39.5290142)",
271075207,Calle Gavilanes,residential,False,True,43.269,,,,"LINESTRING (-3.0761851 39.5282223, -3.0766788 39.5281422)",
271075207,Calle Gavilanes,residential,False,False,88.595,,,,"LINESTRING (-3.0761851 39.5282223, -3.0756343 39.5283403, -3.075543 39.5283982, -3.0753834 39.5286325)",
432445137,Calle Vía Crucis,residential,False,False,100.978,,,,"LINESTRING (-3.0761851 39.5282223, -3.0761503 39.5281813, -3.0757872 39.5277723, -3.0755194 39.5274733)",
"[432445137, 271075227]",Calle Vía Crucis,residential,False,"[False, True]",132.18200000000002,,,,"LINESTRING (-3.0761851 39.5282223, -3.0762986 39.5284437, -3.0764386 39.5287427, -3.0768586 39.5286472, -3.0767734 39.528414, -3.0767863 39.5283622)",
271075199,Calle Camilo José Cela,residential,False,False,71.889,,,,"LINESTRING (-3.0720808 39.5283027, -3.0713995 39.5279261)",
271075199,Calle Camilo José Cela,residential,False,True,54.92,,,,"LINESTRING (-3.0720808 39.5283027, -3.0726012 39.5285905)",
271075213,Calle Sancho Panza,residential,False,False,53.622,,,,"LINESTRING (-3.0720808 39.5283027, -3.0717214 39.5286973)",
271075213,Calle Sancho Panza,residential,False,True,133.67,,,,"LINESTRING (-3.0720808 39.5283027, -3.072972 39.5273165)",
"[432445137, 271075227]",Calle Vía Crucis,residential,False,"[False, True]",132.18200000000002,,,,"LINESTRING (-3.0767863 39.5283622, -3.0767734 39.528414, -3.0768586 39.5286472, -3.0764386 39.5287427, -3.0762986 39.5284437, -3.0761851 39.5282223)",
271138323,Calle La Iglesia,residential,False,False,89.195,,,,"LINESTRING (-3.0767863 39.5283622, -3.0769088 39.5284873, -3.0771239 39.5287503, -3.0772507 39.5289311, -3.077339 39.5290405)",
271138323,Calle La Iglesia,residential,False,True,26.354000000000003,,,,"LINESTRING (-3.0767863 39.5283622, -3.0767556 39.5283308, -3.0766788 39.5281422)",
270410156,Calle Bachiller Sansón Carrasco,residential,False,False,7.353,,,,"LINESTRING (-3.0708227 39.5285598, -3.0707734 39.5286139)",
270410156,Calle Bachiller Sansón Carrasco,residential,False,True,86.096,,,,"LINESTRING (-3.0708227 39.5285598, -3.0713995 39.5279261)",
271075221,,residential,False,False,78.579,,,,"LINESTRING (-3.0708227 39.5285598, -3.0717214 39.5286973)",
271075199,Calle Camilo José Cela,residential,False,False,54.92,,,,"LINESTRING (-3.0726012 39.5285905, -3.0720808 39.5283027)",
271075210,Calle Maese Nicolás,residential,False,False,28.61,,,,"LINESTRING (-3.0726012 39.5285905, -3.0724081 39.5288003)",
271075210,Calle Maese Nicolás,residential,False,True,134.01,,,,"LINESTRING (-3.0726012 39.5285905, -3.073505 39.5276074)",
271075199,Calle Camilo José Cela,residential,False,True,59.039,,,,"LINESTRING (-3.0726012 39.5285905, -3.0731105 39.5288721, -3.0731461 39.528911)",
173086104,,tertiary,False,False,3.933,2,CM-3162,50,"LINESTRING (-3.0708184 39.5286207, -3.0707734 39.5286139)",
173086104,,tertiary,False,True,74.959,2,CM-3162,50,"LINESTRING (-3.0708184 39.5286207, -3.0716772 39.5287459)",
"[271075194, 270410155]","['Calle Bachiller Sansón Carrasco', 'Calle Amadís de Gaula']",residential,False,False,206.784,,,,"LINESTRING (-3.0708184 39.5286207, -3.0699455 39.5292788, -3.0707366 39.5299649)",
181659459,Calle El Toboso,residential,False,False,84.765,,,,"LINESTRING (-3.0753834 39.5286325, -3.0745766 39.5281922)",
