osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,junction,bridge,tunnel
26179989,1,GI-2132,secondary,50,False,True,80.78099999999999,"LINESTRING (-1.9800039 43.2656683, -1.9801317 43.2662096, -1.9801472 43.2662981, -1.9801781 43.2663832)",,,,
198612601,1,GI-2132,secondary,,True,False,75.52999999999999,"LINESTRING (-1.9800039 43.2656683, -1.9799847 43.2655135, -1.9799579 43.2653516, -1.9799109 43.2652384, -1.9798755 43.2651853, -1.9798058 43.2651072, -1.9797912 43.2650657, -1.9797802 43.2650189)",,,,
198612598,2,GI-2132,secondary,,False,False,24.533,"LINESTRING (-1.97949 43.2619825, -1.9795789 43.2618379, -1.9796249 43.2617855)",,,,
198612598,2,GI-2132,secondary,,False,True,227.93700000000004,"LINESTRING (-1.97949 43.2619825, -1.9794255 43.2621306, -1.9793773 43.2622477, -1.9793519 43.2623515, -1.9793225 43.2624706, -1.9792998 43.2626068, -1.9792884 43.2627488, -1.9792998 43.2628794, -1.9793168 43.263027, -1.9795401 43.2638107, -1.9795867 43.2639946)",,,,
224374841,,,residential,,False,True,9.616,"LINESTRING (-1.97949 43.2619825, -1.9794196 43.2619715, -1.9793739 43.2619643)",,,,
1241777385,,,residential,,True,False,9.165,"LINESTRING (-1.9752568 43.2694011, -1.9753072 43.2693273)",Elkano kalea,,,
"[24059529, 517361503]",,,"['residential', 'living_street']",,True,False,97.20200000000001,"LINESTRING (-1.9745655 43.268815, -1.9746176 43.2687975, -1.9746976 43.2687905, -1.9747762 43.2687961, -1.9748843 43.268835, -1.9749457 43.2689017, -1.9750776 43.2691394, -1.9751102 43.2691972, -1.9751391 43.2692656, -1.9751848 43.2693245, -1.9752333 43.2693317, -1.9753072 43.2693273)",Antziola auzoa,,,
1241380086,,,residential,,True,False,41.522,"LINESTRING (-1.9745655 43.268815, -1.9746201 43.2687179, -1.9746397 43.2686366, -1.9746492 43.2685535, -1.9746173 43.2684536)",Zinkoenea,roundabout,,
24059527,,,residential,,True,False,88.245,"LINESTRING (-1.9735449 43.2686036, -1.9735141 43.2686185, -1.9734591 43.2687256, -1.9733504 43.2688047, -1.9728585 43.2692094)",Florida auzoa,,,
"[1241380096, 1241380086]",,,residential,,True,False,111.43499999999997,"LINESTRING (-1.9735449 43.2686036, -1.9735625 43.2686576, -1.9735745 43.2686912, -1.9735977 43.2687421, -1.9736255 43.2687871, -1.9736832 43.2688382, -1.9737381 43.2688854, -1.973802 43.2689212, -1.9738573 43.2689456, -1.973924 43.2689684, -1.9739956 43.268983, -1.974072 43.2689863, -1.9741452 43.2689863, -1.974194 43.2689782, -1.9742493 43.2689717, -1.974303 43.2689603, -1.9743778 43.2689245, -1.9744396 43.268892, -1.9745056 43.2688522, -1.9745655 43.268815)",Zinkoenea,roundabout,,
