osmid,oneway,name,highway,maxspeed,reversed,length,geometry,junction,lanes
114019956,True,Carrer de Ferreries,residential,30,False,19.344,"LINESTRING (4.141277 39.9297633, 4.141232 39.9297301, 4.1411135 39.9296427)",,
306982773,False,Carrer des Melians,tertiary,30,False,129.75799999999998,"LINESTRING (4.141277 39.9297633, 4.1412225 39.9298331, 4.1405745 39.9306634, 4.1405391 39.9307154, 4.1405055 39.9307688)",,
306982773,False,Carrer des Melians,tertiary,30,True,24.329,"LINESTRING (4.141277 39.9297633, 4.1413491 39.929671, 4.1414357 39.9295818)",,
41800725,False,Carrer sa Carretera Nova,tertiary,30,True,54.689,"LINESTRING (4.1405055 39.9307688, 4.1404569 39.9307581, 4.139889 39.9306331)",,
"[238053939, 431258965]",False,"['Carrer sa Carretera Nova', 'Carretera Nova']",tertiary,"['60', '30']",False,252.53,"LINESTRING (4.1405055 39.9307688, 4.1406282 39.9307984, 4.1416112 39.9310469, 4.143281 39.9314686, 4.143319 39.9314781)",,
306982773,False,Carrer des Melians,tertiary,30,True,129.758,"LINESTRING (4.1405055 39.9307688, 4.1405391 39.9307154, 4.1405745 39.9306634, 4.1412225 39.9298331, 4.141277 39.9297633)",,
431258955,True,,tertiary,30,False,9.274999999999999,"LINESTRING (4.1448028 39.933837, 4.1448436 39.9338095, 4.144895 39.9337957)",roundabout,
"[431258961, 40681854]",True,Carrer de Sant Joan Baptista de la Salle,residential,30,False,169.03900000000002,"LINESTRING (4.1448028 39.933837, 4.1446037 39.9337379, 4.1441463 39.9335251, 4.1439386 39.9334285, 4.1438175 39.9333721, 4.1432005 39.933085, 4.1431117 39.9330437)",,
39932649,False,Carrer de Menorca,residential,,True,9.388,"LINESTRING (4.1439272 39.9351688, 4.1438448 39.9351128)",,
41801134,True,Avinguda de la Verge del Toro,tertiary,30,False,44.99,"LINESTRING (4.1439272 39.9351688, 4.143527 39.9354325)",,
39932649,False,Carrer de Menorca,residential,,False,124.043,"LINESTRING (4.1439272 39.9351688, 4.1440336 39.9352536, 4.144072 39.9352842, 4.1450406 39.9358852)",,
41801134,True,Avinguda de la Verge del Toro,tertiary,30,False,40.193,"LINESTRING (4.143527 39.9354325, 4.1431114 39.9356031)",,
306235563,False,Carrer de ses Escoles,residential,30,False,38.876999999999995,"LINESTRING (4.1427553 39.93528, 4.1429405 39.9354504, 4.1430472 39.9355486)",,
41801135,True,Avinguda de la Verge del Toro,tertiary,30,False,121.97699999999999,"LINESTRING (4.144895 39.9337957, 4.1449702 39.933715, 4.1454062 39.9327749)",,
