osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,maxspeed,junction,bridge
158845603,True,residential,False,36.775,"LINESTRING (-2.8141647 43.2180439, -2.8143317 43.2179125, -2.8144859 43.2178107)",,,,,,
899433713,True,trunk,False,19.436,"LINESTRING (-2.8141647 43.2180439, -2.814159 43.2179858, -2.8141283 43.217932, -2.8140757 43.2178881)",2,N-240,Tarragona-Bilbao,40,roundabout,
899433713,True,trunk,False,5.668,"LINESTRING (-2.8140757 43.2178881, -2.8140162 43.2178613)",2,N-240,Tarragona-Bilbao,40,roundabout,
899433712,True,trunk,False,29.853000000000005,"LINESTRING (-2.8140162 43.2178613, -2.8139486 43.2178481, -2.8138786 43.2178489, -2.8138118 43.2178639, -2.8137465 43.2178965, -2.8136984 43.2179425)",,N-240,Tarragona-Bilbao,40,roundabout,
899433716,True,trunk,False,52.071,"LINESTRING (-2.8140162 43.2178613, -2.8138917 43.2177874, -2.8137785 43.2177044, -2.8136779 43.2176133, -2.8135888 43.2175156)",,N-240,Tarragona-Bilbao,40,,
28601166,True,trunk,False,6.424,"LINESTRING (-2.8136984 43.2179425, -2.8136729 43.2179972)",,N-240,Tarragona-Bilbao,40,roundabout,
28601166,True,trunk,False,26.759,"LINESTRING (-2.8136729 43.2179972, -2.8136723 43.2180549, -2.8136967 43.2181099, -2.8137363 43.2181509, -2.8137898 43.2181824, -2.8138212 43.2181922)",,N-240,Tarragona-Bilbao,40,roundabout,
1068894973,True,residential,False,41.031,"LINESTRING (-2.8136729 43.2179972, -2.8136129 43.2180746, -2.8135189 43.2181616, -2.8133401 43.2182698)",,,,,,
"[158845577, 900933294]",True,trunk,False,81.161,"LINESTRING (-2.8139213 43.2182083, -2.814072 43.2183513, -2.8142854 43.2186393, -2.8143703 43.218754, -2.8144391 43.2188311)",,N-240,Tarragona-Bilbao,40,,
899433717,True,trunk,False,19.637,"LINESTRING (-2.8139213 43.2182083, -2.8139998 43.2181981, -2.8140698 43.2181703, -2.814128 43.2181273)",,N-240,Tarragona-Bilbao,40,roundabout,
"[899433714, 653923206]",False,trunk,False,58.831,"LINESTRING (-2.8135888 43.2175156, -2.8134401 43.2172657, -2.8132941 43.2170321)",2,N-240,Tarragona-Bilbao,"['40', '50']",,
899433715,True,trunk,False,48.694,"LINESTRING (-2.8135888 43.2175156, -2.8136414 43.2176182, -2.8136774 43.2177244, -2.8136965 43.217833, -2.8136973 43.2178799, -2.8136984 43.2179425)",,N-240,Tarragona-Bilbao,40,,
129109289,False,residential,True,152.43099999999998,"LINESTRING (-2.8200436 43.2195265, -2.8200702 43.2196255, -2.8202325 43.2202292, -2.8203887 43.2207767, -2.8204178 43.2208699)",,,Laminarrieta Kalea,,,
218462594,False,residential,False,31.333000000000002,"LINESTRING (-2.8200436 43.2195265, -2.8199993 43.219448, -2.8199829 43.2193392, -2.8200068 43.2192535)",,,Laminarrieta Kalea,,,
"[218462588, 218462599]",False,residential,True,143.276,"LINESTRING (-2.8200436 43.2195265, -2.8199433 43.2195201, -2.8196906 43.219543, -2.8195129 43.2196008, -2.8193933 43.2196992, -2.8193526 43.2197348, -2.8191506 43.2199117, -2.8190727 43.2199837, -2.8187784 43.2197736, -2.8187406 43.2196901)",,,"['Torreondo Kalea', 'Ander Deuna kalea']",,,
449508774,False,residential,True,180.378,"LINESTRING (-2.8200436 43.2195265, -2.8201227 43.2195094, -2.8210053 43.2194247, -2.8211046 43.219419, -2.8212677 43.2194213, -2.8221248 43.2194249, -2.8222571 43.2194375)",,,,,,
45017132,False,residential,False,40.393,"LINESTRING (-2.8166263 43.2170338, -2.8167314 43.2173889)",,,Astui kalea,,,
"[129109284, 129109286, 158845583]",False,residential,False,195.17600000000002,"LINESTRING (-2.8166263 43.2170338, -2.8162282 43.2170921, -2.8158759 43.2172262, -2.8154052 43.2174313, -2.8150832 43.2175709, -2.814971 43.2176159, -2.8144859 43.2178107)",,,Pertxin Kalea,,,yes
158845583,False,residential,True,246.89499999999998,"LINESTRING (-2.8166263 43.2170338, -2.8167967 43.2170163, -2.8168463 43.2170155, -2.8172084 43.2170095, -2.8174454 43.2170208, -2.817712 43.2170523, -2.8177489 43.2170566, -2.819322 43.2173529, -2.8196058 43.2174064)",,,Pertxin Kalea,,,
218462588,False,residential,False,59.196,"LINESTRING (-2.8177341 43.2182427, -2.8181964 43.2186549)",,,Ander Deuna kalea,,,
"[218462588, 218462591]",False,residential,True,93.789,"LINESTRING (-2.8177341 43.2182427, -2.8170392 43.2176426, -2.817012 43.2176364, -2.8169607 43.2176338)",,,"['Baroja Kalea', 'Ander Deuna kalea']",,,
561278697,False,residential,False,50.895,"LINESTRING (-2.820817 43.2181151, -2.8213576 43.2183481)",,,,,,
158845586,True,residential,False,32.983000000000004,"LINESTRING (-2.820817 43.2181151, -2.8208438 43.2180886, -2.8208581 43.2180573, -2.8208582 43.2180243, -2.8208444 43.2179929, -2.8208179 43.2179662, -2.8207813 43.2179469, -2.8207383 43.2179367, -2.8206931 43.2179368, -2.8206501 43.2179471)",,,,,roundabout,
218462597,True,residential,False,117.419,"LINESTRING (-2.8190945 43.2179519, -2.8190033 43.217996, -2.8186655 43.2180345, -2.8183184 43.2180428, -2.8178536 43.2181748, -2.8177341 43.2182427)",,,Oletxe Kalea,,,
158845583,False,residential,False,246.89499999999998,"LINESTRING (-2.8196058 43.2174064, -2.819322 43.2173529, -2.8177489 43.2170566, -2.817712 43.2170523, -2.8174454 43.2170208, -2.8172084 43.2170095, -2.8168463 43.2170155, -2.8167967 43.2170163, -2.8166263 43.2170338)",,,Pertxin Kalea,,,
158845583,False,residential,True,111.94,"LINESTRING (-2.8196058 43.2174064, -2.8198126 43.2174512, -2.8200215 43.2174965, -2.820174 43.2175296, -2.8203855 43.2175877, -2.8204775 43.2176741, -2.8206019 43.2178684, -2.8206501 43.2179471)",,,Pertxin Kalea,,,
"[218462597, 217903398]",True,residential,False,76.60600000000001,"LINESTRING (-2.8196058 43.2174064, -2.8194743 43.2175012, -2.8191481 43.2177364, -2.8191192 43.2178059, -2.8190945 43.2179519)",,,Oletxe Kalea,,,
"[543315145, 1119705979]",False,residential,True,42.995,"LINESTRING (-2.8196058 43.2174064, -2.8196005 43.2173471, -2.819397 43.2170554)",,,,,,
218462588,False,residential,True,19.172,"LINESTRING (-2.8186782 43.2191633, -2.8185807 43.2190062)",,,Ander Deuna kalea,,,
218462588,False,residential,False,59.177,"LINESTRING (-2.8186782 43.2191633, -2.8187246 43.2192909, -2.8187461 43.2194192, -2.8187425 43.2195969, -2.8187406 43.2196901)",,,Ander Deuna kalea,,,
"[45017308, 218462589]",True,residential,False,147.823,"LINESTRING (-2.8186782 43.2191633, -2.8192501 43.2189627, -2.8192082 43.2183098, -2.8191648 43.2180989)",,,"['Torreondo Kalea', 'Ander Deuna Kalea']",,,
218462588,False,residential,False,19.172,"LINESTRING (-2.8185807 43.2190062, -2.8186782 43.2191633)",,,Ander Deuna kalea,,,
218462588,False,residential,True,49.957,"LINESTRING (-2.8185807 43.2190062, -2.8181964 43.2186549)",,,Ander Deuna kalea,,,
45017350,True,residential,False,114.291,"LINESTRING (-2.8185807 43.2190062, -2.8177383 43.2192456, -2.8172512 43.2193461)",,,Iturritxu Kalea,,,
45017358,False,residential,False,76.783,"LINESTRING (-2.8170759 43.220112, -2.8168516 43.2194411)",,,Ibaiondo Kalea,,,
45061480,False,residential,False,17.373,"LINESTRING (-2.8169607 43.2176338, -2.816935 43.2176357, -2.8168523 43.2176461, -2.81681 43.2176745, -2.8167754 43.2176978)",,,Oletxe kalea,,,
"[218462588, 218462591]",False,residential,False,93.789,"LINESTRING (-2.8169607 43.2176338, -2.817012 43.2176364, -2.8170392 43.2176426, -2.8177341 43.2182427)",,,"['Baroja Kalea', 'Ander Deuna kalea']",,,
1219375418,False,residential,True,23.511,"LINESTRING (-2.8169607 43.2176338, -2.8169457 43.2176074, -2.8167985 43.2174593)",,,Astui kalea,,,
1219375416,False,residential,True,5.191,"LINESTRING (-2.8167466 43.2177395, -2.8167754 43.2176978)",,,Oletxe kalea,,,
"[45061417, 45017358, 1219375415]",False,residential,"[False, True]",195.598,"LINESTRING (-2.8167466 43.2177395, -2.8165004 43.2185319, -2.8165176 43.2186201, -2.8165534 43.2187687, -2.8168516 43.2194411)",,,"['Oletxe kalea', 'Ibaiondo Kalea']",,,
218462588,False,residential,False,49.957,"LINESTRING (-2.8181964 43.2186549, -2.8185807 43.2190062)",,,Ander Deuna kalea,,,
218462588,False,residential,True,59.196,"LINESTRING (-2.8181964 43.2186549, -2.8177341 43.2182427)",,,Ander Deuna kalea,,,
"[45061561, 561276782]",False,living_street,False,113.674,"LINESTRING (-2.8195656 43.2188651, -2.8194757 43.2183046, -2.8195436 43.2181925, -2.8194388 43.2180812, -2.8191648 43.2180989)",,,,,,
45017308,True,residential,False,17.474,"LINESTRING (-2.8191648 43.2180989, -2.8191417 43.218018, -2.8190945 43.2179519)",,,Torreondo Kalea,,,
"[45061561, 561276782]",False,living_street,True,113.674,"LINESTRING (-2.8191648 43.2180989, -2.8194388 43.2180812, -2.8195436 43.2181925, -2.8194757 43.2183046, -2.8195656 43.2188651)",,,,,,
1068894971,False,residential,False,14.633,"LINESTRING (-2.8133401 43.2182698, -2.8131778 43.2183275)",,,,,,
1068894967,True,residential,False,40.224000000000004,"LINESTRING (-2.8133401 43.2182698, -2.8135286 43.2182182, -2.8137171 43.2181971, -2.8138212 43.2181922)",,,,,,
45017350,True,residential,False,34.06,"LINESTRING (-2.8172512 43.2193461, -2.8168516 43.2194411)",,,Iturritxu Kalea,,,
45061507,True,residential,False,135.095,"LINESTRING (-2.8172512 43.2193461, -2.8171448 43.2190285, -2.8174595 43.2189453, -2.8176022 43.2187835, -2.8181964 43.2186549)",,,Baratzeko Kalea,,,
45017358,False,residential,True,76.783,"LINESTRING (-2.8168516 43.2194411, -2.8170759 43.220112)",,,Ibaiondo Kalea,,,
"[45061417, 45017358, 1219375415]",False,residential,"[False, True]",195.598,"LINESTRING (-2.8168516 43.2194411, -2.8165534 43.2187687, -2.8165176 43.2186201, -2.8165004 43.2185319, -2.8167466 43.2177395)",,,"['Oletxe kalea', 'Ibaiondo Kalea']",,,
202031221,False,trunk,True,38.109,"LINESTRING (-2.8130992 43.2167202, -2.8132941 43.2170321)",2,N-240,Tarragona-Bilbao,50,,
158845626,True,unclassified,False,27.596,"LINESTRING (-2.8130992 43.2167202, -2.8130519 43.2168426, -2.8129677 43.2169469)",,,,,,
202031282,True,unclassified,False,28.432000000000002,"LINESTRING (-2.8129677 43.2169469, -2.8130898 43.2169623, -2.8131993 43.2169899, -2.8132941 43.2170321)",,,,,,
202031221,False,trunk,False,38.109,"LINESTRING (-2.8132941 43.2170321, -2.8130992 43.2167202)",2,N-240,Tarragona-Bilbao,50,,
"[899433714, 653923206]",False,trunk,True,58.831,"LINESTRING (-2.8132941 43.2170321, -2.8134401 43.2172657, -2.8135888 43.2175156)",2,N-240,Tarragona-Bilbao,"['40', '50']",,
45017132,False,residential,True,40.393,"LINESTRING (-2.8167314 43.2173889, -2.8166263 43.2170338)",,,Astui kalea,,,
1219375417,False,residential,False,9.531,"LINESTRING (-2.8167314 43.2173889, -2.8167985 43.2174593)",,,Astui kalea,,,
1219375412,True,residential,False,39.233,"LINESTRING (-2.8167314 43.2173889, -2.8167611 43.217551, -2.8167655 43.2175751, -2.8167466 43.2177395)",,,,,,
158845610,True,residential,False,16.158,"LINESTRING (-2.8144859 43.2178107, -2.814296 43.217855)",,,,,,
"[129109284, 129109286, 158845583]",False,residential,True,195.176,"LINESTRING (-2.8144859 43.2178107, -2.814971 43.2176159, -2.8150832 43.2175709, -2.8154052 43.2174313, -2.8158759 43.2172262, -2.8162282 43.2170921, -2.8166263 43.2170338)",,,Pertxin Kalea,,,yes
158845610,True,residential,False,18.245,"LINESTRING (-2.814296 43.217855, -2.8142794 43.2178595, -2.8141575 43.2178766, -2.8140757 43.2178881)",,,,,,
158845583,False,residential,False,111.94,"LINESTRING (-2.8206501 43.2179471, -2.8206019 43.2178684, -2.8204775 43.2176741, -2.8203855 43.2175877, -2.820174 43.2175296, -2.8200215 43.2174965, -2.8198126 43.2174512, -2.8196058 43.2174064)",,,Pertxin Kalea,,,
158845586,True,residential,False,18.603,"LINESTRING (-2.8206501 43.2179471, -2.8206131 43.2179669, -2.8205866 43.2179942, -2.8205733 43.2180262, -2.8205745 43.2180597, -2.82059 43.2180912)",,,,,roundabout,
899433713,True,trunk,False,9.786000000000001,"LINESTRING (-2.814128 43.2181273, -2.8141516 43.2180877, -2.8141647 43.2180439)",2,N-240,Tarragona-Bilbao,40,roundabout,
158845586,True,residential,False,21.415999999999997,"LINESTRING (-2.82059 43.2180912, -2.820617 43.2181165, -2.8206532 43.2181348, -2.8206953 43.2181442, -2.8207399 43.2181438, -2.8207813 43.2181339, -2.820817 43.2181151)",,,,,roundabout,
218462594,False,residential,True,145.75400000000002,"LINESTRING (-2.82059 43.2180912, -2.8204261 43.2181638, -2.8202878 43.2182405, -2.8202308 43.218289, -2.8201802 43.2183851, -2.8201192 43.2187104, -2.8200951 43.2188391, -2.8200068 43.2192535)",,,Laminarrieta Kalea,,,
