osmid,highway,junction,oneway,reversed,length,geometry,name,access,ref
199738159,residential,,False,False,56.696999999999996,"LINESTRING (-2.2055668 43.046858, -2.2055754 43.0468221, -2.2056867 43.0463557)",Mendeurren kalea,,
199738163,residential,,True,False,118.463,"LINESTRING (-2.2041275 43.0466954, -2.204462 43.0467133, -2.2055668 43.046858)",Nafarroa etorbidea,,
978554807,residential,,False,False,54.92100000000001,"LINESTRING (-2.1986534 43.0465448, -2.1986556 43.0465973, -2.1986683 43.0470386)",,,
42936356,residential,,True,False,14.567,"LINESTRING (-2.1986683 43.0470386, -2.1988472 43.0470469)",,,
978554807,residential,,False,True,54.92100000000001,"LINESTRING (-2.1986683 43.0470386, -2.1986556 43.0465973, -2.1986534 43.0465448)",,,
42936052,residential,circular,True,False,36.764,"LINESTRING (-2.2021962 43.0464522, -2.2021831 43.0464781, -2.2021736 43.04658, -2.2021982 43.0466292, -2.2022367 43.0466541, -2.2022998 43.0466723, -2.2023835 43.046677)",,,
42936453,residential,,False,False,46.0,"LINESTRING (-2.2021962 43.0464522, -2.202057 43.0463925, -2.2016682 43.0463105)",,,
42936453,residential,,False,False,154.671,"LINESTRING (-2.2016682 43.0463105, -2.2015538 43.0462813, -2.2013388 43.0462408, -2.2011002 43.0462232, -2.1997815 43.0461749)",,,
42936453,residential,,False,True,46.0,"LINESTRING (-2.2016682 43.0463105, -2.202057 43.0463925, -2.2021962 43.0464522)",,,
42936320,residential,,True,False,59.087,"LINESTRING (-2.1979901 43.0460414, -2.1981304 43.0465628)",Joan Iturralde kalea,,
42935008,residential,,False,False,146.572,"LINESTRING (-2.1979901 43.0460414, -2.1985475 43.0460594, -2.1990189 43.0461056, -2.1994711 43.0461649, -2.1997815 43.0461749)",Joan Iturralde kalea,,
42935963,residential,,True,False,169.345,"LINESTRING (-2.1975569 43.0481164, -2.1976048 43.0479306, -2.1976387 43.0478336, -2.1977097 43.0477479, -2.1978828 43.0476406, -2.1983118 43.0474794, -2.1985834 43.0473531, -2.1987131 43.0472673, -2.1988252 43.0471581, -2.1988428 43.047141, -2.1988472 43.0470469)",Erauskin kalea,,
42936467,unclassified,,True,False,91.78099999999999,"LINESTRING (-2.1975569 43.0481164, -2.1975316 43.0483895, -2.1975785 43.0485141, -2.1977341 43.0487361, -2.1978526 43.0488859)",Erauskin kalea,,
"[978542826, 199580621]","['unclassified', 'tertiary']",,False,False,121.09100000000001,"LINESTRING (-2.1980357 43.0503328, -2.1978897 43.0505211, -2.1977305 43.0507468, -2.1976996 43.0507912, -2.1976636 43.0508423, -2.1975468 43.0510037, -2.1975293 43.0510278, -2.1975278 43.0510298, -2.1975015 43.0510788, -2.1974899 43.0511225, -2.1974874 43.0511687, -2.1974872 43.0511854, -2.1974933 43.0512116, -2.1975003 43.0512304, -2.197511 43.0512499, -2.1975245 43.0512661, -2.1975461 43.0512884, -2.1975687 43.0513082)",Erauskin kalea,,GI-3191
199738162,residential,,False,False,56.447,"LINESTRING (-2.2023764 43.0476848, -2.202339 43.0481917)",,,
199738162,residential,,False,True,51.493,"LINESTRING (-2.2023764 43.0476848, -2.202411 43.0472224)",,,
42937300,residential,,True,False,112.411,"LINESTRING (-2.2023764 43.0476848, -2.2010599 43.0476503, -2.2009942 43.0476456)",Nekolalde kalea,,
978554812,residential,,False,True,209.382,"LINESTRING (-2.1985005 43.0479009, -2.1995019 43.0476002, -2.1996673 43.0475966, -2.2009942 43.0476456)",Nekolalde kalea,,
42945450,residential,,True,False,133.965,"LINESTRING (-2.2040443 43.04735, -2.2024125 43.0471785)",Oriamendi kalea,,
199739686,residential,,True,False,73.102,"LINESTRING (-2.2040443 43.04735, -2.2041275 43.0466954)",Zelaeta kalea,,
42945450,residential,,True,False,109.962,"LINESTRING (-2.2053793 43.0475117, -2.2040443 43.04735)",Oriamendi kalea,,
199739687,residential,,True,False,74.268,"LINESTRING (-2.2053793 43.0475117, -2.2055668 43.046858)",Mendeurren kalea,,
188511121,residential,,False,True,125.94600000000001,"LINESTRING (-2.1984529 43.0481177, -2.1978173 43.0483293, -2.1977396 43.0484129, -2.1977166 43.0484777, -2.1977432 43.048599, -2.1978099 43.048728, -2.1978934 43.0488098, -2.1979009 43.0488512, -2.1978765 43.0488717, -2.1978526 43.0488859)",Erauskin kalea,,
42936467,unclassified,,True,False,63.269,"LINESTRING (-2.1978526 43.0488859, -2.1980823 43.0491765, -2.1982058 43.0493389, -2.1982278 43.0493837)",Erauskin kalea,,
188511121,residential,,False,False,125.946,"LINESTRING (-2.1978526 43.0488859, -2.1978765 43.0488717, -2.1979009 43.0488512, -2.1978934 43.0488098, -2.1978099 43.048728, -2.1977432 43.048599, -2.1977166 43.0484777, -2.1977396 43.0484129, -2.1978173 43.0483293, -2.1984529 43.0481177)",Erauskin kalea,,
199580824,unclassified,,False,True,60.82600000000001,"LINESTRING (-2.2044003 43.0477701, -2.204483 43.047709, -2.2047442 43.0477359, -2.2047807 43.0477284, -2.2048024 43.0476932, -2.2048356 43.0475393, -2.2048439 43.0474935)",Oriamendi Kalea,,
42945999,residential,,True,False,32.128,"LINESTRING (-2.2034676 43.0482702, -2.2038588 43.0483121)",Foru kalea,,
978542849,residential,,False,False,52.871,"LINESTRING (-2.1984431 43.0486205, -2.1990526 43.0484541)",Doktor Fleming kalea,,
199580501,unclassified,,False,True,147.378,"LINESTRING (-2.1984431 43.0486205, -2.1985464 43.048773, -2.1985616 43.0487926, -2.1985814 43.0488229, -2.1986534 43.0488956, -2.1987283 43.0489715, -2.1987643 43.0490042, -2.1989031 43.0490846, -2.1989675 43.0491202, -2.199097 43.0491786, -2.1991864 43.0492035, -2.1993735 43.0491934, -2.1994219 43.0492165, -2.1994384 43.0493026, -2.1994448 43.0494073, -2.1995054 43.0494288, -2.1995704 43.0494471, -2.1996047 43.0494514, -2.1996136 43.0494474)",Beasainmendi Auzoa,,
978542849,residential,,False,True,102.462,"LINESTRING (-2.1984431 43.0486205, -2.1983891 43.0486617, -2.1983381 43.0487539, -2.1983086 43.0488715, -2.1983033 43.0489891, -2.1983274 43.0491106, -2.1983649 43.049189, -2.1984347 43.0492674, -2.1985017 43.0493203, -2.1985634 43.0494026, -2.1985209 43.0494568)",Doktor Fleming kalea,,
199580580,unclassified,,False,False,20.566000000000003,"LINESTRING (-2.2093638 43.0486515, -2.2093797 43.0487128, -2.2093982 43.0487885, -2.2094088 43.0488335)",Foru kalea,,
42945999,residential,,True,False,85.87899999999999,"LINESTRING (-2.2083231 43.0487859, -2.2086318 43.0487431, -2.208908 43.0487098, -2.2089806 43.0487005, -2.2093638 43.0486515)",Foru kalea,,
"[199580578, 199580582]",unclassified,,False,False,55.364000000000004,"LINESTRING (-2.2083231 43.0487859, -2.2083364 43.0488404, -2.2083487 43.0489468, -2.2083578 43.0489986, -2.2083739 43.0490294, -2.2083986 43.0490521, -2.2084275 43.0490643, -2.2084771 43.0490653, -2.2086945 43.0490397)",Foru kalea,,
199580580,unclassified,,False,True,20.566,"LINESTRING (-2.2094088 43.0488335, -2.2093982 43.0487885, -2.2093797 43.0487128, -2.2093638 43.0486515)",Foru kalea,,
199580581,unclassified,,False,False,50.105,"LINESTRING (-2.2094088 43.0488335, -2.2093729 43.0488693, -2.2093116 43.0489091, -2.2091633 43.0489767, -2.2088703 43.0490206)",Foru kalea,,
199580581,unclassified,,False,True,50.105000000000004,"LINESTRING (-2.2088703 43.0490206, -2.2091633 43.0489767, -2.2093116 43.0489091, -2.2093729 43.0488693, -2.2094088 43.0488335)",Foru kalea,,
"[199580578, 199580582]",unclassified,,False,True,55.364,"LINESTRING (-2.2086945 43.0490397, -2.2084771 43.0490653, -2.2084275 43.0490643, -2.2083986 43.0490521, -2.2083739 43.0490294, -2.2083578 43.0489986, -2.2083487 43.0489468, -2.2083364 43.0488404, -2.2083231 43.0487859)",Foru kalea,,
1155322915,unclassified,,False,False,35.879999999999995,"LINESTRING (-2.1998327 43.049189, -2.1996926 43.0492995, -2.1996252 43.0493523, -2.199607 43.0493693, -2.1996136 43.0494474)",Beasainmendi Auzoa,,
199580477,unclassified,,False,False,77.37199999999999,"LINESTRING (-2.1996136 43.0494474, -2.1996297 43.049469, -2.1996621 43.0495128, -2.1997521 43.0496206, -2.1998275 43.0497122, -2.1999004 43.0498097, -2.1999757 43.0499206, -2.200005 43.0499562, -2.2000569 43.050012, -2.2000985 43.0500443)",Beasainmendi Auzoa,,
199580501,unclassified,,False,False,147.378,"LINESTRING (-2.1996136 43.0494474, -2.1996047 43.0494514, -2.1995704 43.0494471, -2.1995054 43.0494288, -2.1994448 43.0494073, -2.1994384 43.0493026, -2.1994219 43.0492165, -2.1993735 43.0491934, -2.1991864 43.0492035, -2.199097 43.0491786, -2.1989675 43.0491202, -2.1989031 43.0490846, -2.1987643 43.0490042, -2.1987283 43.0489715, -2.1986534 43.0488956, -2.1985814 43.0488229, -2.1985616 43.0487926, -2.1985464 43.048773, -2.1984431 43.0486205)",Beasainmendi Auzoa,,
1155322915,unclassified,,False,True,35.88,"LINESTRING (-2.1996136 43.0494474, -2.199607 43.0493693, -2.1996252 43.0493523, -2.1996926 43.0492995, -2.1998327 43.049189)",Beasainmendi Auzoa,,
199580617,tertiary,,False,False,78.172,"LINESTRING (-2.2005578 43.0496877, -2.2004903 43.0496587, -2.2003998 43.0496399, -2.2002698 43.0496451, -2.2001622 43.0496791, -2.2000829 43.049745, -2.2000512 43.0498068, -2.2000441 43.0498809, -2.2000698 43.0499642, -2.2000985 43.0500443)",,,GI-3191
199580477,unclassified,,False,True,77.372,"LINESTRING (-2.2000985 43.0500443, -2.2000569 43.050012, -2.200005 43.0499562, -2.1999757 43.0499206, -2.1999004 43.0498097, -2.1998275 43.0497122, -2.1997521 43.0496206, -2.1996621 43.0495128, -2.1996297 43.049469, -2.1996136 43.0494474)",Beasainmendi Auzoa,,
199580617,tertiary,,False,True,78.17199999999998,"LINESTRING (-2.2000985 43.0500443, -2.2000698 43.0499642, -2.2000441 43.0498809, -2.2000512 43.0498068, -2.2000829 43.049745, -2.2001622 43.0496791, -2.2002698 43.0496451, -2.2003998 43.0496399, -2.2004903 43.0496587, -2.2005578 43.0496877)",,,GI-3191
"[199580618, 199580619, 199580620, 199580624, 199580627]",tertiary,,False,"[False, True]",361.65600000000006,"LINESTRING (-2.2000985 43.0500443, -2.2001195 43.0500992, -2.2001743 43.0502194, -2.2002153 43.0503363, -2.2002113 43.0503899, -2.2001852 43.0504523, -2.2001413 43.0504944, -2.2000868 43.0505336, -2.2000236 43.0505563, -2.199965 43.0505592, -2.1998638 43.0505502, -2.1998437 43.0505484, -2.1997179 43.0505376, -2.199628 43.0505337, -2.1995513 43.0505464, -2.1994969 43.050579, -2.1994276 43.0506373, -2.1993971 43.0507124, -2.1994027 43.0508837, -2.1993802 43.0509386, -2.1993172 43.0510024, -2.1992959 43.051016, -2.1992581 43.0510399, -2.1992176 43.0510613, -2.1991758 43.0510726, -2.1991402 43.05108, -2.1991032 43.051085, -2.1990203 43.0510742, -2.1989489 43.0510523, -2.1988877 43.0510131, -2.1988781 43.0510069, -2.1987482 43.0508674, -2.1987134 43.050832, -2.1986593 43.0508032, -2.1986145 43.0507883, -2.1985477 43.0507752, -2.1984546 43.0507756, -2.1983741 43.0507915, -2.1983075 43.0508269, -2.1982668 43.0508605, -2.1982136 43.0509153, -2.1981681 43.0509924, -2.1981625 43.051008, -2.1981046 43.05117, -2.1980721 43.0512459, -2.1980469 43.0512821, -2.1980421 43.0512881, -2.1980171 43.0513107, -2.1979895 43.0513286, -2.1979518 43.0513484, -2.1979291 43.051358, -2.1979206 43.0513616, -2.1978775 43.0513707, -2.1978372 43.0513785, -2.1977815 43.0513808, -2.1977368 43.0513758, -2.1976931 43.0513641, -2.1976404 43.0513476, -2.1976042 43.0513319, -2.1975687 43.0513082)",,,GI-3191
"[199580618, 199580619, 199580620, 199580624, 199580627]",tertiary,,False,"[False, True]",361.65599999999995,"LINESTRING (-2.1975687 43.0513082, -2.1976042 43.0513319, -2.1976404 43.0513476, -2.1976931 43.0513641, -2.1977368 43.0513758, -2.1977815 43.0513808, -2.1978372 43.0513785, -2.1978775 43.0513707, -2.1979206 43.0513616, -2.1979291 43.051358, -2.1979518 43.0513484, -2.1979895 43.0513286, -2.1980171 43.0513107, -2.1980421 43.0512881, -2.1980469 43.0512821, -2.1980721 43.0512459, -2.1981046 43.05117, -2.1981625 43.051008, -2.1981681 43.0509924, -2.1982136 43.0509153, -2.1982668 43.0508605, -2.1983075 43.0508269, -2.1983741 43.0507915, -2.1984546 43.0507756, -2.1985477 43.0507752, -2.1986145 43.0507883, -2.1986593 43.0508032, -2.1987134 43.050832, -2.1987482 43.0508674, -2.1988781 43.0510069, -2.1988877 43.0510131, -2.1989489 43.0510523, -2.1990203 43.0510742, -2.1991032 43.051085, -2.1991402 43.05108, -2.1991758 43.0510726, -2.1992176 43.0510613, -2.1992581 43.0510399, -2.1992959 43.051016, -2.1993172 43.0510024, -2.1993802 43.0509386, -2.1994027 43.0508837, -2.1993971 43.0507124, -2.1994276 43.0506373, -2.1994969 43.050579, -2.1995513 43.0505464, -2.199628 43.0505337, -2.1997179 43.0505376, -2.1998437 43.0505484, -2.1998638 43.0505502, -2.199965 43.0505592, -2.2000236 43.0505563, -2.2000868 43.0505336, -2.2001413 43.0504944, -2.2001852 43.0504523, -2.2002113 43.0503899, -2.2002153 43.0503363, -2.2001743 43.0502194, -2.2001195 43.0500992, -2.2000985 43.0500443)",,,GI-3191
"[978542826, 199580621]","['unclassified', 'tertiary']",,False,True,121.09099999999998,"LINESTRING (-2.1975687 43.0513082, -2.1975461 43.0512884, -2.1975245 43.0512661, -2.197511 43.0512499, -2.1975003 43.0512304, -2.1974933 43.0512116, -2.1974872 43.0511854, -2.1974874 43.0511687, -2.1974899 43.0511225, -2.1975015 43.0510788, -2.1975278 43.0510298, -2.1975293 43.0510278, -2.1975468 43.0510037, -2.1976636 43.0508423, -2.1976996 43.0507912, -2.1977305 43.0507468, -2.1978897 43.0505211, -2.1980357 43.0503328)",Erauskin kalea,,GI-3191
42945265,residential,,True,False,108.701,"LINESTRING (-2.2070224 43.0464047, -2.2067542 43.046387, -2.2063358 43.0463753, -2.2060944 43.0463694, -2.2056867 43.0463557)",Trenbide kalea,,
883754566,residential,,False,True,71.36,"LINESTRING (-2.2070224 43.0464047, -2.2068736 43.0470089, -2.2068668 43.0470363)",Zapatari kalea,,
42945265,residential,,True,False,266.95799999999997,"LINESTRING (-2.2056867 43.0463557, -2.2052522 43.046342, -2.2047399 43.0463224, -2.2042651 43.0463027, -2.2038869 43.0462851, -2.203675 43.0462773, -2.2035329 43.0462714, -2.2034095 43.0462733, -2.2032674 43.0462812, -2.2031547 43.046291, -2.2030501 43.0463067, -2.202865 43.04634, -2.2027068 43.0463616, -2.2024426 43.0464498)",Trenbide kalea,,
199738159,residential,,False,True,56.696999999999996,"LINESTRING (-2.2056867 43.0463557, -2.2055754 43.0468221, -2.2055668 43.046858)",Mendeurren kalea,,
42935878,residential,,False,True,24.119,"LINESTRING (-2.2064657 43.0480235, -2.2064096 43.0482365)",Martin Aranburu kalea,,
199738161,residential,,False,True,11.721,"LINESTRING (-2.2064657 43.0480235, -2.2066065 43.0480464)",,,
42935878,residential,,False,False,15.347,"LINESTRING (-2.2064657 43.0480235, -2.2064734 43.0479942, -2.2065023 43.0478881)",Martin Aranburu kalea,,
199738155,residential,,True,False,43.138,"LINESTRING (-2.2048439 43.0474935, -2.2053679 43.0475557)",Oriamendi kalea,,
199580824,unclassified,,False,False,60.82599999999999,"LINESTRING (-2.2048439 43.0474935, -2.2048356 43.0475393, -2.2048024 43.0476932, -2.2047807 43.0477284, -2.2047442 43.0477359, -2.204483 43.047709, -2.2044003 43.0477701)",Oriamendi Kalea,,
199738150,residential,roundabout,True,False,4.36,"LINESTRING (-2.2065378 43.0476804, -2.2065257 43.0477186)",,,
1154237588,residential,,True,False,95.99,"LINESTRING (-2.2065378 43.0476804, -2.2053793 43.0475117)",Nabarro Larreategi kalea,,
199738148,residential,,False,False,22.731,"LINESTRING (-2.2066065 43.0480464, -2.2066631 43.0478462)",Zapatari kalea,,
199738161,residential,,False,False,11.721,"LINESTRING (-2.2066065 43.0480464, -2.2064657 43.0480235)",,,
199738148,residential,,False,True,64.212,"LINESTRING (-2.2066065 43.0480464, -2.2064538 43.0485863, -2.2064458 43.0486118)",Zapatari kalea,,
42945999,residential,,True,False,155.08100000000002,"LINESTRING (-2.2064458 43.0486118, -2.2069605 43.0486858, -2.2071002 43.0487059, -2.2076903 43.0487921, -2.2079111 43.0488226, -2.2083231 43.0487859)",Foru kalea,,
199738148,residential,,False,False,64.212,"LINESTRING (-2.2064458 43.0486118, -2.2064538 43.0485863, -2.2066065 43.0480464)",Zapatari kalea,,
199738149,residential,,True,False,103.144,"LINESTRING (-2.2038588 43.0483121, -2.204038 43.0473938)",Zelaeta kalea,,
42945999,residential,,True,False,212.97800000000004,"LINESTRING (-2.2038588 43.0483121, -2.2042705 43.048353, -2.2047318 43.0483864, -2.2051261 43.0484275, -2.2056813 43.0485001, -2.2064458 43.0486118)",Foru kalea,,
199738160,residential,,True,False,25.846,"LINESTRING (-2.2009942 43.0476456, -2.2010052 43.0474133)",Foru kalea,,
42945999,residential,,True,False,152.09199999999998,"LINESTRING (-2.2009942 43.0476456, -2.2009794 43.0478375, -2.2009821 43.0479022, -2.2010009 43.0479551, -2.2010304 43.048012, -2.201084 43.0480532, -2.2011618 43.0480963, -2.201245 43.0481159, -2.2013844 43.0481316, -2.2015802 43.0481433, -2.2018351 43.048157, -2.202339 43.0481917)",Foru kalea,,
978554812,residential,,False,False,209.382,"LINESTRING (-2.2009942 43.0476456, -2.1996673 43.0475966, -2.1995019 43.0476002, -2.1985005 43.0479009)",Nekolalde kalea,,
42935758,residential,,True,False,112.979,"LINESTRING (-2.2010279 43.0471307, -2.2021629 43.0471874, -2.202411 43.0472224)",Oriamendi kalea,,
199739688,residential,,False,True,51.267,"LINESTRING (-2.2057886 43.0481551, -2.2064096 43.0482365)",Martin Aranburu kalea,,
42935878,residential,,False,False,24.119,"LINESTRING (-2.2064096 43.0482365, -2.2064657 43.0480235)",Martin Aranburu kalea,,
199739688,residential,,False,False,51.267,"LINESTRING (-2.2064096 43.0482365, -2.2057886 43.0481551)",Martin Aranburu kalea,,
42935878,residential,,False,True,76.34,"LINESTRING (-2.2064096 43.0482365, -2.2063624 43.0484158, -2.2056852 43.0483206)",Martin Aranburu kalea,,
182173968,residential,,True,False,4.98,"LINESTRING (-2.2053679 43.0475557, -2.2053793 43.0475117)",Mendeurren kalea,,
1154237587,residential,,True,False,95.811,"LINESTRING (-2.2053679 43.0475557, -2.2065257 43.0477186)",Nabarro Larreategi kalea,,
42936052,residential,circular,True,False,4.688,"LINESTRING (-2.2023835 43.046677, -2.202441 43.0466736)",,,
883754564,residential,,True,False,55.814,"LINESTRING (-2.2023835 43.046677, -2.2024125 43.0471785)",,,
978542849,residential,,False,False,8.755,"LINESTRING (-2.1990526 43.0484541, -2.1991535 43.0484265)",Doktor Fleming kalea,,
978542849,residential,,False,True,52.871,"LINESTRING (-2.1990526 43.0484541, -2.1984431 43.0486205)",Doktor Fleming kalea,,
978542850,residential,,False,True,47.453,"LINESTRING (-2.1990526 43.0484541, -2.198947 43.0482384, -2.1991964 43.0481619)",Doktor Fleming kalea,,
42936467,unclassified,,True,False,107.501,"LINESTRING (-2.1982278 43.0493837, -2.1982379 43.0494959, -2.1982034 43.0498172, -2.1980873 43.0502504, -2.1980357 43.0503328)",Erauskin kalea,,
978542834,residential,,False,False,25.205,"LINESTRING (-2.1982278 43.0493837, -2.1984454 43.049432, -2.1985209 43.0494568)",,,
978542850,residential,,False,False,47.453,"LINESTRING (-2.1991964 43.0481619, -2.198947 43.0482384, -2.1990526 43.0484541)",Doktor Fleming kalea,,
978542849,residential,,False,True,8.755,"LINESTRING (-2.1991535 43.0484265, -2.1990526 43.0484541)",Doktor Fleming kalea,,
978542834,residential,,False,False,26.709000000000003,"LINESTRING (-2.1985209 43.0494568, -2.1985397 43.0495627, -2.1985715 43.0496085, -2.1986654 43.0496535)",,,
978542834,residential,,False,True,25.205,"LINESTRING (-2.1985209 43.0494568, -2.1984454 43.049432, -2.1982278 43.0493837)",,,
978542849,residential,,False,False,102.46199999999999,"LINESTRING (-2.1985209 43.0494568, -2.1985634 43.0494026, -2.1985017 43.0493203, -2.1984347 43.0492674, -2.1983649 43.049189, -2.1983274 43.0491106, -2.1983033 43.0489891, -2.1983086 43.0488715, -2.1983381 43.0487539, -2.1983891 43.0486617, -2.1984431 43.0486205)",Doktor Fleming kalea,,
978542834,residential,,False,True,26.709000000000003,"LINESTRING (-2.1986654 43.0496535, -2.1985715 43.0496085, -2.1985397 43.0495627, -2.1985209 43.0494568)",,,
978554804,residential,,False,False,98.745,"LINESTRING (-2.1997919 43.0473641, -2.2010052 43.0474133)",,,
978554804,residential,,False,True,98.745,"LINESTRING (-2.2010052 43.0474133, -2.1997919 43.0473641)",,,
199738160,residential,,True,False,31.477999999999998,"LINESTRING (-2.2010052 43.0474133, -2.2010229 43.0471976, -2.2010279 43.0471307)",Foru kalea,,
