osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,width
377905767,Rúa Conde Pallares,secondary,False,False,7.96,"LINESTRING (-7.684068 43.2969716, -7.6840316 43.2970381)",,,,
"[181491685, 377905806]",Travesia Matadero,"['unclassified', 'residential']",False,False,124.09500000000001,"LINESTRING (-7.684068 43.2969716, -7.6846323 43.2969384, -7.6845293 43.2971716, -7.6844549 43.297384, -7.6843862 43.2974964, -7.6842715 43.2975781)",,,,
798357536,Rúa Conde Pallares,secondary,False,True,138.115,"LINESTRING (-7.684068 43.2969716, -7.6842404 43.2965347, -7.6842734 43.2964155, -7.6842811 43.2963148, -7.6842635 43.2962076, -7.6842155 43.2960641, -7.6840868 43.2957692)",,,,
369428669,Rúa Cidade De Betanzos,residential,False,True,47.656000000000006,"LINESTRING (-7.683877 43.2972603, -7.6839565 43.297334, -7.6842715 43.2975781)",LU-P-6513,,,
377905767,Rúa Conde Pallares,secondary,False,False,23.762999999999998,"LINESTRING (-7.683877 43.2972603, -7.6837667 43.2973132, -7.6836149 43.2973534)",,,,
377905767,Rúa Conde Pallares,secondary,False,True,27.993,"LINESTRING (-7.683877 43.2972603, -7.6839813 43.2971509, -7.6840316 43.2970381)",,,,
523792582,Rúa Roxeira,residential,False,True,14.442,"LINESTRING (-7.6836149 43.2973534, -7.6835802 43.2974808)",,,,
55610748,Rúa Conde Pallares,secondary,False,False,45.63799999999999,"LINESTRING (-7.6836149 43.2973534, -7.6835364 43.2973538, -7.6834502 43.2973464, -7.6833502 43.2973173, -7.6831601 43.2972698, -7.6830705 43.2972641)",,30,,
181349015,Travesia De San Juan,residential,False,True,53.11,"LINESTRING (-7.6836149 43.2973534, -7.6837783 43.2974666, -7.6838899 43.2975395, -7.6839929 43.297629, -7.6840685 43.2976971)",,,,
377905767,Rúa Conde Pallares,secondary,False,True,23.762999999999998,"LINESTRING (-7.6836149 43.2973534, -7.6837667 43.2973132, -7.683877 43.2972603)",,,,
799206151,Rúa Nova,residential,False,True,20.576999999999998,"LINESTRING (-7.6836149 43.2973534, -7.6835866 43.2972176, -7.6835563 43.2971753)",,,,
55610748,Rúa Conde Pallares,secondary,False,False,104.32000000000001,"LINESTRING (-7.6830705 43.2972641, -7.6829946 43.297264, -7.6829139 43.2972911, -7.6828039 43.2973431, -7.682374 43.297539, -7.6822758 43.2975848, -7.6821151 43.2976555, -7.6820363 43.2976785, -7.6819417 43.2976926)",,30,,
55610748,Rúa Conde Pallares,secondary,False,True,45.638,"LINESTRING (-7.6830705 43.2972641, -7.6831601 43.2972698, -7.6833502 43.2973173, -7.6834502 43.2973464, -7.6835364 43.2973538, -7.6836149 43.2973534)",,30,,
155817677,Rúa San Roque,residential,False,False,29.755,"LINESTRING (-7.6816298 43.2965057, -7.6819546 43.2966311)",,20,,
181491666,Rúa de Galicia,secondary,False,False,29.957,"LINESTRING (-7.6816298 43.2965057, -7.6817237 43.2967663)",LU-119,30,,
181491666,Rúa de Galicia,secondary,False,True,7.15,"LINESTRING (-7.6816298 43.2965057, -7.681604 43.2964442)",LU-119,30,,
39702026,Rúa José María Chao Ledo,secondary,False,False,25.885,"LINESTRING (-7.6817237 43.2967663, -7.6814056 43.2967906)",LU-126,30,,
181491666,Rúa de Galicia,secondary,False,True,29.957,"LINESTRING (-7.6817237 43.2967663, -7.6816298 43.2965057)",LU-119,30,,
61230504,Rúa de Galicia,secondary,False,False,105.34400000000001,"LINESTRING (-7.6817237 43.2967663, -7.6817647 43.2968838, -7.6818375 43.297084, -7.6819427 43.2973883, -7.6819572 43.2975076, -7.6819531 43.2976192, -7.6819417 43.2976926)",,30,,
39702026,Rúa José María Chao Ledo,secondary,False,True,9.789,"LINESTRING (-7.679785 43.2966578, -7.6799026 43.2966784)",LU-126,30,,
181348976,Avenida da Terra Chá,secondary,False,False,98.052,"LINESTRING (-7.679785 43.2966578, -7.6786377 43.2963744)",LU-126,30,,
91275999,Rúa Ferreira,residential,False,False,45.332,"LINESTRING (-7.6847357 43.2979832, -7.6842156 43.2978318)",,,,
181348990,Rúa Cidade De Betanzos,residential,False,False,60.888999999999996,"LINESTRING (-7.6847357 43.2979832, -7.6845766 43.2977296, -7.6842715 43.2975781)",LU-P-6513,,,
181348976,Avenida da Terra Chá,secondary,False,True,5.887,"LINESTRING (-7.6766879 43.2959005, -7.6767575 43.2959159)",LU-126,30,,
181348976,Avenida da Terra Chá,secondary,False,False,45.056,"LINESTRING (-7.6766879 43.2959005, -7.676267 43.2958012, -7.6761594 43.2957732)",LU-126,30,,
181348977,Rúa Benxamín Paz,residential,False,True,130.738,"LINESTRING (-7.6766879 43.2959005, -7.6766469 43.2959645, -7.6764352 43.2963042, -7.6764212 43.2964801, -7.6764793 43.2966383, -7.676699 43.2969964)",,30,,
181348976,Avenida da Terra Chá,secondary,False,False,53.229,"LINESTRING (-7.6761594 43.2957732, -7.6755367 43.2956191)",LU-126,30,,
181348976,Avenida da Terra Chá,secondary,False,True,45.056,"LINESTRING (-7.6761594 43.2957732, -7.676267 43.2958012, -7.6766879 43.2959005)",LU-126,30,,
1266449232,Rúa Pintor López Guntín,residential,False,True,112.85300000000001,"LINESTRING (-7.6761594 43.2957732, -7.6761892 43.2957115, -7.6762048 43.2956791, -7.6764294 43.295214, -7.676619 43.294815)",,30,2,
89752164,Rúa da Feira,residential,False,True,121.786,"LINESTRING (-7.676619 43.294815, -7.6767034 43.2946625, -7.6771755 43.2937974)",,30,2,
91276064,Rúa Calvario,residential,False,False,50.575,"LINESTRING (-7.676619 43.294815, -7.6766884 43.2948325, -7.676723 43.2948412, -7.6769434 43.2948966, -7.6772081 43.2949667)",,,2,
181348987,Rúa Mondoñedo,residential,False,True,20.551000000000002,"LINESTRING (-7.676619 43.294815, -7.6765382 43.2947942, -7.676512 43.2947874, -7.6763743 43.2947674)",,,,
1266449232,Rúa Pintor López Guntín,residential,False,False,112.85300000000001,"LINESTRING (-7.676619 43.294815, -7.6764294 43.295214, -7.6762048 43.2956791, -7.6761892 43.2957115, -7.6761594 43.2957732)",,30,2,
91276064,Rúa Calvario,residential,False,False,44.840999999999994,"LINESTRING (-7.6772081 43.2949667, -7.6772777 43.2949834, -7.6777342 43.2950932)",,,2,
91276064,Rúa Calvario,residential,False,True,50.575,"LINESTRING (-7.6772081 43.2949667, -7.6769434 43.2948966, -7.676723 43.2948412, -7.6766884 43.2948325, -7.676619 43.294815)",,,2,
181349040,Rúa Benxamín Paz Cordal,residential,True,False,111.67,"LINESTRING (-7.6772081 43.2949667, -7.6770707 43.2952572, -7.677023 43.2953581, -7.6770119 43.2953816, -7.6769635 43.2954839, -7.6769543 43.2955033, -7.6769019 43.2956141, -7.6768963 43.295626, -7.6767825 43.2958666, -7.6767575 43.2959159)",,,,
91275909,Rúa Ribadeo,residential,False,False,34.591,"LINESTRING (-7.6771426 43.2979478, -7.6774319 43.2981768)",,,,
181349061,Rúa Revolta,residential,False,True,110.68,"LINESTRING (-7.6771426 43.2979478, -7.6757752 43.2979667)",,,,
798357523,Rúa Guitiriz,residential,False,True,56.238,"LINESTRING (-7.6771426 43.2979478, -7.6772094 43.2976853, -7.6772692 43.2974505)",,30,,
181348977,Rúa Benxamín Paz,residential,False,False,68.521,"LINESTRING (-7.6772692 43.2974505, -7.6767203 43.2970253, -7.676699 43.2969964)",,30,,
798357523,Rúa Guitiriz,residential,False,False,56.238,"LINESTRING (-7.6772692 43.2974505, -7.6772094 43.2976853, -7.6771426 43.2979478)",,30,,
377905766,Rúa Campo de Ponte,secondary,False,False,142.059,"LINESTRING (-7.676286 43.3005059, -7.6763913 43.3004561, -7.6769557 43.3001842, -7.6774703 43.2999567, -7.6777691 43.2998228)",,30,,
181348979,Avenida de Cospeito,residential,False,False,352.98499999999996,"LINESTRING (-7.6738065 43.2984299, -7.6737812 43.2982596, -7.6737771 43.2980947, -7.6738378 43.2979033, -7.6739305 43.2977303, -7.6739673 43.2976618, -7.6740846 43.2974086, -7.674295 43.2969639, -7.6744852 43.2965752, -7.6746309 43.2963573, -7.6747887 43.296213, -7.6750193 43.2960275, -7.6755367 43.2956191)",,,,
181348979,Avenida de Cospeito,residential,False,True,179.839,"LINESTRING (-7.6738065 43.2984299, -7.6731196 43.2990501, -7.6735618 43.2998051)",,,,
