osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,junction,tunnel,ref
130255180,Carrer Llanterners,residential,30,False,True,63.482,"LINESTRING (-0.6578968 38.0866117, -0.6585269 38.0863289)",,,,,
27873681,Carrer Ferrers,residential,50,False,False,156.68699999999998,"LINESTRING (-0.6578968 38.0866117, -0.6579412 38.0866733, -0.6583067 38.0871785, -0.6584777 38.0874149, -0.6586911 38.0877099, -0.658736 38.087772, -0.6587825 38.0878363)",,,,,
119023628,,unclassified,,False,True,112.49399999999999,"LINESTRING (-0.6578968 38.0866117, -0.6578437 38.0865348, -0.6574953 38.0860294, -0.6574752 38.0859698, -0.6574926 38.0859217, -0.6575301 38.0858753, -0.6577276 38.0857797)",,,,,
"[130255177, 130255180]","['Carrer Llanterners', 'Carrer Obrers de Vila']",residential,30,False,False,214.251,"LINESTRING (-0.6578968 38.0866117, -0.6573798 38.0868437, -0.6573382 38.0869153, -0.6573294 38.0869739, -0.6576861 38.0874587, -0.6578668 38.0877042, -0.6580805 38.0879946, -0.658133 38.0880659, -0.6581704 38.0881167)",,,,,
130255184,Carrer Pastissers,residential,50,False,True,65.256,"LINESTRING (-0.6581704 38.0881167, -0.6575226 38.0884073)",,,,,
130255177,Carrer Obrers de Vila,residential,30,False,False,162.30700000000002,"LINESTRING (-0.6581704 38.0881167, -0.6582189 38.0881866, -0.6582657 38.0882542, -0.6585724 38.0886966, -0.6587353 38.0889317, -0.6590688 38.0893936)",,,,,
"[130255177, 130255180]","['Carrer Llanterners', 'Carrer Obrers de Vila']",residential,30,False,True,214.251,"LINESTRING (-0.6581704 38.0881167, -0.658133 38.0880659, -0.6580805 38.0879946, -0.6578668 38.0877042, -0.6576861 38.0874587, -0.6573294 38.0869739, -0.6573382 38.0869153, -0.6573798 38.0868437, -0.6578968 38.0866117)",,,,,
130255184,Carrer Pastissers,residential,50,False,False,61.983,"LINESTRING (-0.6581704 38.0881167, -0.6583238 38.0880464, -0.658615 38.087913, -0.6587825 38.0878363)",,,,,
27873681,Carrer Ferrers,residential,50,False,True,156.687,"LINESTRING (-0.6587825 38.0878363, -0.658736 38.087772, -0.6586911 38.0877099, -0.6584777 38.0874149, -0.6583067 38.0871785, -0.6579412 38.0866733, -0.6578968 38.0866117)",,,,,
130255184,Carrer Pastissers,residential,50,False,False,63.211,"LINESTRING (-0.6587825 38.0878363, -0.6589491 38.0877599, -0.6594067 38.0875503)",,,,,
130255184,Carrer Pastissers,residential,50,False,True,61.983000000000004,"LINESTRING (-0.6587825 38.0878363, -0.658615 38.087913, -0.6583238 38.0880464, -0.6581704 38.0881167)",,,,,
130255184,Carrer Pastissers,residential,50,False,True,63.211,"LINESTRING (-0.6594067 38.0875503, -0.6589491 38.0877599, -0.6587825 38.0878363)",,,,,
28862588,Carrer Fusters,residential,,True,False,156.122,"LINESTRING (-0.6585269 38.0863289, -0.6594067 38.0875503)",,,,,
130255180,Carrer Llanterners,residential,30,False,False,63.482,"LINESTRING (-0.6585269 38.0863289, -0.6578968 38.0866117)",,,,,
130431356,Avinguda de Cervantes,tertiary,50,True,False,8.566,"LINESTRING (-0.6493754 38.0861218, -0.6493869 38.0860453)",,,,,
28862787,Carrer Vicente Blasco Ibáñez,residential,30,True,False,16.988,"LINESTRING (-0.6493754 38.0861218, -0.6492846 38.0861166, -0.6491818 38.0861108)",,,,,
496183280,Carrer Cartagena,residential,50,False,True,47.011,"LINESTRING (-0.6513278 38.085758, -0.6512974 38.0861801)",,,,,
28862786,Carrer Jorge Juan,residential,30,True,False,27.14,"LINESTRING (-0.6513278 38.085758, -0.6512619 38.0857557, -0.651018 38.0857473)",,,,,
496183280,Carrer Cartagena,residential,50,False,False,47.011,"LINESTRING (-0.6512974 38.0861801, -0.6513278 38.085758)",,,,,
28862787,Carrer Vicente Blasco Ibáñez,residential,30,True,False,32.324,"LINESTRING (-0.6512974 38.0861801, -0.6512269 38.0861781, -0.6509567 38.0861707, -0.6509283 38.0861698)",,,,,
28862787,Carrer Vicente Blasco Ibáñez,residential,30,True,False,136.01500000000001,"LINESTRING (-0.6509283 38.0861698, -0.6509 38.0861689, -0.6493754 38.0861218)",,,,,
43041141,Carrer Gabriel Celaya,residential,50,True,False,47.632,"LINESTRING (-0.6509283 38.0861698, -0.6509351 38.0861379, -0.651018 38.0857473)",,,,,
54168367,Carrer Gabriel Celaya,residential,30,True,False,44.227999999999994,"LINESTRING (-0.6509283 38.0861698, -0.6509187 38.0862123, -0.6508405 38.0865615)",,,,,
36965315,Carrer Doctor Luis Rivera,residential,50,True,False,69.976,"LINESTRING (-0.6528925 38.0855846, -0.6528884 38.0856092, -0.652787 38.0862084)",,,,,
496183279,Carrer Crevillent,residential,50,True,False,55.061,"LINESTRING (-0.6528925 38.0855846, -0.6529259 38.0855895, -0.6534795 38.0856714, -0.6535108 38.085676)",,,,,
496183279,Carrer Crevillent,residential,50,True,False,64.874,"LINESTRING (-0.6535108 38.085676, -0.653557 38.0856827, -0.6541898 38.0857763, -0.6542393 38.0857837)",,,,,
54179417,Carrer Crevillent,residential,30,True,False,45.239000000000004,"LINESTRING (-0.6547467 38.0858613, -0.6542839 38.0857903, -0.6542393 38.0857837)",,,,,
