osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,name,lanes,ref,access
553770869,tertiary,50,roundabout,True,False,42.642,"LINESTRING (-3.7350588 40.3077251, -3.7350957 40.3076757, -3.7351155 40.3076208, -3.7351169 40.3075639, -3.7350961 40.307501, -3.735053 40.3074451, -3.7349911 40.3074006, -3.7349718 40.3073899)",,,,
642261823,tertiary,50,roundabout,True,False,12.933,"LINESTRING (-3.7349718 40.3073899, -3.7348248 40.3073589)",,,,
28759741,tertiary,,,True,False,105.09899999999999,"LINESTRING (-3.7349718 40.3073899, -3.7350201 40.3072298, -3.7350339 40.3071839, -3.735147 40.3068087, -3.735237 40.3064667)",Calle del Ferrocarril,,,
553770868,tertiary,50,roundabout,True,False,24.099999999999998,"LINESTRING (-3.7348248 40.3073589, -3.7347541 40.307364, -3.7346869 40.3073817, -3.7346271 40.3074109, -3.734578 40.3074501)",,,,
27295589,tertiary,50,roundabout,True,False,21.445999999999998,"LINESTRING (-3.7348436 40.3078164, -3.7349258 40.307802, -3.7349995 40.3077707, -3.7350588 40.3077251)",,,,
27295590,residential,,,True,False,119.4,"LINESTRING (-3.7348436 40.3078164, -3.7348669 40.3079432, -3.7348708 40.3080175, -3.7348702 40.3082034, -3.7348797 40.308386, -3.7350233 40.3085993, -3.735105 40.3087205, -3.7351184 40.3087418, -3.735177 40.3088347)",Calle Felipe Calleja,,,
27924481,residential,,,True,False,46.756,"LINESTRING (-3.7361418 40.308438, -3.7356517 40.3086307)",Calle Gabriel y Galán,,,
28048467,residential,,,True,False,106.86,"LINESTRING (-3.7361418 40.308438, -3.7360711 40.3074785)",Calle Salvador,,,
570369297,tertiary,,,True,False,55.477999999999994,"LINESTRING (-3.7361418 40.308438, -3.7358964 40.3082689, -3.735659 40.3081013)",Calle Leganés,,,
556852826,tertiary,50,roundabout,True,False,8.026,"LINESTRING (-3.7347492 40.3078111, -3.7348436 40.3078164)",,,,
556852816,tertiary,50,roundabout,True,False,8.431,"LINESTRING (-3.7346575 40.3077818, -3.7347492 40.3078111)",,,,
