osmid,oneway,name,highway,reversed,length,maxspeed,geometry,ref,lanes,junction,access
59428972,False,Avinguda dels Alfacs,residential,False,15.806,,"LINESTRING (0.5929864 40.616416, 0.5931209 40.6165149)",,,,
95141184,False,Avinguda dels Alfacs,residential,False,260.601,30,"LINESTRING (0.5929864 40.616416, 0.5925875 40.6161301, 0.5923323 40.6159333, 0.5920984 40.6157207, 0.5919587 40.6155743, 0.5918301 40.615423, 0.5917483 40.6152927, 0.5916802 40.6151841, 0.5916096 40.6150496, 0.5914831 40.6147239, 0.5914104 40.6145571, 0.5913754 40.6144726)",,,,
1251960417,False,Avinguda dels Alfacs,residential,False,11.335,,"LINESTRING (0.5949998 40.6178554, 0.5950989 40.6179242)",,,,
59428972,False,Avinguda dels Alfacs,residential,True,104.392,,"LINESTRING (0.5949998 40.6178554, 0.5942044 40.6173003, 0.5940918 40.617218)",,,,
127605694,True,Carrer Vista Alegre,residential,False,34.429,,"LINESTRING (0.594444 40.6180724, 0.5940576 40.6181716)",,,,
32877369,True,Carrer Vista Alegre,residential,False,49.052,,"LINESTRING (0.5940576 40.6181716, 0.5938711 40.6177538)",,,,
125586840,True,Carrer de les Figueretes,residential,False,19.522,,"LINESTRING (0.5940576 40.6181716, 0.5938808 40.6182848)",,,,
127604820,True,Carrer Vista Alegre,residential,False,79.158,,"LINESTRING (0.5937814 40.6175686, 0.594444 40.6180724)",,,,
1241785557,False,Carrer Vista Alegre,residential,True,15.378,,"LINESTRING (0.5937814 40.6175686, 0.5936505 40.6174724)",,,,
94487748,True,Carrer Méndez Núñez,residential,False,84.106,,"LINESTRING (0.5933232 40.6211254, 0.5942532 40.6208537)",,,,
95556543,False,Carrer de Sant Josep,tertiary,True,43.806,,"LINESTRING (0.5933232 40.6211254, 0.5934906 40.6214983)",N-340a,,,
131648152,False,Plaça de Carles III,tertiary,False,111.407,20,"LINESTRING (0.5933232 40.6211254, 0.5931745 40.6206631, 0.5929265 40.6201719)",N-340a,2,,
33187634,True,Plaça de Carles III,tertiary,False,21.849,20,"LINESTRING (0.5929558 40.6199367, 0.5929611 40.6199456, 0.5929998 40.6199867, 0.5930183 40.6200571, 0.5929952 40.6201191)",N-340a,,roundabout,
33187708,True,"Plaça d'Espanya ""El Cóc""",residential,False,92.57400000000001,,"LINESTRING (0.5929558 40.6199367, 0.593002 40.6199254, 0.5930919 40.6199163, 0.5935321 40.6197375, 0.5937529 40.6196446, 0.5938472 40.6197835)",,,,
33187634,True,Plaça de Carles III,tertiary,False,16.655,20,"LINESTRING (0.5927665 40.6199114, 0.5928324 40.619904, 0.5929558 40.6199367)",N-340a,,roundabout,
122356150,True,Carrer Constancia,tertiary,False,53.979,,"LINESTRING (0.5926425 40.6200867, 0.5925486 40.6201238, 0.5920451 40.6202581)",N-340a,1,,
587821936,True,Plaça de Carles III,tertiary,False,23.796,20,"LINESTRING (0.5926425 40.6200867, 0.5926402 40.6200272, 0.5926798 40.6199635, 0.5927303 40.6199305, 0.5927665 40.6199114)",N-340a,,roundabout,
131648152,False,Plaça de Carles III,tertiary,True,111.407,20,"LINESTRING (0.5929265 40.6201719, 0.5931745 40.6206631, 0.5933232 40.6211254)",N-340a,2,,
587821953,True,Plaça de Carles III,tertiary,False,28.922,20,"LINESTRING (0.5929265 40.6201719, 0.5928701 40.6201847, 0.5928065 40.6201852, 0.5927668 40.6201791, 0.5927077 40.6201559, 0.5926816 40.6201376, 0.5926425 40.6200867)",N-340a,,roundabout,
33187684,True,,tertiary,False,2.715,,"LINESTRING (0.5885419 40.6156171, 0.5885515 40.6156404)",N-340a,2,roundabout,
33187684,True,,tertiary,False,24.906,,"LINESTRING (0.5881046 40.6155865, 0.5883631 40.6154785)",N-340a,2,roundabout,
33187689,True,Avinguda del Pare Castro,residential,False,31.648,50,"LINESTRING (0.5888653 40.6152228, 0.5891858 40.6150751)",,1,,
96319625,False,Carrer de Sant Isidre,tertiary,True,13.761,,"LINESTRING (0.5879701 40.6155162, 0.5879552 40.6154938, 0.5878908 40.6154081)",N-340a,2,,
462775348,True,Carrer de Sant Isidre,tertiary,False,13.785,,"LINESTRING (0.5879701 40.6155162, 0.5880515 40.6155599, 0.5881046 40.6155865)",,1,,
436143537,False,Avinguda Catalunya,tertiary,True,30.656,,"LINESTRING (0.5879685 40.6158844, 0.5876587 40.6160283)",,2,,
462775344,True,Avinguda Catalunya,tertiary,False,19.22,,"LINESTRING (0.5879685 40.6158844, 0.5880669 40.6157927, 0.5880983 40.6157436)",,1,,
95171002,True,Carrer Joan Tibau,residential,False,25.766,,"LINESTRING (0.588478 40.6154135, 0.5883225 40.6152141)",,,,
33187689,True,Avinguda del Pare Castro,residential,False,38.968,50,"LINESTRING (0.588478 40.6154135, 0.5885258 40.6153888, 0.5888653 40.6152228)",,1,,
121517792,True,Carrer Gorria,residential,False,37.409,,"LINESTRING (0.5913738 40.6168467, 0.5915126 40.6171662)",,,,
587829095,True,Carrer Gorria,residential,False,50.031,,"LINESTRING (0.5915126 40.6171662, 0.5917214 40.6175873)",,,,
1241785556,False,Avinguda de la Constitució,residential,False,41.914,,"LINESTRING (0.5915126 40.6171662, 0.5919511 40.6169893)",,,,
131648151,True,Plaça de Carles III,residential,False,44.497,20,"LINESTRING (0.5926103 40.6195292, 0.5927665 40.6199114)",,,,
127868494,False,Carrer Perot el Cantador,residential,False,24.575,,"LINESTRING (0.5907482 40.6159617, 0.5910008 40.6158518)",,,,
121517792,True,Carrer Gorria,residential,False,111.68,,"LINESTRING (0.5907482 40.6159617, 0.5907999 40.6160349, 0.590995 40.6163108, 0.5912094 40.6166124, 0.5913738 40.6168467)",,,,
33187708,True,"Plaça d'Espanya ""El Cóc""",residential,False,19.673,,"LINESTRING (0.5938472 40.6197835, 0.5939099 40.6199539)",,,,
33187713,False,Carrer Sant Francesc,residential,False,46.878,,"LINESTRING (0.5938472 40.6197835, 0.5943547 40.6196122)",,,,
125452894,False,Carrer de Jaume I el Conqueridor,residential,False,46.772,,"LINESTRING (0.5936505 40.6174724, 0.5940918 40.617218)",,,,
1241785557,False,Carrer Vista Alegre,residential,False,15.378,,"LINESTRING (0.5936505 40.6174724, 0.5937814 40.6175686)",,,,
32877370,True,Carrer Vista Alegre,residential,False,54.994,,"LINESTRING (0.5936505 40.6174724, 0.5935551 40.6174303, 0.5931558 40.617153)",,,,
59428972,False,Avinguda dels Alfacs,residential,True,113.261,,"LINESTRING (0.5940918 40.617218, 0.5931209 40.6165149)",,,,
125452894,False,Carrer de Jaume I el Conqueridor,residential,True,46.772,,"LINESTRING (0.5940918 40.617218, 0.5936505 40.6174724)",,,,
59428972,False,Avinguda dels Alfacs,residential,False,104.392,,"LINESTRING (0.5940918 40.617218, 0.5942044 40.6173003, 0.5949998 40.6178554)",,,,
33187713,False,Carrer Sant Francesc,residential,True,46.878,,"LINESTRING (0.5943547 40.6196122, 0.5938472 40.6197835)",,,,
127479300,True,Carrer Sant Francesc,residential,False,65.235,,"LINESTRING (0.5943547 40.6196122, 0.5950831 40.619416)",,,,
33187719,False,Carrer Mare de Déu del Remei,residential,False,22.173000000000002,,"LINESTRING (0.5943547 40.6196122, 0.5942946 40.6194587, 0.5942755 40.6194222)",,,,
125586840,True,Carrer de les Figueretes,residential,False,11.779,,"LINESTRING (0.5938808 40.6182848, 0.5937704 40.6183496)",,,,
95340541,False,Carrer Terra Alta,residential,True,90.768,,"LINESTRING (0.5865202 40.6165494, 0.5870836 40.6172447)",,,,
436143537,False,Avinguda Catalunya,tertiary,False,56.761,,"LINESTRING (0.5865202 40.6165494, 0.5870948 40.6162842)",,2,,
436143537,False,Avinguda Catalunya,tertiary,True,52.421,,"LINESTRING (0.5865202 40.6165494, 0.5859858 40.6167896)",,2,,
38208901,True,Carrer Rosari,residential,False,53.164,,"LINESTRING (0.5912313 40.6198908, 0.5918221 40.619725)",,,,
122356151,True,Carrer de Sant Isidre,tertiary,False,20.263,,"LINESTRING (0.5912313 40.6198908, 0.5911159 40.619731)",N-340a,2,,
121517679,True,Avinguda de la Constitució,residential,False,47.197,,"LINESTRING (0.5925917 40.6167164, 0.5927323 40.6166177, 0.5929864 40.616416)",,,,
59428973,False,Carrer de Sant Isidre,tertiary,False,42.466,,"LINESTRING (0.5887946 40.6165818, 0.5890483 40.6169116)",N-340a,2,,
59428973,False,Carrer de Sant Isidre,tertiary,True,49.553,,"LINESTRING (0.5887946 40.6165818, 0.588596 40.6163268, 0.5884958 40.6161982)",N-340a,2,,
1251960416,False,Carrer de la Dàrsena,residential,False,24.073,,"LINESTRING (0.5954872 40.6185844, 0.5952788 40.6184366)",,,,
94578733,False,Placeta de Mollet,residential,True,28.226,,"LINESTRING (0.5954872 40.6185844, 0.5954096 40.6185993, 0.5951757 40.6186752)",,,,
32877371,True,,residential,False,12.849,,"LINESTRING (0.5949027 40.6179444, 0.5949998 40.6178554)",,,,
127605694,True,Carrer Vista Alegre,residential,False,41.594,,"LINESTRING (0.5949027 40.6179444, 0.5946779 40.6180327, 0.594444 40.6180724)",,,,
59428981,True,Avinguda del Pare Castro,residential,False,32.538,50,"LINESTRING (0.5902768 40.6148141, 0.5900307 40.6149298, 0.5899491 40.6149682)",,1,,
59428973,False,Carrer de Sant Isidre,tertiary,False,84.656,,"LINESTRING (0.5890483 40.6169116, 0.5895733 40.6175603)",N-340a,2,,
59428973,False,Carrer de Sant Isidre,tertiary,True,42.466,,"LINESTRING (0.5890483 40.6169116, 0.5887946 40.6165818)",N-340a,2,,
"[95337627, 129089831]",True,"['Carrer Galera', 'Carrer Baix Ebre']",residential,False,117.102,,"LINESTRING (0.5890483 40.6169116, 0.5882571 40.6172264, 0.5880324 40.6168924)",,,,
