osmid,name,highway,oneway,reversed,length,geometry,ref,bridge,maxspeed,width,tunnel,lanes,junction
24207825,Paseo de San Román,residential,False,False,363.596,"LINESTRING (-6.6345281 42.0574013, -6.6346215 42.0572959, -6.6348312 42.0570756, -6.6350684 42.0568021, -6.6352727 42.0565821, -6.6353245 42.0565181, -6.6353595 42.0564658, -6.6353757 42.0564065, -6.6353783 42.056283, -6.6353671 42.0560423, -6.6353623 42.0558787, -6.6353515 42.0557792, -6.6353167 42.0556278, -6.6352983 42.0555729, -6.6352533 42.0554389, -6.6352532 42.0553563, -6.6352764 42.0552705, -6.6354475 42.0549406, -6.6355822 42.0546918, -6.6356546 42.0545623, -6.6356782 42.0545105, -6.635683 42.0544675, -6.6356618 42.0544351, -6.6356132 42.0544067)",,,,,,,
42431591,Carretera de Villacastín a Vigo,tertiary,False,True,306.721,"LINESTRING (-6.6345281 42.0574013, -6.6344369 42.0574241, -6.634331 42.0574413, -6.634233 42.0574381, -6.6341425 42.0574247, -6.6340131 42.0574002, -6.6339313 42.057373, -6.6338299 42.0573222, -6.6337583 42.0572788, -6.633643 42.0572031, -6.6335087 42.0570899, -6.6334169 42.0569832, -6.6333274 42.0568775, -6.633247 42.0567669, -6.6331718 42.0566185, -6.6331269 42.0564674, -6.6331138 42.0563421, -6.6331283 42.056229, -6.6331393 42.0560342, -6.6331045 42.0558408, -6.6330521 42.0556655, -6.632961 42.0554373, -6.6329134 42.0553045)",SC-ZA-1,,,,,,
"[298017306, 298017307, 42431590]",Carretera de Villacastín a Vigo,tertiary,False,False,263.731,"LINESTRING (-6.6345281 42.0574013, -6.6346059 42.0573783, -6.6346622 42.0573544, -6.6347319 42.0573186, -6.6348261 42.0572613, -6.6350002 42.0571334, -6.6358986 42.0565064, -6.6360524 42.0563951, -6.6361467 42.0563314, -6.6362707 42.0562393, -6.6364484 42.0561154, -6.636548 42.0560481, -6.636647 42.0559923, -6.636785 42.0559356, -6.6369619 42.0559)",SC-ZA-1,yes,,,,,
"[24834018, 992202156, 24210058]","['Calle del Padre Vicente Salgado', 'Avenida del Padre Vicente Salgado', 'Puente de San Francisco']",secondary,False,"[False, True]",135.667,"LINESTRING (-6.6329134 42.0553045, -6.6328803 42.0553095, -6.6328424 42.0553121, -6.6327632 42.0553148, -6.6316491 42.0552434, -6.6314314 42.0552258, -6.6312839 42.0551908)",ZA-925,yes,40,8,,,
42431591,Carretera de Villacastín a Vigo,tertiary,False,False,306.72099999999995,"LINESTRING (-6.6329134 42.0553045, -6.632961 42.0554373, -6.6330521 42.0556655, -6.6331045 42.0558408, -6.6331393 42.0560342, -6.6331283 42.056229, -6.6331138 42.0563421, -6.6331269 42.0564674, -6.6331718 42.0566185, -6.633247 42.0567669, -6.6333274 42.0568775, -6.6334169 42.0569832, -6.6335087 42.0570899, -6.633643 42.0572031, -6.6337583 42.0572788, -6.6338299 42.0573222, -6.6339313 42.057373, -6.6340131 42.0574002, -6.6341425 42.0574247, -6.634233 42.0574381, -6.634331 42.0574413, -6.6344369 42.0574241, -6.6345281 42.0574013)",SC-ZA-1,,,,,,
73482378,Calle Peña Letrero,secondary,False,False,309.83,"LINESTRING (-6.6329134 42.0553045, -6.6328985 42.0552498, -6.6328838 42.0551923, -6.6328333 42.0547413, -6.6327876 42.0542848, -6.6327927 42.0541481, -6.6328841 42.0537943, -6.6330172 42.0533371, -6.6331311 42.0530165, -6.6332187 42.0527557, -6.6332722 42.0526279, -6.6333038 42.0525697)",ZA-925,,,,,,
39119506,Camino del Pinar,residential,False,False,5.757,"LINESTRING (-6.631216 42.055176, -6.6312385 42.055127)",,,,,,,
992202156,Calle del Padre Vicente Salgado,secondary,False,True,5.843,"LINESTRING (-6.631216 42.055176, -6.6312839 42.0551908)",ZA-925,,,,,,
992202156,Calle del Padre Vicente Salgado,secondary,False,False,83.179,"LINESTRING (-6.631216 42.055176, -6.6310788 42.0551214, -6.6309121 42.0550604, -6.6306285 42.0549305, -6.6304625 42.0548586, -6.6303462 42.0548)",ZA-925,,,,,,
39626994,Calle Moscabirote,residential,False,True,162.07099999999997,"LINESTRING (-6.6351274 42.0549669, -6.6350931 42.0549184, -6.6351411 42.0548091, -6.635223 42.0545215, -6.6352025 42.054424, -6.635156 42.0543287, -6.6350654 42.0541832, -6.6349646 42.0540748, -6.6345677 42.0536687)",,,,,,,
1077455806,Calle Revuelta Peporro,residential,False,False,66.779,"LINESTRING (-6.6351274 42.0549669, -6.634902 42.0552518, -6.6347985 42.0554489, -6.6347278 42.0554749)",,,,,,,
1077455806,Calle Revuelta Peporro,residential,False,True,74.22099999999999,"LINESTRING (-6.6351274 42.0549669, -6.6353928 42.0546256, -6.6354937 42.0545208, -6.6355634 42.0544528, -6.6356132 42.0544067)",,,,,,,
39884972,Plaza Mayor,living_street,False,False,49.909,"LINESTRING (-6.6345 42.0544829, -6.6343907 42.0544868, -6.6340865 42.0545249, -6.6339022 42.0545464)",,,,,,,
39885018,Calle de San Bernardo,living_street,False,True,79.161,"LINESTRING (-6.6345 42.0544829, -6.6344411 42.0543342, -6.634332 42.054205, -6.634104 42.0539162, -6.6340863 42.0538478)",,,,,,,
"[298017302, 298017303]",Calle de San Bernardo,living_street,False,True,78.18700000000001,"LINESTRING (-6.6345 42.0544829, -6.6345155 42.0546118, -6.6344665 42.0547514, -6.6344588 42.0547944, -6.6344951 42.0548577, -6.6344686 42.0550883, -6.6345671 42.0551333)",,,,,,,
39885018,Calle de San Bernardo,living_street,False,False,79.161,"LINESTRING (-6.6340863 42.0538478, -6.634104 42.0539162, -6.634332 42.054205, -6.6344411 42.0543342, -6.6345 42.0544829)",,,,,,,
39885018,Calle de San Bernardo,living_street,False,True,36.013,"LINESTRING (-6.6340863 42.0538478, -6.6340072 42.0538266, -6.6338572 42.0538016, -6.6336595 42.0538136)",,,,,,,
"[24207832, 783749579, 783749580]",Calle de la Florida,living_street,False,True,135.40300000000002,"LINESTRING (-6.6340863 42.0538478, -6.6341874 42.053866, -6.6343144 42.0539117, -6.6344975 42.0540676, -6.634616 42.054217, -6.6346204 42.0542856, -6.6346477 42.0543293, -6.6346778 42.054409, -6.6346852 42.0544393, -6.6347309 42.0545476, -6.6347514 42.0546316, -6.634734 42.0547038, -6.6347264 42.0548565)",,,,,yes,,
39537751,Calle Arrabal,secondary,False,False,19.039,"LINESTRING (-6.6333038 42.0525697, -6.6333459 42.0525317, -6.6333734 42.0525125, -6.6334623 42.0524456)",ZA-925,,,,,2,
73482378,Calle Peña Letrero,secondary,False,True,309.83,"LINESTRING (-6.6333038 42.0525697, -6.6332722 42.0526279, -6.6332187 42.0527557, -6.6331311 42.0530165, -6.6330172 42.0533371, -6.6328841 42.0537943, -6.6327927 42.0541481, -6.6327876 42.0542848, -6.6328333 42.0547413, -6.6328838 42.0551923, -6.6328985 42.0552498, -6.6329134 42.0553045)",ZA-925,,,,,,
659682744,Calle Ánimas,residential,False,True,113.399,"LINESTRING (-6.6333038 42.0525697, -6.6332554 42.0525401, -6.63319 42.0524159, -6.6331342 42.0522635, -6.6330479 42.052225, -6.6329896 42.0520754, -6.6329574 42.0520348, -6.6327889 42.0518565, -6.6328269 42.0516721)",,,,,,,
28639408,Calle de Costanilla,residential,False,True,39.947,"LINESTRING (-6.6334623 42.0524456, -6.6336727 42.0527691)",,,,,,,
39537751,Calle Arrabal,secondary,False,False,20.604,"LINESTRING (-6.6334623 42.0524456, -6.6334815 42.052384, -6.6335021 42.0522629)",ZA-925,,,,,2,
39537751,Calle Arrabal,secondary,False,True,19.039,"LINESTRING (-6.6334623 42.0524456, -6.6333734 42.0525125, -6.6333459 42.0525317, -6.6333038 42.0525697)",ZA-925,,,,,2,
39537751,Calle Arrabal,secondary,False,False,2.169,"LINESTRING (-6.6335451 42.0517481, -6.6335455 42.0517286)",ZA-925,,,,,2,
39537751,Calle Arrabal,secondary,False,True,17.107,"LINESTRING (-6.6335451 42.0517481, -6.6335312 42.0519016)",ZA-925,,,,,2,
"[233288448, 233288453]","['Calle La muralla', 'Calle Arrabal']",residential,False,True,109.482,"LINESTRING (-6.6335451 42.0517481, -6.6340348 42.0518378, -6.6341121 42.0518617, -6.6341336 42.0519022, -6.6341681 42.0520737, -6.6342017 42.0522972, -6.6342151 42.0524028)",,,,,,,
88364913,,secondary,False,False,163.06,"LINESTRING (-6.6356576 42.0513557, -6.635797 42.0514581, -6.6358741 42.0514997, -6.6360008 42.0515439, -6.6361956 42.0515748, -6.6367309 42.0516259, -6.6369304 42.051659, -6.6370747 42.0516873, -6.6372152 42.0517302, -6.6373472 42.051783, -6.6374663 42.0518496)",ZA-925,,,,,,
88364932,,secondary,True,False,18.117,"LINESTRING (-6.6356576 42.0513557, -6.6355705 42.0512761, -6.6355121 42.0512341)",ZA-925,,,,,,
39626994,Calle Moscabirote,residential,False,False,5.075,"LINESTRING (-6.6345066 42.0536637, -6.6345677 42.0536687)",,,,,,,
28639421,Plaza de Armas,living_street,False,True,78.141,"LINESTRING (-6.6345066 42.0536637, -6.6342361 42.0535843, -6.6340241 42.0535404, -6.6339359 42.053529, -6.633628 42.0535396, -6.6335903 42.0535393)",,,,,,,
39626994,Calle Moscabirote,residential,False,True,47.719,"LINESTRING (-6.6345066 42.0536637, -6.6344099 42.0534489, -6.6342303 42.0532963)",,,,,,,
28639408,Calle de Costanilla,residential,False,False,58.593,"LINESTRING (-6.6336621 42.0533802, -6.6336666 42.0532114, -6.6336697 42.0531307, -6.6336958 42.052854)",,,,,,,
28639408,Calle de Costanilla,residential,False,True,19.433999999999997,"LINESTRING (-6.6336621 42.0533802, -6.633657 42.0534398, -6.6336119 42.0534742, -6.6335903 42.0535393)",,,,,,,
39627209,Calle de la Cárcel,residential,False,False,48.45,"LINESTRING (-6.6336621 42.0533802, -6.6337817 42.0533476, -6.6339137 42.0533237, -6.6339765 42.0533036, -6.6341394 42.0533076, -6.6342303 42.0532963)",,,,,,,
298017328,Calle de la Cárcel,residential,False,True,6.287,"LINESTRING (-6.6342998 42.0532732, -6.6342303 42.0532963)",,,,,,,
