osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,bridge,junction,tunnel
32151283,False,2,N-420a,Avinguda de les Comarques Catalanes,tertiary,True,25.184,"LINESTRING (0.6366713 41.0877197, 0.6369548 41.0877948)",,,
538973959,True,,N-420a,Avinguda de les Comarques Catalanes,tertiary_link,False,23.853,"LINESTRING (0.6366713 41.0877197, 0.6363971 41.0876622)",,,
32151256,True,,,Carrer de Mora la Nova,residential,False,20.326,"LINESTRING (0.6420231 41.0883418, 0.6422579 41.0883876)",,,
123791391,True,,,Carrer de Miravet,residential,False,32.559,"LINESTRING (0.6420231 41.0883418, 0.642092 41.0881591, 0.6421739 41.0880768)",,,
497727607,False,,,Carrer de Miravet,residential,True,69.81400000000001,"LINESTRING (0.6420231 41.0883418, 0.6418305 41.0888485, 0.6417938 41.0889454)",,,
32260569,False,,T-324,Avinguda Pius XII,tertiary,True,118.621,"LINESTRING (0.6379302 41.0861604, 0.6383443 41.0871805)",,,
32260569,False,,T-324,Avinguda Pius XII,tertiary,False,90.858,"LINESTRING (0.6379302 41.0861604, 0.6378372 41.0855289, 0.6378157 41.0853479)",,,
152916742,False,,,Carrer de Gardènia,residential,True,143.426,"LINESTRING (0.6379302 41.0861604, 0.6373853 41.0862581, 0.6372344 41.0860517, 0.6369436 41.0854589)",,,
153173575,False,,,raval del Sol,residential,False,74.839,"LINESTRING (0.6433893 41.0906199, 0.6439609 41.0901028)",,,
35556950,False,,,Carrer d'Antoni Asensi,residential,False,65.166,"LINESTRING (0.6433893 41.0906199, 0.6433606 41.0908089, 0.6433194 41.0910919, 0.6432959 41.0912016)",,,
"[35556947, 35556950]",False,,,Carrer d'Antoni Asensi,residential,True,89.894,"LINESTRING (0.6433893 41.0906199, 0.6433985 41.0905638, 0.6436086 41.0900024, 0.6436558 41.0899172, 0.6436941 41.0898466)",yes,,
152916803,True,,,Carrer del Doctor Peris,residential,False,61.515,"LINESTRING (0.6433893 41.0906199, 0.6429361 41.0908687, 0.6427838 41.0909311)",,,
"[103837736, 35556948]",True,,,passeig del Pont,residential,False,142.083,"LINESTRING (0.6432959 41.0912016, 0.6435022 41.0912274, 0.6436759 41.0910138, 0.6439054 41.0907288, 0.6441283 41.0904804, 0.6442229 41.090255)",,,
35556950,False,,,Carrer d'Antoni Asensi,residential,True,65.166,"LINESTRING (0.6432959 41.0912016, 0.6433194 41.0910919, 0.6433606 41.0908089, 0.6433893 41.0906199)",,,
"[958205538, 103837734]",False,,,"['Plaça de Sant Roc', 'Carrer de la Barca']",residential,False,144.383,"LINESTRING (0.6432959 41.0912016, 0.6432788 41.0912311, 0.6433235 41.0914303, 0.6430775 41.0918523, 0.6428922 41.0922113, 0.6427508 41.0924016)",,,
103653266,False,,,Passeig del Pont,residential,False,27.722,"LINESTRING (0.6442229 41.090255, 0.6439609 41.0901028)",,,
103653266,False,,,Passeig del Pont,residential,True,27.722,"LINESTRING (0.6439609 41.0901028, 0.6442229 41.090255)",,,
153173575,False,,,raval del Sol,residential,True,74.839,"LINESTRING (0.6439609 41.0901028, 0.6433893 41.0906199)",,,
