osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,junction,lanes,access
20489812,True,Calle Mayor,residential,False,96.763,"LINESTRING (-0.4610768 39.4929942, -0.4620998 39.4933603)",,,,,
40949564,True,Calle de San Bernardo,residential,False,32.454,"LINESTRING (-0.4610768 39.4929942, -0.4611932 39.4927165)",,,,,
20489812,True,Calle Mayor,residential,False,36.619,"LINESTRING (-0.4599438 39.4925132, -0.4603149 39.4926758)",,,,,
40922578,True,Avinguda de Blasco Ibáñez,residential,False,37.715,"LINESTRING (-0.4599438 39.4925132, -0.4602279 39.492772)",,,,,
20489812,True,Calle Mayor,residential,False,63.56,"LINESTRING (-0.4620998 39.4933603, -0.4627882 39.4935713)",,,,,
40949551,True,Calle del Pilaret,residential,False,54.45,"LINESTRING (-0.4620998 39.4933603, -0.4618672 39.4938159)",,,,,
20489812,True,Calle Mayor,residential,False,86.896,"LINESTRING (-0.4627882 39.4935713, -0.463726 39.4938662)",,,,,
40949555,True,Carrer de Vicent Calatrava,residential,False,54.58,"LINESTRING (-0.4627882 39.4935713, -0.46303 39.4931173)",,,,,
20489812,True,Calle Mayor,residential,False,62.356,"LINESTRING (-0.463726 39.4938662, -0.4644006 39.4940747)",,,,,
40949574,True,Carrer de Luis Armelles,residential,False,72.325,"LINESTRING (-0.463726 39.4938662, -0.4633174 39.4944351)",,,,,
20489812,True,Calle Mayor,residential,False,64.699,"LINESTRING (-0.4644006 39.4940747, -0.4651016 39.494289)",,,,,
41269397,True,Calle del Maestro Chapí,residential,False,55.667,"LINESTRING (-0.4644006 39.4940747, -0.4647157 39.4936371)",,,,,
20489812,True,Calle Mayor,residential,False,88.52,"LINESTRING (-0.4651016 39.494289, -0.466058 39.4945874)",,,,,
41269398,True,Calle del Maestro Bretón,residential,False,92.058,"LINESTRING (-0.4651016 39.494289, -0.4648904 39.4951007)",,,,,
20489812,True,Calle Mayor,residential,False,36.036,"LINESTRING (-0.466058 39.4945874, -0.4664432 39.4947165)",,,,,
41269384,True,Carrer de Ramón y Cajal,residential,False,102.058,"LINESTRING (-0.466058 39.4945874, -0.4657658 39.4954771)",,,,,
41269373,True,Calle María Auxiliadora,residential,False,95.434,"LINESTRING (-0.4674739 39.4969185, -0.4677929 39.4960963)",,,,,
338153491,False,Carrer del Pintor Pinazo,residential,False,29.21,"LINESTRING (-0.4674739 39.4969185, -0.4671525 39.4968319)",,,,,
338153491,False,Carrer del Pintor Pinazo,residential,True,39.791,"LINESTRING (-0.4674739 39.4969185, -0.4679122 39.4970354)",,,,,
304003563,False,Carrer del Molí de la Llum,residential,False,15.263,"LINESTRING (-0.4671525 39.4968319, -0.4669827 39.496791)",,,,,
338153491,False,Carrer del Pintor Pinazo,residential,True,29.21,"LINESTRING (-0.4671525 39.4968319, -0.4674739 39.4969185)",,,,,
155002505,True,Carrer del Molí de la Llum,residential,False,54.498000000000005,"LINESTRING (-0.4671525 39.4968319, -0.4671437 39.4969239, -0.4671755 39.497321)",,,,,
304003564,True,Carrer del Molí de la Llum,residential,False,124.88900000000001,"LINESTRING (-0.4663105 39.4968126, -0.4662169 39.4967661, -0.4654037 39.4959402)",,,,,
"[366894731, 304003564]",True,"['Carrer del Molí de la Llum', 'Plaza Dos de Mayo']",residential,False,39.557,"LINESTRING (-0.4650209 39.4955759, -0.4649438 39.4954984, -0.4647387 39.4952946)",,,,,
40922574,True,Calle de la Masía de la Cova,residential,False,36.131,"LINESTRING (-0.464312 39.4948705, -0.4642269 39.4948294, -0.4639479 39.4947074)",,,,,
39640854,True,Avinguda de Blasco Ibáñez,tertiary,False,22.725,"LINESTRING (-0.4589434 39.4914674, -0.4590733 39.4916455)",,,,,
366894728,False,Avinguda de Blasco Ibáñez,tertiary,True,8.628,"LINESTRING (-0.4589434 39.4914674, -0.4588881 39.4914026)",,,,,
939792094,False,Carrer de Ribarroja del Túria,tertiary,True,38.625,"LINESTRING (-0.4589434 39.4914674, -0.4593536 39.4916104)",CV-370,,,,
366858351,True,Calle Doctor Enrique Gargallo,residential,False,49.24,"LINESTRING (-0.4590733 39.4916455, -0.4587345 39.4920029)",,,,,
39640854,True,Avinguda de Blasco Ibáñez,tertiary,False,122.03899999999999,"LINESTRING (-0.4590733 39.4916455, -0.4594249 39.4919807, -0.4599438 39.4925132)",,,,,
23392007,False,Carrer dels Sants Just i Pastor,tertiary,False,40.43,"LINESTRING (-0.4675723 39.4937773, -0.4671226 39.4936688)",CV-370,,,,
23392007,False,Carrer dels Sants Just i Pastor,tertiary,True,40.43,"LINESTRING (-0.4671226 39.4936688, -0.4675723 39.4937773)",CV-370,,,,
775110365,False,Carrer dels Sants Just i Pastor,tertiary,False,61.938,"LINESTRING (-0.4671226 39.4936688, -0.4664344 39.4935008)",CV-370,,,,
775110366,True,Carrer de la Cova Santa,residential,False,95.342,"LINESTRING (-0.4671226 39.4936688, -0.4674352 39.492875, -0.4674464 39.4928486)",,,,,
41269384,True,Carrer de Ramón y Cajal,residential,False,70.268,"LINESTRING (-0.4664344 39.4935008, -0.4662191 39.4941105)",,,,,
775110365,False,Carrer dels Sants Just i Pastor,tertiary,False,58.585,"LINESTRING (-0.4664344 39.4935008, -0.4657803 39.4933498)",CV-370,,,,
775110365,False,Carrer dels Sants Just i Pastor,tertiary,True,61.938,"LINESTRING (-0.4664344 39.4935008, -0.4671226 39.4936688)",CV-370,,,,
41269388,True,Calle del Oeste,residential,False,103.786,"LINESTRING (-0.4664344 39.4935008, -0.4667714 39.4926519, -0.46679 39.4926087)",,,,,
775110365,False,Carrer dels Sants Just i Pastor,tertiary,False,38.62,"LINESTRING (-0.4657803 39.4933498, -0.4653506 39.4932465)",CV-370,,,,
775110365,False,Carrer dels Sants Just i Pastor,tertiary,True,58.585,"LINESTRING (-0.4657803 39.4933498, -0.4664344 39.4935008)",CV-370,,,,
150061357,False,Calle de Balmes,residential,True,112.92399999999999,"LINESTRING (-0.4657803 39.4933498, -0.4661384 39.4924203, -0.4661731 39.4923831)",,,,,
41269398,True,Calle del Maestro Bretón,residential,False,62.126,"LINESTRING (-0.4653506 39.4932465, -0.4652211 39.4937962)",,,,,
775110365,False,Carrer dels Sants Just i Pastor,tertiary,False,27.744,"LINESTRING (-0.4653506 39.4932465, -0.4650408 39.4931751)",CV-370,,,,
775110365,False,Carrer dels Sants Just i Pastor,tertiary,True,38.62,"LINESTRING (-0.4653506 39.4932465, -0.4657803 39.4933498)",CV-370,,,,
39640859,False,Calle Carretera de Ribarroja,tertiary,False,63.982,"LINESTRING (-0.4650408 39.4931751, -0.4643268 39.4930093)",CV-370,,,,
