osmid,name,highway,oneway,reversed,length,geometry,lanes,access,width,junction
884502815,Calle Batalla del Salado,primary,False,False,38.621,"LINESTRING (-5.606349 36.0160904, -5.6060763 36.0158221)",,,,
884502815,Calle Batalla del Salado,primary,False,True,67.495,"LINESTRING (-5.606349 36.0160904, -5.6068284 36.0165574)",,,,
186365453,Calle Navas de Tolosa,residential,True,False,49.762,"LINESTRING (-5.606349 36.0160904, -5.6064012 36.0160564, -5.6067798 36.0158096)",,,,
4060034,Calle Amador de los Ríos,primary,False,False,43.518,"LINESTRING (-5.6018386 36.0162607, -5.6019333 36.0160063, -5.6019571 36.0159417, -5.6019857 36.0158882)",2,,,
4060034,Calle Amador de los Ríos,primary,False,True,33.316,"LINESTRING (-5.6018386 36.0162607, -5.6017782 36.0164318, -5.6017369 36.0165488)",2,,,
80330535,Calle Algeciras,residential,False,False,16.055,"LINESTRING (-5.6018386 36.0162607, -5.6017587 36.0162497, -5.6016662 36.0162745)",,,,
884502815,Calle Batalla del Salado,primary,False,False,38.169,"LINESTRING (-5.605555 36.0152987, -5.6052883 36.0150317)",,,,
34879014,Calle Antonio Maura,residential,True,False,54.304,"LINESTRING (-5.605555 36.0152987, -5.605504 36.0153336, -5.6053691 36.0154259, -5.6050848 36.0156049)",,,,
38758286,Calle Numancia,residential,True,False,47.894000000000005,"LINESTRING (-5.605555 36.0152987, -5.605613 36.0152605, -5.605968 36.0150268)",,,,
884502815,Calle Batalla del Salado,primary,False,True,74.73599999999999,"LINESTRING (-5.605555 36.0152987, -5.6057961 36.0155408, -5.6060763 36.0158221)",,,,
"[27754425, 355407266]",Calle Alcalde Juan Núñez,secondary,True,False,238.818,"LINESTRING (-5.6061385 36.0097851, -5.6060591 36.0099036, -5.6055408 36.0106771, -5.6054811 36.0107662, -5.6054199 36.0108216, -5.6053242 36.0108757, -5.6044745 36.0112791, -5.6044035 36.0113118)",1,,,
206724554,Avenida de las Fuerzas Armadas,secondary,False,True,56.903999999999996,"LINESTRING (-5.6061385 36.0097851, -5.6063529 36.0098766, -5.6066981 36.0100238)",2,,,
"[355407264, 39244005]",Calle Alcalde Juan Núñez,residential,True,False,290.272,"LINESTRING (-5.6061385 36.0097851, -5.6068266 36.0087337, -5.6069381 36.0085634, -5.6073454 36.0089628, -5.6073981 36.0090239, -5.6078674 36.009534)",,,,
206724554,Avenida de las Fuerzas Armadas,secondary,False,True,12.168,"LINESTRING (-5.6066981 36.0100238, -5.6068118 36.0100831)",2,,,
206724554,Avenida de las Fuerzas Armadas,secondary,False,False,56.903999999999996,"LINESTRING (-5.6066981 36.0100238, -5.6063529 36.0098766, -5.6061385 36.0097851)",2,,,
206724554,Avenida de las Fuerzas Armadas,secondary,False,False,12.168,"LINESTRING (-5.6068118 36.0100831, -5.6066981 36.0100238)",2,,,
10231299,Glorieta de León,residential,True,False,136.071,"LINESTRING (-5.6068118 36.0100831, -5.6068433 36.0100516, -5.6068984 36.0100343, -5.6078596 36.0097082, -5.6079493 36.0096782, -5.6079738 36.0096388, -5.6079792 36.0096092, -5.6079725 36.00958, -5.6079639 36.0095644, -5.6079537 36.0095501, -5.6079416 36.0095404, -5.6079222 36.009533, -5.6078943 36.0095289, -5.6078674 36.009534)",,,,
206724554,Avenida de las Fuerzas Armadas,secondary,False,True,72.592,"LINESTRING (-5.6068118 36.0100831, -5.6068468 36.0101055, -5.6068709 36.0101272, -5.6068964 36.0101559, -5.6069119 36.0101825, -5.6069366 36.0102372, -5.6069754 36.0103836, -5.6069978 36.010614, -5.6070085 36.0106973)",2,,,
80173954,,primary_link,True,False,25.261000000000003,"LINESTRING (-5.6045138 36.0142548, -5.6044897 36.0142983, -5.6044775 36.0143421, -5.6044826 36.0143868, -5.6045043 36.0144281, -5.6045406 36.014462)",,,,
685451985,Calle Amador de los Ríos,primary,False,True,65.553,"LINESTRING (-5.6045138 36.0142548, -5.6043935 36.0143263, -5.604004 36.0145723, -5.6039369 36.014615)",2,,,
1082360199,Avenida de Andalucía,secondary,False,False,36.869,"LINESTRING (-5.6045138 36.0142548, -5.6045734 36.0142145, -5.6048426 36.014057)",3,,,
206724554,Avenida de las Fuerzas Armadas,secondary,False,False,29.619,"LINESTRING (-5.6070778 36.0109577, -5.6070085 36.0106973)",2,,,
43878225,Calle Juan de Austria,residential,False,False,65.46199999999999,"LINESTRING (-5.6070778 36.0109577, -5.6072491 36.0109178, -5.6075917 36.0108379, -5.6077752 36.0107896)",,,,
80327169,Avenida de las Fuerzas Armadas,secondary,False,True,62.483000000000004,"LINESTRING (-5.6070778 36.0109577, -5.607141 36.0111218, -5.6072844 36.0114942)",2,,,
10231299,Glorieta de León,residential,True,False,119.748,"LINESTRING (-5.6078674 36.009534, -5.6078347 36.0095451, -5.6068321 36.0099138, -5.6067562 36.0099548, -5.6067332 36.0099805, -5.6066981 36.0100238)",,,,
39241673,Avenida de Andalucía,secondary,False,False,8.284,"LINESTRING (-5.6056864 36.0135907, -5.6057617 36.0135478)",,,,
39241673,Avenida de Andalucía,secondary,False,True,28.842,"LINESTRING (-5.6056864 36.0135907, -5.6054234 36.0137391)",,,,
