osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,junction,access
126912932,True,Calle Zaragoza,residential,False,57.953,"LINESTRING (-5.3469825 36.1637179, -5.3469281 36.1637274, -5.3467201 36.1636997, -5.3463467 36.1636469)",,,,
126912940,True,Calle Granada,secondary,False,38.682,"LINESTRING (-5.3467911 36.1642654, -5.3472129 36.1643365)",,,,
320321925,True,Calle Gibraltar,secondary,False,63.461,"LINESTRING (-5.3467911 36.1642654, -5.3469159 36.16399, -5.3469636 36.1637784, -5.3469825 36.1637179)",,,,
320321925,True,Calle Gibraltar,secondary,False,58.602,"LINESTRING (-5.3465584 36.1647578, -5.3467911 36.1642654)",,,,
31095714,True,Calle Sagunto,residential,False,96.88499999999999,"LINESTRING (-5.3465584 36.1647578, -5.3460828 36.1646734, -5.3455103 36.1645508)",,,,
320321925,True,Calle Gibraltar,secondary,False,132.165,"LINESTRING (-5.3451016 36.1663394, -5.345664 36.1657179, -5.3459897 36.1653918)",,,,
320321925,True,Calle Gibraltar,secondary,False,47.654,"LINESTRING (-5.3447271 36.1670813, -5.3449144 36.1666803)",,,,
22479643,False,Calle Mateo Inurria,residential,False,116.25500000000001,"LINESTRING (-5.3447271 36.1670813, -5.3449305 36.1671028, -5.3454184 36.1671543, -5.3456262 36.1671762, -5.3457587 36.1671977, -5.3459924 36.1672763)",,,,
31095890,True,Calle Mateo Inurria,residential,False,152.243,"LINESTRING (-5.3447271 36.1670813, -5.3440354 36.1670714, -5.3431499 36.1670586, -5.3430336 36.1670402)",,,,
320321925,True,Calle Gibraltar,secondary,False,54.539,"LINESTRING (-5.3444951 36.1675344, -5.3445077 36.167517, -5.3447271 36.1670813)",,,,
320321925,True,Calle Gibraltar,secondary,False,101.095,"LINESTRING (-5.3438564 36.1682826, -5.3440819 36.1680436, -5.3444951 36.1675344)",,,,
660914945,True,Pasaje Argensola,residential,False,100.487,"LINESTRING (-5.3438564 36.1682826, -5.3437959 36.1682654, -5.343698 36.1682535, -5.3432111 36.1682286, -5.343033 36.1682652, -5.3427534 36.1683082)",,,,
320321925,True,Calle Gibraltar,secondary,False,80.743,"LINESTRING (-5.3433139 36.1688618, -5.3438564 36.1682826)",,,,
126912982,True,Calle Mariano de Cavia,residential,False,58.707,"LINESTRING (-5.3433139 36.1688618, -5.3433707 36.1688955, -5.343924 36.1687459)",,,,
31096472,False,Avenida María Guerrero,secondary,False,117.284,"LINESTRING (-5.3486574 36.1706156, -5.3489141 36.1695814)",,,,
73903124,False,Calle del Olivo,tertiary,True,73.598,"LINESTRING (-5.3486574 36.1706156, -5.3490092 36.1706596, -5.3494717 36.1706305)",30,,,
1156700000,False,Calle Ifach,tertiary,True,36.153999999999996,"LINESTRING (-5.3486574 36.1706156, -5.3485326 36.1705974, -5.3482641 36.170546)",,,,
1247808349,False,Avenida María Guerrero,secondary,True,43.277,"LINESTRING (-5.3486574 36.1706156, -5.3485939 36.1709528, -5.3485836 36.1710002)",20,,,
945738110,True,Calle del Ángel,secondary,False,33.532,"LINESTRING (-5.3493032 36.1677362, -5.3493107 36.1674347)",,,,
514854545,True,Calle de Alemania,tertiary,False,66.882,"LINESTRING (-5.3493032 36.1677362, -5.3491351 36.1677837, -5.3486034 36.1679426)",,,,
519691868,False,Avenida María Guerrero,secondary,True,12.213,"LINESTRING (-5.3484192 36.1717827, -5.3484103 36.1718923)",20,,,
1247808350,False,Avenida María Guerrero,secondary,False,13.97,"LINESTRING (-5.3484192 36.1717827, -5.348441 36.1716583)",20,,,
519691871,True,Pasaje Nervión,residential,False,59.33,"LINESTRING (-5.3484192 36.1717827, -5.3487284 36.1715677, -5.3489161 36.1714309)",,,,
232828225,True,Calle Feria,residential,False,29.026,"LINESTRING (-5.349645 36.1662727, -5.3499661 36.1663034)",,,,
514854546,True,Calle del Ángel,secondary,False,33.603,"LINESTRING (-5.349645 36.1662727, -5.3496835 36.1659721)",,,,
514854546,True,Calle del Ángel,secondary,False,33.09,"LINESTRING (-5.3496835 36.1659721, -5.3496416 36.1658077, -5.3496042 36.1657527, -5.3495642 36.165694)",,,,
22479643,False,Calle Mateo Inurria,residential,True,19.592,"LINESTRING (-5.3466787 36.1675295, -5.3464838 36.1674502)",,,,
718176679,True,Calle Gerona,secondary,False,35.549,"LINESTRING (-5.3466787 36.1675295, -5.3465693 36.1676212, -5.3465223 36.1676753, -5.346488 36.1677362, -5.3464884 36.1677956)",,,,
22480194,False,Avenida Menéndez Pelayo,secondary,False,63.592,"LINESTRING (-5.3434897 36.1651091, -5.3431159 36.1655949)",,,,
22480194,False,Avenida Menéndez Pelayo,secondary,True,20.543,"LINESTRING (-5.3434897 36.1651091, -5.3435645 36.1649345)",,,,
126912947,False,Calle Pinzones,tertiary,True,15.727,"LINESTRING (-5.3434897 36.1651091, -5.3435948 36.1651124, -5.3436648 36.1651115)",,,,
31064429,True,Avenida María Auxiliadora,tertiary,False,56.515,"LINESTRING (-5.345436 36.1650555, -5.3455103 36.1645508)",,1,,
126912947,False,Calle Pinzones,tertiary,False,5.984,"LINESTRING (-5.345436 36.1650555, -5.3453696 36.1650602)",,,,
