osmid,ref,highway,junction,oneway,reversed,length,name,geometry,lanes,maxspeed,width
372005474,C-1411z,tertiary,roundabout,True,False,27.93,,"LINESTRING (1.8459543 42.09899, 1.8457608 42.0991961)",,,
844048896,,tertiary,,False,False,42.36,Carretera de Sant Fruitós,"LINESTRING (1.8443991 42.0989037, 1.8438928 42.0988405)",,,
844048896,,tertiary,,False,True,17.761,Carretera de Sant Fruitós,"LINESTRING (1.8443991 42.0989037, 1.8446092 42.0989385)",,,
41122717,,residential,,False,True,154.72,Plaça de Tarascon,"LINESTRING (1.8443991 42.0989037, 1.844067 42.0986617, 1.8439222 42.0986739, 1.8429826 42.0980465)",,,
41120680,C-149b,tertiary,,True,False,63.266,Carretera de Solsona,"LINESTRING (1.8417687 42.0989814, 1.8413587 42.0985006)",,,
"[571045437, 41120669]",C-1411z,tertiary,,True,False,13.468,"['Plaça de la Creu', 'Passeig de la Pau']","LINESTRING (1.8437423 42.1014025, 1.8436933 42.1013589, 1.8436377 42.1013095)",1,,
41120663,C-1411z,tertiary,,True,False,16.419,Ronda Moreta,"LINESTRING (1.8442575 42.101635, 1.8440727 42.1015802)",,,
37144694,,residential,,False,False,94.971,Ronda de Queralt,"LINESTRING (1.8442575 42.101635, 1.8441341 42.1018164, 1.843933 42.1023092, 1.8438862 42.1024407)",1,,
"[1040496360, 158026417]",C-1411z,tertiary,,False,False,37.766999999999996,Ronda Moreta,"LINESTRING (1.8442575 42.101635, 1.8443572 42.1015452, 1.8444872 42.101436, 1.8445748 42.1013936)",2,,
158026417,C-1411z,tertiary,,False,False,24.226,Ronda Moreta,"LINESTRING (1.8445748 42.1013936, 1.8446757 42.1013827, 1.8447625 42.1013961, 1.8448566 42.1014272)",2,,
"[1040496360, 158026417]",C-1411z,tertiary,,False,True,37.766999999999996,Ronda Moreta,"LINESTRING (1.8445748 42.1013936, 1.8444872 42.101436, 1.8443572 42.1015452, 1.8442575 42.101635)",2,,
41120662,,tertiary,,True,False,73.15,Carrer del Roser,"LINESTRING (1.8424866 42.0997295, 1.8419634 42.0991984)",,,
41122699,,residential,,True,False,153.126,Carrer de Cervantes,"LINESTRING (1.8424866 42.0997295, 1.84203 42.1000024, 1.8410621 42.1006121)",,,
41120679,,tertiary,,False,False,7.649,Carretera de Sant Fruitós,"LINESTRING (1.8447011 42.0989476, 1.8446092 42.0989385)",,,
41120664,C-1411z,tertiary,,False,False,56.855999999999995,Carretera de Sant Fruitós,"LINESTRING (1.8447011 42.0989476, 1.8450528 42.0989523, 1.8453901 42.0989477)",,,
613872313,C-1411z,tertiary,,True,False,40.881,Passeig de la Pau,"LINESTRING (1.8436377 42.1013095, 1.8439439 42.1010902, 1.8439959 42.1010555)",1,,
"[613875892, 41120662]",,tertiary,,True,False,56.246,"['Carrer del Roser', 'Plaça de la Creu']","LINESTRING (1.8436377 42.1013095, 1.8436064 42.1012817, 1.84353 42.1011559, 1.8434441 42.1010535, 1.8433361 42.1008583)",,,
41120665,C-1411z,tertiary,roundabout,True,False,25.851999999999997,,"LINESTRING (1.845691 42.0992088, 1.8455957 42.099151, 1.845578 42.0991269, 1.8455617 42.0991046, 1.8455368 42.0990182)",,,
460943770,,tertiary,,True,False,14.42,Carretera de Sant Fruitós,"LINESTRING (1.8455368 42.0990182, 1.8453901 42.0989477)",,,
41120665,C-1411z,tertiary,roundabout,True,False,11.405000000000001,,"LINESTRING (1.8455368 42.0990182, 1.8455524 42.0989742, 1.8455841 42.0989222)",,,
41120665,C-1411z,tertiary,roundabout,True,False,12.49,,"LINESTRING (1.8455841 42.0989222, 1.8456974 42.0988477)",,,
41120666,C-1411z,tertiary,,True,False,27.678,Carretera de Sant Fruitós,"LINESTRING (1.8458281 42.0988588, 1.8459667 42.0988261, 1.8461527 42.0987972)",,,
372005474,C-1411z,tertiary,roundabout,True,False,18.000999999999998,,"LINESTRING (1.8458281 42.0988588, 1.8459014 42.0989221, 1.8459543 42.09899)",,,
41120295,C-1411z,tertiary,,True,False,26.973,Carretera de Sant Fruitós,"LINESTRING (1.8461527 42.0987972, 1.8459543 42.09899)",,,
290322161,C-1411z,tertiary,,False,False,37.917,Carretera de Sant Fruitós,"LINESTRING (1.8461527 42.0987972, 1.8462889 42.0986649, 1.8463693 42.0985009)",2,,
571045431,C-1411z,tertiary,roundabout,True,False,24.792,,"LINESTRING (1.8464122 42.0979392, 1.8464332 42.0978975, 1.8464733 42.0978642, 1.846527 42.0978442, 1.8465868 42.0978401, 1.8466446 42.0978525)",,,
763225776,,residential,,False,True,51.548,Carrer de Prat de la Riba,"LINESTRING (1.8464122 42.0979392, 1.8462519 42.097909, 1.8460421 42.0978152, 1.8458791 42.0977118)",,,
571045431,C-1411z,tertiary,roundabout,True,False,10.379000000000001,,"LINESTRING (1.8466446 42.0978525, 1.8466941 42.0978813, 1.8467251 42.0979219)",,,
41120675,,tertiary,,True,False,97.964,Gran Via,"LINESTRING (1.8416746 42.0981792, 1.8425772 42.0987516)",,,
41122710,,residential,,False,False,55.519,carrer del Comte Oliba,"LINESTRING (1.8416746 42.0981792, 1.8421279 42.0978102)",,,
41120677,,residential,,True,False,80.961,Gran Via,"LINESTRING (1.8425772 42.0987516, 1.8433422 42.0992076)",,,
41120294,,tertiary,,True,False,71.959,Carretera de Sant Fruitós,"LINESTRING (1.8425772 42.0987516, 1.8422766 42.0987971, 1.8417687 42.0989814)",,,
844048896,,tertiary,,False,True,88.005,Carretera de Sant Fruitós,"LINESTRING (1.8425772 42.0987516, 1.8427288 42.0987398, 1.8429413 42.098755, 1.8436373 42.0988154)",,,
41120677,,residential,,True,False,48.934,Gran Via,"LINESTRING (1.8444876 42.0999439, 1.8449501 42.1002194)",,,
157373582,C-1411z,tertiary,,True,False,112.475,Passeig de la Pau,"LINESTRING (1.8444876 42.0999439, 1.8445888 42.0992539, 1.8446899 42.0989781, 1.8447011 42.0989476)",1,,
158026411,,residential,,True,False,62.197,Gran Via,"LINESTRING (1.8449501 42.1002194, 1.8454652 42.1005405, 1.8455273 42.1005792)",,,
158026416,C-1411z,tertiary,,True,False,120.071,Passeig de la Pau,"LINESTRING (1.8449501 42.1002194, 1.8445029 42.1007392, 1.8444829 42.10076, 1.8441403 42.1011162)",1,,
158026411,,residential,,True,False,95.73899999999999,Gran Via,"LINESTRING (1.8472183 42.1016329, 1.8479958 42.1021255, 1.8481008 42.102192)",,,
41122734,,residential,,False,True,66.995,Carrer de Lluís Millet,"LINESTRING (1.849627 42.10313, 1.8495136 42.1037266)",,,
1143706110,,residential,,True,False,97.966,Carrer de Lluís Millet,"LINESTRING (1.849627 42.10313, 1.8496652 42.1028847, 1.8497633 42.1022548)",,,
41120682,,tertiary,,True,False,211.22,Passeig de la Indústria,"LINESTRING (1.8471237 42.1039163, 1.8472839 42.1037232, 1.8473601 42.1036719, 1.847474 42.1036743, 1.8479002 42.1037159, 1.8483422 42.1037649, 1.8494905 42.1038922)",,,
