osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,junction
24161290,SO-920,Calle Acosta,secondary,50,False,False,24.049,"LINESTRING (-3.0664939 41.5876413, -3.0664359 41.5876898, -3.0663306 41.5877779, -3.0663011 41.5878025)",,,
59715848,N-122,Calle de la Universidad,trunk,,False,True,118.476,"LINESTRING (-3.0664939 41.5876413, -3.0654647 41.5875476, -3.0650798 41.5875125)",2,,
"[557114221, 59715847]",N-122,Avenida de Juan Carlos I,trunk,50,False,False,159.6,"LINESTRING (-3.0664939 41.5876413, -3.0668051 41.5876755, -3.0672187 41.5877072, -3.0675045 41.587725, -3.0678921 41.5877227, -3.0684064 41.5877197)",2,,
"[48864443, 557114222]",,Calle de Ángel Cecilia,residential,,False,True,29.637,"LINESTRING (-3.0664939 41.5876413, -3.066565 41.5875666, -3.0665157 41.5873957)",,,
24161290,SO-920,Calle Acosta,secondary,50,False,False,69.057,"LINESTRING (-3.0652294 41.5886409, -3.064641 41.5890791)",,,
24161290,SO-920,Calle Acosta,secondary,50,False,True,129.035,"LINESTRING (-3.0652294 41.5886409, -3.0655879 41.5883839, -3.0663011 41.5878025)",,,
48864434,,Calle del Río Ucero,residential,,True,False,86.167,"LINESTRING (-3.0652294 41.5886409, -3.0653052 41.5886835, -3.0656843 41.5888928, -3.0661041 41.589051)",,,
"[682085135, 24173607]",SO-160,Carretera del Burgo de Osma a Retortillo,secondary,,False,True,207.97400000000002,"LINESTRING (-3.0730447 41.5860584, -3.072948 41.5862289, -3.0728504 41.5868945, -3.0727937 41.5873076, -3.0727813 41.5873979, -3.0727373 41.587748, -3.0727679 41.5879042)",,,
152543098,,Calle Los Linares,residential,,True,False,98.627,"LINESTRING (-3.0727679 41.5879042, -3.0727273 41.5879833, -3.0727049 41.5887098, -3.072759 41.5887736)",,,
"[24173607, 682085135]",SO-160,Carretera del Burgo de Osma a Retortillo,secondary,,False,False,207.974,"LINESTRING (-3.0727679 41.5879042, -3.0727373 41.587748, -3.0727813 41.5873979, -3.0727937 41.5873076, -3.0728504 41.5868945, -3.072948 41.5862289, -3.0730447 41.5860584)",,,
"[44507177, 881565506, 59715847]",N-122,"['Avenida de Juan Carlos I', 'Carretera de Valladolid']",trunk,50,False,True,207.983,"LINESTRING (-3.0727679 41.5879042, -3.0724396 41.587874, -3.0719697 41.5878387, -3.0717501 41.5878193, -3.0709024 41.5877424, -3.0702823 41.5876998)",2,yes,
59715847,N-122,Avenida de Juan Carlos I,trunk,50,False,False,11.913,"LINESTRING (-3.0684064 41.5877197, -3.0685496 41.5877173)",2,,
"[557114221, 59715847]",N-122,Avenida de Juan Carlos I,trunk,50,False,True,159.6,"LINESTRING (-3.0684064 41.5877197, -3.0678921 41.5877227, -3.0675045 41.587725, -3.0672187 41.5877072, -3.0668051 41.5876755, -3.0664939 41.5876413)",2,,
254558875,,Avenida de la Constitución,residential,,True,False,82.705,"LINESTRING (-3.0684064 41.5877197, -3.0683709 41.5877996, -3.0683399 41.5878693, -3.0682005 41.5881822, -3.0681374 41.588324, -3.0680923 41.5884254)",,,
59715847,N-122,Avenida de Juan Carlos I,trunk,50,False,True,6.717,"LINESTRING (-3.0686303 41.5877149, -3.0685496 41.5877173)",2,,
"[27547560, 27547561]",,"['Calle de Malo de Molina', 'Calle General Álvarez de Castro']",residential,,True,False,200.249,"LINESTRING (-3.0686303 41.5877149, -3.0686552 41.5876538, -3.0686778 41.5875868, -3.0689698 41.5867274, -3.0690827 41.5868013, -3.0697758 41.5872241)",,,
59715847,N-122,Avenida de Juan Carlos I,trunk,50,False,False,137.419,"LINESTRING (-3.0686303 41.5877149, -3.0687522 41.5877136, -3.0694501 41.5877001, -3.0698596 41.587696, -3.0702188 41.5876992, -3.0702823 41.5876998)",2,,
47806507,,Calle de la Virgen del Espino,residential,,True,False,59.379,"LINESTRING (-3.0671885 41.5884486, -3.0666794 41.5880742)",,,
59715858,,Calle de Soria,residential,,True,False,118.687,"LINESTRING (-3.0666794 41.5880742, -3.0661041 41.589051)",,,
47806507,,Calle de la Virgen del Espino,residential,,True,False,43.755,"LINESTRING (-3.0666794 41.5880742, -3.0664896 41.5879165, -3.0663508 41.5878326, -3.0663011 41.5878025)",,,
47806513,,Calle del Río Abón,residential,,False,False,67.816,"LINESTRING (-3.0671269 41.5900396, -3.0663824 41.5897908)",,,
47806513,,Calle del Río Abón,residential,,False,True,5.897,"LINESTRING (-3.0671269 41.5900396, -3.0671923 41.5900601)",,,
47806505,,Calle de Madrid,residential,,True,False,66.341,"LINESTRING (-3.0663824 41.5897908, -3.0667129 41.5892478)",,,
47806513,,Calle del Río Abón,residential,,False,False,55.204,"LINESTRING (-3.0663824 41.5897908, -3.0657779 41.5895857)",,,
47806513,,Calle del Río Abón,residential,,False,True,67.816,"LINESTRING (-3.0663824 41.5897908, -3.0671269 41.5900396)",,,
47806505,,Calle de Madrid,residential,,True,False,97.272,"LINESTRING (-3.0667129 41.5892478, -3.0671885 41.5884486)",,,
48864434,,Calle del Río Ucero,residential,,True,False,68.36,"LINESTRING (-3.0667129 41.5892478, -3.0674692 41.5894886)",,,
47806506,,Calle de Soria,residential,,False,False,65.353,"LINESTRING (-3.0657779 41.5895857, -3.0661041 41.589051)",,,
47806513,,Calle del Río Abón,residential,,False,True,55.204,"LINESTRING (-3.0657779 41.5895857, -3.0663824 41.5897908)",,,
47806513,,Calle del Río Abón,residential,,False,False,113.86299999999999,"LINESTRING (-3.0657779 41.5895857, -3.06537 41.5894444, -3.0646272 41.5891987, -3.064529 41.5891662)",,,
47806506,,Calle de Soria,residential,,False,True,65.353,"LINESTRING (-3.0661041 41.589051, -3.0657779 41.5895857)",,,
48864434,,Calle del Río Ucero,residential,,True,False,55.158,"LINESTRING (-3.0661041 41.589051, -3.0667129 41.5892478)",,,
58878375,,Avenida de la Constitución,residential,,True,False,71.028,"LINESTRING (-3.0675631 41.5895212, -3.0679133 41.5889386)",,,
254558875,,Avenida de la Constitución,residential,,True,False,72.61,"LINESTRING (-3.0678298 41.5888939, -3.0674692 41.5894886)",,,
47806507,,Calle de la Virgen del Espino,residential,,True,False,72.776,"LINESTRING (-3.0678298 41.5888939, -3.0677645 41.5888486, -3.0671885 41.5884486)",,,
48864434,,Calle del Río Ucero,residential,,True,False,8.61,"LINESTRING (-3.0674692 41.5894886, -3.0675631 41.5895212)",,,
254558875,,Avenida de la Constitución,residential,,True,False,67.559,"LINESTRING (-3.0674692 41.5894886, -3.0671269 41.5900396)",,,
59715848,N-122,Calle de la Universidad,trunk,,False,True,21.077,"LINESTRING (-3.0627854 41.5872779, -3.0625342 41.5872528)",2,,
47806511,,Calle Federico Olmeda,residential,,False,True,129.552,"LINESTRING (-3.0627854 41.5872779, -3.0627741 41.5873414, -3.062768 41.5873757, -3.0627553 41.5874469, -3.0626042 41.5882927, -3.0626103 41.5883649, -3.0626736 41.588415)",,,
59715848,N-122,Calle de la Universidad,trunk,,False,False,112.484,"LINESTRING (-3.0627854 41.5872779, -3.063184 41.5873195, -3.0634946 41.587352, -3.0638222 41.5873862, -3.0641249 41.5874178)",2,,
47806512,,Calle Obispo Montoya,residential,,False,False,53.108,"LINESTRING (-3.0645562 41.5886669, -3.0646398 41.5881934)",,,
