osmid,oneway,ref,name,highway,reversed,length,geometry,access,junction,lanes
70690523,False,CM-4174,Paseo Santo Tomás de Villanueva,tertiary,False,13.844,"LINESTRING (-3.8928792 38.9607975, -3.8927544 38.9607195)",,,
70690523,False,CM-4174,Paseo Santo Tomás de Villanueva,tertiary,True,75.91,"LINESTRING (-3.8928792 38.9607975, -3.8935104 38.961272)",,,
71776339,True,,Calle Toledillo,residential,False,229.98,"LINESTRING (-3.8928792 38.9607975, -3.8920394 38.9616911, -3.8913263 38.9624766)",,,
71934113,True,,Calle Granada,residential,False,152.09,"LINESTRING (-3.8913263 38.9624766, -3.8915746 38.9626106, -3.8917452 38.962748, -3.8918636 38.9629306, -3.8920122 38.9630913, -3.8924812 38.9634887)",,,
15514506,True,,Calle Toledillo,residential,False,61.539,"LINESTRING (-3.8909589 38.9629506, -3.8913263 38.9624766)",,,
71776310,True,,Calle Juan de Ávila,residential,False,53.024,"LINESTRING (-3.8909589 38.9629506, -3.8904706 38.9626621)",,,
16362180,True,,Plaza Pradillo de Claveria,residential,False,15.669,"LINESTRING (-3.8901745 38.9638135, -3.8900671 38.9637)",,,
16362185,True,,Plaza Pradillo de Claveria,residential,False,18.665,"LINESTRING (-3.8901745 38.9638135, -3.8899759 38.9638793)",,,
15514523,True,,Calle Malpica,residential,False,123.053,"LINESTRING (-3.8881218 38.9665973, -3.8874214 38.966516, -3.8867141 38.9664339)",,,
71934044,True,,Calle Don José Mora,residential,False,143.075,"LINESTRING (-3.8881218 38.9665973, -3.8878324 38.9672278, -3.8876657 38.9678313)",,,
71934044,True,,Calle Don José Mora,residential,False,128.441,"LINESTRING (-3.8886372 38.9653189, -3.8885332 38.965598, -3.8883731 38.9660544, -3.8882152 38.9664261)",,,
15514540,False,,Plaza Pradillo de Claveria,residential,False,44.225,"LINESTRING (-3.8896453 38.9640351, -3.8896323 38.9636375)",,,
15514509,True,,Calle Real,tertiary,False,25.567,"LINESTRING (-3.8941346 38.967761, -3.8938723 38.9676548)",,,
16362191,True,,Calle Real,tertiary,False,41.745,"LINESTRING (-3.8908579 38.9649658, -3.8906849 38.9646153)",,,
15514544,True,,,residential,False,101.452,"LINESTRING (-3.8908579 38.9649658, -3.8908199 38.9649897, -3.8906592 38.9650907, -3.8901482 38.9652517, -3.8899333 38.9650208)",,,
15514568,True,,Calle Perlerines,residential,False,129.37099999999998,"LINESTRING (-3.8914565 38.965847, -3.8912032 38.9659818, -3.8907436 38.9661676, -3.8900842 38.9662659)",,,
16362191,True,,Calle Real,tertiary,False,112.44200000000001,"LINESTRING (-3.8914565 38.965847, -3.8913317 38.9657789, -3.8908579 38.9649658)",,,
70690523,False,CM-4174,Paseo Santo Tomás de Villanueva,tertiary,False,9.603,"LINESTRING (-3.8944863 38.9619745, -3.8944058 38.961915)",,,
71934066,False,,Calle Pardillo,residential,False,89.915,"LINESTRING (-3.8944863 38.9619745, -3.8937397 38.9625374)",,,
70690523,False,CM-4174,Paseo Santo Tomás de Villanueva,tertiary,True,275.968,"LINESTRING (-3.8944863 38.9619745, -3.8949328 38.9623499, -3.8952058 38.9627362, -3.8956354 38.964229)",,,
15514554,False,,Calle García Lorca,residential,True,64.636,"LINESTRING (-3.8937397 38.9625374, -3.8932312 38.9621113)",,,
71934066,False,,Calle Pardillo,residential,True,89.915,"LINESTRING (-3.8937397 38.9625374, -3.8944863 38.9619745)",,,
71934110,True,,Calle Pardillo,residential,False,48.717,"LINESTRING (-3.8937397 38.9625374, -3.8933194 38.9628292)",,,
16362195,False,,Calle Camilo José Cela,residential,False,134.177,"LINESTRING (-3.8937397 38.9625374, -3.8946828 38.9632634, -3.8947917 38.9634163)",,,
71934110,True,,Calle Pardillo,residential,False,29.504,"LINESTRING (-3.8924812 38.9634887, -3.8922346 38.9636721)",,,
71934113,True,,Calle Granada,residential,False,44.762,"LINESTRING (-3.8924812 38.9634887, -3.892842 38.9637774)",,,
71934110,True,,Calle Pardillo,residential,False,104.458,"LINESTRING (-3.8922346 38.9636721, -3.891234 38.9641986)",,,
71776310,True,,Calle Juan de Ávila,residential,False,136.553,"LINESTRING (-3.8922346 38.9636721, -3.8916572 38.9633083, -3.8909589 38.9629506)",,,
71776296,True,,Calle Peligros,residential,False,32.236,"LINESTRING (-3.891234 38.9641986, -3.8914949 38.9644057)",,,
15514512,True,,Calle Peligros,residential,False,111.025,"LINESTRING (-3.891234 38.9641986, -3.8908341 38.9639227, -3.8902261 38.9635819)",,,
