osmid,ref,highway,oneway,reversed,length,name,geometry,maxspeed,junction
775597747,RM-303,trunk,False,False,18.454,,"LINESTRING (-1.0539287 38.0589886, -1.0539405 38.0591543)",,
775597748,RM-303,trunk,False,True,20.609,,"LINESTRING (-1.0539287 38.0589886, -1.0540783 38.0591317)",,
23862250,RM-414,trunk,False,False,41.976,Avenida del Poeta Julián Andúgar,"LINESTRING (-1.0517416 38.0593262, -1.0518584 38.0594519, -1.0519862 38.0596495)",,
202610307,,primary,False,True,33.742,Calle Maestro Puig Valera,"LINESTRING (-1.0517416 38.0593262, -1.0515675 38.0593222, -1.0513563 38.0593195)",30,
261233299,,primary,True,False,105.86200000000001,,"LINESTRING (-1.0517416 38.0593262, -1.0520926 38.0593336, -1.0529501 38.0593568)",40,
43924320,,residential,False,True,13.991,Calle de los Pasos,"LINESTRING (-1.0463553 38.0606347, -1.0464061 38.060754)",,
202610307,,primary,False,False,44.773,Calle Maestro Puig Valera,"LINESTRING (-1.0463553 38.0606347, -1.0466255 38.0604242, -1.0467324 38.0603642)",30,
202610307,,primary,False,True,80.71199999999999,Calle Maestro Puig Valera,"LINESTRING (-1.0463553 38.0606347, -1.0460961 38.0608, -1.0456936 38.0609474, -1.0455609 38.0609923)",30,
202610307,,primary,False,True,5.712,Calle Maestro Puig Valera,"LINESTRING (-1.0455609 38.0609923, -1.0455013 38.0610132)",30,
261237519,,residential,True,False,96.888,Avenida Comisión Pro Ayuntamiento,"LINESTRING (-1.0455609 38.0609923, -1.0450954 38.0602018)",,
202610307,,primary,False,False,80.712,Calle Maestro Puig Valera,"LINESTRING (-1.0455609 38.0609923, -1.0456936 38.0609474, -1.0460961 38.0608, -1.0463553 38.0606347)",30,
202610307,,primary,False,False,6.953,Calle Maestro Puig Valera,"LINESTRING (-1.044514 38.0612724, -1.0445899 38.061254)",30,
202610307,,primary,False,True,31.479,Calle Maestro Puig Valera,"LINESTRING (-1.044514 38.0612724, -1.0441658 38.061343)",30,
43924321,,residential,False,False,46.928000000000004,Calle del Rosario,"LINESTRING (-1.044514 38.0612724, -1.0445569 38.0613722, -1.0446947 38.0616697)",,
202610307,,primary,False,False,57.333,Calle Maestro Puig Valera,"LINESTRING (-1.0435414 38.0614974, -1.0439707 38.0613826, -1.0441658 38.061343)",30,
726514626,,residential,False,True,55.181000000000004,Plaza de la Coronación,"LINESTRING (-1.0435414 38.0614974, -1.0436155 38.0616433, -1.0437741 38.0619586)",,
43924334,,residential,True,False,100.532,Calle Clemente García,"LINESTRING (-1.0497818 38.0579344, -1.04875 38.0583311)",,
216605561,,residential,True,False,35.291,Calle Salzillo,"LINESTRING (-1.0497818 38.0579344, -1.0495991 38.0576515)",,
"[216605561, 43924316]",,residential,True,False,138.896,"['Calle Miguel Ángel Blanco', 'Calle Salzillo']","LINESTRING (-1.0495991 38.0576515, -1.0494532 38.0574038, -1.0493965 38.0573303, -1.048887 38.057477, -1.0483227 38.0576069)",,
202610307,,primary,False,False,58.497,Calle Maestro Puig Valera,"LINESTRING (-1.0506974 38.0594067, -1.0513563 38.0593195)",30,
202610307,,primary,False,True,43.296,Calle Maestro Puig Valera,"LINESTRING (-1.0506974 38.0594067, -1.0502078 38.0594615)",30,
216605561,,residential,True,False,120.099,Calle Salzillo,"LINESTRING (-1.0506974 38.0594067, -1.0500946 38.0584365)",,
216605561,,residential,True,False,62.186,Calle Salzillo,"LINESTRING (-1.0500946 38.0584365, -1.0497818 38.0579344)",,
