osmid,oneway,name,highway,reversed,length,geometry,maxspeed,junction,bridge,lanes
23600700,True,Avenida de la Vega,residential,False,256.18300000000005,"LINESTRING (-3.7085808 40.6084389, -3.7083235 40.6087138, -3.7076171 40.6093162, -3.7072938 40.6096241, -3.7072385 40.6096853, -3.7070036 40.6099453, -3.706942 40.610079, -3.7068232 40.6102963)",,,,
27854043,True,Glorieta de Santa Teresa,residential,False,36.717,"LINESTRING (-3.7085808 40.6084389, -3.7086109 40.6085448, -3.7086687 40.6086219, -3.7088214 40.6086874)",50,,,
27710813,True,Plaza de las Víctimas del Terrorismo,residential,False,38.889,"LINESTRING (-3.7117256 40.6063085, -3.7116478 40.606208, -3.7115173 40.6061466, -3.7113641 40.6061383)",,roundabout,,
"[166231017, 166231018, 27853885]",True,Avenida del Parque,residential,False,465.42800000000005,"LINESTRING (-3.7112261 40.6061836, -3.7109636 40.6060803, -3.710686 40.6059592, -3.7095632 40.6054138, -3.7092549 40.6051417, -3.7088223 40.6035633, -3.7086699 40.6029567, -3.7086937 40.6028406)",,,yes,
945791987,True,Plaza de las Víctimas del Terrorismo,residential,False,17.607,"LINESTRING (-3.7112261 40.6061836, -3.7111541 40.6062408, -3.71111 40.6063126)",,roundabout,,
945791975,True,Plaza de las Víctimas del Terrorismo,residential,False,12.780999999999999,"LINESTRING (-3.7113641 40.6061383, -3.7112916 40.6061547, -3.7112261 40.6061836)",,roundabout,,
23600700,True,Avenida de la Vega,residential,False,294.84299999999996,"LINESTRING (-3.7111419 40.6065006, -3.710936 40.6068006, -3.7107772 40.606963, -3.7102889 40.6072491, -3.7095647 40.6075972, -3.7089614 40.6079203, -3.7086846 40.6082972)",,,,
945792006,True,Plaza de las Víctimas del Terrorismo,residential,False,21.444000000000003,"LINESTRING (-3.7111419 40.6065006, -3.7112264 40.6065726, -3.7113411 40.606614)",,roundabout,,
27710813,True,Plaza de las Víctimas del Terrorismo,residential,False,11.947,"LINESTRING (-3.7117351 40.6064157, -3.7117256 40.6063085)",,roundabout,,
23604673,True,Avenida del Parque,tertiary,False,29.892,"LINESTRING (-3.7116036 40.6065766, -3.7117423 40.6066197, -3.7118523 40.6066726, -3.7119148 40.6067027)",,,,2
945791988,True,Plaza de las Víctimas del Terrorismo,residential,False,21.484,"LINESTRING (-3.7116036 40.6065766, -3.7116908 40.6065063, -3.7117351 40.6064157)",,roundabout,,
27853835,False,Calle Menta,residential,False,37.871,"LINESTRING (-3.7056231 40.6027395, -3.7060618 40.6026684)",,,,
27853832,False,Calle Caléndula,residential,False,234.929,"LINESTRING (-3.7056231 40.6027395, -3.7058318 40.603551, -3.7061657 40.6048117)",50,,,
27853835,False,Calle Menta,residential,True,34.718,"LINESTRING (-3.7083349 40.6023201, -3.7079318 40.6023819)",,,,
27853831,True,Avenida del Parque,residential,False,27.305,"LINESTRING (-3.7083349 40.6023201, -3.7083781 40.6024987, -3.7083475 40.6025583)",,,,
166103685,False,Calle Hierbabuena,residential,False,44.929,"LINESTRING (-3.708497 40.6022961, -3.7086339 40.6022752, -3.7090187 40.6022163)",50,,,
166103691,False,Calle Salvia,residential,False,87.972,"LINESTRING (-3.7122941 40.6032666, -3.7112726 40.6034229)",50,,,
166103691,False,Calle Salvia,residential,False,71.712,"LINESTRING (-3.7112726 40.6034229, -3.7104399 40.6035503)",50,,,
166103691,False,Calle Salvia,residential,True,87.972,"LINESTRING (-3.7112726 40.6034229, -3.7122941 40.6032666)",50,,,
166103691,False,Calle Salvia,residential,True,71.712,"LINESTRING (-3.7104399 40.6035503, -3.7112726 40.6034229)",50,,,
"[166103690, 166103691]",False,"['Calle Romero', 'Calle Salvia']",residential,False,257.429,"LINESTRING (-3.7104399 40.6035503, -3.7102658 40.6035769, -3.7094144 40.6037072, -3.7090187 40.6022163)",50,,,
166103685,False,Calle Hierbabuena,residential,True,44.929,"LINESTRING (-3.7090187 40.6022163, -3.7086339 40.6022752, -3.708497 40.6022961)",50,,,
"[166103690, 166103691]",False,"['Calle Romero', 'Calle Salvia']",residential,True,257.429,"LINESTRING (-3.7090187 40.6022163, -3.7094144 40.6037072, -3.7102658 40.6035769, -3.7104399 40.6035503)",50,,,
27853860,True,Avenida de la Luz,residential,False,28.478,"LINESTRING (-3.7064164 40.60495, -3.7066354 40.6047552)",,,,
27854224,True,,residential,False,30.598999999999997,"LINESTRING (-3.7064164 40.60495, -3.7064106 40.6048814, -3.7063586 40.604825, -3.7062756 40.6047974, -3.7061858 40.6048066)",,roundabout,,
945792007,True,Plaza del Arcoíris,residential,False,13.581,"LINESTRING (-3.7083639 40.6029123, -3.7084412 40.6029292, -3.7085216 40.6029276)",,roundabout,,
27853872,True,Avenida del Parque,residential,False,100.821,"LINESTRING (-3.7085216 40.6029276, -3.7087558 40.6038167)",,,,
945791986,True,Plaza del Arcoíris,residential,False,17.887,"LINESTRING (-3.7085216 40.6029276, -3.7085887 40.6029109, -3.7086475 40.6028811, -3.7086937 40.6028406)",,roundabout,,
27853867,True,Plaza del Arcoíris,residential,False,39.603,"LINESTRING (-3.7086937 40.6028406, -3.7087261 40.6027865, -3.7087361 40.6027277, -3.7087227 40.6026692, -3.7086871 40.6026163, -3.7086326 40.6025738, -3.708564 40.6025454)",,roundabout,,
27853856,True,Avenida de la Luz,residential,False,24.747,"LINESTRING (-3.7082918 40.6028745, -3.7081102 40.6030492)",,,,
945792007,True,Plaza del Arcoíris,residential,False,7.397,"LINESTRING (-3.7082918 40.6028745, -3.7083639 40.6029123)",,roundabout,,
945791974,True,Plaza de las Víctimas del Terrorismo,residential,False,21.577,"LINESTRING (-3.71111 40.6063126, -3.7110984 40.6063865, -3.7111168 40.6064596, -3.7111419 40.6065006)",,roundabout,,
27853927,True,,residential,False,46.961,"LINESTRING (-3.7119148 40.6067027, -3.711989 40.6068601, -3.7122677 40.6070027)",,,,
27853938,False,Plaza de Buero Vallejo,residential,False,205.245,"LINESTRING (-3.7122677 40.6070027, -3.7122203 40.6070458, -3.712178 40.6070843, -3.7120254 40.6070782, -3.7119833 40.6070517, -3.7119332 40.6070203, -3.7118132 40.6070313, -3.7117172 40.6071238, -3.7113323 40.6076231, -3.7112062 40.6077867, -3.711129 40.6078868, -3.711037 40.6079059, -3.7109596 40.6078714, -3.7106204 40.6077204)",,,,
945792006,True,Plaza de las Víctimas del Terrorismo,residential,False,23.176000000000002,"LINESTRING (-3.7113411 40.606614, -3.7114321 40.606621, -3.7115221 40.6066082, -3.7116036 40.6065766)",,roundabout,,
27853978,True,Avenida de la Vega,residential,False,49.5,"LINESTRING (-3.7069886 40.6107101, -3.7072446 40.6103096)",,,,
27854001,True,Glorieta del Fresno,residential,False,14.724,"LINESTRING (-3.7069886 40.6107101, -3.707155 40.6106704)",,,,
166103803,True,Calle Pico del Indio,residential,False,23.608,"LINESTRING (-3.7074504 40.6106507, -3.7072998 40.6104718)",,,,
27853978,True,Avenida de la Vega,residential,False,225.21099999999998,"LINESTRING (-3.7072446 40.6103096, -3.707348 40.6101523, -3.7074462 40.6100029, -3.7075889 40.6098485, -3.7078811 40.6095325, -3.7082316 40.6092407, -3.7086017 40.608922, -3.70864 40.608889, -3.7088214 40.6086874)",,,,
27854001,True,Glorieta del Fresno,residential,False,36.968,"LINESTRING (-3.7072446 40.6103096, -3.7070825 40.6102641, -3.7069539 40.6102665, -3.7068232 40.6102963)",,,,
27853978,True,Avenida de la Vega,residential,False,271.795,"LINESTRING (-3.7090971 40.6083366, -3.7092528 40.6081267, -3.7094606 40.6079165, -3.7098947 40.6076225, -3.7105399 40.6072526, -3.7107033 40.6071589, -3.7107358 40.6071403, -3.7109933 40.6069252, -3.711061 40.6068646, -3.7113411 40.606614)",,,,
27854043,True,Glorieta de Santa Teresa,residential,False,37.905,"LINESTRING (-3.7090971 40.6083366, -3.7089777 40.6082684, -3.7088505 40.6082623, -3.7086846 40.6082972)",50,,,
27854043,True,Glorieta de Santa Teresa,residential,False,16.570999999999998,"LINESTRING (-3.7091647 40.608476, -3.7091286 40.608385, -3.7090971 40.6083366)",50,,,
27854040,True,Calle de la Iglesia,residential,False,37.058,"LINESTRING (-3.7094315 40.6087371, -3.7092506 40.6085947, -3.7091647 40.608476)",50,,,
27853978,True,Avenida de la Vega,residential,False,45.423,"LINESTRING (-3.7088214 40.6086874, -3.7090971 40.6083366)",,,,
27854043,True,Glorieta de Santa Teresa,residential,False,40.857,"LINESTRING (-3.7088214 40.6086874, -3.7089872 40.6086654, -3.7090555 40.6086328, -3.7091145 40.6085672, -3.7091443 40.6085198, -3.7091647 40.608476)",50,,,
200824093,True,Calle de la Iglesia,residential,False,52.313,"LINESTRING (-3.7088214 40.6086874, -3.7091662 40.6086826, -3.7094315 40.6087371)",50,,,
23600700,True,Avenida de la Vega,residential,False,18.029,"LINESTRING (-3.7086846 40.6082972, -3.7085808 40.6084389)",,,,
