osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,junction,geometry,bridge
655229454,Plaça del Comte d'Empúries Hug IV,residential,True,False,51.742999999999995,,,,,"LINESTRING (3.0575879 39.7369439, 3.0571638 39.7368956, 3.0570447 39.7368803, 3.0570123 39.7368455)",
655229454,Plaça del Comte d'Empúries Hug IV,residential,True,False,45.615,,,,,"LINESTRING (3.0570123 39.7368455, 3.0567523 39.7364873)",
166142173,Carrer Joan Massanet,residential,True,False,35.79,,,50,,"LINESTRING (3.0567523 39.7364873, 3.056722 39.7364986, 3.0563758 39.7366279)",
44702883,Carrer Antoni Cánovas,residential,True,False,102.507,,,,,"LINESTRING (3.0558253 39.7368581, 3.0546678 39.7366182)",
23255637,Carrer Llibertat,secondary,True,False,109.794,,Ma-3430,,,"LINESTRING (3.0558253 39.7368581, 3.055929 39.7367584, 3.0561474 39.7365402, 3.0565027 39.7360836, 3.0564991 39.7360314)",
99980693,Carrer Joan Massanet,secondary,False,False,18.333,,Ma-3430,,,"LINESTRING (3.0558253 39.7368581, 3.0557252 39.736935, 3.0556736 39.7369746)",
23267757,Carrer Joan Massanet,secondary,False,True,34.771,2,Ma-3430,40,,"LINESTRING (3.0556736 39.7369746, 3.0553808 39.7371916)",
165372282,Carrer de la Veritat,residential,True,False,49.813,,,,,"LINESTRING (3.0556736 39.7369746, 3.0559921 39.7373497)",
99980693,Carrer Joan Massanet,secondary,False,True,18.333,,Ma-3430,,,"LINESTRING (3.0556736 39.7369746, 3.0557252 39.736935, 3.0558253 39.7368581)",
86305855,,secondary,True,False,35.621,1,Ma-3431,50,,"LINESTRING (3.0524034 39.7397224, 3.0524915 39.7400355)",
14484502,,secondary,True,False,28.745,1,Ma-3431,50,roundabout,"LINESTRING (3.0524034 39.7397224, 3.0523933 39.7397735, 3.0523627 39.7398196, 3.0523148 39.7398559, 3.0522545 39.7398787, 3.0521879 39.7398857)",
14484502,,secondary,True,False,26.131,1,Ma-3431,50,roundabout,"LINESTRING (3.0520701 39.7395926, 3.0521243 39.739571, 3.0521844 39.7395623, 3.0522452 39.7395672, 3.0523016 39.7395853, 3.0523488 39.7396152)",
213919313,Carrer Joan Massanet,secondary,True,False,37.823,1,Ma-3430,50,,"LINESTRING (3.0520701 39.7395926, 3.0522411 39.7394317, 3.052362 39.7393375)",
145801009,Avinguda de Sant Vicenç,tertiary,True,False,56.769,,,50,,"LINESTRING (3.0526248 39.7383514, 3.0519805 39.7382282)",
32703669,carrer de la Seu de Girona,residential,True,False,53.833,,,,,"LINESTRING (3.0519805 39.7382282, 3.0521341 39.7377587)",
145806387,Avinguda de Sant Vicenç,tertiary,False,False,75.773,,,50,,"LINESTRING (3.0519805 39.7382282, 3.0512047 39.7383247, 3.0511057 39.738337)",
23267757,Carrer Joan Massanet,secondary,False,False,9.451,2,Ma-3430,40,,"LINESTRING (3.0534363 39.7385298, 3.0535225 39.7384766)",
451997605,Carrer Joan Massanet,secondary,False,False,37.152,2,Ma-3430,40,,"LINESTRING (3.0534363 39.7385298, 3.0533021 39.7386235, 3.0531145 39.7387543)",
163986059,pont de Morell,residential,False,True,13.185,,,,,"LINESTRING (3.0597595 39.7355642, 3.0597388 39.7354467)",yes
44702904,carrer Sant Joan,residential,True,False,17.449,,,,,"LINESTRING (3.0592178 39.734893, 3.0592826 39.7347442)",
163964389,Carrer de la Glòria,residential,False,True,54.674,,,,,"LINESTRING (3.0592178 39.734893, 3.0586294 39.7347006)",
23255635,Carrer Jesús,residential,False,True,43.508,,,,,"LINESTRING (3.0587686 39.7354971, 3.0583772 39.7352471)",
163986060,carrer Sant Joan,residential,True,False,18.635,,,,,"LINESTRING (3.0587686 39.7354971, 3.0589492 39.7354033)",
23255635,Carrer Jesús,residential,False,False,61.942,,,,,"LINESTRING (3.0578284 39.7348835, 3.0583772 39.7352471)",
"[51381964, 384158398]","['Carrer de Santa Anna', 'carrer Major']",tertiary,True,False,105.527,,,50,,"LINESTRING (3.0578284 39.7348835, 3.0575042 39.7353221, 3.0574648 39.7353751, 3.0573818 39.7353424, 3.0570974 39.7352305, 3.0570209 39.7352004)",
166142173,Carrer Joan Massanet,residential,True,False,53.581999999999994,,,50,,"LINESTRING (3.0563758 39.7366279, 3.0559962 39.7367866, 3.0558253 39.7368581)",
27285716,Carrer Bisbe Massanet Vert,residential,False,True,22.405,,,,,"LINESTRING (3.0590521 39.7355886, 3.0589492 39.7354033)",
32689380,carrer del Fra Joan Mieres,residential,False,True,43.935,,,,,"LINESTRING (3.0590521 39.7355886, 3.0595156 39.7354181)",
27285716,Carrer Bisbe Massanet Vert,residential,False,False,48.765,,,,,"LINESTRING (3.0590521 39.7355886, 3.0590852 39.7356653, 3.0591811 39.7358057, 3.0593423 39.7359288, 3.059366 39.7359451)",
14484518,Carrer Joan Massanet,secondary,False,True,55.786,2,Ma-3430,40,,"LINESTRING (3.052362 39.7393375, 3.0528019 39.738967)",
392596005,Carrer Joan Massanet,secondary,True,False,30.904000000000003,1,Ma-3430,40,,"LINESTRING (3.052362 39.7393375, 3.0523588 39.7394544, 3.0523509 39.7395639, 3.0523488 39.7396152)",
23267757,Carrer Joan Massanet,secondary,False,True,10.542,2,Ma-3430,40,,"LINESTRING (3.0545715 39.7378134, 3.0544779 39.7378751)",
23267757,Carrer Joan Massanet,secondary,False,False,42.29900000000001,2,Ma-3430,40,,"LINESTRING (3.0545715 39.7378134, 3.0546152 39.7377788, 3.0548713 39.7375758, 3.054916 39.7375404)",
163603848,Carrer de Santa Anna,secondary,False,False,36.615,,Ma-3500,,,"LINESTRING (3.0527021 39.7337952, 3.052302 39.7336779)",
"[163603848, 150838812]","['plaça del Convent', 'Carrer de Santa Anna']",secondary,False,True,78.986,,Ma-3500,,,"LINESTRING (3.0527021 39.7337952, 3.0532008 39.7339559, 3.0534464 39.7340246, 3.0535607 39.7340566)",
23265728,carrer Joan Carles I,tertiary,True,False,44.29,,,,,"LINESTRING (3.0534918 39.7343928, 3.0539143 39.7346232)",
163964395,Carrer Llibertat,secondary,False,False,59.288,2,Ma-3430,50,,"LINESTRING (3.0564991 39.7360314, 3.0568206 39.735559)",
44702898,carrer Joan Carles I,residential,True,False,61.314,,,,,"LINESTRING (3.0564991 39.7360314, 3.0570078 39.73629, 3.0570628 39.7363608)",
51381964,carrer Major,tertiary,True,False,80.57,,,50,,"LINESTRING (3.0587597 39.7330961, 3.0584552 39.7337818)",
145801027,carrer de sa Teulera,residential,True,False,62.098,,,,,"LINESTRING (3.0587597 39.7330961, 3.0581127 39.7328425)",
27285716,Carrer Bisbe Massanet Vert,residential,False,False,22.405,,,,,"LINESTRING (3.0589492 39.7354033, 3.0590521 39.7355886)",
163986060,carrer Sant Joan,residential,True,False,26.616,,,,,"LINESTRING (3.0589492 39.7354033, 3.0590797 39.735328, 3.0591186 39.7352181)",
44775721,carrer del Rector Villalonga,residential,True,False,6.252,,,,,"LINESTRING (3.0591824 39.7370208, 3.0592547 39.7370124)",
44776743,Carrer Miquel Tortell,residential,True,False,36.422,,,,,"LINESTRING (3.0591824 39.7370208, 3.0588273 39.7368399)",
51381966,,residential,False,False,21.646,,,,,"LINESTRING (3.0596364 39.7336095, 3.0598552 39.7337074)",
44702904,carrer Sant Joan,residential,True,False,80.707,,,,,"LINESTRING (3.0596364 39.7336095, 3.0598059 39.7330395, 3.0598066 39.7328984)",
163964393,carrer Espanya,residential,True,False,73.849,,,,,"LINESTRING (3.0594795 39.732672, 3.0589925 39.7329028, 3.0587812 39.7330573)",
145801027,carrer de sa Teulera,residential,True,False,32.554,,,,,"LINESTRING (3.0581127 39.7328425, 3.0577771 39.7327043)",
758508381,Carrer de Santa Anna,secondary,False,False,11.202,,Ma-3500,,,"LINESTRING (3.0538453 39.7341113, 3.0537154 39.7340983)",
163964413,carrer Sant Francesc de Paula,residential,False,True,83.886,,,,,"LINESTRING (3.0538453 39.7341113, 3.0538723 39.7340384, 3.0541142 39.7333858)",
44702900,Carrer de Santa Anna,secondary,True,False,183.93099999999998,,Ma-3500,,,"LINESTRING (3.0558186 39.7347435, 3.05532 39.7345224, 3.0548194 39.7343255, 3.0539804 39.734141, 3.0538453 39.7341113)",
44702900,Carrer de Santa Anna,secondary,True,False,76.08,,Ma-3500,,,"LINESTRING (3.0570209 39.7352004, 3.056934 39.73517, 3.056292 39.7349453, 3.0562111 39.734917)",
145801013,carrer dels Màrtirs,tertiary,True,False,78.40700000000001,,Ma-3430,,,"LINESTRING (3.0570209 39.7352004, 3.0572795 39.7346511, 3.0573331 39.7345374)",
163964395,Carrer Llibertat,secondary,False,True,43.398,2,Ma-3430,50,,"LINESTRING (3.0570209 39.7352004, 3.0569879 39.7352595, 3.0568206 39.735559)",
86305841,carrer Pare Alzina,residential,False,False,25.269,,,,,"LINESTRING (3.0541142 39.7333858, 3.0543552 39.7335173)",
163964413,carrer Sant Francesc de Paula,residential,False,False,83.886,,,,,"LINESTRING (3.0541142 39.7333858, 3.0538723 39.7340384, 3.0538453 39.7341113)",
163986056,carrer del Pare Alzina,residential,True,False,168.349,,,,,"LINESTRING (3.0541142 39.7333858, 3.053765 39.7332596, 3.0533474 39.7331834, 3.0522235 39.7329831)",
86305841,carrer Pare Alzina,residential,False,True,25.269,,,,,"LINESTRING (3.0543552 39.7335173, 3.0541142 39.7333858)",
163964376,carrer Joaquim Sastre Vanrell,residential,False,False,43.315,,,,,"LINESTRING (3.0543552 39.7335173, 3.0545869 39.7331709)",
86305846,carrer dels Àngels,residential,False,True,41.395,,,,,"LINESTRING (3.0549619 39.7326304, 3.0554365 39.7327037)",
163964376,carrer Joaquim Sastre Vanrell,residential,False,True,62.181,,,,,"LINESTRING (3.0549619 39.7326304, 3.0546187 39.7331234)",
86305846,carrer dels Àngels,residential,False,False,34.558,,,,,"LINESTRING (3.0562231 39.7329182, 3.0558619 39.7327788)",
582254168,carrer Martí Serra,residential,False,False,26.849,,,,,"LINESTRING (3.0562231 39.7329182, 3.0563542 39.7326988)",
582254168,carrer Martí Serra,residential,False,True,98.306,,,,,"LINESTRING (3.0562231 39.7329182, 3.0558072 39.7337424)",
163986060,carrer Sant Joan,residential,True,False,37.131,,,,,"LINESTRING (3.0591186 39.7352181, 3.0592178 39.734893)",
30908622,carrer dels Sants Doctors,residential,False,False,40.86,,,,,"LINESTRING (3.0591186 39.7352181, 3.0593792 39.7353246, 3.0595156 39.7354181)",
32689380,carrer del Fra Joan Mieres,residential,False,False,43.935,,,,,"LINESTRING (3.0595156 39.7354181, 3.0590521 39.7355886)",
30908622,carrer dels Sants Doctors,residential,False,True,40.86,,,,,"LINESTRING (3.0595156 39.7354181, 3.0593792 39.7353246, 3.0591186 39.7352181)",
32689387,carrer Bellavista,residential,False,False,16.296,,,,,"LINESTRING (3.0587787 39.7372741, 3.0589013 39.7373863)",
44775721,carrer del Rector Villalonga,residential,True,False,44.864000000000004,,,,,"LINESTRING (3.0587787 39.7372741, 3.0589731 39.7371825, 3.0591824 39.7370208)",
44775721,carrer del Rector Villalonga,residential,True,False,44.742,,,,,"LINESTRING (3.0582614 39.7373346, 3.0587787 39.7372741)",
165372287,travessia Rector Villalonga,residential,False,False,67.47399999999999,,,,,"LINESTRING (3.0582614 39.7373346, 3.0587771 39.7375238, 3.0589013 39.7373863)",
44775721,carrer del Rector Villalonga,residential,True,False,36.777,,,,,"LINESTRING (3.0578473 39.7372452, 3.0582614 39.7373346)",
44775722,Carrer Bisbe Ramon de Torrella,residential,False,False,28.203,,,,,"LINESTRING (3.0578473 39.7372452, 3.0578582 39.7369917)",
44775722,Carrer Bisbe Ramon de Torrella,residential,False,True,34.248,,,,,"LINESTRING (3.0578473 39.7372452, 3.0578224 39.7375526)",
32689387,carrer Bellavista,residential,False,False,23.213,,,,,"LINESTRING (3.0594565 39.7377843, 3.0596903 39.7378904)",
165372283,carrer Lepanto,residential,False,False,39.298,,,,,"LINESTRING (3.0594565 39.7377843, 3.059156 39.7380517)",
32689387,carrer Bellavista,residential,False,True,66.129,,,,,"LINESTRING (3.0594565 39.7377843, 3.0591974 39.7376739, 3.0590297 39.7375038, 3.0589013 39.7373863)",
44702894,carrer Perelló,residential,False,False,28.205,,,,,"LINESTRING (3.059156 39.7380517, 3.0594464 39.738172)",
44702894,carrer Perelló,residential,False,True,126.819,,,,,"LINESTRING (3.059156 39.7380517, 3.0578224 39.7375526)",
165372283,carrer Lepanto,residential,False,True,39.298,,,,,"LINESTRING (3.059156 39.7380517, 3.0594565 39.7377843)",
44702894,carrer Perelló,residential,False,True,28.205,,,,,"LINESTRING (3.0594464 39.738172, 3.059156 39.7380517)",
165372292,passeig de sa Riba,residential,False,False,44.478,,,,,"LINESTRING (3.0594464 39.738172, 3.0594079 39.7385709)",
165372292,passeig de sa Riba,residential,False,True,53.441,,,,,"LINESTRING (3.0594464 39.738172, 3.0596867 39.7381857, 3.0596903 39.7378904)",
23255636,Carretera de Son Morei,tertiary,False,False,379.688,,Ma-3432,,,"LINESTRING (3.0597941 39.7376829, 3.0597994 39.7381187, 3.059824 39.7382862, 3.0598266 39.7383862, 3.0598765 39.7384754, 3.0599453 39.7385016, 3.0599904 39.7384772, 3.060009 39.7384358, 3.0600084 39.7382941, 3.0599548 39.7381941, 3.0599513 39.7380984, 3.0599523 39.7380242, 3.0600229 39.7379736, 3.0601036 39.7379876, 3.0601419 39.7380167, 3.0601768 39.7380532, 3.0602476 39.738289, 3.0602924 39.7385051, 3.0604189 39.7389318, 3.0604992 39.73915, 3.0605793 39.7392907, 3.0606685 39.7394471, 3.0607537 39.7396441, 3.060813 39.739804)",
"[166142170, 23255636]","['carrer del Comtat', 'Carretera de Son Morei']","['residential', 'tertiary']",False,True,83.044,,Ma-3432,,,"LINESTRING (3.0597941 39.7376829, 3.0597945 39.7375735, 3.0596288 39.737369, 3.059492 39.7372455, 3.0593171 39.7370537)",
165372292,passeig de sa Riba,residential,False,False,26.052,,,,,"LINESTRING (3.0597941 39.7376829, 3.0597451 39.737704, 3.0596903 39.7378904)",
44702908,Carrer Guillem Ballester i Cerdó,residential,True,False,75.671,,,,,"LINESTRING (3.0584552 39.7337818, 3.0592024 39.7341464)",
51381964,carrer Major,tertiary,True,False,34.694,,,50,,"LINESTRING (3.0584552 39.7337818, 3.0583154 39.7340747)",
44702908,Carrer Guillem Ballester i Cerdó,residential,True,False,22.931,,,,,"LINESTRING (3.0592024 39.7341464, 3.059438 39.7342449)",
44772661,Carrer dels Carruatges,residential,False,False,24.401,,,,,"LINESTRING (3.0592024 39.7341464, 3.0590746 39.7343426)",
44772661,Carrer dels Carruatges,residential,False,True,25.19,,,,,"LINESTRING (3.059011 39.7345638, 3.0590746 39.7343426)",
86306149,carrer Canonge Flor,residential,True,False,25.029,,,,,"LINESTRING (3.059011 39.7345638, 3.0587396 39.7344795)",
44702904,carrer Sant Joan,residential,True,False,46.589,,,,,"LINESTRING (3.059296 39.7346494, 3.059438 39.7342449)",
86306149,carrer Canonge Flor,residential,True,False,26.163,,,,,"LINESTRING (3.059296 39.7346494, 3.059011 39.7345638)",
51381963,carrer Rei Sanç,tertiary,True,False,58.309,,,,,"LINESTRING (3.0521341 39.7377587, 3.0527923 39.7378958)",
51381962,carrer Roma,residential,False,False,47.059,,,,,"LINESTRING (3.0521498 39.7352572, 3.0516192 39.7351449)",
163603856,carrer Gaspar de Bono,residential,True,False,27.665,,,,,"LINESTRING (3.0521498 39.7352572, 3.0522549 39.7350219)",
166142173,Carrer Joan Massanet,residential,True,False,30.046,,,50,,"LINESTRING (3.0570628 39.7363608, 3.0567523 39.7364873)",
23265728,carrer Joan Carles I,tertiary,True,False,154.56,,,,,"LINESTRING (3.0539143 39.7346232, 3.0553948 39.7354206)",
44702888,Carrer Joan Gamundí i Ballester,residential,True,False,83.774,,,,,"LINESTRING (3.0539143 39.7346232, 3.0536196 39.7353417)",
163603852,carrer Gaspar de Bono,residential,False,True,14.585,,,,,"LINESTRING (3.0518969 39.7359266, 3.0518432 39.7360511)",
163603856,carrer Gaspar de Bono,residential,True,False,56.387,,,,,"LINESTRING (3.0518969 39.7359266, 3.052078 39.735439)",
44702884,Carrer Lluna,residential,False,False,27.324,,,,,"LINESTRING (3.0534619 39.7371388, 3.0531554 39.7370693)",
44702884,Carrer Lluna,residential,False,True,132.112,,,,,"LINESTRING (3.0534619 39.7371388, 3.054916 39.7375404)",
163603854,Carrer Josep Lluís Miralles,residential,False,False,43.796,,,,,"LINESTRING (3.0534619 39.7371388, 3.0536891 39.7367858)",
44702883,Carrer Antoni Cánovas,residential,True,False,62.177,,,,,"LINESTRING (3.0539303 39.7364278, 3.0532432 39.7362448)",
163603860,Carrer Josep Lluís Miralles,residential,False,True,44.262,,,,,"LINESTRING (3.0539303 39.7364278, 3.0537634 39.7368046)",
44702887,Carrer Justícia,residential,True,False,144.84,,,,,"LINESTRING (3.0537634 39.7368046, 3.0553808 39.7371916)",
163603860,Carrer Josep Lluís Miralles,residential,False,False,44.262,,,,,"LINESTRING (3.0537634 39.7368046, 3.0539303 39.7364278)",
44702887,Carrer Justícia,residential,True,False,174.166,,,,,"LINESTRING (3.0517257 39.736369, 3.0536891 39.7367858)",
163603852,carrer Gaspar de Bono,residential,False,False,36.749,,,,,"LINESTRING (3.0517257 39.736369, 3.0518432 39.7360511)",
44702883,Carrer Antoni Cánovas,residential,True,False,120.435,,,,,"LINESTRING (3.0532432 39.7362448, 3.0518969 39.7359266)",
32703670,Carrer Ruiz Zorrilla,residential,False,False,46.488,,,,,"LINESTRING (3.0529743 39.7374635, 3.0531554 39.7370693)",
44702890,Carrer Murillo,residential,True,False,142.005,,,,,"LINESTRING (3.0529743 39.7374635, 3.0545715 39.7378134)",
32703670,Carrer Ruiz Zorrilla,residential,False,True,50.526,,,,,"LINESTRING (3.0529743 39.7374635, 3.05296 39.7374974, 3.052822 39.7378253, 3.0527923 39.7378958)",
44702890,Carrer Murillo,residential,True,False,126.268,,,,,"LINESTRING (3.0515556 39.7371484, 3.0529743 39.7374635)",
145801015,avinguda Santa Catalina Thomàs,tertiary,True,False,51.894,,,,,"LINESTRING (3.0515556 39.7371484, 3.051386 39.7375965)",
32237002,Carrer de la Glòria,residential,False,False,29.393,,,,,"LINESTRING (3.0580785 39.7345062, 3.0583904 39.7346173)",
51381964,carrer Major,tertiary,True,False,39.267,,,50,,"LINESTRING (3.0580785 39.7345062, 3.0578694 39.7348206)",
44702908,Carrer Guillem Ballester i Cerdó,residential,True,False,63.635,,,,,"LINESTRING (3.0578132 39.7334924, 3.0584552 39.7337818)",
145801013,carrer dels Màrtirs,tertiary,True,False,76.67,,Ma-3430,,,"LINESTRING (3.0578132 39.7334924, 3.0580782 39.7329175, 3.0581127 39.7328425)",
44702904,carrer Sant Joan,residential,True,False,40.621,,,,,"LINESTRING (3.059438 39.7342449, 3.0595266 39.733886)",
23265728,carrer Joan Carles I,tertiary,True,False,34.962,,,,,"LINESTRING (3.0553948 39.7354206, 3.055727 39.7356039)",
44702889,Carrer Reis Catòlics,residential,True,False,45.047,,,,,"LINESTRING (3.0553948 39.7354206, 3.0556263 39.7350567)",
44702883,Carrer Antoni Cánovas,residential,True,False,66.595,,,,,"LINESTRING (3.0546678 39.7366182, 3.0543977 39.7365627, 3.0539627 39.7364371, 3.0539303 39.7364278)",
44702889,Carrer Reis Catòlics,residential,True,False,94.36,,,,,"LINESTRING (3.0546678 39.7366182, 3.0548405 39.736337, 3.0551327 39.7358486)",
23267757,Carrer Joan Massanet,secondary,False,False,55.532,2,Ma-3430,40,,"LINESTRING (3.054916 39.7375404, 3.0553808 39.7371916)",
44702884,Carrer Lluna,residential,False,False,132.112,,,,,"LINESTRING (3.054916 39.7375404, 3.0534619 39.7371388)",
23267757,Carrer Joan Massanet,secondary,False,True,42.299,2,Ma-3430,40,,"LINESTRING (3.054916 39.7375404, 3.0548713 39.7375758, 3.0546152 39.7377788, 3.0545715 39.7378134)",
23267757,Carrer Joan Massanet,secondary,False,False,34.771,2,Ma-3430,40,,"LINESTRING (3.0553808 39.7371916, 3.0556736 39.7369746)",
23267757,Carrer Joan Massanet,secondary,False,True,55.532,2,Ma-3430,40,,"LINESTRING (3.0553808 39.7371916, 3.054916 39.7375404)",
165372282,Carrer de la Veritat,residential,True,False,39.01,,,,,"LINESTRING (3.0559921 39.7373497, 3.0562341 39.7376471)",
165372293,carrer Lluís Carreres,residential,True,False,37.758,,,,,"LINESTRING (3.0559921 39.7373497, 3.0563687 39.7371724)",
44775723,carrer dels Sants Apòstols,residential,True,False,4.503,,,,,"LINESTRING (3.0566444 39.7374436, 3.0566001 39.7374655)",
"[155169492, 44702895]",Carrer Sant Alonso Rodríguez,residential,False,True,98.85,,,,,"LINESTRING (3.0566444 39.7374436, 3.0568381 39.737611, 3.0569745 39.7377289, 3.0575632 39.7375004)",
44775723,carrer dels Sants Apòstols,residential,True,False,37.245,,,,,"LINESTRING (3.0566001 39.7374655, 3.0562341 39.7376471)",
44702896,carrer del Mercat,residential,True,False,38.127,,,,,"LINESTRING (3.0563687 39.7371724, 3.0566001 39.7374655)",
165372293,carrer Lluís Carreres,residential,True,False,31.434,,,,,"LINESTRING (3.0563687 39.7371724, 3.0566715 39.7370121)",
44702897,Carrer Sant Ferran,residential,True,False,49.643,,,,,"LINESTRING (3.0566715 39.7370121, 3.0563758 39.7366279)",
165372293,carrer Lluís Carreres,residential,True,False,34.531,,,,,"LINESTRING (3.0566715 39.7370121, 3.0570123 39.7368455)",
44776744,Carrer Miquel Tortell,living_street,False,False,75.007,,,,,"LINESTRING (3.0581932 39.7359732, 3.058356 39.7362433, 3.0584883 39.7364022, 3.0585802 39.7365766)",
166142173,Carrer Joan Massanet,residential,True,False,7.195,,,50,,"LINESTRING (3.0571445 39.7363453, 3.0570628 39.7363608)",
655229454,Plaça del Comte d'Empúries Hug IV,residential,True,False,76.93299999999999,,,,,"LINESTRING (3.0571445 39.7363453, 3.0574434 39.7366882, 3.0574786 39.736744, 3.0575352 39.7368355, 3.0575879 39.7369439)",
166142173,Carrer Joan Massanet,residential,True,False,42.612,,,50,,"LINESTRING (3.0576232 39.7362388, 3.0574491 39.7362766, 3.0571445 39.7363453)",
44775723,carrer dels Sants Apòstols,residential,True,False,38.916,,,,,"LINESTRING (3.0570261 39.737253, 3.0566444 39.7374436)",
165372286,Carrer del Papa Innocenci IV,residential,False,True,53.863,,,,,"LINESTRING (3.0570261 39.737253, 3.0572655 39.7373893, 3.0573739 39.7374412, 3.0575632 39.7375004)",
44702891,Carrer General Barceló,residential,True,False,43.683,,,,,"LINESTRING (3.0548554 39.7381398, 3.0544779 39.7378751)",
44775727,carrer Lluís Carreres,residential,True,False,81.07499999999999,,,,,"LINESTRING (3.0548554 39.7381398, 3.0552184 39.7378808, 3.0555748 39.7376658)",
44775723,carrer dels Sants Apòstols,residential,True,False,40.689,,,,,"LINESTRING (3.0561968 39.7376656, 3.0557934 39.7378597)",
165372284,Carrer de la Veritat,residential,False,False,75.002,,,,,"LINESTRING (3.0561968 39.7376656, 3.0565875 39.7382695)",
44775725,plaça dels Donants de Sang,residential,False,False,27.713,,,,,"LINESTRING (3.0556968 39.7378967, 3.0555748 39.7376658)",
44775725,plaça dels Donants de Sang,residential,False,True,9.228,,,,,"LINESTRING (3.0556968 39.7378967, 3.0557934 39.7378597)",
44775724,carrer Ramon Llull,residential,True,False,194.114,,,,,"LINESTRING (3.0556968 39.7378967, 3.0554893 39.738883, 3.0553617 39.7396231)",
163603861,Carrer Rossinyol,residential,False,True,80.629,,,,,"LINESTRING (3.0568206 39.735559, 3.055999 39.7352032)",
163964395,Carrer Llibertat,secondary,False,True,59.288,2,Ma-3430,50,,"LINESTRING (3.0568206 39.735559, 3.0564991 39.7360314)",
163964395,Carrer Llibertat,secondary,False,False,43.398,2,Ma-3430,50,,"LINESTRING (3.0568206 39.735559, 3.0569879 39.7352595, 3.0570209 39.7352004)",
44775725,plaça dels Donants de Sang,residential,False,False,39.735,,,,,"LINESTRING (3.0556352 39.7375237, 3.0557934 39.7378597)",
165372293,carrer Lluís Carreres,residential,True,False,36.134,,,,,"LINESTRING (3.0556352 39.7375237, 3.0559921 39.7373497)",
44775725,plaça dels Donants de Sang,residential,False,False,9.228,,,,,"LINESTRING (3.0557934 39.7378597, 3.0556968 39.7378967)",
44775725,plaça dels Donants de Sang,residential,False,True,39.735,,,,,"LINESTRING (3.0557934 39.7378597, 3.0556352 39.7375237)",
44775725,plaça dels Donants de Sang,residential,False,True,27.713,,,,,"LINESTRING (3.0555748 39.7376658, 3.0556968 39.7378967)",
165372293,carrer Lluís Carreres,residential,True,False,17.432000000000002,,,,,"LINESTRING (3.0555748 39.7376658, 3.0555677 39.73761, 3.0556352 39.7375237)",
44702894,carrer Perelló,residential,False,False,126.819,,,,,"LINESTRING (3.0578224 39.7375526, 3.059156 39.7380517)",
44775722,Carrer Bisbe Ramon de Torrella,residential,False,False,34.248,,,,,"LINESTRING (3.0578224 39.7375526, 3.0578473 39.7372452)",
165372286,Carrer del Papa Innocenci IV,residential,False,False,25.48,,,,,"LINESTRING (3.0578224 39.7375526, 3.0576564 39.7374708, 3.0575632 39.7375004)",
