osmid,bridge,oneway,lanes,ref,name,highway,reversed,length,geometry,junction,maxspeed
"[97600219, 641037895]",viaduct,False,2,B-522,pont de Can Molas,tertiary,False,110.64699999999999,"LINESTRING (2.286092 41.9966569, 2.2857865 41.9975899, 2.2857801 41.9976095, 2.2857771 41.997624)",,
297248254,,True,1,B-522,Via Ausetània,tertiary,False,33.394,"LINESTRING (2.286092 41.9966569, 2.2860864 41.9965255, 2.286076 41.9964788, 2.2860598 41.9964386, 2.2860635 41.9964134, 2.2860775 41.9963602)",,
672846856,,True,,B-522,,tertiary,False,12.763000000000002,"LINESTRING (2.2843024 42.0039541, 2.2842612 42.003977, 2.2842132 42.0039908, 2.2841619 42.0039945)",roundabout,
672846844,,True,,B-522,,tertiary,False,10.477,"LINESTRING (2.2840694 42.0039731, 2.2840222 42.0039417, 2.2839916 42.0039004)",roundabout,
579974290,,True,,B-522,,tertiary,False,6.216,"LINESTRING (2.2842827 42.0037422, 2.2843328 42.0037839)",roundabout,
558241185,,False,2,B-522,Passeig de Sant Joan,tertiary,True,31.750999999999998,"LINESTRING (2.2842827 42.0037422, 2.2843187 42.0037049, 2.2843365 42.0036869, 2.2843444 42.0036789, 2.2845095 42.0035117)",,
672846857,,True,,B-522,,tertiary,False,10.753,"LINESTRING (2.2843575 42.0038681, 2.2843401 42.0039147, 2.2843024 42.0039541)",roundabout,
66732108,,True,2,,Avinguda de Roma,tertiary,False,86.898,"LINESTRING (2.2839892 42.003814, 2.2839218 42.003765, 2.2838992 42.0037527, 2.2834218 42.0034937, 2.2831643 42.0033307)",,
672846851,,True,,B-522,,tertiary,False,8.940000000000001,"LINESTRING (2.2839892 42.003814, 2.2840121 42.0037776, 2.284048 42.0037475)",roundabout,
558244227,,True,1,,Passeig de Sant Joan,residential,False,34.327,"LINESTRING (2.2842021 42.0037164, 2.2842635 42.0036487, 2.2843314 42.0035735, 2.2844266 42.0034988, 2.2844654 42.0034815)",,
672846847,,True,,B-522,,tertiary,False,7.303,"LINESTRING (2.2842021 42.0037164, 2.2842444 42.0037257, 2.2842827 42.0037422)",roundabout,
672846853,,True,,B-522,,tertiary,False,9.729,"LINESTRING (2.2839916 42.0039004, 2.2839812 42.0038573, 2.2839892 42.003814)",roundabout,
83421606,,True,,,Carrer Montseny,residential,False,121.355,"LINESTRING (2.2830268 42.0031042, 2.2833379 42.0020376)",,
