osmid,ref,highway,junction,oneway,reversed,length,geometry,name,lanes,access,bridge,tunnel
117508516,BI-2235,residential,roundabout,True,False,7.1930000000000005,"LINESTRING (-2.7238531 43.4184412, -2.7238667 43.4184221, -2.7238723 43.4184009, -2.7238694 43.4183794)",,,,,
"[978100174, 117508519]",BI-2235,tertiary,,False,False,102.306,"LINESTRING (-2.7238531 43.4184412, -2.7239351 43.4184716, -2.7240707 43.4186614, -2.7241552 43.4187716, -2.7243046 43.4189663, -2.7243554 43.4190188, -2.7244087 43.4190547, -2.724624 43.4191295)",Zubiaur etorbidea,2,,,
629791411,BI-2235,tertiary,,False,True,85.17599999999999,"LINESTRING (-2.7255517 43.4194937, -2.7251931 43.4193482, -2.724624 43.4191295)",Ispizua tar Segundo,,,,
629791414,BI-2235,tertiary,,False,False,104.642,"LINESTRING (-2.7255517 43.4194937, -2.7256229 43.4195197, -2.7257017 43.4195304, -2.7258519 43.4195427, -2.7264129 43.4195688, -2.7268347 43.4195861)",Zubiaur tar Kepa,,,,
629791414,BI-2235,tertiary,,False,True,19.784,"LINESTRING (-2.727079 43.4195991, -2.7268347 43.4195861)",Zubiaur tar Kepa,,,,
41014981,,residential,,False,False,65.24600000000001,"LINESTRING (-2.727079 43.4195991, -2.7270654 43.4197571, -2.726995 43.4201825)",Esparru Kalea,,,,
629791414,BI-2235,tertiary,,False,False,180.542,"LINESTRING (-2.727079 43.4195991, -2.7277015 43.419625, -2.7278373 43.4196306, -2.7287896 43.4196697, -2.7293103 43.4196966)",Zubiaur tar Kepa,,,,
386332545,BI-3101,tertiary,,True,False,8.794,"LINESTRING (-2.7291781 43.4207526, -2.7291408 43.4208269)",,,,,
228370149,BI-3101,tertiary,,False,False,41.985,"LINESTRING (-2.7291781 43.4207526, -2.7291879 43.4207241, -2.7293048 43.4203864)",,2,,,
227481859,BI-3101,tertiary,,False,True,101.57900000000001,"LINESTRING (-2.7288021 43.4218342, -2.728644 43.4220793, -2.7282687 43.4226615)",Bizkai buru kalea,,,,
392469249,BI-3101,tertiary,,False,False,92.48299999999999,"LINESTRING (-2.7288021 43.4218342, -2.7288471 43.4217085, -2.7290101 43.4211686, -2.7290421 43.4210494, -2.729051 43.4210225)",Aritzatxu Bidea,,,,
123269430,,living_street,,False,False,78.557,"LINESTRING (-2.7229794 43.4170765, -2.7230065 43.4170268, -2.7231095 43.41684, -2.7231468 43.4167723, -2.7232243 43.4166261, -2.7234306 43.416462)",Iparragirre kalea,,,,
123269432,BI-2235,secondary,,False,False,56.727000000000004,"LINESTRING (-2.7229794 43.4170765, -2.7231193 43.417267, -2.7232131 43.417415, -2.723291 43.4175335)",Txibitxiaga etorbidea,,,,
293480796,BI-2235,secondary,,False,True,191.076,"LINESTRING (-2.7229794 43.4170765, -2.7229354 43.4170406, -2.7228864 43.4170123, -2.7227945 43.4169724, -2.7223007 43.4168514, -2.7220191 43.4167995, -2.7219207 43.4167825, -2.7215222 43.4167138, -2.7210628 43.4166405, -2.7207335 43.416588)",Txibitxiaga etorbidea,,,,
227481859,BI-3101,tertiary,,False,False,34.483000000000004,"LINESTRING (-2.7281264 43.4229528, -2.728146 43.4228819, -2.7282411 43.4227052, -2.7282687 43.4226615)",Bizkai buru kalea,,,,
227481859,BI-3101,tertiary,,False,True,38.503,"LINESTRING (-2.7281264 43.4229528, -2.7281827 43.4230878, -2.7282397 43.4231653, -2.7283643 43.42324)",Bizkai buru kalea,,,,
40989732,,living_street,,False,True,71.261,"LINESTRING (-2.7217407 43.4202361, -2.7226219 43.4202036)",Ertzilla Kalea,,permissive,,
161179977,,living_street,,True,False,37.392,"LINESTRING (-2.7217407 43.4202361, -2.7217338 43.4201498, -2.7217365 43.4200775, -2.7217571 43.4199361, -2.7217675 43.4199016)",Talaranzko Kalea,,,,
"[191141890, 161179981]",,living_street,,True,False,108.984,"LINESTRING (-2.7217407 43.4202361, -2.7210639 43.4202384, -2.7210519 43.4202777, -2.7210277 43.4203326, -2.721012 43.4203595, -2.7209706 43.420401, -2.7209164 43.4204341, -2.7209123 43.4204507, -2.7209465 43.4205463, -2.7209564 43.4206389, -2.7209576 43.4206891)","['Torronte Kalea', 'Ertzilla Kalea']",,permissive,,
161179977,,living_street,,True,False,37.938,"LINESTRING (-2.7217763 43.4205763, -2.7217407 43.4202361)",Talaranzko Kalea,,,,
40989733,,living_street,,True,False,67.338,"LINESTRING (-2.7217763 43.4205763, -2.7212518 43.4206386, -2.7209576 43.4206891)",Bidebarrieta Kalea,,,,
40989734,,living_street,,True,False,62.298,"LINESTRING (-2.7210431 43.4210345, -2.7218051 43.4209475)",Aurrekoetxea Kalea,,,,
"[659786480, 194911829]",,living_street,,False,"[False, True]",60.717,"LINESTRING (-2.7210431 43.4210345, -2.7210965 43.4212692, -2.7211277 43.421404, -2.7213566 43.421362)","['Andra Mari', 'Irakaskintza Kalea']",,,,
40989734,,living_street,,True,False,94.016,"LINESTRING (-2.7218051 43.4209475, -2.7229668 43.4208933)",Aurrekoetxea Kalea,,,,
161179977,,living_street,,True,False,41.38,"LINESTRING (-2.7218051 43.4209475, -2.7218088 43.4209165, -2.7217763 43.4205763)",Talaranzko Kalea,,,,
40989739,,residential,,True,False,187.981,"LINESTRING (-2.7293048 43.4203864, -2.7291138 43.4203746, -2.7282703 43.4202869, -2.7277029 43.4202377, -2.7270655 43.4201833, -2.726995 43.4201825)",Doloriaga Kalea,,,,
228370149,BI-3101,tertiary,,False,True,41.985,"LINESTRING (-2.7293048 43.4203864, -2.7291879 43.4207241, -2.7291781 43.4207526)",,2,,,
40989809,,residential,,True,False,103.286,"LINESTRING (-2.7254175 43.4202866, -2.7253206 43.4203424, -2.7252343 43.4204033, -2.7247338 43.42069, -2.7244736 43.4207914, -2.7243841 43.4208272)",Arresi Kalea,,,,
40989810,,residential,,True,False,19.843,"LINESTRING (-2.7254175 43.4202866, -2.7255201 43.4203737, -2.7255722 43.4204251)",Atalde Kalea,,,,
