osmid,oneway,name,highway,maxspeed,reversed,length,geometry,junction,ref,access,tunnel,width,lanes
24988664,False,Carrer de l'Onze de Septembre,residential,30,False,66.53,"LINESTRING (1.3959847 41.1428598, 1.3959786 41.1434581)",,,,,,
24988664,False,Carrer de l'Onze de Septembre,residential,30,True,130.111,"LINESTRING (1.3959847 41.1428598, 1.395955 41.1416899)",,,,,,
"[149719297, 414753913]",True,"['Carrer del Camp Vell', 'Avinguda del President Lluís Companys']",residential,,False,152.329,"LINESTRING (1.3959847 41.1428598, 1.3958785 41.142859, 1.3956164 41.1428628, 1.3954969 41.1428688, 1.3953987 41.1428738, 1.3946039 41.1428964, 1.3947023 41.1432172)",,,,,,
24988664,False,Carrer de l'Onze de Septembre,residential,30,True,26.484,"LINESTRING (1.3959907 41.1436961, 1.3959786 41.1434581)",,,,,,
131765086,False,Avinguda Catalunya,residential,,True,93.509,"LINESTRING (1.3959907 41.1436961, 1.3948744 41.1437186)",,,,,,
131765086,False,Avinguda Catalunya,residential,,False,199.429,"LINESTRING (1.3959907 41.1436961, 1.3967978 41.1436721, 1.3968887 41.1436694, 1.3972108 41.14366, 1.3973182 41.1436577, 1.3979833 41.1436438, 1.3982943 41.1436506, 1.39837 41.1436596)",,,,,,
25153056,False,Passeig de la Sort,residential,,False,59.947,"LINESTRING (1.4006234 41.1424879, 1.4012007 41.1421691)",,,,,,
25153056,False,Passeig de la Sort,residential,,True,6.537,"LINESTRING (1.4006234 41.1424879, 1.4005601 41.1425223)",,,,,,
240011215,False,Carrer de Tarragona,residential,,True,115.008,"LINESTRING (1.4006234 41.1424879, 1.4018763 41.1429116)",,,,,,
25153031,True,Carrer dels Filadors,residential,,False,36.33,"LINESTRING (1.4013436 41.1442828, 1.4012294 41.144598)",,,,,,
240010763,False,Carrer de Pere Badia,residential,,False,37.73,"LINESTRING (1.4013436 41.1442828, 1.4017899 41.1443295)",,,,,,
24988664,False,Carrer de l'Onze de Septembre,residential,30,False,130.111,"LINESTRING (1.395955 41.1416899, 1.3959847 41.1428598)",,,,,,
