osmid,oneway,ref,name,highway,reversed,length,geometry,junction,lanes,maxspeed,bridge
82302871,False,CV-3106,Carrer Carretera de València,tertiary,True,34.394,"LINESTRING (-0.4587466 39.5914806, -0.4587331 39.5914645, -0.4587003 39.5914392, -0.4586529 39.5914178, -0.4584026 39.5913297)",,,,
181097842,False,CV-3106,Carrer Avinguda del Exèrcit,tertiary,False,31.579,"LINESTRING (-0.4587466 39.5914806, -0.4587596 39.5915183, -0.4587633 39.5915561, -0.4587575 39.5915979, -0.4587474 39.5916396, -0.4587179 39.5917601)",,,,
48780775,False,CV-336,Carrer Avinguda del Exèrcit,secondary,True,109.211,"LINESTRING (-0.4576316 39.5957896, -0.4578929 39.5948283)",,,,
82302875,True,CV-336,,secondary,False,21.655,"LINESTRING (-0.4576316 39.5957896, -0.4575181 39.5959636)",,,,
28351234,True,CV-336,,secondary,False,10.311,"LINESTRING (-0.4574794 39.5960782, -0.4575001 39.596095, -0.4575263 39.5961064, -0.4575557 39.5961113, -0.4575857 39.5961093)",roundabout,,,
28351234,True,CV-336,,secondary,False,2.479,"LINESTRING (-0.4575857 39.5961093, -0.4576126 39.5961011)",roundabout,,,
28351250,True,,Avinguda de la Diputació,residential,False,21.352,"LINESTRING (-0.4576126 39.5961011, -0.4578481 39.5961639)",,,,
28351234,True,CV-336,,secondary,False,11.826,"LINESTRING (-0.4576126 39.5961011, -0.4576391 39.5960841, -0.4576567 39.5960612, -0.4576632 39.596035, -0.457658 39.5960088)",roundabout,,,
28351235,True,CV-336,,secondary,False,20.771,"LINESTRING (-0.4576308 39.5959764, -0.4576316 39.5957896)",,,,
28351234,True,CV-336,,secondary,False,10.333,"LINESTRING (-0.4576308 39.5959764, -0.4576059 39.5959634, -0.4575771 39.5959566, -0.4575469 39.5959566, -0.4575181 39.5959636)",roundabout,,,
28351234,True,CV-336,,secondary,False,4.323,"LINESTRING (-0.457658 39.5960088, -0.457647 39.5959913, -0.4576308 39.5959764)",roundabout,,,
441656268,True,,Avinguda de la Diputació,residential,False,23.722,"LINESTRING (-0.4578481 39.5961639, -0.457658 39.5960088)",,,,
37419877,True,,,tertiary,False,5.529,"LINESTRING (-0.4624229 39.5889633, -0.4624514 39.5889517, -0.4624758 39.5889354)",roundabout,2,,
971771052,True,,Avinguda del País Valencià,tertiary,False,13.280999999999999,"LINESTRING (-0.4624229 39.5889633, -0.4624997 39.588998, -0.4625566 39.5890237)",,1,,
1186214014,True,,,tertiary,False,8.43,"LINESTRING (-0.462414 39.5887585, -0.4623818 39.5887538, -0.4623491 39.5887549, -0.4623175 39.5887619)",roundabout,2,,
41866359,True,,Carrer Mariana de San Simeon,residential,False,53.503,"LINESTRING (-0.4632918 39.5953372, -0.4630749 39.5957884)",,,,
41871280,False,,Carrer de Juan Martín,residential,False,40.744,"LINESTRING (-0.4619387 39.5952503, -0.4621772 39.5949333)",,,,
41871280,False,,Carrer de Juan Martín,residential,True,40.744,"LINESTRING (-0.4621772 39.5949333, -0.4619387 39.5952503)",,,,
41871280,False,,Carrer de Juan Martín,residential,False,89.40299999999999,"LINESTRING (-0.4621772 39.5949333, -0.4621924 39.5948926, -0.4622391 39.5947675, -0.4622621 39.594683, -0.4623164 39.5944831, -0.4622971 39.5941425)",,,,
42682404,False,,Carrer Jose Miralles,residential,False,68.97300000000001,"LINESTRING (-0.4621772 39.5949333, -0.4614503 39.5947464, -0.4614136 39.594737)",,,,
181408574,False,,Carrer Cervantes,residential,False,62.026,"LINESTRING (-0.4600886 39.5942856, -0.4594799 39.5939837)",,,,
186890521,True,,Carrer de Morvedre,residential,False,30.578,"LINESTRING (-0.4600886 39.5942856, -0.4599172 39.5944696, -0.4598805 39.594509)",,,,
41871403,False,,Gran Via del Nord,residential,False,73.198,"LINESTRING (-0.4594847 39.5949277, -0.4602471 39.5952247)",,,,
41871403,False,,Gran Via del Nord,residential,True,50.997,"LINESTRING (-0.4594847 39.5949277, -0.4589739 39.5946923)",,,,
186890521,True,,Carrer de Morvedre,residential,False,63.856,"LINESTRING (-0.4594847 39.5949277, -0.4590417 39.5953895)",,,,
181408582,True,,Carrer Teodoro Llorente,residential,False,82.772,"LINESTRING (-0.4590417 39.5953895, -0.4598601 39.595785)",,,,
186890521,True,,Carrer de Morvedre,residential,False,48.828,"LINESTRING (-0.4590417 39.5953895, -0.4586991 39.5957404)",,,,
186890521,True,,Carrer de Morvedre,residential,False,57.6,"LINESTRING (-0.4598805 39.594509, -0.4594847 39.5949277)",,,,
181408567,False,,Carrer de Joanot Martorell,residential,True,29.062,"LINESTRING (-0.4586991 39.5957404, -0.4589825 39.595884)",,,,
41871401,True,,Carrer de la Serra Calderona,residential,False,51.068,"LINESTRING (-0.4595719 39.596187, -0.4598601 39.595785)",,,,
181408567,False,,Carrer de Joanot Martorell,residential,False,26.191,"LINESTRING (-0.4595719 39.596187, -0.4593183 39.5960555)",,,,
41871403,False,,Gran Via del Nord,residential,True,74.449,"LINESTRING (-0.4610707 39.5954359, -0.4604017 39.5952722, -0.4603136 39.5952506, -0.4602471 39.5952247)",,,,
181408567,False,,Carrer de Joanot Martorell,residential,False,34.518,"LINESTRING (-0.4593183 39.5960555, -0.4589825 39.595884)",,,,
41871447,False,,Carrer de Joanot Martorell,residential,False,128.39100000000002,"LINESTRING (-0.4593183 39.5960555, -0.4590703 39.5963946, -0.4586655 39.5961935, -0.4589825 39.595884)",,,,
