osmid,highway,junction,oneway,reversed,length,geometry,name,ref,access
25203858,residential,roundabout,True,False,15.915000000000001,"LINESTRING (-1.6193548 42.8231221, -1.6192757 42.8231369, -1.6192349 42.8231658, -1.6192165 42.8232052)",,,
854944046,residential,roundabout,True,False,4.108,"LINESTRING (-1.6192165 42.8232052, -1.6192223 42.8232419)",,,
28562869,residential,,True,False,91.29,"LINESTRING (-1.6192165 42.8232052, -1.6190741 42.8231846, -1.6181177 42.8230486)",Calle San Francisco,,
189028781,residential,roundabout,True,False,11.411,"LINESTRING (-1.6192887 42.8232949, -1.6193342 42.8233023, -1.6193802 42.8232966, -1.6194198 42.8232785)",,,
189028781,residential,roundabout,True,False,10.749,"LINESTRING (-1.6194198 42.8232785, -1.6194539 42.8232371, -1.6194535 42.8231888)",,,
189028778,residential,roundabout,True,False,11.344000000000001,"LINESTRING (-1.6194535 42.8231888, -1.6194274 42.8231542, -1.6193833 42.8231313, -1.6193548 42.8231221)",,,
23048474,residential,roundabout,True,False,17.224,"LINESTRING (-1.6102654 42.8249346, -1.6102236 42.824939, -1.6101842 42.8249501, -1.6101491 42.8249673, -1.6101201 42.8249899, -1.6100987 42.8250166)",,NA-2306,
446490422,residential,,True,False,24.727,"LINESTRING (-1.6102898 42.8252107, -1.610515 42.8253596)",,,
23048474,residential,roundabout,True,False,15.008,"LINESTRING (-1.6102898 42.8252107, -1.6103259 42.8252054, -1.6103599 42.8251951, -1.6103905 42.8251801, -1.6104166 42.8251611, -1.6104372 42.8251387)",,NA-2306,
23048474,residential,roundabout,True,False,20.38,"LINESTRING (-1.6104372 42.8251387, -1.6104528 42.8251104, -1.6104595 42.8250802, -1.6104571 42.8250497, -1.6104457 42.8250204, -1.6104257 42.8249936, -1.6103982 42.8249706)",,NA-2306,
175905450,residential,,True,False,201.21,"LINESTRING (-1.6198575 42.8255459, -1.6197362 42.8255065, -1.6193707 42.8253742, -1.6190947 42.8252862, -1.6190404 42.8252656, -1.6186636 42.8251201, -1.6184615 42.8250421, -1.6184072 42.8250211, -1.6178018 42.8246975, -1.6177209 42.8246542)",Plaza Ekabazabal,,
815392335,residential,,False,True,89.506,"LINESTRING (-1.6198575 42.8255459, -1.619811 42.8256194, -1.6194251 42.8262857)",Ronda de las Ventas,,
23770491,residential,,True,False,111.98,"LINESTRING (-1.6170707 42.8243549, -1.6159133 42.8238131)",Calle La Nogalera,,
43855246,residential,,True,False,72.036,"LINESTRING (-1.6170707 42.8243549, -1.6175694 42.8238202)",Calle Ezpondoa,,
43855247,residential,,True,False,98.84200000000001,"LINESTRING (-1.6175694 42.8238202, -1.6181505 42.8231878, -1.6180538 42.8230833)",Calle Ezpondoa,,
175905449,residential,,True,False,63.173,"LINESTRING (-1.6175694 42.8238202, -1.6180805 42.8241604, -1.6180812 42.8241609, -1.618143 42.824202)",Calle Basilio Armendáriz,,
42945707,residential,,True,False,61.290000000000006,"LINESTRING (-1.618143 42.824202, -1.618073 42.8242715, -1.6177725 42.8245346, -1.6176669 42.8246283)",Calle Mayor,,
1150581079,residential,,True,False,9.78,"LINESTRING (-1.618143 42.824202, -1.6181823 42.8242184, -1.6182541 42.8242033)",,,
815392335,residential,,False,True,9.392,"LINESTRING (-1.6188325 42.8273313, -1.618788 42.8274092)",Ronda de las Ventas,,
815392335,residential,,False,False,104.62100000000001,"LINESTRING (-1.6188325 42.8273313, -1.6189149 42.8271854, -1.6193233 42.826462)",Ronda de las Ventas,,
43891764,residential,,True,False,39.921,"LINESTRING (-1.6159133 42.8238131, -1.6161693 42.8235071)",Calle Ermita,,
23770491,residential,,True,False,114.305,"LINESTRING (-1.6159133 42.8238131, -1.6157943 42.8237166, -1.6151956 42.8229968, -1.615168 42.822946)",Calle La Nogalera,,
175904067,residential,,True,False,96.058,"LINESTRING (-1.6167789 42.8228684, -1.6162381 42.8228143, -1.6159822 42.8227798, -1.6157646 42.8228003, -1.6157145 42.822805, -1.615614 42.8228174)",Calle San Francisco,,
372453521,residential,,False,True,143.677,"LINESTRING (-1.6167789 42.8228684, -1.6169479 42.8227007, -1.6172036 42.822447, -1.6172123 42.8223863, -1.6172203 42.8220746, -1.6172237 42.8219561, -1.6172288 42.8218448, -1.6172322 42.8217704, -1.6172364 42.8216795)",Calle Ermita,,
43891764,residential,,True,False,86.693,"LINESTRING (-1.6161693 42.8235071, -1.6167789 42.8228684)",Calle Ermita,,
175905449,residential,,True,False,113.697,"LINESTRING (-1.6161693 42.8235071, -1.6168757 42.8235162, -1.6174819 42.8237542)",Calle Basilio Armendáriz,,
28562870,residential,,False,True,6.484,"LINESTRING (-1.6180538 42.8230833, -1.6181177 42.8230486)",Calle Ezpondoa,,
43855247,residential,,True,False,87.982,"LINESTRING (-1.6180538 42.8230833, -1.6174819 42.8237542)",Calle Ezpondoa,,
175905449,residential,,True,False,10.236,"LINESTRING (-1.6174819 42.8237542, -1.6175694 42.8238202)",Calle Basilio Armendáriz,,
23770542,residential,,True,False,97.32000000000001,"LINESTRING (-1.6159417 42.8260566, -1.6159801 42.8261289, -1.6160286 42.826219, -1.6163025 42.8268427, -1.6163198 42.8268864)",Calle Merindad de Sangüesa,,
815392340,residential,,True,False,76.19399999999999,"LINESTRING (-1.6159417 42.8260566, -1.6160563 42.8259803, -1.6162821 42.8258303, -1.6165794 42.8256074, -1.6166141 42.8255813)",Calle Mayor,,
23770532,residential,,True,False,93.228,"LINESTRING (-1.6170229 42.8252639, -1.6170864 42.8253408, -1.6176134 42.8259818)",Calle La Fuente,,
815392340,residential,,True,False,88.526,"LINESTRING (-1.6170229 42.8252639, -1.6171191 42.8251799, -1.6176 42.824762, -1.6177209 42.8246542)",Calle Mayor,,
815392340,residential,,True,False,66.369,"LINESTRING (-1.6177209 42.8246542, -1.6178235 42.8245674, -1.6181297 42.8243086, -1.6182541 42.8242033)",Calle Mayor,,
176993522,residential,,False,False,37.555,"LINESTRING (-1.61802 42.8264565, -1.6175834 42.8265639)",Calle San Blas,,
23770532,residential,,True,False,37.104,"LINESTRING (-1.61802 42.8264565, -1.6182161 42.8266427, -1.6182986 42.8267203)",Calle La Fuente,,
38074524,residential,,True,False,63.957,"LINESTRING (-1.61802 42.8264565, -1.6180711 42.8264094, -1.6184618 42.8259815)",Calle San Blas,,
23770542,residential,,True,False,43.617,"LINESTRING (-1.6163198 42.8268864, -1.6164298 42.8271654, -1.616468 42.8272633)",Calle Merindad de Sangüesa,,
176993500,residential,,False,False,59.971000000000004,"LINESTRING (-1.6163198 42.8268864, -1.6162366 42.8269104, -1.6156325 42.8270782)",Calle San Blas,,
176993520,residential,,True,False,109.10999999999999,"LINESTRING (-1.6163198 42.8268864, -1.6167906 42.8267665, -1.6170424 42.8267024, -1.6175834 42.8265639)",Calle San Blas,,
157260206,residential,,True,False,6.533,"LINESTRING (-1.616961 42.8252266, -1.6170229 42.8252639)",Calle Las Maestras,,
815392339,residential,,True,False,40.298,"LINESTRING (-1.616961 42.8252266, -1.6167074 42.8254104, -1.6166137 42.8254843)",Calle Mayor,,
23048474,residential,roundabout,True,False,11.947,"LINESTRING (-1.6100987 42.8250166, -1.6100848 42.8250509, -1.6100833 42.8250867, -1.6100944 42.8251216)",,NA-2306,
176993516,residential,,True,False,25.191,"LINESTRING (-1.6119265 42.8239159, -1.6116253 42.8239661)",Calle San Francisco,,
367485690,residential,,False,False,21.278,"LINESTRING (-1.6119265 42.8239159, -1.6121874 42.823917)",Calle San Francisco,,
367485690,residential,,False,False,39.165,"LINESTRING (-1.6128467 42.8238427, -1.6132844 42.8236978)",Calle San Francisco,,
31452625,residential,,True,False,76.536,"LINESTRING (-1.6128467 42.8238427, -1.6127943 42.8237541, -1.6124293 42.8232868, -1.6123859 42.8232442)",Calle Auzolan,,
"[373589878, 48830910]",residential,,True,False,168.231,"LINESTRING (-1.6128467 42.8238427, -1.612973 42.8240408, -1.6135006 42.8245831, -1.6136477 42.8247305, -1.6140003 42.8250931)",Calle Auzolan,,
367485690,residential,,False,True,54.555,"LINESTRING (-1.6128467 42.8238427, -1.6123867 42.8239116, -1.6121874 42.823917)",Calle San Francisco,,
176993511,residential,,True,False,38.772,"LINESTRING (-1.6123859 42.8232442, -1.6128073 42.8230828)",Plaza San Juan,,
367485690,residential,,False,False,54.372,"LINESTRING (-1.6132844 42.8236978, -1.61388 42.8234781)",Calle San Francisco,,
367485690,residential,,False,True,39.165,"LINESTRING (-1.6132844 42.8236978, -1.6128467 42.8238427)",Calle San Francisco,,
176993499,residential,,True,False,119.03899999999999,"LINESTRING (-1.6151578 42.8223717, -1.6148479 42.8224518, -1.6142521 42.8226473, -1.6138148 42.8227894)",Calle San Juan Bautista,,
372453531,residential,,False,False,134.952,"LINESTRING (-1.6151578 42.8223717, -1.615195 42.8222574, -1.6152966 42.8219449, -1.6153302 42.8218415, -1.6155023 42.8212804, -1.6155444 42.8211922)",Calle del Soto,,
372453531,residential,,False,True,54.251,"LINESTRING (-1.6151578 42.8223717, -1.6151177 42.8226358, -1.6151063 42.8227284, -1.6150932 42.8228348, -1.615101 42.8228564)",Calle del Soto,,
27364810,residential,,False,False,148.263,"LINESTRING (-1.6172364 42.8216795, -1.6169448 42.8215939, -1.615685 42.8212367, -1.6155444 42.8211922)",Calle del Soto,,
"[372453531, 31452631]",residential,,False,True,447.50800000000004,"LINESTRING (-1.6172364 42.8216795, -1.6173354 42.8217113, -1.617426 42.8217253, -1.6174755 42.8217091, -1.617666 42.8215437, -1.6179087 42.821254, -1.6180305 42.8210801, -1.6180779 42.8209593, -1.6180315 42.8207295, -1.6176321 42.8205756, -1.616979 42.820382, -1.616218 42.8201606, -1.616015 42.8201256, -1.6157916 42.8204798, -1.6156906 42.8206958, -1.6155444 42.8211922)",Calle del Soto,,
372453521,residential,,False,False,143.677,"LINESTRING (-1.6172364 42.8216795, -1.6172322 42.8217704, -1.6172288 42.8218448, -1.6172237 42.8219561, -1.6172203 42.8220746, -1.6172123 42.8223863, -1.6172036 42.822447, -1.6169479 42.8227007, -1.6167789 42.8228684)",Calle Ermita,,
