osmid,oneway,name,highway,reversed,length,geometry,lanes,junction,ref
15785650,True,Calle Haraldo Dalhander,residential,False,54.373,"LINESTRING (-0.3958246 39.5461326, -0.3964553 39.5461834)",,,
15785665,True,Plaça Mestre Iborra,residential,False,65.08200000000001,"LINESTRING (-0.3958246 39.5461326, -0.3957465 39.5456373, -0.3956604 39.5455821)",,,
160156083,False,Calle San Vicente Ferrer,residential,True,25.984,"LINESTRING (-0.398861 39.5463767, -0.3986855 39.5461862)",,,
15785650,True,Calle Haraldo Dalhander,residential,False,51.405,"LINESTRING (-0.3971604 39.546242, -0.3977575 39.5462835)",,,
24245815,True,Calle Gómez Ferrer,residential,False,134.476,"LINESTRING (-0.3971604 39.546242, -0.3971434 39.5474513)",,,
24245817,True,Calle Gómez Ferrer,residential,False,63.942,"LINESTRING (-0.3971604 39.546242, -0.3971822 39.5456672)",,,
15785650,True,Calle Haraldo Dalhander,residential,False,60.808,"LINESTRING (-0.3964553 39.5461834, -0.3971604 39.546242)",,,
24234127,False,Carrer Goya,residential,False,50.612,"LINESTRING (-0.3964553 39.5461834, -0.3964651 39.5466385)",,,
23303117,True,Carrer Luis Vives,tertiary,False,51.201,"LINESTRING (-0.3971822 39.5456672, -0.3977757 39.5457179)",,,
24245817,True,Calle Gómez Ferrer,residential,False,89.487,"LINESTRING (-0.3971822 39.5456672, -0.3972748 39.5448656)",,,
23303098,True,Carrer del Vint-i-cinc d’Abril,residential,False,63.788,"LINESTRING (-0.3972748 39.5448656, -0.3965339 39.5448139)",,,
24245817,True,Calle Gómez Ferrer,residential,False,79.934,"LINESTRING (-0.3972748 39.5448656, -0.3973773 39.5441511)",,,
15785652,False,Calle Denia,residential,False,49.091,"LINESTRING (-0.3977463 39.5467249, -0.3977575 39.5462835)",,,
15785650,True,Calle Haraldo Dalhander,residential,False,60.359,"LINESTRING (-0.3977575 39.5462835, -0.3984566 39.5463471)",,,
15785652,False,Calle Denia,residential,True,49.091,"LINESTRING (-0.3977575 39.5462835, -0.3977463 39.5467249)",,,
15785653,True,Calle Doctor Daniel Duran,residential,False,77.745,"LINESTRING (-0.3959532 39.5468247, -0.3958652 39.546354, -0.3958246 39.5461326)",,,
15785654,True,Calle Denia,residential,False,62.911,"LINESTRING (-0.3977757 39.5457179, -0.3977575 39.5462835)",,,
23303117,True,Carrer Luis Vives,tertiary,False,27.445,"LINESTRING (-0.3977757 39.5457179, -0.3980946 39.5457391)",,,
23303117,True,Carrer Luis Vives,tertiary,False,61.835,"LINESTRING (-0.3964635 39.5456214, -0.3971822 39.5456672)",,,
24234358,True,Calle Goya,residential,False,62.496,"LINESTRING (-0.3964635 39.5456214, -0.3964553 39.5461834)",,,
23303087,True,Carrer Luis Vives,tertiary,False,12.354,"LINESTRING (-0.3980946 39.5457391, -0.3982305 39.545776)",1,,
23303090,True,Calle San Vicente Ferrer,residential,False,20.087,"LINESTRING (-0.3984595 39.5459613, -0.398454 39.5457807)",,,
160156082,False,Calle San Vicente Ferrer,residential,False,31.637,"LINESTRING (-0.3984595 39.5459613, -0.3986855 39.5461862)",,,
15785659,True,Calle Lope de Vega,residential,False,89.504,"LINESTRING (-0.397842 39.5449146, -0.3977757 39.5457179)",,,
23303098,True,Carrer del Vint-i-cinc d’Abril,residential,False,48.939,"LINESTRING (-0.397842 39.5449146, -0.3972748 39.5448656)",,,
160156082,False,Calle San Vicente Ferrer,residential,True,31.637,"LINESTRING (-0.3986855 39.5461862, -0.3984595 39.5459613)",,,
160156083,False,Calle San Vicente Ferrer,residential,False,25.984,"LINESTRING (-0.3986855 39.5461862, -0.398861 39.5463767)",,,
15785661,True,Carrer Madrid,residential,False,126.805,"LINESTRING (-0.3983078 39.5474817, -0.3984566 39.5463471)",,,
24235984,True,Carrer Cronista Llorens i Raga,residential,False,59.752,"LINESTRING (-0.3983078 39.5474817, -0.3976113 39.5474641)",,,
15785650,True,Calle Haraldo Dalhander,residential,False,34.831,"LINESTRING (-0.3984566 39.5463471, -0.398861 39.5463767)",,,
15785665,True,Plaça Mestre Iborra,residential,False,15.955,"LINESTRING (-0.3956392 39.5461204, -0.3958246 39.5461326)",,,
160157231,True,Plaça de Sant Jaume,residential,False,9.936,"LINESTRING (-0.3956392 39.5461204, -0.3955235 39.5461154)",,,
24245832,True,Carrer de San Jose,residential,False,38.042,"LINESTRING (-0.3947818 39.5469428, -0.3952241 39.5469159)",,,
24207446,True,Carrer de la Rambleta,residential,False,122.51899999999999,"LINESTRING (-0.3947818 39.5469428, -0.3947186 39.5471031, -0.3947129 39.5475837, -0.3948547 39.548024)",,,
23303089,True,Calle San Vicente Ferrer,residential,False,16.788,"LINESTRING (-0.3983447 39.545839, -0.3984595 39.5459613)",,,
23303086,True,,tertiary,False,12.046999999999999,"LINESTRING (-0.3983447 39.545839, -0.3983794 39.5458347, -0.3984109 39.5458227, -0.3984365 39.5458042, -0.398454 39.5457807)",,roundabout,
23303086,True,,tertiary,False,3.526,"LINESTRING (-0.398454 39.5457807, -0.398462 39.5457496)",,roundabout,
23303094,True,,tertiary,False,17.102,"LINESTRING (-0.398391 39.5456636, -0.3983189 39.5455202)",1,,CV-308
23303086,True,,tertiary,False,6.032,"LINESTRING (-0.398391 39.5456636, -0.3983571 39.5456565, -0.3983219 39.5456574)",,roundabout,
23303086,True,,tertiary,False,7.179,"LINESTRING (-0.3983219 39.5456574, -0.3982953 39.5456637, -0.3982712 39.5456747, -0.3982512 39.5456897)",,roundabout,
23303087,True,Carrer Luis Vives,tertiary,False,14.508,"LINESTRING (-0.3982512 39.5456897, -0.3980946 39.5457391)",1,,
23303086,True,,tertiary,False,10.132,"LINESTRING (-0.3982512 39.5456897, -0.3982317 39.5457161, -0.3982246 39.5457459, -0.3982305 39.545776)",,roundabout,
23303086,True,,tertiary,False,12.829,"LINESTRING (-0.3982305 39.545776, -0.3982476 39.5458016, -0.3982742 39.5458219, -0.3983077 39.5458348, -0.3983447 39.545839)",,roundabout,
15785655,True,Avinguda Ferrán el Catolic,tertiary,False,51.496,"LINESTRING (-0.3952679 39.5440103, -0.3952862 39.5435474)",,,
23303099,False,Avinguda de la Mediterrània,residential,False,5.627,"LINESTRING (-0.3952679 39.5440103, -0.3952088 39.5440323)",,,
23303099,False,Avinguda de la Mediterrània,residential,True,64.119,"LINESTRING (-0.3952679 39.5440103, -0.3956568 39.5440372, -0.3960124 39.5440641)",,,
15785655,True,Avinguda Ferrán el Catolic,tertiary,False,20.998,"LINESTRING (-0.3952862 39.5435474, -0.3952814 39.5433586)",,,
23303100,False,Avinguda de la Mediterrània,residential,True,52.311,"LINESTRING (-0.3952862 39.5435474, -0.3958952 39.5435752)",,,
24235527,True,Carrer Hispanitat,residential,False,52.495,"LINESTRING (-0.3952814 39.5433586, -0.3958936 39.5433565)",,,
547492912,False,Avinguda Ferrán el Catolic,tertiary,True,73.809,"LINESTRING (-0.3952814 39.5433586, -0.3953062 39.5426951)",2,,
24244639,True,Carrer Isabel la Católica,residential,False,68.846,"LINESTRING (-0.3953062 39.5426951, -0.3945056 39.5427418)",,,
547492912,False,Avinguda Ferrán el Catolic,tertiary,False,73.809,"LINESTRING (-0.3953062 39.5426951, -0.3952814 39.5433586)",2,,
24244643,False,Carrer Concejal Moreno Calleja,residential,False,203.81300000000002,"LINESTRING (-0.3953062 39.5426951, -0.3953099 39.5424113, -0.3953184 39.5420419, -0.3952363 39.5416834, -0.3950782 39.5412821, -0.3950271 39.5411717, -0.3949189 39.5409055)",,,
23303095,True,,tertiary,False,15.258,"LINESTRING (-0.3983189 39.5455202, -0.3983219 39.5456574)",2,,CV-308
23303097,False,Carrer Badia,tertiary,False,65.688,"LINESTRING (-0.3983189 39.5455202, -0.398123 39.5449491)",,,CV-308
23303097,False,Carrer Badia,tertiary,True,65.688,"LINESTRING (-0.398123 39.5449491, -0.3983189 39.5455202)",,,CV-308
23303098,True,Carrer del Vint-i-cinc d’Abril,residential,False,24.398,"LINESTRING (-0.398123 39.5449491, -0.397842 39.5449146)",,,
23303097,False,Carrer Badia,tertiary,False,84.72699999999999,"LINESTRING (-0.398123 39.5449491, -0.3979989 39.5445877, -0.3979547 39.5443973, -0.3979657 39.5442028)",,,CV-308
23303099,False,Avinguda de la Mediterrània,residential,False,50.78,"LINESTRING (-0.3979657 39.5442028, -0.3973773 39.5441511)",,,
23303097,False,Carrer Badia,tertiary,False,56.31,"LINESTRING (-0.3979657 39.5442028, -0.398043 39.5439987, -0.3982002 39.5437311)",,,CV-308
23303097,False,Carrer Badia,tertiary,True,84.727,"LINESTRING (-0.3979657 39.5442028, -0.3979547 39.5443973, -0.3979989 39.5445877, -0.398123 39.5449491)",,,CV-308
