osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,junction,lanes,bridge,tunnel
295148659,True,N-II,Carrer de Sant Jaume,primary,False,21.66,"LINESTRING (2.6532018 41.6133155, 2.6534519 41.6133701)",,,,,
380395870,False,N-II,Carrer de Sant Jaume,primary,True,57.422000000000004,"LINESTRING (2.6532018 41.6133155, 2.6531347 41.6132881, 2.6525958 41.6130677)",,,,,
131090440,False,,Carrer Escoles Pies,residential,True,104.234,"LINESTRING (2.657039 41.613209, 2.6574881 41.6123338)",,,,,
"[958679649, 877891652]",False,,Carrer de Francesc Bartrina,living_street,False,101.87299999999999,"LINESTRING (2.6575824 41.6133676, 2.657773 41.6130431, 2.6580842 41.6125318)",20,,,,
131090448,False,,Carrer del Roser,residential,False,91.304,"LINESTRING (2.6567669 41.6134244, 2.6565459 41.6140586, 2.6564916 41.6142193)",,,,,
131090437,True,,Carrer de Colom,residential,False,93.204,"LINESTRING (2.6551417 41.6130019, 2.6551124 41.6130508, 2.6547147 41.6137769)",,,,,
40611082,True,,Carrer de la Riera,living_street,False,93.251,"LINESTRING (2.6541086 41.6126758, 2.6541501 41.6126893, 2.6549349 41.6129443, 2.6551175 41.6129961, 2.6551417 41.6130019)",20,,,,
40611085,True,,Carrer del Turisme,residential,False,107.944,"LINESTRING (2.6541086 41.6126758, 2.6535279 41.6124562, 2.65295 41.6122376)",,,,,
130877645,True,,Avinguda de la Riera de Capaspre,residential,False,71.534,"LINESTRING (2.6541086 41.6126758, 2.6541676 41.612603, 2.6543544 41.6123725, 2.6544827 41.6122142, 2.6545545 41.6121256)",,,,,
28483084,False,N-II,Carrer de Sant Jaume,primary,True,40.007,"LINESTRING (2.6525551 41.6130504, 2.6521385 41.6128703)",,,,,
380395864,False,N-II,Carrer Sant Jaume,primary,False,3.892,"LINESTRING (2.6525551 41.6130504, 2.6525958 41.6130677)",,,,,
40611085,True,,Carrer del Turisme,residential,False,114.86,"LINESTRING (2.65295 41.6122376, 2.6518026 41.6118124, 2.6517112 41.6117803)",,,,,
"[40611084, 380395878]",True,,Carrer del Mar,residential,False,85.204,"LINESTRING (2.65295 41.6122376, 2.652554 41.6127625, 2.6525024 41.6128446, 2.6525029 41.6129175)",,,,,
170269216,False,,Carrer de la Tramuntana,residential,True,102.654,"LINESTRING (2.6537583 41.6146384, 2.6538669 41.6146446, 2.6539607 41.6146278, 2.6540214 41.6146072, 2.6540766 41.6145605, 2.6541093 41.6144961, 2.6541377 41.6144283, 2.6541852 41.6143057, 2.6542176 41.6142219, 2.6542565 41.6141187, 2.654288 41.6140858, 2.6543388 41.6140576, 2.6544768 41.6140267)",,,,,
598953775,False,,Carrer de Maria Cardona,residential,True,44.778000000000006,"LINESTRING (2.6537583 41.6146384, 2.6536854 41.6146817, 2.6536427 41.6147164, 2.653618 41.6147691, 2.6536033 41.614848, 2.653592 41.6149982)",,,,,
42423436,False,BV-5126,Carretera d'Hortsavinya,tertiary,True,39.519,"LINESTRING (2.6545088 41.6159007, 2.6545921 41.6162506)",,,,,
42423436,False,BV-5126,Carretera d'Hortsavinya,tertiary,False,82.35300000000001,"LINESTRING (2.6545088 41.6159007, 2.654453 41.6157588, 2.6542738 41.615407, 2.6542368 41.6153001, 2.6542272 41.6152336, 2.654232 41.6151948)",,,,,
172922420,False,,carrer de Ramon Llull,residential,True,89.21600000000001,"LINESTRING (2.6545088 41.6159007, 2.654483 41.6159157, 2.6544591 41.6159522, 2.65444 41.6159998, 2.654424 41.6161121, 2.6544186 41.6161762, 2.6544028 41.6162289, 2.6543864 41.6162705, 2.6543462 41.6163186, 2.6543062 41.6163532, 2.6542338 41.6163733, 2.6538956 41.6163727)",,,,,
42423436,False,BV-5126,Carretera d'Hortsavinya,tertiary,True,82.35300000000001,"LINESTRING (2.654232 41.6151948, 2.6542272 41.6152336, 2.6542368 41.6153001, 2.6542738 41.615407, 2.654453 41.6157588, 2.6545088 41.6159007)",,,,,
42424757,False,,Carrer del Pi,residential,False,58.18600000000001,"LINESTRING (2.654232 41.6151948, 2.6542008 41.6151829, 2.6540612 41.6151296, 2.6537549 41.615014, 2.6537106 41.6150045, 2.653669 41.6150012, 2.653592 41.6149982)",,,,,
170268789,False,BV-5126,Carretera d'Hortsavinya,tertiary,True,176.026,"LINESTRING (2.654232 41.6151948, 2.6542568 41.6151598, 2.654292 41.6151268, 2.6543507 41.6150879, 2.6544105 41.6150654, 2.6546222 41.615036, 2.6548396 41.6150213, 2.6549898 41.6150333, 2.6551883 41.6150353, 2.655307 41.6150154, 2.6553439 41.6150092, 2.6555047 41.6149618, 2.6556629 41.6148756, 2.6557543 41.6147566, 2.6557621 41.6147461, 2.6558771 41.6145924, 2.6559338 41.6145166)",,,,,
598953775,False,,Carrer de Maria Cardona,residential,True,10.638,"LINESTRING (2.653592 41.6149982, 2.6535969 41.6150938)",,,,,
42424757,False,,Carrer del Pi,residential,True,58.186,"LINESTRING (2.653592 41.6149982, 2.653669 41.6150012, 2.6537106 41.6150045, 2.6537549 41.615014, 2.6540612 41.6151296, 2.6542008 41.6151829, 2.654232 41.6151948)",,,,,
598953775,False,,Carrer de Maria Cardona,residential,False,44.778000000000006,"LINESTRING (2.653592 41.6149982, 2.6536033 41.614848, 2.653618 41.6147691, 2.6536427 41.6147164, 2.6536854 41.6146817, 2.6537583 41.6146384)",,,,,
42423436,False,BV-5126,Carretera d'Hortsavinya,tertiary,False,39.519,"LINESTRING (2.6545921 41.6162506, 2.6545088 41.6159007)",,,,,
169815951,False,,Carrer de Sant Quirze,residential,True,177.818,"LINESTRING (2.6545921 41.6162506, 2.6547377 41.6162284, 2.6547987 41.6162188, 2.654853 41.6162023, 2.6548964 41.6161775, 2.6549147 41.6161502, 2.6549273 41.6161059, 2.6549255 41.616072, 2.6548836 41.6159762, 2.6548203 41.6158261, 2.6547645 41.6157011, 2.654786 41.6156129, 2.654813 41.6155908, 2.6548423 41.6155667, 2.654955 41.6155427, 2.6550301 41.6155547, 2.6550864 41.6155888, 2.6553722 41.6160472)",,,,,
55191562,True,N-II,Carrer de Sant Jaume,primary,False,9.082,"LINESTRING (2.6537678 41.6134504, 2.6538556 41.613499)",,,,,
55191564,True,N-II,,primary,False,12.908,"LINESTRING (2.6537678 41.6134504, 2.6537476 41.6134989, 2.6537237 41.6135262, 2.6536914 41.6135482)",,roundabout,,,
55191560,True,N-II,Carrer de Sant Jaume,primary,False,25.413,"LINESTRING (2.6534257 41.6134711, 2.6532018 41.6133155)",,,,,
1250603111,True,N-II,,primary,False,11.734,"LINESTRING (2.6534257 41.6134711, 2.6534218 41.6134361, 2.6534307 41.6134015, 2.6534519 41.6133701)",,roundabout,,,
1250603112,True,N-II,,primary,False,12.009,"LINESTRING (2.6534519 41.6133701, 2.6534845 41.6133436, 2.6535257 41.613325, 2.6535722 41.6133156)",,roundabout,,,
1250603112,True,N-II,,primary,False,8.001999999999999,"LINESTRING (2.6535722 41.6133156, 2.6536203 41.6133163, 2.6536663 41.6133269)",,roundabout,,,
55191564,True,N-II,,primary,False,4.927,"LINESTRING (2.6534485 41.613512, 2.6534257 41.6134711)",,roundabout,,,
55191564,True,N-II,,primary,False,7.438000000000001,"LINESTRING (2.6536914 41.6135482, 2.6536517 41.6135636, 2.653608 41.6135708)",,roundabout,,,
55191557,False,N-II,Carrer de Sant Jaume,primary,False,17.437,"LINESTRING (2.6564899 41.6143262, 2.6566907 41.6143715)",,,,,
