osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,bridge,tunnel
54609753,False,Carrer Poeta Joan Valls,residential,True,61.217,"LINESTRING (-0.4761207 38.7021208, -0.4755981 38.701751)",,,,,
43963495,False,Carrer Doctor Sempere,residential,False,79.851,"LINESTRING (-0.4761207 38.7021208, -0.4765265 38.7017787, -0.4766784 38.7016439, -0.4767398 38.7015896)",,,,,
538281075,True,Carrer Poeta Joan Valls,residential,False,65.897,"LINESTRING (-0.4761207 38.7021208, -0.476614 38.7024599, -0.476649 38.7024836, -0.476691 38.7025121)",,,,,
43963495,False,Carrer Doctor Sempere,residential,False,115.332,"LINESTRING (-0.4767398 38.7015896, -0.4767923 38.7015443, -0.4769533 38.7014059, -0.4776308 38.70082)",,,,,
43963495,False,Carrer Doctor Sempere,residential,True,79.851,"LINESTRING (-0.4767398 38.7015896, -0.4766784 38.7016439, -0.4765265 38.7017787, -0.4761207 38.7021208)",,,,,
54513393,False,Carrer Pont de Sant Jordi,secondary,True,67.195,"LINESTRING (-0.4767398 38.7015896, -0.4769398 38.7017955, -0.4770159 38.7018739, -0.477116 38.7019769, -0.4771478 38.7020096, -0.4772075 38.7020712)",2,CV-7960,,,
"[95263879, 95263875, 1094366231]",False,"['Pont de Sant Jordi', 'Carrer Pont de Sant Jordi', 'Carrer Sant Tomàs']",secondary,False,318.861,"LINESTRING (-0.4767398 38.7015896, -0.47658 38.7014246, -0.4763923 38.7012319, -0.4760091 38.7008526, -0.4756342 38.7004726, -0.4754104 38.7002426, -0.4752091 38.7000412, -0.4745519 38.6993705, -0.4745001 38.6993164)",2,CV-7960,30,yes,
1099944178,False,Carrer Sant Nicolau,tertiary,False,90.07499999999999,"LINESTRING (-0.473283 38.6942464, -0.4732671 38.6942688, -0.4732531 38.6942986, -0.473246 38.6943271, -0.4732311 38.6944832, -0.4732078 38.6950016, -0.4732053 38.69505)",2,CV-7960,,,
1144544866,False,Carrer el Camí,tertiary,True,97.22500000000001,"LINESTRING (-0.473283 38.6942464, -0.4733061 38.6942282, -0.4733373 38.69421, -0.4733716 38.6941937, -0.473628 38.6940808, -0.4741593 38.6938591, -0.4742596 38.6938211)",2,CV-7960,,,
44884704,True,Carrer Anselm Aracil,residential,False,59.653000000000006,"LINESTRING (-0.4793243 38.7020127, -0.4793769 38.7020497, -0.479835 38.7023718)",,,,,
570753141,True,Carrer Na Saurina d'Entença,trunk,False,127.318,"LINESTRING (-0.4793243 38.7020127, -0.4793997 38.7019468, -0.4802137 38.7012355, -0.4803016 38.7011587)",2,N-340A,,,
198862676,True,Carrer Isabel la Catòlica,residential,False,64.226,"LINESTRING (-0.4803016 38.7011587, -0.4802424 38.7011174, -0.47975 38.7007736)",,,,,
300062914,False,Carrer Sant Josep,residential,False,38.669,"LINESTRING (-0.4750707 38.6973348, -0.4750647 38.6972912, -0.4750235 38.696989)",,,,,
998708692,True,Avinguda del País Valencià,residential,False,94.59700000000001,"LINESTRING (-0.4750707 38.6973348, -0.4754229 38.6973057, -0.4754794 38.697297, -0.4755218 38.6972813, -0.4755569 38.6972653, -0.4755916 38.697241, -0.4756747 38.6971793, -0.4759937 38.696955)",1,,20,,
54513231,False,Avinguda del País Valencià,secondary,False,61.522,"LINESTRING (-0.4767733 38.6964155, -0.4769231 38.6963074, -0.4772385 38.6960815, -0.477295 38.6960409)",2,,,,
"[1132042600, 54847769]",True,Carrer Rigobert Albors,residential,False,61.361000000000004,"LINESTRING (-0.4767733 38.6964155, -0.4766968 38.6963564, -0.4763763 38.6960734, -0.4762998 38.6960059)",,,,,
44884704,True,Carrer Anselm Aracil,residential,False,66.42999999999999,"LINESTRING (-0.4781956 38.7012149, -0.4782772 38.7012723, -0.4787642 38.7016149)",,,,,
533414250,True,Alameda de Camilo Sesto,trunk,False,128.136,"LINESTRING (-0.4781956 38.7012149, -0.4778006 38.7015602, -0.4773761 38.7019239, -0.4772075 38.7020712)",3,N-340A,,,
54513393,False,Carrer Pont de Sant Jordi,secondary,False,67.195,"LINESTRING (-0.4772075 38.7020712, -0.4771478 38.7020096, -0.477116 38.7019769, -0.4770159 38.7018739, -0.4769398 38.7017955, -0.4767398 38.7015896)",2,CV-7960,,,
533219508,True,Alameda de Camilo Sesto,trunk,False,66.426,"LINESTRING (-0.4772075 38.7020712, -0.476785 38.7024327, -0.476691 38.7025121)",2,N-340A,50,,
533414251,True,Carrer Isabel la Catòlica,residential,False,66.435,"LINESTRING (-0.4791675 38.7003754, -0.479123 38.7003444, -0.4790855 38.7003171, -0.4786015 38.6999731)",,,,,
1100723484,True,Alameda de Camilo Sesto,trunk,False,125.806,"LINESTRING (-0.4791675 38.7003754, -0.4782384 38.7011778, -0.4781956 38.7012149)",2,N-340A,,,
998708693,True,Carrer Diego Fernàndo Montañés,residential,False,51.02,"LINESTRING (-0.4749534 38.6962203, -0.4754212 38.6959424)",,,,,
54847772,True,Carrer Sant Josep,residential,False,43.563,"LINESTRING (-0.4749534 38.6962203, -0.4749918 38.6963446, -0.4750239 38.6964427, -0.4750306 38.6964805, -0.4750296 38.696605)",,,,,
300062914,False,Carrer Sant Josep,residential,True,38.669,"LINESTRING (-0.4750235 38.696989, -0.4750647 38.6972912, -0.4750707 38.6973348)",,,,,
300062915,True,Avinguda del País Valencià,residential,False,84.75200000000001,"LINESTRING (-0.4750235 38.696989, -0.4750874 38.697, -0.4758515 38.6969833, -0.4759937 38.696955)",,,,,
