osmid,lanes,name,highway,oneway,reversed,length,geometry,junction,bridge,ref
156508109,,Calle Rodríguez de la Fuente,residential,False,False,34.865,"LINESTRING (-1.6649739 38.0458797, -1.6649806 38.0455662)",,,
156508109,,Calle Rodríguez de la Fuente,residential,False,True,37.567,"LINESTRING (-1.6649739 38.0458797, -1.6649667 38.0462175)",,,
156508132,,Calle Baltasar Gracián,residential,False,True,73.902,"LINESTRING (-1.6649739 38.0458797, -1.6658176 38.0458955)",,,
156508132,,Calle Baltasar Gracián,residential,False,False,73.902,"LINESTRING (-1.6658176 38.0458955, -1.6649739 38.0458797)",,,
156508132,,Calle Baltasar Gracián,residential,False,True,74.292,"LINESTRING (-1.6658176 38.0458955, -1.6666659 38.0459054)",,,
821632224,,Calle del Clavel,residential,False,False,34.771,"LINESTRING (-1.6658176 38.0458955, -1.6658276 38.0455829)",,,
821632224,,Calle del Clavel,residential,False,True,37.729,"LINESTRING (-1.6658176 38.0458955, -1.6658068 38.0462347)",,,
156508118,,Calle Virgilio,residential,False,False,34.002,"LINESTRING (-1.6666659 38.0459054, -1.6666753 38.0455997)",,,
156508118,,Calle Virgilio,residential,False,True,38.553,"LINESTRING (-1.6666659 38.0459054, -1.6666504 38.0462519)",,,
156508132,,Calle Baltasar Gracián,residential,False,False,74.292,"LINESTRING (-1.6666659 38.0459054, -1.6658176 38.0458955)",,,
156508132,,Calle Baltasar Gracián,residential,False,True,90.974,"LINESTRING (-1.6666659 38.0459054, -1.6677043 38.0459308)",,,
156508132,,Calle Baltasar Gracián,residential,False,False,90.974,"LINESTRING (-1.6677043 38.0459308, -1.6666659 38.0459054)",,,
156508132,,Calle Baltasar Gracián,residential,False,True,64.197,"LINESTRING (-1.6677043 38.0459308, -1.6684372 38.0459446)",,,
156508138,,Avenida Francisco Puerta González-Conde,residential,False,False,38.076,"LINESTRING (-1.6677043 38.0459308, -1.6676924 38.0462731)",,,
156508138,,Avenida Francisco Puerta González-Conde,residential,False,True,34.539,"LINESTRING (-1.6677043 38.0459308, -1.667715 38.0456203)",,,
156508069,,Calle Los Rosales,residential,False,False,38.217,"LINESTRING (-1.6684372 38.0459446, -1.6684227 38.0462881)",,,
156508069,,Calle Los Rosales,residential,False,True,34.456,"LINESTRING (-1.6684372 38.0459446, -1.6684503 38.0456349)",,,
156508132,,Calle Baltasar Gracián,residential,False,False,64.197,"LINESTRING (-1.6684372 38.0459446, -1.6677043 38.0459308)",,,
156508132,,Calle Baltasar Gracián,residential,False,True,84.572,"LINESTRING (-1.6684372 38.0459446, -1.6694027 38.045963)",,,
156508068,,Calle Pino de la Murta,residential,False,False,28.146,"LINESTRING (-1.6694027 38.045963, -1.6694233 38.0457104)",,,
156508132,,Calle Baltasar Gracián,residential,False,False,84.572,"LINESTRING (-1.6694027 38.045963, -1.6684372 38.0459446)",,,
405049513,,Calle Monseñor Óscar Romero,residential,False,True,61.672,"LINESTRING (-1.6694027 38.045963, -1.6701065 38.0459835)",,,
156508068,,Calle Pino de la Murta,residential,False,True,23.468,"LINESTRING (-1.6694027 38.045963, -1.6694009 38.0460344, -1.6693905 38.0461738)",,,
156508109,,Calle Rodríguez de la Fuente,residential,False,False,37.567,"LINESTRING (-1.6649667 38.0462175, -1.6649739 38.0458797)",,,
156508109,,Calle Rodríguez de la Fuente,residential,False,True,39.802,"LINESTRING (-1.6649667 38.0462175, -1.6649591 38.0465754)",,,
156508142,,Calle Luis de Góngora,residential,False,False,73.59,"LINESTRING (-1.6649667 38.0462175, -1.6658068 38.0462347)",,,
156508142,,Calle Luis de Góngora,residential,False,False,73.897,"LINESTRING (-1.6658068 38.0462347, -1.6666504 38.0462519)",,,
156508142,,Calle Luis de Góngora,residential,False,True,73.59,"LINESTRING (-1.6658068 38.0462347, -1.6649667 38.0462175)",,,
821632224,,Calle del Clavel,residential,False,False,37.729,"LINESTRING (-1.6658068 38.0462347, -1.6658176 38.0458955)",,,
821632224,,Calle del Clavel,residential,False,True,40.188,"LINESTRING (-1.6658068 38.0462347, -1.6657952 38.046596)",,,
156508118,,Calle Virgilio,residential,False,False,38.553,"LINESTRING (-1.6666504 38.0462519, -1.6666659 38.0459054)",,,
156508118,,Calle Virgilio,residential,False,True,39.659,"LINESTRING (-1.6666504 38.0462519, -1.6666368 38.0466084)",,,
156508142,,Calle Luis de Góngora,residential,False,False,91.276,"LINESTRING (-1.6666504 38.0462519, -1.6676924 38.0462731)",,,
156508142,,Calle Luis de Góngora,residential,False,True,73.897,"LINESTRING (-1.6666504 38.0462519, -1.6658068 38.0462347)",,,
156508138,,Avenida Francisco Puerta González-Conde,residential,False,False,38.734,"LINESTRING (-1.6676924 38.0462731, -1.6676796 38.0466213)",,,
156508138,,Avenida Francisco Puerta González-Conde,residential,False,True,38.076,"LINESTRING (-1.6676924 38.0462731, -1.6677043 38.0459308)",,,
156508142,,Calle Luis de Góngora,residential,False,False,63.972,"LINESTRING (-1.6676924 38.0462731, -1.6684227 38.0462881)",,,
156508142,,Calle Luis de Góngora,residential,False,True,91.276,"LINESTRING (-1.6676924 38.0462731, -1.6666504 38.0462519)",,,
156508069,,Calle Los Rosales,residential,False,False,38.884,"LINESTRING (-1.6684227 38.0462881, -1.6684079 38.0466376)",,,
156508069,,Calle Los Rosales,residential,False,True,38.217,"LINESTRING (-1.6684227 38.0462881, -1.6684372 38.0459446)",,,
156508142,,Calle Luis de Góngora,residential,False,True,63.972,"LINESTRING (-1.6684227 38.0462881, -1.6676924 38.0462731)",,,
156508142,,Calle Luis de Góngora,residential,False,False,65.803,"LINESTRING (-1.6684227 38.0462881, -1.6689859 38.0462996, -1.6691739 38.0463034)",,,
156508097,,Avenida de la Paz,residential,False,True,58.834,"LINESTRING (-1.6691739 38.0463034, -1.6686591 38.0466434)",,,
156508142,,Calle Luis de Góngora,residential,False,False,17.825,"LINESTRING (-1.6691739 38.0463034, -1.6693774 38.0463072)",,,
156508142,,Calle Luis de Góngora,residential,False,True,65.803,"LINESTRING (-1.6691739 38.0463034, -1.6689859 38.0462996, -1.6684227 38.0462881)",,,
156508068,,Calle Pino de la Murta,residential,False,False,14.878,"LINESTRING (-1.6693774 38.0463072, -1.6693905 38.0461738)",,,
156508068,,Calle Pino de la Murta,residential,False,True,39.241,"LINESTRING (-1.6693774 38.0463072, -1.6693536 38.0466596)",,,
156508142,,Calle Luis de Góngora,residential,False,True,17.825,"LINESTRING (-1.6693774 38.0463072, -1.6691739 38.0463034)",,,
156508085,,Calle Salvador Dalí,residential,False,True,73.251,"LINESTRING (-1.6649591 38.0465754, -1.6657952 38.046596)",,,
156508109,,Calle Rodríguez de la Fuente,residential,False,False,39.802,"LINESTRING (-1.6649591 38.0465754, -1.6649667 38.0462175)",,,
156508109,,Calle Rodríguez de la Fuente,residential,False,True,39.246,"LINESTRING (-1.6649591 38.0465754, -1.6649517 38.0469283)",,,
156508085,,Calle Salvador Dalí,residential,False,False,73.251,"LINESTRING (-1.6657952 38.046596, -1.6649591 38.0465754)",,,
156508085,,Calle Salvador Dalí,residential,False,True,73.709,"LINESTRING (-1.6657952 38.046596, -1.6666368 38.0466084)",,,
821632224,,Calle del Clavel,residential,False,False,40.188,"LINESTRING (-1.6657952 38.046596, -1.6658068 38.0462347)",,,
821632224,,Calle del Clavel,residential,False,True,37.718,"LINESTRING (-1.6657952 38.046596, -1.6657844 38.0469351)",,,
156508085,,Calle Salvador Dalí,residential,False,False,73.709,"LINESTRING (-1.6666368 38.0466084, -1.6657952 38.046596)",,,
156508118,,Calle Virgilio,residential,False,False,39.659,"LINESTRING (-1.6666368 38.0466084, -1.6666504 38.0462519)",,,
156508118,,Calle Virgilio,residential,False,True,39.116,"LINESTRING (-1.6666368 38.0466084, -1.6666227 38.04696)",,,
156508138,,Avenida Francisco Puerta González-Conde,residential,False,False,30.77,"LINESTRING (-1.6676796 38.0466213, -1.6676657 38.0468978)",,,
156508138,,Avenida Francisco Puerta González-Conde,residential,False,True,38.734,"LINESTRING (-1.6676796 38.0466213, -1.6676924 38.0462731)",,,
156508107,,Calle León Felipe,residential,False,True,63.802,"LINESTRING (-1.6676796 38.0466213, -1.6680068 38.0466287, -1.6680249 38.0466291, -1.6683839 38.0466372, -1.6684079 38.0466376)",,,
156508069,,Calle Los Rosales,residential,False,True,38.884,"LINESTRING (-1.6684079 38.0466376, -1.6684227 38.0462881)",,,
156508069,,Calle Los Rosales,residential,False,False,18.256999999999998,"LINESTRING (-1.6684079 38.0466376, -1.6684065 38.046672, -1.668401 38.0468017)",,,
156508107,,Calle León Felipe,residential,False,False,63.802,"LINESTRING (-1.6684079 38.0466376, -1.6683839 38.0466372, -1.6680249 38.0466291, -1.6680068 38.0466287, -1.6676796 38.0466213)",,,
156508107,,Calle León Felipe,residential,False,True,22.006,"LINESTRING (-1.6684079 38.0466376, -1.668468 38.0466391, -1.6686591 38.0466434)",,,
156508097,,Avenida de la Paz,residential,False,False,58.834,"LINESTRING (-1.6686591 38.0466434, -1.6691739 38.0463034)",,,
156508097,,Avenida de la Paz,residential,False,True,28.647,"LINESTRING (-1.6686591 38.0466434, -1.668401 38.0468017)",,,
156508107,,Calle León Felipe,residential,False,True,60.842,"LINESTRING (-1.6686591 38.0466434, -1.6693536 38.0466596)",,,
156508107,,Calle León Felipe,residential,False,False,22.006,"LINESTRING (-1.6686591 38.0466434, -1.668468 38.0466391, -1.6684079 38.0466376)",,,
156508068,,Calle Pino de la Murta,residential,False,False,39.241,"LINESTRING (-1.6693536 38.0466596, -1.6693774 38.0463072)",,,
156508068,,Calle Pino de la Murta,residential,False,True,40.613,"LINESTRING (-1.6693536 38.0466596, -1.6693308 38.0470244)",,,
156508107,,Calle León Felipe,residential,False,False,60.842,"LINESTRING (-1.6693536 38.0466596, -1.6686591 38.0466434)",,,
156508097,,Avenida de la Paz,residential,False,False,28.647,"LINESTRING (-1.668401 38.0468017, -1.6686591 38.0466434)",,,
156508069,,Calle Los Rosales,residential,False,False,21.717,"LINESTRING (-1.668401 38.0468017, -1.6683945 38.0469545, -1.6683927 38.0469969)",,,
156508069,,Calle Los Rosales,residential,False,True,18.256999999999998,"LINESTRING (-1.668401 38.0468017, -1.6684065 38.046672, -1.6684079 38.0466376)",,,
156508138,,Avenida Francisco Puerta González-Conde,residential,False,True,30.77,"LINESTRING (-1.6676657 38.0468978, -1.6676796 38.0466213)",,,
156508064,,,residential,True,False,11.995999999999999,"LINESTRING (-1.6676657 38.0468978, -1.6676427 38.0468983, -1.6676211 38.0469048, -1.6676035 38.0469165, -1.6675918 38.0469322, -1.6675872 38.04695, -1.66759 38.0469669)",roundabout,,
156508109,,Calle Rodríguez de la Fuente,residential,False,False,39.246,"LINESTRING (-1.6649517 38.0469283, -1.6649591 38.0465754)",,,
156508124,,Calle Calderón de la Barca,residential,False,False,8.127,"LINESTRING (-1.6649517 38.0469283, -1.6650445 38.046929)",,,
156508067,,Calle Nicaragua,residential,False,True,40.357,"LINESTRING (-1.6657844 38.0469351, -1.6656667 38.047286)",,,
156508124,,Calle Calderón de la Barca,residential,False,False,73.459,"LINESTRING (-1.6657844 38.0469351, -1.6666227 38.04696)",,,
156508124,,Calle Calderón de la Barca,residential,False,True,13.504,"LINESTRING (-1.6657844 38.0469351, -1.6656302 38.0469338)",,,
821632224,,Calle del Clavel,residential,False,False,37.718,"LINESTRING (-1.6657844 38.0469351, -1.6657952 38.046596)",,,
156508118,,Calle Virgilio,residential,False,False,39.116,"LINESTRING (-1.6666227 38.04696, -1.6666368 38.0466084)",,,
156508124,,Calle Calderón de la Barca,residential,False,False,31.157,"LINESTRING (-1.6666227 38.04696, -1.6669785 38.0469619)",,,
156508124,,Calle Calderón de la Barca,residential,False,True,73.459,"LINESTRING (-1.6666227 38.04696, -1.6657844 38.0469351)",,,
156508124,,Calle Calderón de la Barca,residential,False,False,53.55,"LINESTRING (-1.6669785 38.0469619, -1.66759 38.0469669)",,,
156508124,,Calle Calderón de la Barca,residential,False,True,31.157,"LINESTRING (-1.6669785 38.0469619, -1.6666227 38.04696)",,,
1112994185,,Calle Raimundo Muñoz Sánchez,residential,False,True,39.99,"LINESTRING (-1.6669785 38.0469619, -1.6669587 38.0473212)",,,
156508124,,Calle Calderón de la Barca,residential,False,True,53.55,"LINESTRING (-1.66759 38.0469669, -1.6669785 38.0469619)",,,
156508064,,,residential,True,False,7.601,"LINESTRING (-1.66759 38.0469669, -1.6675993 38.0469824, -1.6676142 38.0469948, -1.6676332 38.0470029, -1.6676546 38.047006)",roundabout,,
156508064,,,residential,True,False,11.565,"LINESTRING (-1.6677194 38.0469774, -1.667725 38.0469568, -1.6677245 38.0469432, -1.667719 38.0469289, -1.6677088 38.0469163, -1.6676965 38.0469074, -1.6676819 38.0469011, -1.6676657 38.0468978)",roundabout,,
"[949742385, 156508098]",,Calle Calderón de la Barca,residential,False,False,58.998999999999995,"LINESTRING (-1.6677194 38.0469774, -1.6677809 38.0469788, -1.6681135 38.0469882, -1.6683927 38.0469969)",,,
156508068,,Calle Pino de la Murta,residential,False,False,40.613,"LINESTRING (-1.6693308 38.0470244, -1.6693536 38.0466596)",,,
156508068,,Calle Pino de la Murta,residential,False,True,38.659,"LINESTRING (-1.6693308 38.0470244, -1.6693035 38.0473714)",,,
156508098,,Calle Calderón de la Barca,residential,False,True,82.203,"LINESTRING (-1.6693308 38.0470244, -1.6683927 38.0469969)",,,
180361787,,Calle Calderón de la Barca,residential,False,True,35.5,"LINESTRING (-1.6693308 38.0470244, -1.6695169 38.0470396, -1.6697279 38.0470837)",,,
156508069,,Calle Los Rosales,residential,False,False,38.205,"LINESTRING (-1.6683927 38.0469969, -1.6683782 38.0473403)",,,
156508098,,Calle Calderón de la Barca,residential,False,False,82.203,"LINESTRING (-1.6683927 38.0469969, -1.6693308 38.0470244)",,,
156508069,,Calle Los Rosales,residential,False,True,21.717,"LINESTRING (-1.6683927 38.0469969, -1.6683945 38.0469545, -1.668401 38.0468017)",,,
"[949742385, 156508098]",,Calle Calderón de la Barca,residential,False,True,58.999,"LINESTRING (-1.6683927 38.0469969, -1.6681135 38.0469882, -1.6677809 38.0469788, -1.6677194 38.0469774)",,,
180361832,,Calle Calderón de la Barca,residential,False,True,64.424,"LINESTRING (-1.6697279 38.0470837, -1.6704342 38.0472459)",,,
156508100,,Calle de la Acequia,living_street,False,True,196.373,"LINESTRING (-1.6697279 38.0470837, -1.669547 38.0475243, -1.6695294 38.0481341, -1.6696925 38.0488151)",,,
180361787,,Calle Calderón de la Barca,residential,False,False,35.5,"LINESTRING (-1.6697279 38.0470837, -1.6695169 38.0470396, -1.6693308 38.0470244)",,,
197059441,,Calle de la Acequia,residential,False,False,101.324,"LINESTRING (-1.6697279 38.0470837, -1.669796 38.0468371, -1.6699164 38.0465766, -1.6700071 38.0462017)",,,
156508064,,,residential,True,False,6.761,"LINESTRING (-1.6676546 38.047006, -1.6676759 38.0470038, -1.6676953 38.0469965, -1.667711 38.0469848, -1.6677194 38.0469774)",roundabout,,
156508131,,Avenida Francisco Puerta González-Conde,residential,False,False,35.187,"LINESTRING (-1.6676546 38.047006, -1.6676419 38.0472766, -1.6676389 38.0473222)",,,
156508067,,Calle Nicaragua,residential,False,False,48.865,"LINESTRING (-1.6654112 38.0480765, -1.6655482 38.0476505)",,,
470062534,,Avenida de la Paz,residential,False,True,135.37,"LINESTRING (-1.6654112 38.0480765, -1.6659739 38.0481572, -1.6664075 38.0478754, -1.666725 38.0476689)",,,
949742398,,Calle Nicaragua,residential,False,True,52.24699999999999,"LINESTRING (-1.6654112 38.0480765, -1.6653616 38.0481015, -1.6649841 38.0483008, -1.6649149 38.0483373)",,,
194944356,,Avenida de Don Luis de los Reyes,secondary,False,False,65.039,"LINESTRING (-1.6649149 38.0483373, -1.6653821 38.048792)",,,RM-503
949742398,,Calle Nicaragua,residential,False,False,52.247,"LINESTRING (-1.6649149 38.0483373, -1.6649841 38.0483008, -1.6653616 38.0481015, -1.6654112 38.0480765)",,,
194944356,,Avenida de Don Luis de los Reyes,secondary,False,False,13.407,"LINESTRING (-1.6653821 38.048792, -1.66548 38.0488847)",,,RM-503
194944356,,Avenida de Don Luis de los Reyes,secondary,False,True,65.039,"LINESTRING (-1.6653821 38.048792, -1.6649149 38.0483373)",,,RM-503
156508125,,Gran Vía Manuel López Carreño,residential,False,False,132.674,"LINESTRING (-1.6653821 38.048792, -1.6665557 38.048817, -1.6668967 38.0488243)",,,
156508114,,Calle Raimundo Muñoz Sánchez,residential,True,False,130.567,"LINESTRING (-1.6668967 38.0488243, -1.6669365 38.0476505)",,,
