osmid,ref,highway,oneway,reversed,length,geometry,name,tunnel,bridge,lanes,maxspeed
893324251,N-120,trunk,False,False,17.922,"LINESTRING (-8.1479986 42.2859861, -8.1478916 42.2861265)",,,,,
893324254,N-120,trunk,False,True,29.562,"LINESTRING (-8.1479986 42.2859861, -8.1481898 42.285761)",,,,,
193132178,,trunk_link,True,False,20.518,"LINESTRING (-8.1479986 42.2859861, -8.1479872 42.2859146, -8.1479446 42.2858612, -8.147926 42.2858126)",,,,,
893324252,,trunk_link,True,False,17.53,"LINESTRING (-8.1479986 42.2859861, -8.1480049 42.286049, -8.1480286 42.2860923, -8.1480695 42.2861294)",,,,,
893324246,OU-405,primary,False,True,11.186,"LINESTRING (-8.1446604 42.28578, -8.1445903 42.2858662)",Avenida de Redondela,,,,
893324244,OU-405,primary,False,False,26.726,"LINESTRING (-8.1446604 42.28578, -8.1447828 42.2856831, -8.1448944 42.2856139)",Avenida de Redondela,,,,
35598086,OU-504,primary,False,False,146.161,"LINESTRING (-8.1431651 42.2895218, -8.14329 42.2896258, -8.1434465 42.2898213, -8.1434839 42.2898638, -8.143546 42.289965, -8.1435884 42.2901153, -8.1436069 42.2907479)",Rúa do Ribeiro,,,,
379535093,OU-405,primary,False,False,100.28,"LINESTRING (-8.1431651 42.2895218, -8.1432338 42.2894537, -8.1433227 42.2893954, -8.1440534 42.2891297, -8.1442018 42.2890665)",Rúa do Progreso,,,,
801372667,OU-406,secondary,False,True,43.202,"LINESTRING (-8.1431651 42.2895218, -8.143094 42.2895961, -8.1430433 42.2897063, -8.1429974 42.2898327, -8.1429775 42.2898807)",Rúa do Progreso,,,,
185716915,,residential,False,False,106.766,"LINESTRING (-8.1428548 42.2889458, -8.1430223 42.2893803, -8.1430182 42.2894632, -8.1429479 42.2897171, -8.1429458 42.289776, -8.1429775 42.2898807)",Rúa San Martiño,,,,
179864857,,tertiary,False,False,11.213,"LINESTRING (-8.1400399 42.2915184, -8.1400494 42.291619)",Rúa do Consello,,,,
91422407,OU-406,secondary,False,False,224.47699999999998,"LINESTRING (-8.1400399 42.2915184, -8.1400946 42.2915023, -8.1401179 42.291469, -8.1401674 42.2911466, -8.1401846 42.2910016, -8.1402203 42.2909112, -8.1403873 42.2906912, -8.140616 42.2904439, -8.1407318 42.2903594, -8.1408599 42.2903159, -8.1416599 42.2902374)",Rúa do Progreso,,,,
"[91422418, 91422519, 91422407]",OU-406,secondary,False,True,96.021,"LINESTRING (-8.1400399 42.2915184, -8.1399441 42.2915077, -8.1396927 42.2914507, -8.1395525 42.2914687, -8.1394817 42.2915099, -8.1394271 42.2916259, -8.1393811 42.2918528, -8.1393441 42.2919207)",Rúa do Progreso,yes,,,
179959802,,residential,False,True,28.102,"LINESTRING (-8.1405903 42.2861157, -8.1402739 42.286211)",,,,,
179875864,OU-0305,tertiary,False,False,47.355000000000004,"LINESTRING (-8.1405903 42.2861157, -8.1407566 42.2863697, -8.1408316 42.2865022)",Estrada Ribadavia - A Arnoia,,,,
"[91422483, 91422635, 91422407]",OU-406,secondary,False,False,130.548,"LINESTRING (-8.1416599 42.2902374, -8.1417674 42.2902266, -8.1425347 42.2902147, -8.1426299 42.2902137, -8.1426951 42.290208, -8.1427369 42.2901979, -8.142773 42.2901817, -8.1428433 42.2901324, -8.1428914 42.2900709, -8.1429775 42.2898807)","['Ponte de San Francisco', 'Rúa do Progreso']",,yes,,
91422407,OU-406,secondary,False,True,224.47700000000003,"LINESTRING (-8.1416599 42.2902374, -8.1408599 42.2903159, -8.1407318 42.2903594, -8.140616 42.2904439, -8.1403873 42.2906912, -8.1402203 42.2909112, -8.1401846 42.2910016, -8.1401674 42.2911466, -8.1401179 42.291469, -8.1400946 42.2915023, -8.1400399 42.2915184)",Rúa do Progreso,,,,
"[179875864, 801372660]",OU-0305,tertiary,False,True,544.5199999999999,"LINESTRING (-8.1416599 42.2902374, -8.1416632 42.2900643, -8.1415773 42.2897826, -8.1414218 42.2894056, -8.1412877 42.2892389, -8.1410516 42.2890921, -8.1408156 42.2890127, -8.1405635 42.2890167, -8.140247 42.2889572, -8.1399144 42.2887945, -8.1397266 42.2885484, -8.1396676 42.2882706, -8.1397135 42.2879958, -8.1398339 42.2877627, -8.1400646 42.2874928, -8.140365 42.2872626, -8.1406976 42.287092, -8.140727 42.2870708, -8.1408961 42.2869491, -8.1409497 42.286834, -8.1409509 42.2867352, -8.1409229 42.2866634, -8.1408316 42.2865022)",Estrada Ribadavia - A Arnoia,,,,
179875852,,residential,True,False,50.005,"LINESTRING (-8.1457931 42.2858092, -8.1463697 42.2859516)",Rúa Celso Emilio Ferreiro,,,,
179875875,,residential,False,True,102.09200000000001,"LINESTRING (-8.1457931 42.2858092, -8.14591 42.2855791, -8.1461848 42.2851317, -8.1462159 42.2850546, -8.1462079 42.2850016, -8.1461855 42.2849575)",Avenida de Redondela,,,,
893324247,OU-405,primary,False,False,28.616,"LINESTRING (-8.1461855 42.2849575, -8.1464667 42.284806)",Avenida de Redondela,,,,
893324247,OU-405,primary,False,True,120.833,"LINESTRING (-8.1461855 42.2849575, -8.1449759 42.285574)",Avenida de Redondela,,,,
179875875,,residential,False,False,102.092,"LINESTRING (-8.1461855 42.2849575, -8.1462079 42.2850016, -8.1462159 42.2850546, -8.1461848 42.2851317, -8.14591 42.2855791, -8.1457931 42.2858092)",Avenida de Redondela,,,,
179875872,,residential,False,True,91.34,"LINESTRING (-8.1471897 42.2851746, -8.1477324 42.2853486, -8.1479394 42.2849966)",Rúa Vicente Risco,,,,
186071063,,residential,False,False,26.302,"LINESTRING (-8.1471897 42.2851746, -8.1471915 42.2850194, -8.1471882 42.2849381)",Rúa Ramón Otero Pedrayo,,,,
186071063,,residential,False,True,104.84899999999999,"LINESTRING (-8.1471897 42.2851746, -8.1471592 42.2853126, -8.146828 42.2860774)",Rúa Ramón Otero Pedrayo,,,,
186071063,,residential,False,True,75.628,"LINESTRING (-8.146828 42.2860774, -8.1466706 42.2867475)",Rúa Ramón Otero Pedrayo,,,,
247760997,,residential,False,True,40.212,"LINESTRING (-8.146828 42.2860774, -8.1463697 42.2859516)",Rúa Celso Emilio Ferreiro,,,,
