osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction
856155551,True,1,AV-924,Plaza del Condestable Dávalos,secondary,50,False,24.327,"LINESTRING (-5.0915925 40.209953, -5.0914197 40.2097785)",
856155552,False,,AV-924,Plaza Siempre Incendiada y Siempre Fiel,secondary,,True,19.006999999999998,"LINESTRING (-5.0915925 40.209953, -5.0916306 40.2099812, -5.0917533 40.2100719)",
233691166,True,,,Calle de la Reina Isabel la Católica,living_street,,False,82.75,"LINESTRING (-5.0908978 40.2096147, -5.0908972 40.2093145, -5.0909345 40.2090406, -5.0909547 40.2088727)",
418118567,False,,AV-924,Calle de la Triste Condesa,secondary,,False,41.108000000000004,"LINESTRING (-5.0908978 40.2096147, -5.0907557 40.2096237, -5.090679 40.2096356, -5.0905063 40.2096614, -5.0904202 40.2096723)",
854935418,False,,,Plaza del Condestable Dávalos,residential,,False,42.951,"LINESTRING (-5.0908978 40.2096147, -5.0909356 40.2096742, -5.0909211 40.2099521, -5.090908 40.2099929)",
1116031568,True,1,AV-924,Plaza del Condestable Dávalos,secondary,50,False,24.689,"LINESTRING (-5.0908978 40.2096147, -5.0910201 40.2096546, -5.0911653 40.2097017)",
418118567,False,,AV-924,Calle de la Triste Condesa,secondary,,False,10.251,"LINESTRING (-5.0894041 40.2098335, -5.0892893 40.209862)",
418118567,False,,AV-924,Calle de la Triste Condesa,secondary,,True,76.38400000000001,"LINESTRING (-5.0894041 40.2098335, -5.089673 40.2097735, -5.0897427 40.2097626, -5.0899767 40.2097349, -5.090282 40.209688)",
"[233691170, 856155556]",True,,,"['Calle de la Sorpresa', 'Plaza de San Pedro']",residential,,False,40.731,"LINESTRING (-5.0894041 40.2098335, -5.0892785 40.2096536, -5.089172 40.209513)",
418118571,False,,AV-924,Avenida de Lourdes,secondary,,False,151.486,"LINESTRING (-5.0861072 40.2101467, -5.0859814 40.2101719, -5.0852496 40.210452, -5.0850298 40.2105362, -5.0846813 40.2106511, -5.0845818 40.210673, -5.0844762 40.210682)",
418118571,False,,AV-924,Avenida de Lourdes,secondary,,True,27.839,"LINESTRING (-5.0861072 40.2101467, -5.0861925 40.2101405, -5.0862769 40.2101527, -5.0864274 40.2101848)",
854342786,True,,,Plaza del Prado,residential,,False,12.811,"LINESTRING (-5.0861072 40.2101467, -5.0861277 40.2102022, -5.0861481 40.2102576)",
48217987,False,,,Calle de Júpiter,residential,,False,111.661,"LINESTRING (-5.0831944 40.2107877, -5.0832897 40.2109613, -5.0834655 40.2112613, -5.0834888 40.2113667, -5.083411 40.2115695, -5.0833963 40.2116944, -5.0834145 40.2117358)",
418118571,False,,AV-924,Avenida de Lourdes,secondary,,False,34.375,"LINESTRING (-5.0831944 40.2107877, -5.0830204 40.210804, -5.0827922 40.2108227)",
418118571,False,,AV-924,Avenida de Lourdes,secondary,,True,39.562,"LINESTRING (-5.0831944 40.2107877, -5.083574 40.2107564, -5.0836576 40.2107495)",
116230995,True,1,,,secondary,40,False,1.789,"LINESTRING (-5.0824073 40.2108546, -5.082428 40.2108516)",roundabout
116230977,True,1,AV-922,Avenida del Rey Juan Carlos I,secondary,50,False,47.703,"LINESTRING (-5.0823051 40.210727, -5.081852 40.2109806)",
116230995,True,1,,,secondary,40,False,19.887999999999998,"LINESTRING (-5.0823051 40.210727, -5.0822964 40.210744, -5.0822923 40.2107683, -5.0822972 40.2107926, -5.0823116 40.2108159, -5.0823372 40.2108366, -5.0823675 40.2108494, -5.0824073 40.2108546)",roundabout
116230992,False,,AV-923,Avenida del Rey Juan Carlos I,secondary,,False,8.146,"LINESTRING (-5.081852 40.2109806, -5.0817734 40.2110226)",
