osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,junction,tunnel
37591546,False,C-246a,Carretera del Vendrell,tertiary,50,False,75.995,"LINESTRING (1.5647655 41.2021263, 1.565033 41.2019775, 1.5652408 41.2018115, 1.5654054 41.201648)",,,
152102322,True,,Carrer de Miramar,tertiary_link,,False,65.11099999999999,"LINESTRING (1.5647655 41.2021263, 1.5649446 41.2019369, 1.5650453 41.2018109, 1.5650822 41.2017125, 1.5650985 41.2016533, 1.5651018 41.20161)",,,
131293793,True,,,tertiary,,False,48.562999999999995,"LINESTRING (1.5696973 41.2041162, 1.5696425 41.2041218, 1.5695599 41.2041075, 1.5695112 41.2040813, 1.5694691 41.204033, 1.5694564 41.2039824, 1.5694579 41.2039648, 1.5694753 41.2039209, 1.569511 41.2038834, 1.5695726 41.2038528, 1.5695882 41.2038506)",1,roundabout,
275481729,True,TV-2126,Carrer de Jesús,living_street,,False,57.474,"LINESTRING (1.5702123 41.1995601, 1.5702065 41.1995184, 1.5701441 41.1990673, 1.5701412 41.199046)",,,
152102374,False,,Carrer Major,living_street,,True,218.025,"LINESTRING (1.5705579 41.2009772, 1.570594 41.2009511, 1.5706074 41.2009427, 1.5708092 41.2008165, 1.5708743 41.2007744, 1.5710523 41.2006593, 1.5713445 41.2005019, 1.5715811 41.2003968, 1.5720383 41.2003375, 1.5720698 41.2003334, 1.5726925 41.200257, 1.5728845 41.2002335)",,,
898537948,True,TV-2126,Carrer de Jesús,living_street,,False,64.468,"LINESTRING (1.5705579 41.2009772, 1.5705478 41.2009564, 1.5702994 41.2004466, 1.5702925 41.2004329)",,,
152102307,True,,Carrer de Miramar,tertiary_link,,False,25.749,"LINESTRING (1.5654054 41.201648, 1.5651018 41.20161)",,,
275481734,False,C-246a,Carretera del Vendrell,tertiary,50,False,19.411,"LINESTRING (1.5654054 41.201648, 1.5655346 41.201503)",,,
37591546,False,C-246a,Carretera del Vendrell,tertiary,50,True,75.995,"LINESTRING (1.5654054 41.201648, 1.5652408 41.2018115, 1.565033 41.2019775, 1.5647655 41.2021263)",,,
131293795,False,TV-2126,Carrer de la Bòbila,tertiary,,True,143.86799999999997,"LINESTRING (1.569682 41.2026179, 1.5695929 41.2027181, 1.5694971 41.2028801, 1.569452 41.2029882, 1.569427 41.2030942, 1.569409 41.2032838, 1.5694291 41.2034316, 1.5694645 41.2035579, 1.5695256 41.2036869, 1.5695882 41.2038506)",,,
413060679,True,TV-2126,Carrer de Jesús,residential,,False,117.73199999999999,"LINESTRING (1.569682 41.2026179, 1.5697615 41.2025407, 1.5699091 41.2024179, 1.5700083 41.2023284, 1.5700867 41.2022243, 1.5703858 41.2017929, 1.5704181 41.2017447, 1.5704294 41.2017279)",,,
570035831,False,,,tertiary_link,,True,8.193,"LINESTRING (1.569682 41.2026179, 1.569652 41.2025872, 1.5696246 41.2025582)",,,
