osmid,highway,oneway,reversed,length,geometry,name,junction,lanes,maxspeed,tunnel
27652932,primary,False,False,8.436,"LINESTRING (-1.246121 38.0486653, -1.2462014 38.0487071)",,,,,
28109769,primary,True,False,48.762,"LINESTRING (-1.246121 38.0486653, -1.2460926 38.0486329, -1.2460486 38.0486034, -1.2459934 38.0485684, -1.2459397 38.0485336, -1.2458861 38.0484934, -1.2458459 38.0484649, -1.2457922 38.0484132, -1.2457493 38.0483458)",,,,,
28109777,primary,True,False,25.146,"LINESTRING (-1.2455932 38.0480654, -1.2455696 38.0481492, -1.2455366 38.048215, -1.2454771 38.0482664)",Calle La Florida,,,,
43928434,residential,False,False,111.057,"LINESTRING (-1.2473036 38.0503406, -1.2460558 38.0501617)",Avenida de Colón,,,,
210219433,residential,False,True,43.635,"LINESTRING (-1.2473036 38.0503406, -1.2472299 38.0507287)",Calle de Ramón y Cajal,,,,
43928404,primary,True,False,62.49999999999999,"LINESTRING (-1.2447922 38.0485185, -1.2449031 38.0485103, -1.2449647 38.048503, -1.2450586 38.0484934, -1.2451485 38.0484882, -1.2452457 38.048485, -1.2453007 38.0484856, -1.2454073 38.0484947, -1.2454999 38.0485138)",,,,,
43928437,primary,False,False,71.355,"LINESTRING (-1.2447922 38.0485185, -1.2447392 38.0485295, -1.2445481 38.0485721, -1.2444375 38.048605, -1.2443331 38.0486402, -1.2442392 38.0486804, -1.2441722 38.0487163, -1.2441158 38.0487585, -1.2440698 38.0487935)",,,,,
990247843,residential,False,False,38.034,"LINESTRING (-1.2460369 38.0509186, -1.2460768 38.050578)",,,,,
"[990247843, 210219427]",residential,False,True,143.423,"LINESTRING (-1.2460369 38.0509186, -1.2459994 38.0513491, -1.2470793 38.0514656)",Calle de Benito Pérez Galdós,,,,
43928437,primary,False,False,15.065000000000001,"LINESTRING (-1.2440698 38.0487935, -1.2440166 38.0488536, -1.2439748 38.0489064)",,,,,
43928437,primary,False,True,71.35500000000002,"LINESTRING (-1.2440698 38.0487935, -1.2441158 38.0487585, -1.2441722 38.0487163, -1.2442392 38.0486804, -1.2443331 38.0486402, -1.2444375 38.048605, -1.2445481 38.0485721, -1.2447392 38.0485295, -1.2447922 38.0485185)",,,,,
373838166,residential,False,True,129.345,"LINESTRING (-1.2440698 38.0487935, -1.2441753 38.0488423, -1.2442291 38.0491051, -1.2443334 38.0494125, -1.2444525 38.0497294, -1.2444422 38.0498812)",,,,,
43928442,residential,False,False,48.263,"LINESTRING (-1.2439748 38.0489064, -1.24344 38.0490114)",,,,,
43928437,primary,False,False,44.834999999999994,"LINESTRING (-1.2439748 38.0489064, -1.2439493 38.0489851, -1.2439281 38.0490923, -1.2439201 38.049207, -1.2439173 38.0493056)",,,,,
43928437,primary,False,True,15.065000000000001,"LINESTRING (-1.2439748 38.0489064, -1.2440166 38.0488536, -1.2440698 38.0487935)",,,,,
43928442,residential,False,True,48.263,"LINESTRING (-1.24344 38.0490114, -1.2439748 38.0489064)",,,,,
43928442,residential,False,False,229.998,"LINESTRING (-1.24344 38.0490114, -1.243203 38.0490474, -1.2422585 38.0491833, -1.2422017 38.0489287, -1.2422531 38.048901, -1.2432714 38.0487571)",,,,,
373838312,residential,False,False,30.608,"LINESTRING (-1.24344 38.0490114, -1.2434779 38.0490839, -1.2434678 38.0492806)",,,,,
