osmid,lanes,name,highway,oneway,reversed,length,geometry,junction,width,maxspeed,tunnel
173031727,2,Camí Reial,tertiary,False,False,46.75,"LINESTRING (-0.4050685 39.3991704, -0.4049243 39.3995758)",,,,
173031727,2,Camí Reial,tertiary,False,False,45.65,"LINESTRING (-0.4036137 39.4022561, -0.4035028 39.4026576)",,,,
173031727,2,Camí Reial,tertiary,False,True,98.253,"LINESTRING (-0.4036137 39.4022561, -0.4037571 39.401837, -0.4038387 39.4016555, -0.403982 39.4014225)",,,,
23376031,2,,tertiary,True,False,11.029,"LINESTRING (-0.3991336 39.406122, -0.3990764 39.4060996, -0.3990127 39.4060932)",roundabout,,,
43318150,2,Carrer del Xarco,residential,False,True,55.424,"LINESTRING (-0.3991336 39.406122, -0.3992877 39.4059452, -0.3992961 39.4059355, -0.3994938 39.4057085)",,,,
424888708,,Ronda del Nord,tertiary,True,False,16.977,"LINESTRING (-0.3989403 39.4061069, -0.3987653 39.406036)",,3,,
23376031,2,,tertiary,True,False,8.547,"LINESTRING (-0.3989403 39.4061069, -0.3988985 39.4061277, -0.3988651 39.4061562)",roundabout,,,
23376031,2,,tertiary,True,False,13.759,"LINESTRING (-0.3990525 39.4063827, -0.3991033 39.40637, -0.3991475 39.4063469, -0.3991815 39.4063151)",roundabout,,,
23376031,2,,tertiary,True,False,37.83,"LINESTRING (-0.3988651 39.4061562, -0.3988386 39.4062003, -0.3988323 39.4062486, -0.3988468 39.4062959, -0.3988807 39.4063369, -0.3989301 39.4063669, -0.3989896 39.4063828, -0.3990525 39.4063827)",roundabout,,,
43318128,,Ronda del Nord,residential,False,False,11.899,"LINESTRING (-0.3990127 39.4060932, -0.3989274 39.4060089)",,,,
23376031,2,,tertiary,True,False,6.436999999999999,"LINESTRING (-0.3990127 39.4060932, -0.3989756 39.4060972, -0.3989403 39.4061069)",roundabout,,,
43330902,,Carrer del Calvari,residential,True,False,60.222,"LINESTRING (-0.399608 39.4024728, -0.4002873 39.4026062)",,,,
43318127,,Carrer de Massanassa,residential,True,False,144.708,"LINESTRING (-0.399608 39.4024728, -0.3994177 39.403111, -0.3992251 39.4037401)",,,,
43318127,,Carrer de Massanassa,residential,True,False,49.067,"LINESTRING (-0.3992251 39.4037401, -0.3990974 39.4041702)",,,,
43318144,,Avinguda del Doctor Gómez Ferrer,residential,True,False,125.583,"LINESTRING (-0.3992251 39.4037401, -0.3978864 39.4034536, -0.3978161 39.4034398)",,,,
43318135,,,residential,True,False,20.387999999999998,"LINESTRING (-0.3989521 39.4046214, -0.3989048 39.4046183, -0.3988584 39.404626, -0.3988169 39.4046438, -0.398784 39.4046702, -0.3987625 39.4047029)",roundabout,,,
43318128,,Ronda del Nord,residential,False,True,11.899,"LINESTRING (-0.3989274 39.4060089, -0.3990127 39.4060932)",,,,
43318137,,Plaça dels Furs,residential,True,False,101.781,"LINESTRING (-0.3989274 39.4060089, -0.3992163 39.4051212)",,,,
43318128,,Ronda del Nord,residential,False,False,76.8,"LINESTRING (-0.3989274 39.4060089, -0.3987103 39.4058375, -0.3983082 39.4055108)",,,,
43318128,,Ronda del Nord,residential,False,False,25.712,"LINESTRING (-0.3983082 39.4055108, -0.3981114 39.4053366)",,,,
43318128,,Ronda del Nord,residential,False,True,76.8,"LINESTRING (-0.3983082 39.4055108, -0.3987103 39.4058375, -0.3989274 39.4060089)",,,,
43318128,,Ronda del Nord,residential,False,True,91.956,"LINESTRING (-0.3975582 39.4046329, -0.3975919 39.4046831, -0.397886 39.4051203, -0.3981114 39.4053366)",,,,
1168220070,,,residential,True,False,15.425,"LINESTRING (-0.3975582 39.4046329, -0.3975974 39.4046161, -0.3976295 39.4045918, -0.3976522 39.4045619, -0.3976639 39.4045284)",roundabout,,,
1168220070,,,residential,True,False,22.839,"LINESTRING (-0.3976639 39.4045284, -0.3976624 39.4044873, -0.3976445 39.4044486, -0.3976119 39.4044162, -0.3975679 39.4043932, -0.3975168 39.4043818)",roundabout,,,
"[43318129, 1168220070]",,,residential,True,False,40.623999999999995,"LINESTRING (-0.3973862 39.404412, -0.3973699 39.4044249, -0.3973415 39.4044592, -0.3973282 39.4044985, -0.3973313 39.4045391, -0.3973503 39.4045771, -0.3973799 39.404606, -0.3974189 39.4046274, -0.397464 39.4046396, -0.3975117 39.4046414, -0.3975582 39.4046329)",roundabout,,,
43318131,,Ronda de l'Est,residential,True,False,57.636,"LINESTRING (-0.3983271 39.4022504, -0.3985413 39.4017592)",,,,
43330902,,Carrer del Calvari,residential,True,False,112.801,"LINESTRING (-0.3983271 39.4022504, -0.3983918 39.4022613, -0.399608 39.4024728)",,,,
178194340,,Ronda de l'Est,residential,False,False,57.484,"LINESTRING (-0.3978161 39.4034398, -0.3976111 39.4039319)",,,,
178194340,,Ronda de l'Est,residential,False,True,33.048,"LINESTRING (-0.3978161 39.4034398, -0.3978456 39.4033691, -0.397934 39.4031569)",,,,
43318147,,Carrer d'Ausiàs March,residential,True,False,124.418,"LINESTRING (-0.4018011 39.4052207, -0.402225 39.4041508)",,,,
178194343,1,Carrer del Pintor Ribalta,residential,True,False,53.919,"LINESTRING (-0.4018011 39.4052207, -0.4011876 39.4051186)",,,,
178194343,1,Carrer del Pintor Ribalta,residential,True,False,73.115,"LINESTRING (-0.4008832 39.4050658, -0.4000517 39.4049259)",,,,
43318141,1,Carrer de Mariano Benlliure,residential,True,False,56.532,"LINESTRING (-0.4008832 39.4050658, -0.4008794 39.4050988, -0.400697 39.4055527)",,,,
43318150,2,Carrer del Xarco,residential,False,False,26.832,"LINESTRING (-0.4000517 39.4049259, -0.3999744 39.4051597)",,,,
43318150,2,Carrer del Xarco,residential,False,True,63.338,"LINESTRING (-0.4000517 39.4049259, -0.4002263 39.4043725)",,,,
178194343,1,Carrer del Pintor Ribalta,residential,True,False,63.978,"LINESTRING (-0.4000517 39.4049259, -0.3994281 39.4048254, -0.3993211 39.4048165)",,,,
43318137,,Plaça dels Furs,residential,True,False,66.172,"LINESTRING (-0.3993211 39.4048165, -0.3995281 39.4042433)",,,,
43318143,1,Avinguda del Doctor Marañón,residential,True,False,67.875,"LINESTRING (-0.3993211 39.4048165, -0.3999744 39.4051597)",,,,
178197576,,Carrer del Pintor Ribalta,residential,False,False,22.083,"LINESTRING (-0.3993211 39.4048165, -0.3990729 39.4047649)",,,,
