osmid,name,highway,oneway,reversed,length,ref,geometry,junction,lanes,maxspeed
61303021,Avenida Portugal,tertiary,False,False,15.368,,"LINESTRING (-5.6415347 37.4682215, -5.6415913 37.4680908)",,,
315928639,Avenida Portugal,tertiary,False,True,178.709,A-8100,"LINESTRING (-5.6415347 37.4682215, -5.6422229 37.4695384, -5.6422378 37.4697195)",,,
61303047,,primary,True,False,25.058,,"LINESTRING (-5.6435755 37.4707701, -5.6438409 37.47069)",,,
31513324,Calle San Pedro,primary,False,False,49.422,,"LINESTRING (-5.6435755 37.4707701, -5.6433939 37.4708798, -5.6431298 37.4710392)",,,
23059414,Calle de la Fuente,tertiary,True,False,62.448,,"LINESTRING (-5.6431298 37.4710392, -5.6430971 37.4709694, -5.6428714 37.4705164)",,,
31513324,Calle San Pedro,primary,False,False,49.458,,"LINESTRING (-5.6431298 37.4710392, -5.6429408 37.4711151, -5.6427678 37.4711422, -5.6425963 37.4711551)",,,
31513324,Calle San Pedro,primary,False,True,49.422,,"LINESTRING (-5.6431298 37.4710392, -5.6433939 37.4708798, -5.6435755 37.4707701)",,,
41221722,Calle Angostillo,residential,True,False,53.385,,"LINESTRING (-5.6431298 37.4710392, -5.6433377 37.4710778, -5.6435443 37.4710845, -5.6436144 37.4711045, -5.6437034 37.471156)",,,
23115676,Carretera de Brenes,tertiary,False,False,18.769,,"LINESTRING (-5.6443868 37.4735014, -5.6441945 37.4734293)",,,
23115676,Carretera de Brenes,tertiary,False,True,65.716,,"LINESTRING (-5.6443868 37.4735014, -5.6449414 37.4738958)",,,
61303079,,residential,True,False,24.105,,"LINESTRING (-5.6443868 37.4735014, -5.644429 37.4734548, -5.6444459 37.4734361, -5.6445461 37.4733253)",,,
23115676,Carretera de Brenes,tertiary,False,False,2.787,,"LINESTRING (-5.6441945 37.4734293, -5.644163 37.4734275)",,,
23115676,Carretera de Brenes,tertiary,False,True,18.769,,"LINESTRING (-5.6441945 37.4734293, -5.6443868 37.4735014)",,,
61318648,Calle González Girón,tertiary,False,False,39.775,SE-4105,"LINESTRING (-5.6426014 37.473956, -5.6424637 37.4736154)",,,
140227313,Calle Bernardo Enrique Cerezo,tertiary,False,True,78.87400000000001,,"LINESTRING (-5.6426014 37.473956, -5.642796 37.4739091, -5.6431898 37.4738025, -5.6434465 37.4737257)",,,
231871095,Calle Santa Ana,tertiary,False,True,74.688,SE-4105,"LINESTRING (-5.6426014 37.473956, -5.6427252 37.4742943, -5.6427586 37.4744241, -5.6427745 37.4746106)",,,
61318648,Calle González Girón,tertiary,False,True,21.076,SE-4105,"LINESTRING (-5.6424103 37.4733474, -5.6424397 37.4735355)",,,
61318648,Calle González Girón,tertiary,False,False,84.47,SE-4105,"LINESTRING (-5.6424103 37.4733474, -5.6423803 37.4729409, -5.6422983 37.4725945)",,,
61318648,Calle González Girón,tertiary,False,False,16.19,SE-4105,"LINESTRING (-5.6418497 37.4715832, -5.6418086 37.4714413)",,,
61318648,Calle González Girón,tertiary,False,True,119.702,SE-4105,"LINESTRING (-5.6418497 37.4715832, -5.641882 37.471642, -5.6421776 37.4721799, -5.6422983 37.4725945)",,,
231871095,Calle Santa Ana,tertiary,False,False,40.182,SE-4105,"LINESTRING (-5.6425716 37.4761148, -5.6426308 37.4757565)",,,
242409857,Avenida Democracia,tertiary,False,True,79.313,,"LINESTRING (-5.6425716 37.4761148, -5.643452 37.4762583)",,,
231871095,Calle Santa Ana,tertiary,False,True,47.896,SE-4105,"LINESTRING (-5.6427745 37.4746106, -5.6427529 37.475041)",,,
61303107,Calle Barrionuevo,living_street,True,False,149.522,,"LINESTRING (-5.6427745 37.4746106, -5.6419351 37.474637, -5.6410822 37.4746757)",,,
231871095,Calle Santa Ana,tertiary,False,False,74.68799999999999,SE-4105,"LINESTRING (-5.6427745 37.4746106, -5.6427586 37.4744241, -5.6427252 37.4742943, -5.6426014 37.473956)",,,
61318651,Calle San Francisco,tertiary,False,True,37.617,,"LINESTRING (-5.6469159 37.4703496, -5.6464953 37.4702947)",,,
31513321,Paseo del Estatuto,primary,True,False,28.83,,"LINESTRING (-5.644977 37.4699926, -5.6447795 37.4700856, -5.6446909 37.470117)",,,
61303140,Paseo del Estatuto,primary,True,False,11.258,,"LINESTRING (-5.6451646 37.4701665, -5.6451558 37.4700655)",,,
