osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,junction,maxspeed,access,bridge,tunnel
"[152003674, 556783046]",True,BI-3745,Calle La Bondad,tertiary,False,168.18,"LINESTRING (-2.9959717 43.2984752, -2.9958832 43.2984677, -2.9957415 43.2984509, -2.9955428 43.2984173, -2.995401 43.2983915, -2.9952516 43.2983601, -2.9950775 43.2983197, -2.9948295 43.2982513, -2.994475 43.2981471, -2.9942626 43.2980789, -2.9942161 43.2980556, -2.9941399 43.2980095, -2.9940782 43.297933)",,,,,,
354085963,True,,Plaza Sor Juana Casajús,tertiary,False,6.513999999999999,"LINESTRING (-2.9940782 43.297933, -2.9940592 43.2979072, -2.9940326 43.2978852)",2,roundabout,,,,
354085963,True,,Plaza Sor Juana Casajús,tertiary,False,2.56,"LINESTRING (-2.993841 43.2978637, -2.9938136 43.2978752)",2,roundabout,,,,
56640823,True,,Calle Gabriel Aresti / Gabriel Aresti kalea,residential,False,20.387999999999998,"LINESTRING (-2.9937476 43.2980213, -2.9937233 43.2980769, -2.993683 43.2981134, -2.9935981 43.2981613)",1,,,,,
354085963,True,,Plaza Sor Juana Casajús,tertiary,False,14.774,"LINESTRING (-2.9937476 43.2980213, -2.9937767 43.2980602, -2.9938223 43.2980895, -2.9938789 43.2981058)",2,roundabout,,,,
56061202,True,,Calle Autonomía / Autonomia kalea,residential,False,12.565000000000001,"LINESTRING (-2.9923435 43.2974653, -2.9923459 43.2974138, -2.992338 43.2973526)",,,,,,
556267600,True,,Calle La Bondad / La Bondad kalea,residential,False,11.4,"LINESTRING (-2.9923435 43.2974653, -2.992432 43.2974967, -2.9924698 43.2975107)",,,,,,
361742369,True,,,secondary,False,6.631,"LINESTRING (-2.9878418 43.2913515, -2.9879013 43.2913925)",3,roundabout,,,,
27451408,True,,Azkue ingurabidea / Ronda Azkue,secondary,False,115.768,"LINESTRING (-2.9877691 43.2910462, -2.9876365 43.2910979, -2.9875211 43.2911331, -2.9874275 43.2911476, -2.987303 43.2911621, -2.9863703 43.2911801)",3,,,,,
"[624516450, 396843421]",True,,,secondary,False,36.217,"LINESTRING (-2.9877691 43.2910462, -2.9877388 43.2911289, -2.9877422 43.2911994, -2.987794 43.2912999, -2.9878418 43.2913515)",1,roundabout,,,,
149029727,True,,Calle Luis de Castresana,residential,False,162.173,"LINESTRING (-2.9951853 43.299152, -2.9949133 43.2993037, -2.9948989 43.299311, -2.9947201 43.2994012, -2.9947126 43.299405, -2.9945223 43.2995037, -2.9944471 43.2995347, -2.9943327 43.2995401, -2.9942378 43.2995342, -2.9937765 43.2994602, -2.9934814 43.2994057, -2.993378 43.2993779)",,,,,,
354083930,True,,Calle Gabriel Aresti / Gabriel Aresti kalea,residential,False,63.423,"LINESTRING (-2.9923571 43.2985033, -2.9922808 43.2985427, -2.9921201 43.2986256, -2.9919365 43.2987935, -2.991843 43.2989208)",,,,,,
354083931,True,,Avenida de la Libertad / Askatasun etorbidea,tertiary,False,116.179,"LINESTRING (-2.9923571 43.2985033, -2.9923891 43.2985427, -2.9927593 43.2989975, -2.993011 43.2993697, -2.9930447 43.2994196)",2,,,,,
158494699,True,,Avenida de las Juntas Generales,residential,False,55.648,"LINESTRING (-2.991729 43.2978729, -2.9918371 43.2978162, -2.9922654 43.2975823, -2.9922805 43.297574)",,,,,,
