osmid,highway,junction,oneway,reversed,length,geometry,ref,name,lanes,maxspeed,bridge,tunnel
23308855,tertiary,,True,False,31.766,"LINESTRING (-0.3334274 39.566389, -0.3334205 39.566306, -0.3334275 39.5662229, -0.3334573 39.5661059)",CV-3005,,1,,,
737939397,tertiary,roundabout,True,False,10.888,"LINESTRING (-0.3334274 39.566389, -0.3333876 39.5663778, -0.3333453 39.566377, -0.3333048 39.5663865)",,,,,,
737939399,tertiary,roundabout,True,False,10.834,"LINESTRING (-0.3333048 39.5663865, -0.3332783 39.5663999, -0.3332567 39.5664177, -0.3332328 39.5664627)",,,,,,
23308854,tertiary,,True,False,28.428,"LINESTRING (-0.3332328 39.5664627, -0.3331439 39.566709)",CV-3005,Avinguda de Raval,1,,,
737939398,tertiary,roundabout,True,False,13.157,"LINESTRING (-0.3332328 39.5664627, -0.3332353 39.5665021, -0.3332572 39.5665378, -0.333295 39.5665643)",,,,,,
23308853,tertiary,roundabout,True,False,11.514,"LINESTRING (-0.333295 39.5665643, -0.3333257 39.5665748, -0.3333588 39.5665789, -0.3333923 39.5665764, -0.3334238 39.5665675)",,,,,,
23316272,secondary,,True,False,131.798,"LINESTRING (-0.3280145 39.5688268, -0.3280471 39.5689105, -0.3280568 39.5689882, -0.3280421 39.56905, -0.3280182 39.5691071, -0.3276566 39.5699597)",CV-300,,2,60,,
554575483,secondary,roundabout,True,False,30.552,"LINESTRING (-0.3280145 39.5688268, -0.3280648 39.5688658, -0.3281245 39.5688957, -0.3281911 39.5689154, -0.3282615 39.5689239, -0.3283327 39.5689209)",CV-300,,2,,,
554575483,secondary,roundabout,True,False,13.818999999999999,"LINESTRING (-0.3283327 39.5689209, -0.3284101 39.5689037, -0.3284801 39.5688728)",CV-300,,2,,,
44044147,tertiary,,True,False,28.503,"LINESTRING (-0.3284801 39.5688728, -0.3285914 39.5688723, -0.3286929 39.5688718, -0.3288125 39.5688761)",,Carrer del Barranquet,,50,,
"[554575482, 554575483, 23316245]",secondary,roundabout,True,False,38.162,"LINESTRING (-0.3284801 39.5688728, -0.328529 39.5688387, -0.3285683 39.5687979, -0.3286022 39.568739, -0.3286164 39.5686756, -0.3286119 39.5686194, -0.3285918 39.5685651)",CV-300,,2,,yes,
23316245,secondary,roundabout,True,False,11.049,"LINESTRING (-0.3285918 39.5685651, -0.328562 39.5685211, -0.3285218 39.5684822)",CV-300,,2,,,
23316245,secondary,roundabout,True,False,25.649,"LINESTRING (-0.3285218 39.5684822, -0.3284643 39.5684454, -0.3283976 39.5684192, -0.3283251 39.568405, -0.3282503 39.5684034)",CV-300,,2,,,
"[554575483, 554575484, 23316245]",secondary,roundabout,True,False,62.664,"LINESTRING (-0.3282503 39.5684034, -0.3281727 39.5684155, -0.3281009 39.5684412, -0.3280388 39.5684791, -0.3279898 39.568527, -0.3279538 39.5685895, -0.32794 39.568657, -0.3279438 39.5687026, -0.3279578 39.568747, -0.3279816 39.5687888, -0.3280145 39.5688268)",CV-300,,2,,yes,
23316246,secondary,roundabout,True,False,29.274,"LINESTRING (-0.3259755 39.5744112, -0.3260318 39.5744048, -0.3260859 39.5743912, -0.3261364 39.5743709, -0.3261817 39.5743444, -0.3262208 39.5743124, -0.3262523 39.5742759)",CV-300,,2,,,
23316246,secondary,roundabout,True,False,21.974,"LINESTRING (-0.3262523 39.5742759, -0.3262839 39.5742147, -0.3262947 39.5741494, -0.326284 39.574084)",CV-300,,2,,,
23316262,tertiary,,True,False,41.481,"LINESTRING (-0.3262523 39.5742759, -0.3263837 39.5742463, -0.3264847 39.5742452, -0.3266155 39.5742509, -0.32673 39.5742421)",,Carrer del Camí Llari,,,,
23316246,secondary,roundabout,True,False,15.870999999999999,"LINESTRING (-0.326284 39.574084, -0.3262633 39.5740392, -0.3262325 39.573998, -0.3261925 39.5739617)",CV-300,,2,,,
23316246,secondary,roundabout,True,False,24.375,"LINESTRING (-0.3261925 39.5739617, -0.3261163 39.5739183, -0.3260274 39.5738928, -0.3259329 39.5738871)",CV-300,,2,,,
"[1165427200, 23316269]",secondary,,True,False,592.582,"LINESTRING (-0.3261925 39.5739617, -0.3261836 39.5738751, -0.3261816 39.5738096, -0.3261983 39.5737411, -0.3265887 39.5727904, -0.326986 39.571873, -0.3273938 39.5708862, -0.3276832 39.5702178, -0.3279812 39.5695206, -0.3280247 39.5694171, -0.3281526 39.5691129, -0.3282041 39.5690276, -0.3282758 39.5689647, -0.3283327 39.5689209)",CV-300,,2,"['60', '40']",,
23316246,secondary,roundabout,True,False,25.853,"LINESTRING (-0.3259329 39.5738871, -0.3258586 39.5738972, -0.325789 39.5739195, -0.3257275 39.5739532, -0.3256771 39.5739964)",CV-300,,2,,,
23316246,secondary,roundabout,True,False,26.345000000000002,"LINESTRING (-0.3257001 39.5743241, -0.3257575 39.5743635, -0.3258248 39.574392, -0.3258987 39.5744082, -0.3259755 39.5744112)",CV-300,,2,,,
97211730,tertiary,,False,False,23.39,"LINESTRING (-0.32673 39.5742421, -0.3269965 39.5742874)",,Carrer del Camí Llari,,,,
23316263,tertiary,,True,False,42.52499999999999,"LINESTRING (-0.32673 39.5742421, -0.3266217 39.5742031, -0.326537 39.5741897, -0.3264601 39.5741703, -0.3263764 39.574136, -0.3263378 39.5741128, -0.326284 39.574084)",,Carrer del Camí Llari,,,,
23316272,secondary,,True,False,57.716,"LINESTRING (-0.3276566 39.5699597, -0.3275748 39.5701656, -0.3274437 39.570452)",CV-300,,2,60,,
23318736,tertiary,,True,False,71.634,"LINESTRING (-0.3276566 39.5699597, -0.3275402 39.5700256, -0.3274272 39.5700791, -0.3268877 39.570191)",,Camí de la mar de Massamagrell,,,,
"[23316272, 1165427199]",secondary,,True,False,403.847,"LINESTRING (-0.3274437 39.570452, -0.3271536 39.5711458, -0.3267172 39.5721871, -0.3261594 39.5734908, -0.3260687 39.5737028, -0.3260323 39.5737669, -0.3259978 39.5738142, -0.3259691 39.5738477, -0.3259329 39.5738871)",CV-300,,2,"['60', '40']",,
"[97211545, 23318740, 14107303]","['residential', 'tertiary']",,False,True,108.00699999999999,"LINESTRING (-0.3268877 39.570191, -0.3272358 39.5701786, -0.3273814 39.5701631, -0.3275325 39.5701455, -0.3278578 39.5701572, -0.3280707 39.5701678, -0.3281435 39.5701692)",,"['Camí de la mar de Massamagrell', 'Carrer del Mar']",,,,yes
23318737,tertiary,,True,False,48.825,"LINESTRING (-0.3268877 39.570191, -0.3270283 39.5702282, -0.3271862 39.5702276, -0.3273254 39.5702623, -0.3273975 39.5703331)",,Camí de la mar de Massamagrell,,,,
43866214,residential,,True,False,119.676,"LINESTRING (-0.3357439 39.5703064, -0.3356726 39.570187, -0.3351393 39.5693363)",,Avinguda de la Verge del Rosari,,,,
43866214,residential,,True,False,13.398,"LINESTRING (-0.3351393 39.5693363, -0.3350662 39.5692298)",,Avinguda de la Verge del Rosari,,,,
43866217,residential,,True,False,90.412,"LINESTRING (-0.3351393 39.5693363, -0.3348441 39.5701169)",,Carrer 1 de Maig,,,,
43866214,residential,,True,False,27.053,"LINESTRING (-0.3345026 39.56827, -0.334377 39.5680468)",,Avinguda de la Verge del Rosari,,,,
43866225,residential,,False,True,32.745,"LINESTRING (-0.3345026 39.56827, -0.334848 39.5683958)",,Carrer del Llaurador Valencià,2,50,,
97291698,residential,,True,False,103.18299999999999,"LINESTRING (-0.3345026 39.56827, -0.334423 39.5682277, -0.334366 39.5682135, -0.334325 39.5682064, -0.3342798 39.5682103, -0.3342406 39.5682348, -0.3338688 39.5688744)",,Carrer Figueres,,50,,
23308853,tertiary,roundabout,True,False,7.253,"LINESTRING (-0.3334238 39.5665675, -0.3334472 39.5665554, -0.3334669 39.5665398, -0.3334817 39.5665213)",,,,,,
97086457,residential,,False,True,100.306,"LINESTRING (-0.3334238 39.5665675, -0.3337909 39.5671567, -0.3339189 39.5673847)",,Avinguda de la Verge del Rosari,,,,
43866217,residential,,True,False,107.212,"LINESTRING (-0.3348441 39.5701169, -0.3345217 39.5710485)",,Carrer 1 de Maig,,,,
97236092,residential,,True,False,79.952,"LINESTRING (-0.3348441 39.5701169, -0.3357439 39.5703064)",,Carrer de Progrés,,50,,
97236092,residential,,True,False,61.104,"LINESTRING (-0.3333876 39.5697929, -0.3334265 39.5698013, -0.3340716 39.5699477)",,Carrer de Progrés,,50,,
43872682,residential,,True,False,41.502,"LINESTRING (-0.3345217 39.5710485, -0.334054 39.5709519)",,Carrer del Sol,,,,
97291736,residential,,True,False,106.695,"LINESTRING (-0.3353158 39.5712074, -0.3357439 39.5703064)",,Avinguda de València,,50,,
43872682,residential,,True,False,70.341,"LINESTRING (-0.3353158 39.5712074, -0.3352399 39.5711967, -0.3345217 39.5710485)",,Carrer del Sol,,,,
807715981,tertiary,,True,False,28.651,"LINESTRING (-0.3335393 39.5718646, -0.3332292 39.5717684)",,Carrer de Casetes,,,,
43872658,tertiary,,False,True,86.09199999999998,"LINESTRING (-0.3335393 39.5718646, -0.333988 39.5719944, -0.334192 39.5721126, -0.3342654 39.5721802, -0.3343201 39.5722925)",,Carrer de Casetes,,,,
44044149,residential,,True,False,53.093,"LINESTRING (-0.3335393 39.5718646, -0.3334506 39.5720397, -0.3333535 39.5722811, -0.3333432 39.572317)",,Carrer de Carmen Pichastor,,50,,
807715982,tertiary,,True,False,100.98200000000001,"LINESTRING (-0.3332292 39.5717684, -0.3325723 39.5715744, -0.3322591 39.5714389, -0.3322159 39.5714152, -0.3321654 39.5713868)",,Carrer de Casetes,,,,
97694495,residential,,False,True,61.339,"LINESTRING (-0.3334771 39.5741217, -0.333707 39.5735993)",,Carrer del Poeta Miguel Hernández,,50,,
97298372,residential,,True,False,47.233000000000004,"LINESTRING (-0.3334771 39.5741217, -0.3335437 39.5741409, -0.3340034 39.5742473)",,Avinguda de Francisco Redolat,,50,,
43866214,residential,,True,False,72.983,"LINESTRING (-0.3350662 39.5692298, -0.334704 39.5686358)",,Avinguda de la Verge del Rosari,,,,
97236087,residential,,True,False,53.739,"LINESTRING (-0.3350662 39.5692298, -0.3344807 39.569057)",,Carrer de Cervantes,1,50,,
43866214,residential,,True,False,44.187,"LINESTRING (-0.334704 39.5686358, -0.3345026 39.56827)",,Avinguda de la Verge del Rosari,,,,
43872680,residential,,True,False,29.617,"LINESTRING (-0.334704 39.5686358, -0.3348056 39.5684364, -0.334848 39.5683958)",,Carrer d'Ausiàs March,,50,,
701277329,residential,,False,False,62.98,"LINESTRING (-0.3337468 39.5708878, -0.3330396 39.5707341)",,Carrer del Sol,,,,
43872680,residential,,True,False,108.18299999999999,"LINESTRING (-0.3337468 39.5708878, -0.3337695 39.5708308, -0.3340716 39.5699477)",,Carrer d'Ausiàs March,,50,,
43872680,residential,,True,False,42.873,"LINESTRING (-0.3340716 39.5699477, -0.3342136 39.569578)",,Carrer d'Ausiàs March,,50,,
97236092,residential,,True,False,68.835,"LINESTRING (-0.3340716 39.5699477, -0.3348441 39.5701169)",,Carrer de Progrés,,50,,
43872680,residential,,True,False,62.292,"LINESTRING (-0.3342136 39.569578, -0.3344807 39.569057)",,Carrer d'Ausiàs March,,50,,
779414582,residential,,False,True,58.121,"LINESTRING (-0.3342136 39.569578, -0.3335655 39.5694243)",,Carrer de Vicente Aleixandre,,,,
43872680,residential,,True,False,50.595,"LINESTRING (-0.3344807 39.569057, -0.334704 39.5686358)",,Carrer d'Ausiàs March,,50,,
97236087,residential,,True,False,56.242,"LINESTRING (-0.3344807 39.569057, -0.3338688 39.5688744)",,Carrer de Cervantes,1,50,,
43866225,residential,,False,False,32.745,"LINESTRING (-0.334848 39.5683958, -0.3345026 39.56827)",,Carrer del Llaurador Valencià,2,50,,
367476624,residential,,False,False,137.186,"LINESTRING (-0.334848 39.5683958, -0.3355113 39.567273)",,Carrer d'Ausiàs March,,50,,
43866225,residential,,False,True,66.075,"LINESTRING (-0.334848 39.5683958, -0.3354901 39.5685748, -0.3355738 39.5685959)",,Carrer del Llaurador Valencià,2,50,,
781567237,tertiary,,True,False,38.826,"LINESTRING (-0.3318918 39.5712296, -0.331749 39.57105, -0.3316386 39.5709407)",,Carrer de Casetes,,,,
44044148,tertiary,,True,False,12.137,"LINESTRING (-0.3300344 39.5689625, -0.3298983 39.5689324)",,Carrer del Barranquet,,50,,
97093045,residential,,False,False,121.132,"LINESTRING (-0.3300344 39.5689625, -0.3304705 39.5679263)",,Carrer del Mestre Rodrigo,,50,,
97298374,residential,,False,False,59.475,"LINESTRING (-0.3333432 39.572317, -0.3331482 39.5728012, -0.3331387 39.5728281)",,Carrer de Carmen Pichastor,,50,,
97298377,residential,,True,False,79.353,"LINESTRING (-0.3333432 39.572317, -0.3340791 39.5725059, -0.3342154 39.5724573)",,Carrer de Sant Josep,,50,,
1192908484,residential,,True,False,25.812,"LINESTRING (-0.3316386 39.5709407, -0.3318351 39.5707648)",,Carrer de Benigne Ferrer,,50,,
781567237,tertiary,,True,False,36.995999999999995,"LINESTRING (-0.3316386 39.5709407, -0.3313924 39.5708081, -0.3313482 39.5707871, -0.3312773 39.5707596)",,Carrer de Casetes,,,,
97236082,residential,,True,False,93.64,"LINESTRING (-0.3344579 39.5668962, -0.3335187 39.5665466, -0.3334817 39.5665213)",,Carrer de Aquilera Serni,,,,
779414585,residential,,False,True,78.64099999999999,"LINESTRING (-0.3344579 39.5668962, -0.33411 39.5674553, -0.3340217 39.5675097)",,Carrer del Pintor Ribera,,,,
23308856,tertiary,,True,False,33.857,"LINESTRING (-0.3334573 39.5661059, -0.3333618 39.5662659, -0.3333048 39.5663865)",CV-3005,,1,,,
155986148,unclassified,,False,True,15.762,"LINESTRING (-0.3256771 39.5739964, -0.3255509 39.5738933)",,,,,,
23316246,secondary,roundabout,True,False,39.373000000000005,"LINESTRING (-0.3256771 39.5739964, -0.3256477 39.5740344, -0.3256271 39.5740757, -0.3256157 39.5741191, -0.325614 39.5741634, -0.3256219 39.5742072, -0.3256393 39.5742494, -0.3256656 39.5742887, -0.3257001 39.5743241)",CV-300,,2,,,
97236100,residential,,True,False,7.226,"LINESTRING (-0.3338744 39.5674447, -0.3337967 39.5674699)",,Carrer de Mestre Roque Gorriz,,50,,
97086458,residential,roundabout,True,False,10.107000000000001,"LINESTRING (-0.3338744 39.5674447, -0.3338831 39.5674558, -0.3338957 39.5674644, -0.3339111 39.5674698, -0.3339278 39.5674714, -0.3339444 39.5674691, -0.3339594 39.5674632, -0.3339715 39.5674542)",,,,,,
97086457,residential,,False,False,100.306,"LINESTRING (-0.3339189 39.5673847, -0.3337909 39.5671567, -0.3334238 39.5665675)",,Avinguda de la Verge del Rosari,,,,
97086458,residential,roundabout,True,False,8.838000000000001,"LINESTRING (-0.3339189 39.5673847, -0.3339024 39.5673885, -0.3338882 39.5673959, -0.3338775 39.5674063, -0.3338713 39.5674186, -0.3338702 39.5674318, -0.3338744 39.5674447)",,,,,,
97086458,residential,roundabout,True,False,11.350999999999999,"LINESTRING (-0.3339715 39.5674542, -0.3339793 39.5674433, -0.3339827 39.5674312, -0.3339815 39.5674184, -0.3339755 39.5674063, -0.3339652 39.5673962, -0.3339515 39.5673889, -0.3339356 39.5673849, -0.3339189 39.5673847)",,,,,,
97208624,residential,,True,False,43.941,"LINESTRING (-0.3301721 39.5673438, -0.3296852 39.5672202)",,Plaça de la Noria,,,,
97093043,residential,,False,False,27.653,"LINESTRING (-0.3318428 39.5665253, -0.3315273 39.5664734)",,Carrer de Vistabella,,50,,
97093043,residential,,False,True,43.073,"LINESTRING (-0.3318428 39.5665253, -0.3323277 39.5666269)",,Carrer de Vistabella,,50,,
97093066,residential,,True,False,60.272,"LINESTRING (-0.3318428 39.5665253, -0.3320386 39.5660047)",,Carrer de la Murta,,50,,
97093043,residential,,False,True,27.653,"LINESTRING (-0.3315273 39.5664734, -0.3318428 39.5665253)",,Carrer de Vistabella,,50,,
97093053,residential,,True,False,55.137,"LINESTRING (-0.3315273 39.5664734, -0.3313223 39.5669434)",,Carrer de la Murta,,50,,
97086456,tertiary,,False,False,46.203,"LINESTRING (-0.3327158 39.5675955, -0.3329049 39.5672064)",CV-3005,Avinguda de Raval,2,40,,
97086456,tertiary,,False,True,25.003,"LINESTRING (-0.3327158 39.5675955, -0.3326025 39.5678027)",CV-3005,Avinguda de Raval,2,40,,
97093059,residential,,True,False,16.281,"LINESTRING (-0.3313223 39.5669434, -0.3315081 39.5669738)",,Carrer de l'Alqueria,,50,,
97093043,residential,,False,False,43.073,"LINESTRING (-0.3323277 39.5666269, -0.3318428 39.5665253)",,Carrer de Vistabella,,50,,
97093043,residential,,False,True,69.051,"LINESTRING (-0.3323277 39.5666269, -0.3331165 39.5667529)",,Carrer de Vistabella,,50,,
97093049,residential,,True,False,52.653,"LINESTRING (-0.3323277 39.5666269, -0.332133 39.567076)",,Carrer de Mairano Benlliure,,50,,
97093045,residential,,False,True,68.091,"LINESTRING (-0.3309167 39.566895, -0.3306642 39.5674756)",,Carrer del Mestre Rodrigo,,50,,
97093059,residential,,True,False,35.181,"LINESTRING (-0.3309167 39.566895, -0.3313223 39.5669434)",,Carrer de l'Alqueria,,50,,
97086456,tertiary,,False,False,5.417,"LINESTRING (-0.3331165 39.5667529, -0.3331439 39.566709)",CV-3005,Avinguda de Raval,2,40,,
97086456,tertiary,,False,True,53.59,"LINESTRING (-0.3331165 39.5667529, -0.3329049 39.5672064)",CV-3005,Avinguda de Raval,2,40,,
97093043,residential,,False,False,69.051,"LINESTRING (-0.3331165 39.5667529, -0.3323277 39.5666269)",,Carrer de Vistabella,,50,,
97093057,residential,,False,False,52.331,"LINESTRING (-0.3326982 39.5661316, -0.3332915 39.5662425)",,Carrer de Rafalell,,50,,
97093057,residential,,False,True,17.103,"LINESTRING (-0.3326982 39.5661316, -0.332504 39.5660963)",,Carrer de Rafalell,,50,,
97093057,residential,,False,False,10.555,"LINESTRING (-0.3320386 39.5660047, -0.3321579 39.5660282)",,Carrer de Rafalell,,50,,
97093057,residential,,False,True,25.542,"LINESTRING (-0.3320386 39.5660047, -0.3317509 39.5659449)",,Carrer de Rafalell,,50,,
97093049,residential,,True,False,34.268,"LINESTRING (-0.331761 39.5679311, -0.331625 39.5682209)",,Carrer de Mairano Benlliure,,50,,
"[97208618, 1006683927]","['residential', 'living_street']",,False,True,54.685,"LINESTRING (-0.331761 39.5679311, -0.3320139 39.5680061, -0.332051 39.5680225, -0.3323712 39.5680618)",,"['Carrer de Mairano Benlliure', 'Travesía de Mairano Benlliure']",,,,
97093061,residential,,True,False,45.773,"LINESTRING (-0.3294358 39.5665081, -0.3299464 39.5666286)",,Carrer de l'Alqueria,,50,,
97093073,residential,,False,True,68.431,"LINESTRING (-0.3294358 39.5665081, -0.3291649 39.567087)",,Avinguda de la Via Augusta,,30,,
97093057,residential,,False,False,17.103,"LINESTRING (-0.332504 39.5660963, -0.3326982 39.5661316)",,Carrer de Rafalell,,50,,
97093057,residential,,False,True,30.619,"LINESTRING (-0.332504 39.5660963, -0.3321579 39.5660282)",,Carrer de Rafalell,,50,,
97093053,residential,,True,False,61.813,"LINESTRING (-0.3317509 39.5659449, -0.3315273 39.5664734)",,Carrer de la Murta,,50,,
97093057,residential,,False,False,25.542,"LINESTRING (-0.3317509 39.5659449, -0.3320386 39.5660047)",,Carrer de Rafalell,,50,,
97093039,residential,,True,False,69.489,"LINESTRING (-0.3296852 39.5672202, -0.3299464 39.5666286)",,Carrer de Tirant lo Blanch,,50,,
97208624,residential,,True,False,46.994,"LINESTRING (-0.3296852 39.5672202, -0.3291649 39.567087)",,Plaça de la Noria,,,,
97093049,residential,,True,False,36.273,"LINESTRING (-0.3319597 39.5674837, -0.3318159 39.5677905)",,Carrer de Mairano Benlliure,,50,,
97093072,residential,,True,False,66.62,"LINESTRING (-0.3319597 39.5674837, -0.332217 39.5675246, -0.3322567 39.5675179, -0.3322991 39.5675179, -0.3326243 39.5675621, -0.3327158 39.5675955)",,Carrer de Pas del Racó,,50,,
97093059,residential,,True,False,43.149,"LINESTRING (-0.3316406 39.5669954, -0.332133 39.567076)",,Carrer de l'Alqueria,,50,,
97093066,residential,,True,False,55.071,"LINESTRING (-0.3316406 39.5669954, -0.3318428 39.5665253)",,Carrer de la Murta,,50,,
44044148,tertiary,,True,False,13.654,"LINESTRING (-0.3288947 39.5686993, -0.3287984 39.568681, -0.328744 39.5686613)",,Carrer del Barranquet,,50,,
1178106416,residential,,True,False,19.344,"LINESTRING (-0.3288947 39.5686993, -0.3288569 39.5686457, -0.3288093 39.5685806, -0.3287682 39.5685592)",,Avinguda de la Via Augusta,,30,,
97086456,tertiary,,False,False,53.59,"LINESTRING (-0.3329049 39.5672064, -0.3331165 39.5667529)",CV-3005,Avinguda de Raval,2,40,,
97086456,tertiary,,False,True,46.203,"LINESTRING (-0.3329049 39.5672064, -0.3327158 39.5675955)",CV-3005,Avinguda de Raval,2,40,,
97236096,residential,,True,False,82.03800000000001,"LINESTRING (-0.3329049 39.5672064, -0.3337515 39.5674673, -0.3337967 39.5674699)",,Carrer de Sant Miquel,,50,,
"[1192908363, 97211539]",residential,,False,False,43.797000000000004,"LINESTRING (-0.329864 39.5705007, -0.3298331 39.5704835, -0.3296204 39.5703653, -0.3295808 39.5703368, -0.3294663 39.5702546)",,Carrer del Mar,,,,
