osmid,oneway,highway,reversed,length,geometry,ref,maxspeed,junction,lanes,name,bridge,access
"[740636881, 973071861, 289326501]",True,residential,False,57.551,"LINESTRING (1.6344973 41.1952765, 1.6344777 41.1952249, 1.6345115 41.1950761, 1.6346222 41.1948074, 1.6346347 41.1947772)",,,,,Avinguda de la Font,,
733909735,True,residential,False,136.925,"LINESTRING (1.6383674 41.1960107, 1.6382996 41.1959999, 1.6367894 41.1956848)",,,,,Carrer de Joaquim Mir,,
733909735,True,residential,False,60.738,"LINESTRING (1.6388875 41.196293, 1.6388671 41.1962088, 1.6387849 41.1960989, 1.638643 41.1960355, 1.6384373 41.1960061, 1.6383674 41.1960107)",,,,,Carrer de Joaquim Mir,,
135608240,True,residential,False,71.361,"LINESTRING (1.6388645 41.1969138, 1.638849 41.1968529, 1.6388075 41.19669, 1.6387725 41.196543, 1.6388875 41.196293)",,,,,Carrer de Joaquim Mir,,
135608281,True,residential,False,58.231,"LINESTRING (1.6388645 41.1969138, 1.6388845 41.1969923, 1.6389658 41.197312, 1.6389713 41.1973514, 1.6389823 41.1974296)",,,,,Carrer de Joan Maragall,,
733909731,True,residential,False,68.384,"LINESTRING (1.6388645 41.1969138, 1.6387713 41.1969262, 1.638063 41.1970341)",,,,,Carrer de la Conca de Barberà,,
733909732,True,residential,False,75.221,"LINESTRING (1.6389823 41.1974296, 1.6389351 41.1975165, 1.6387581 41.1978427, 1.6386712 41.1979797, 1.6386655 41.1979887, 1.6386263 41.1980505)",,,,,Carrer de Joan Maragall,,
733909733,True,residential,False,61.79899999999999,"LINESTRING (1.6389823 41.1974296, 1.6390767 41.1974173, 1.6396087 41.197348, 1.6396486 41.1973428, 1.6397104 41.1973363)",,,,,Carrer d'Àngel Guimerà,,
206004005,True,residential,False,73.77799999999999,"LINESTRING (1.6334924 41.1974485, 1.6336069 41.1974536, 1.6339243 41.1974433, 1.6340176 41.1974413, 1.6343724 41.1974638)",,,,,Carrer de Sant Antoni,,
734710134,False,residential,False,42.022999999999996,"LINESTRING (1.6334924 41.1974485, 1.6335046 41.1972041, 1.6335063 41.1971501, 1.6335149 41.1970992, 1.6335239 41.197072)",,,,,Avinguda de la Font / Riera de Cunit,,
"[399331724, 734710134, 276517855]",False,residential,True,97.01,"LINESTRING (1.6334924 41.1974485, 1.6334911 41.1974937, 1.6334881 41.1975986, 1.6334839 41.1977223, 1.6334793 41.1977513, 1.6334553 41.1979013, 1.6334519 41.1979215, 1.633437 41.1979673, 1.6334133 41.1980404, 1.6333639 41.1982315, 1.6333517 41.1983118)",,,,,Avinguda de la Font / Riera de Cunit,,
276517853,True,primary,False,21.399,"LINESTRING (1.6326273 41.1983919, 1.6323805 41.1983414)",C-31,50,,1,,,
206003998,True,primary_link,False,9.323,"LINESTRING (1.6326273 41.1983919, 1.632618 41.1984101, 1.6325818 41.1984684)",,,,,,,
276517853,True,primary,False,35.741,"LINESTRING (1.6330468 41.1984517, 1.632743 41.198413, 1.6326273 41.1983919)",C-31,50,,1,,,
"[970702619, 276517854]",False,primary,False,36.474,"LINESTRING (1.6330468 41.1984517, 1.6331851 41.1984771, 1.6334704 41.1985292)",C-31,50,,2,Avinguda de Barcelona,yes,
"[734189679, 1085361255]",True,primary,False,13.572,"LINESTRING (1.6336227 41.1985711, 1.6335496 41.1985493, 1.6334704 41.1985292)",C-31,50,,1,,,
"[151656416, 205954877]",True,residential,False,156.221,"LINESTRING (1.6368183 41.1986204, 1.6367219 41.1985987, 1.6365688 41.1985613, 1.6357551 41.19837, 1.6356881 41.1983544, 1.6355864 41.1983301, 1.6355925 41.1983109, 1.6357204 41.1979084)",,50,,,"['Carrer del Mar', 'Carrer Major']",,
"[236859440, 733875181]",True,"['residential', 'primary_link']",False,23.788999999999998,"LINESTRING (1.6368183 41.1986204, 1.6369591 41.1987266, 1.6369806 41.1987524, 1.6370056 41.1987801)",,,,1,Plaça de la Generalitat,,
"[734189720, 733866891, 734189716]",False,residential,True,59.236000000000004,"LINESTRING (1.6368183 41.1986204, 1.6368483 41.1985729, 1.636892 41.1985038, 1.6370752 41.1982142, 1.6371212 41.1981389)",,50,,2,Carrerada de Santa Coloma,,
734189690,True,primary_link,False,14.159,"LINESTRING (1.6337456 41.1986557, 1.633709 41.198616, 1.6336822 41.1986039, 1.6336227 41.1985711)",,,,1,,,
237976376,True,primary,False,54.132,"LINESTRING (1.6342548 41.1986747, 1.6341387 41.198658, 1.6338961 41.1986194, 1.6336227 41.1985711)",C-31,50,,1,,,
1085361253,True,secondary_link,False,27.816,"LINESTRING (1.6342548 41.1986747, 1.6340746 41.1986925, 1.6339888 41.1987069, 1.6339303 41.1987241)",,,,1,,,
734189709,True,residential,False,11.198,"LINESTRING (1.6381929 41.1987322, 1.6381825 41.1987558, 1.6381743 41.1987805, 1.6381595 41.1988084, 1.6381612 41.1988287)",,,,,Carrer de Joan Maragall,,
734189692,True,secondary_link,False,19.063,"LINESTRING (1.6339303 41.1987241, 1.6338724 41.1987733, 1.6338437 41.1988137, 1.6338084 41.1988674)",,,,1,,,
1003004096,True,primary_link,False,17.223,"LINESTRING (1.6339303 41.1987241, 1.6338124 41.1986804, 1.6337456 41.1986557)",,,,,Avinguda de Barcelona,,
"[734611346, 835060468]",True,primary,False,110.47,"LINESTRING (1.6381612 41.1988287, 1.6386256 41.1988505, 1.6388683 41.1988645, 1.6392093 41.1988827, 1.6393371 41.1988768, 1.6394394 41.1988606, 1.6394758 41.1988548)",C-31,50,,"['1', '2']",,,
135608274,False,tertiary,True,94.64000000000001,"LINESTRING (1.6341572 41.2004049, 1.6341429 41.2002053, 1.6341223 41.2000908, 1.6340503 41.1998572, 1.6339933 41.1997299, 1.6339351 41.1995744)",,40,,,Carretera de Cunit a Clariana,,
234999749,False,residential,False,38.933,"LINESTRING (1.6341572 41.2004049, 1.6342154 41.2004099, 1.6342196 41.2004103, 1.6345684 41.2004405, 1.6346195 41.2004449)",,,,,Passatge de les Figueretes,,
135616040,True,residential,False,67.991,"LINESTRING (1.6381439 41.1965877, 1.6381341 41.1965056, 1.6381962 41.196403, 1.6383067 41.1962342, 1.6383568 41.1960496, 1.6383605 41.196036, 1.6383674 41.1960107)",,50,,,Carrerada de Santa Coloma,,
"[135616043, 49850365, 49850366]",False,residential,True,156.334,"LINESTRING (1.6381439 41.1965877, 1.638181 41.1965297, 1.6382157 41.1964789, 1.6386854 41.1957886, 1.6389847 41.1953322)",,50,,2,Carrerada de Santa Coloma,yes,
"[733909737, 734189627]",False,residential,False,40.775000000000006,"LINESTRING (1.6381439 41.1965877, 1.6381096 41.1966378, 1.6380227 41.1967671, 1.6379685 41.1968478, 1.6379247 41.1969152)",,50,,2,Carrerada de Santa Coloma,,
"[734614536, 35960442]",True,primary,False,31.107999999999997,"LINESTRING (1.6399975 41.1989644, 1.6401519 41.1989987, 1.6403508 41.1990513)",C-31,50,,1,,,
570035802,True,primary,False,12.324,"LINESTRING (1.6399975 41.1989644, 1.6399875 41.1990193, 1.639959 41.1990704)",C-31,50,roundabout,,,,
35960439,True,primary,False,30.491,"LINESTRING (1.639959 41.1990704, 1.639914 41.199114, 1.6398555 41.1991474, 1.6397884 41.1991681, 1.6397164 41.1991752, 1.6396445 41.1991682)",C-31,50,roundabout,,,,
151656444,False,residential,True,92.792,"LINESTRING (1.6359837 41.1938827, 1.6358112 41.1946349, 1.6358048 41.194663, 1.6357948 41.194705)",,,,,Carrer de Francesc Macià,,
733909735,True,residential,False,144.22299999999998,"LINESTRING (1.6367894 41.1956848, 1.6361884 41.1955543, 1.635654 41.195454, 1.6351487 41.1953826, 1.635116 41.195378)",,,,,Carrer de Joaquim Mir,,
"[151656499, 734142395, 734142397]",True,residential,False,126.81899999999999,"LINESTRING (1.6349569 41.1959895, 1.6349903 41.195995, 1.635439 41.1960688, 1.6355029 41.1960793, 1.635554 41.1960885, 1.6360317 41.1961748, 1.6363571 41.1962318, 1.6363839 41.1962349, 1.6364351 41.1962407)",,,,,Carrer de Pere Romeu,,
"[234946949, 234976319]",True,living_street,False,65.387,"LINESTRING (1.6349569 41.1959895, 1.6349028 41.1961245, 1.6348558 41.1962126, 1.6348471 41.1962261, 1.6348394 41.1962561, 1.6348259 41.196283, 1.6348071 41.1963194, 1.6347893 41.196354, 1.6347718 41.1963831, 1.6346788 41.1965377)",,,,,"[""Carrer d'Empar Nadal"", 'Plaça de Santiago Russinyol']",,designated
151656416,True,residential,False,69.258,"LINESTRING (1.6364351 41.1962407, 1.6364671 41.1962036, 1.6366841 41.1959518, 1.6367779 41.1957156, 1.6367822 41.1957041, 1.6367894 41.1956848)",,,,,Carrer del Mar,,
734142397,True,residential,False,57.207,"LINESTRING (1.6364351 41.1962407, 1.6364956 41.1962509, 1.6371023 41.1963531)",,,,,Carrer de Pere Romeu,,
734142397,True,residential,False,29.274,"LINESTRING (1.6371023 41.1963531, 1.6374437 41.1964107)",,,,,Carrer de Pere Romeu,,
151656448,True,residential,False,77.719,"LINESTRING (1.6374437 41.1964107, 1.6374266 41.1964382, 1.6374108 41.1964636, 1.6370856 41.196988, 1.6370721 41.1970097, 1.6370653 41.197021, 1.6370504 41.1970439)",,50,,,Passatge de Pere Romeu,,
"[734142397, 734189622]",True,residential,False,61.983000000000004,"LINESTRING (1.6374437 41.1964107, 1.6377878 41.1964801, 1.6380123 41.1965385, 1.6380569 41.1965533, 1.6381439 41.1965877)",,,,,Carrer de Pere Romeu,,
151656491,True,residential,False,92.81899999999999,"LINESTRING (1.6395423 41.1968171, 1.6395165 41.1967367, 1.6394085 41.196401, 1.6389246 41.1963007, 1.6388875 41.196293)",,,,,Carrer de Rovira i Virgili,,
733909729,True,residential,False,57.72099999999999,"LINESTRING (1.6395423 41.1968171, 1.6394452 41.196831, 1.6389442 41.1969024, 1.6388645 41.1969138)",,,,,Carrer de la Conca de Barberà,,
151656416,True,residential,False,81.50200000000001,"LINESTRING (1.636011 41.1968991, 1.6361374 41.1966549, 1.6364163 41.1962669, 1.6364351 41.1962407)",,,,,Carrer del Mar,,
151656456,True,residential,False,78.95200000000001,"LINESTRING (1.6366841 41.1969896, 1.6367007 41.1969643, 1.6367233 41.1969299, 1.6370612 41.1964157, 1.6370747 41.1963951, 1.6370817 41.1963845, 1.6371023 41.1963531)",,50,,,Travessera de Pere Romeu,,
734189645,True,residential,False,57.209,"LINESTRING (1.6366841 41.1969896, 1.6361082 41.1969117, 1.6360761 41.1969075, 1.636011 41.1968991)",,50,,,Carrer de Jaume I,,
740641562,False,residential,True,19.719,"LINESTRING (1.637819 41.1970737, 1.6379247 41.1969152)",,50,,2,Carrerada de Santa Coloma,,
"[733909736, 734189637]",False,residential,False,14.82,"LINESTRING (1.637819 41.1970737, 1.6377731 41.1971439, 1.6377403 41.1971931)",,50,,2,Carrerada de Santa Coloma,,
734189645,True,residential,False,31.237,"LINESTRING (1.6370504 41.1970439, 1.6366841 41.1969896)",,50,,,Carrer de Jaume I,,
"[151656480, 734189645]",True,residential,False,60.136,"LINESTRING (1.6377403 41.1971931, 1.6376439 41.1971675, 1.6373756 41.1971001, 1.6370504 41.1970439)",,50,,,Carrer de Jaume I,,
733866895,False,residential,False,59.721000000000004,"LINESTRING (1.6377403 41.1971931, 1.637607 41.1973889, 1.6375342 41.1974997, 1.6374245 41.1976747)",,50,,2,Carrerada de Santa Coloma,,
"[733909736, 734189637]",False,residential,True,14.82,"LINESTRING (1.6377403 41.1971931, 1.6377731 41.1971439, 1.637819 41.1970737)",,50,,2,Carrerada de Santa Coloma,,
733909730,True,residential,False,59.43299999999999,"LINESTRING (1.6397104 41.1973363, 1.6396809 41.1972483, 1.6395619 41.1968931, 1.6395516 41.1968546, 1.6395423 41.1968171)",,,,,Carrer de Rovira i Virgili,,
151656416,True,residential,False,58.834999999999994,"LINESTRING (1.6358701 41.1974172, 1.6359726 41.1970812, 1.636011 41.1968991)",,,,,Carrer del Mar,,
234947831,True,residential,False,133.171,"LINESTRING (1.6358701 41.1974172, 1.6359076 41.1974233, 1.6372612 41.1976448, 1.6373264 41.1976567, 1.6374245 41.1976747)",,50,,,Carrer de Mossèn Cinto Verdaguer,,
"[151656488, 734189747]",True,residential,False,133.158,"LINESTRING (1.6374245 41.1976747, 1.6375186 41.1976594, 1.6388462 41.1974519, 1.6388669 41.1974485, 1.6389823 41.1974296)",,,,,Carrer d'Àngel Guimerà,,
"[734189731, 734189740, 733866893]",False,residential,False,57.541000000000004,"LINESTRING (1.6374245 41.1976747, 1.637371 41.1977445, 1.6371809 41.198047, 1.6371212 41.1981389)",,50,,2,Carrerada de Santa Coloma,,
"[734189744, 733866894]",True,residential,False,108.891,"LINESTRING (1.6374245 41.1976747, 1.6374899 41.1976944, 1.6384582 41.1979965, 1.6385601 41.1980292, 1.6386263 41.1980505)",,50,,,Carrer de Mossèn Cinto Verdaguer,,
733866895,False,residential,True,59.721000000000004,"LINESTRING (1.6374245 41.1976747, 1.6375342 41.1974997, 1.637607 41.1973889, 1.6377403 41.1971931)",,50,,2,Carrerada de Santa Coloma,,
151656416,True,residential,False,56.037,"LINESTRING (1.6357204 41.1979084, 1.6357905 41.1976833, 1.6358701 41.1974172)",,,,,Carrer del Mar,,
734189727,True,residential,False,131.528,"LINESTRING (1.6386263 41.1980505, 1.638715 41.1980763, 1.6399415 41.1984329, 1.6399846 41.1984454, 1.6400894 41.1984826)",,50,,,Carrer de Mossèn Cinto Verdaguer,,
734189728,True,residential,False,60.349,"LINESTRING (1.6386263 41.1980505, 1.6386099 41.1980764, 1.6383156 41.1985403)",,,,,Carrer de Joan Maragall,,
"[734189720, 733866891, 734189716]",False,residential,False,59.236000000000004,"LINESTRING (1.6371212 41.1981389, 1.6370752 41.1982142, 1.636892 41.1985038, 1.6368483 41.1985729, 1.6368183 41.1986204)",,50,,2,Carrerada de Santa Coloma,,
"[733866892, 734189663]",True,residential,False,120.05799999999999,"LINESTRING (1.6371212 41.1981389, 1.6370488 41.1981175, 1.6357641 41.1979153, 1.6357204 41.1979084)",,50,,,Carrer del Carme,,
"[734189731, 734189740, 733866893]",False,residential,True,57.541000000000004,"LINESTRING (1.6371212 41.1981389, 1.6371809 41.198047, 1.637371 41.1977445, 1.6374245 41.1976747)",,50,,2,Carrerada de Santa Coloma,,
"[733874336, 276518622, 151656471]",True,primary_link,False,47.943999999999996,"LINESTRING (1.6333517 41.1983118, 1.6334393 41.1983875, 1.6335834 41.1984449, 1.6337492 41.1985185, 1.633783 41.1985364, 1.6337839 41.1985369, 1.6338175 41.1985554)",,,,,,,
"[205954891, 205954886]",True,residential,False,61.937,"LINESTRING (1.6333517 41.1983118, 1.6333653 41.1983795, 1.6333699 41.1984353, 1.6333268 41.1986003, 1.6333227 41.1986419, 1.6333151 41.1987184, 1.6333208 41.1988644)",,,,,Avinguda de la Font,,
"[399331724, 734710134, 276517855]",False,residential,False,97.01,"LINESTRING (1.6333517 41.1983118, 1.6333639 41.1982315, 1.6334133 41.1980404, 1.633437 41.1979673, 1.6334519 41.1979215, 1.6334553 41.1979013, 1.6334793 41.1977513, 1.6334839 41.1977223, 1.6334881 41.1975986, 1.6334911 41.1974937, 1.6334924 41.1974485)",,,,,Avinguda de la Font / Riera de Cunit,,
1051107399,True,primary,False,36.219,"LINESTRING (1.6326391 41.1983422, 1.6330468 41.1984517)",C-31,50,,1,,,
151656442,True,primary_link,False,30.492,"LINESTRING (1.6326391 41.1983422, 1.6327273 41.1983367, 1.6330023 41.1983196)",,,,,,,
734189728,True,residential,False,23.679,"LINESTRING (1.6383156 41.1985403, 1.6381929 41.1987322)",,,,,Carrer de Joan Maragall,,
"[734189736, 151656458]",True,residential,False,109.50200000000001,"LINESTRING (1.6383156 41.1985403, 1.6382742 41.1985254, 1.6376644 41.1983058, 1.6372291 41.1981686, 1.6371925 41.1981578, 1.6371212 41.1981389)",,50,,,Carrer del Carme,,
"[835060460, 835060461, 734611383]",True,primary,False,223.22500000000002,"LINESTRING (1.6338175 41.1985554, 1.6342065 41.1986154, 1.6347264 41.1986631, 1.6348005 41.1986701, 1.6349112 41.1986806, 1.6350368 41.198687, 1.6363828 41.198751, 1.636469 41.1987551)",C-31,50,,1,,,
"[734113501, 734113495]",False,residential,True,122.54299999999999,"LINESTRING (1.6289642 41.1934148, 1.6290327 41.1934208, 1.6303291 41.1935334, 1.6304188 41.1935429)",,,,,Avinguda de Tarragona,,
151662982,True,residential,False,58.160999999999994,"LINESTRING (1.6304188 41.1935429, 1.6304104 41.1936, 1.6303452 41.194027, 1.6303391 41.1940625)",,,,,Carrer de Terrassa,,
"[733879641, 734113499]",False,residential,True,41.735,"LINESTRING (1.6304188 41.1935429, 1.6307877 41.1935752, 1.6309144 41.1935852)",,,,,Avinguda de Tarragona,,
"[734113501, 734113495]",False,residential,False,122.54299999999999,"LINESTRING (1.6304188 41.1935429, 1.6303291 41.1935334, 1.6290327 41.1934208, 1.6289642 41.1934148)",,,,,Avinguda de Tarragona,,
234982472,True,residential,False,58.086,"LINESTRING (1.6288915 41.1939343, 1.6289512 41.1935028, 1.6289541 41.1934818, 1.6289642 41.1934148)",,,,,Carrer de Manresa,,
734135108,True,residential,False,121.96000000000001,"LINESTRING (1.6288915 41.1939343, 1.6302584 41.1940554, 1.6303391 41.1940625)",,,,,Carrer de Calafell,,
234982470,False,residential,False,97.952,"LINESTRING (1.6303391 41.1940625, 1.6304107 41.1940702, 1.6314981 41.1941865)",,,,,Carrer de Calafell,,
734135109,True,residential,False,47.512,"LINESTRING (1.6303391 41.1940625, 1.630328 41.1941317, 1.6302755 41.1944588, 1.630271 41.1944867)",,,,,Carrer de Terrassa,,
734590688,False,living_street,True,18.467,"LINESTRING (1.6323712 41.1984187, 1.6325818 41.1984684)",,,,,Avinguda de Barcelona,,
1186456711,True,primary_link,False,8.629999999999999,"LINESTRING (1.6323712 41.1984187, 1.6323768 41.1983717, 1.6323805 41.1983414)",,,,,,,
"[734590666, 151662974]",True,residential,False,31.786,"LINESTRING (1.6316965 41.1985498, 1.6317214 41.1984806, 1.6317353 41.1983771, 1.6317117 41.1983088, 1.6316985 41.1982705)",,,,,Carrer de Montblanc,,
"[151662977, 151665742]",False,residential,True,33.2,"LINESTRING (1.6316965 41.1985498, 1.6316485 41.1986767, 1.6315885 41.1988371)",,,,,Carrer de Montblanc,,
151665733,True,residential,False,109.30199999999999,"LINESTRING (1.6363647 41.1991798, 1.6365089 41.1992044, 1.6375624 41.1993713, 1.6376426 41.199384)",,,,,Carrer de la Sínia,,
734611362,False,residential,False,36.181,"LINESTRING (1.6363647 41.1991798, 1.6362338 41.1993832, 1.6361838 41.1994752)",,,,,Carrerada de Santa Coloma,,
"[205128481, 734611362]",False,residential,True,33.870000000000005,"LINESTRING (1.6363647 41.1991798, 1.6365108 41.1989858, 1.6365702 41.1989175)",,,,,Carrerada de Santa Coloma,,
979542225,False,residential,True,8.538,"LINESTRING (1.6329632 41.1992334, 1.6330568 41.1992028)",,,,,Carrer de la Pujada,,
205954879,True,residential,False,128.621,"LINESTRING (1.6329632 41.1992334, 1.6326578 41.1993124, 1.6324803 41.1993255, 1.6314994 41.1992519, 1.6314494 41.1992481)",,,,,Carrer de la Pujada,,
734611337,False,residential,False,6.924,"LINESTRING (1.6376727 41.199326, 1.6376426 41.199384)",,,,,Carrer del Margalló,,
151665764,True,residential,False,40.046,"LINESTRING (1.6376727 41.199326, 1.6377865 41.1993341, 1.6381492 41.19936)",,,,,Carrer de la Sínia,,
"[234947832, 734611337]",False,residential,True,39.79600000000001,"LINESTRING (1.6376727 41.199326, 1.6378015 41.1990507, 1.6378306 41.1989884)",,,,,Carrer del Margalló,,
151665764,True,residential,False,50.685,"LINESTRING (1.6381492 41.19936, 1.6387538 41.1993887)",,,,,Carrer de la Sínia,,
151665745,True,residential,False,151.051,"LINESTRING (1.6381492 41.19936, 1.6381473 41.1994106, 1.6381011 41.2006563, 1.6381008 41.2006639, 1.6380988 41.2007179)",,,,,Carrer de les Basses,,
151665764,True,residential,False,48.453,"LINESTRING (1.6387538 41.1993887, 1.6392187 41.1993956, 1.6393328 41.1993977)",,,,,Carrer de la Sínia,,
151665728,True,residential,False,55.143,"LINESTRING (1.6393328 41.1993977, 1.639367 41.1993149, 1.639397 41.1992427, 1.6394184 41.1991902, 1.6394077 41.1991579, 1.6393687 41.1991033, 1.6391409 41.1990381)",,,,,Carrer de les Figueres,,
151665734,True,primary_link,False,35.046,"LINESTRING (1.6393328 41.1993977, 1.6393941 41.1993236, 1.6394487 41.1992654, 1.6395145 41.1991671, 1.6395341 41.1991229)",,,,1,,,
204184856,True,residential,False,182.327,"LINESTRING (1.6393328 41.1993977, 1.6393629 41.1995196, 1.6393732 41.2003833, 1.6392973 41.2009502, 1.6392864 41.201032)",,50,,,Carrer de les Figueretes,,
735270130,False,tertiary,True,85.807,"LINESTRING (1.6393328 41.1993977, 1.63938 41.1994291, 1.6394714 41.1994783, 1.6396274 41.1995305, 1.6399902 41.1996519, 1.6401653 41.1997104, 1.6402483 41.1997382)",,,,,Carrer de la Sínia,,
734611337,False,residential,True,6.924,"LINESTRING (1.6376426 41.199384, 1.6376727 41.199326)",,,,,Carrer del Margalló,,
204184857,False,residential,False,133.65800000000002,"LINESTRING (1.6376426 41.199384, 1.6374457 41.1997327, 1.6374292 41.1997706, 1.6374424 41.2000399, 1.6374539 41.2001956, 1.6374992 41.2004945, 1.6374999 41.2005515)",,,,,Carrer del Margalló,,
734611393,False,residential,False,38.407,"LINESTRING (1.6347617 41.1994473, 1.6346947 41.199789)",,,,2,Carrer d'Enric Granados,,
151665754,False,residential,False,119.624,"LINESTRING (1.6347617 41.1994473, 1.6348601 41.1994604, 1.6352003 41.1995058, 1.636063 41.199479, 1.6361838 41.1994752)",,,,,Carrer dels Horts,,
"[734611393, 151665773]",False,residential,True,68.66,"LINESTRING (1.6347617 41.1994473, 1.6348632 41.198936, 1.6348829 41.1988366)",,,,2,Carrer d'Enric Granados,,
151665754,False,residential,True,119.624,"LINESTRING (1.6361838 41.1994752, 1.636063 41.199479, 1.6352003 41.1995058, 1.6348601 41.1994604, 1.6347617 41.1994473)",,,,,Carrer dels Horts,,
734611362,False,residential,False,88.427,"LINESTRING (1.6361838 41.1994752, 1.6362187 41.1996017, 1.636239 41.1996938, 1.6362517 41.1997517, 1.6363444 41.2001553, 1.6363568 41.2002593)",,,,,Carrerada de Santa Coloma,,
734611362,False,residential,True,36.181,"LINESTRING (1.6361838 41.1994752, 1.6362338 41.1993832, 1.6363647 41.1991798)",,,,,Carrerada de Santa Coloma,,
735270130,False,tertiary,False,85.807,"LINESTRING (1.6402483 41.1997382, 1.6401653 41.1997104, 1.6399902 41.1996519, 1.6396274 41.1995305, 1.6394714 41.1994783, 1.63938 41.1994291, 1.6393328 41.1993977)",,,,,Carrer de la Sínia,,
151665742,False,residential,False,54.21000000000001,"LINESTRING (1.6312514 41.1997123, 1.6313054 41.1995845, 1.6313404 41.1995017, 1.6314043 41.1993503, 1.6314494 41.1992481)",,,,,Carrer de Montblanc,,
151665749,False,residential,True,82.24099999999999,"LINESTRING (1.6312514 41.1997123, 1.6311993 41.1998519, 1.6310395 41.2002803, 1.6309858 41.2004244)",,,,,Carrer de Montblanc,,
151665768,False,residential,False,63.96,"LINESTRING (1.6312514 41.1997123, 1.63131 41.1997233, 1.6314375 41.1997473, 1.6316508 41.1997984, 1.6318306 41.1998162, 1.631996 41.1998358)",,,,,Carrer d'Elisenda de Moncada,,
151665768,False,residential,True,65.527,"LINESTRING (1.6329035 41.199783, 1.632835 41.1997888, 1.6326841 41.1998011, 1.6321245 41.199844)",,,,,Carrer d'Elisenda de Moncada,,
206004009,False,residential,False,112.375,"LINESTRING (1.6329035 41.199783, 1.6328948 41.1998705, 1.6328773 41.1999657, 1.6328009 41.2002674, 1.6326574 41.2006403, 1.6326106 41.2007669)",,,,,Carrer de Montserrat Roig,,
"[206004009, 399711525]",False,residential,"[False, True]",65.804,"LINESTRING (1.6329035 41.199783, 1.6329291 41.1996932, 1.6329692 41.1995528, 1.6330316 41.1993342, 1.6330419 41.1992804, 1.6330568 41.1992028)",,,,,"['Avinguda de la Font', 'Carrer de Montserrat Roig']",,
734611393,False,residential,False,73.204,"LINESTRING (1.6346947 41.199789, 1.6346195 41.2004449)",,,,2,Carrer d'Enric Granados,,
734611393,False,residential,True,38.407,"LINESTRING (1.6346947 41.199789, 1.6347617 41.1994473)",,,,2,Carrer d'Enric Granados,,
151665767,False,residential,False,51.181000000000004,"LINESTRING (1.6346947 41.199789, 1.6347936 41.1998156, 1.6348315 41.1998258, 1.6352708 41.1999438)",,,,,Carrer d'Onofre Llopis,,
