osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,tunnel,ref
592411394,Avenida de Guipúzcoa,tertiary,False,True,8.399,"LINESTRING (-1.668512 42.8331556, -1.6684438 42.833099)",,,,
19787117,Calle Auzalor,residential,True,False,110.352,"LINESTRING (-1.668512 42.8331556, -1.6686302 42.833065, -1.6694704 42.832455)",,,,
592411394,Avenida de Guipúzcoa,tertiary,False,False,125.16,"LINESTRING (-1.668512 42.8331556, -1.6686592 42.8332603, -1.6693472 42.833762, -1.6695999 42.8339496)",,,,
183111937,Calle Auzalor,residential,True,False,6.797,"LINESTRING (-1.6699578 42.8320121, -1.6698991 42.8320555)",,,,
592411394,Avenida de Guipúzcoa,tertiary,False,False,8.399,"LINESTRING (-1.6684438 42.833099, -1.668512 42.8331556)",,,,
23528537,,trunk_link,True,False,256.134,"LINESTRING (-1.6708091 42.831384, -1.6710093 42.8314893, -1.6712275 42.8316094, -1.6716441 42.831878, -1.6721659 42.8321935, -1.6732179 42.8328607)",,,,
22724288,,unclassified,True,False,32.016999999999996,"LINESTRING (-1.6747477 42.8331928, -1.6747491 42.8332558, -1.6747767 42.8333156, -1.674828 42.8333662, -1.674898 42.8334029, -1.6749432 42.833416)",2,roundabout,,
22724283,,trunk_link,True,False,221.59400000000002,"LINESTRING (-1.6748337 42.8330722, -1.6746838 42.8330379, -1.6745604 42.8329818, -1.6742952 42.8327695, -1.6738973 42.8323776, -1.6736529 42.8321149, -1.6735707 42.8320266, -1.6733112 42.8317011, -1.6731895 42.8315303)",2,,,
22724288,,unclassified,True,False,15.384,"LINESTRING (-1.6748337 42.8330722, -1.6748013 42.8330985, -1.6747756 42.8331285, -1.6747477 42.8331928)",2,roundabout,,
22724288,,unclassified,True,False,16.552,"LINESTRING (-1.6752705 42.8333113, -1.6752928 42.8332645, -1.675299 42.8332151, -1.6752887 42.833166)",2,roundabout,,
22724304,Calle A,unclassified,True,False,56.934000000000005,"LINESTRING (-1.6752705 42.8333113, -1.6754455 42.8333194, -1.6755599 42.8333115, -1.6758218 42.8332933, -1.6759659 42.8332823)",,,,
22724288,,unclassified,True,False,45.940000000000005,"LINESTRING (-1.6752887 42.833166, -1.6752483 42.8331039, -1.6751819 42.8330552, -1.6750971 42.8330256, -1.6750486 42.8330219, -1.6750037 42.8330185, -1.6749124 42.8330346, -1.6748337 42.8330722)",2,roundabout,,
23740106,Avenida de Guipúzcoa,tertiary,False,True,225.885,"LINESTRING (-1.6774391 42.8399121, -1.6757451 42.8386171, -1.6755189 42.8384478)",2,,,
19787090,Avenida de Guipúzcoa,tertiary,True,False,24.81,"LINESTRING (-1.6777131 42.8400019, -1.6775813 42.8399761, -1.6774906 42.8399278, -1.6774391 42.8399121)",,,,
23256974,Avenida de Guipúzcoa,residential,False,False,13.07,"LINESTRING (-1.6750089 42.8380674, -1.675122 42.8379841)",,,,
23256974,Avenida de Guipúzcoa,residential,False,True,14.204,"LINESTRING (-1.6750089 42.8380674, -1.6749386 42.8381193, -1.6748861 42.838158)",,,,
"[23740106, 592411394]",Avenida de Guipúzcoa,tertiary,False,False,59.327,"LINESTRING (-1.6750089 42.8380674, -1.6751478 42.8381647, -1.6755189 42.8384478)",2,,,
592411394,Avenida de Guipúzcoa,tertiary,False,True,105.282,"LINESTRING (-1.6750089 42.8380674, -1.6748849 42.8379695, -1.6742268 42.8374726, -1.6741133 42.8373854)",,,,
23637126,Calle Artekale,residential,True,False,111.53,"LINESTRING (-1.6768643 42.8367218, -1.677818 42.8374408)",1,,,
23639838,Calle Artekale,residential,False,False,103.704,"LINESTRING (-1.6768643 42.8367218, -1.6759894 42.8360449)",2,,,
"[23639401, 60268405]","['Calle San Agustín', 'Avenida de Guipúzcoa']",residential,True,False,269.646,"LINESTRING (-1.677818 42.8374408, -1.6775551 42.8376385, -1.6772727 42.8378387, -1.6766087 42.8382163, -1.6762919 42.8383312, -1.6754979 42.8382741, -1.6752262 42.8380759, -1.675122 42.8379841)",,,,
23528536,,trunk_link,True,False,296.322,"LINESTRING (-1.6701609 42.8314236, -1.6704363 42.8315362, -1.6713252 42.8319144, -1.6719198 42.8322009, -1.6732179 42.8328607)",,,,
"[23739521, 183111937]","['Auzalor', 'Calle Auzalor']","['unclassified', 'residential']",True,False,79.61500000000001,"LINESTRING (-1.6701609 42.8314236, -1.670245 42.8315115, -1.6703029 42.8316021, -1.670309 42.831674, -1.6702919 42.8317472, -1.6702481 42.831798, -1.6701694 42.8318627, -1.6699897 42.8319875, -1.6699578 42.8320121)",,,,
23528538,,trunk_link,True,False,332.443,"LINESTRING (-1.6732179 42.8328607, -1.6735866 42.8330665, -1.674032 42.8333376, -1.6752852 42.8342742, -1.6761928 42.8348996)",2,,,
183110931,Calle Soto Aizoain,unclassified,False,True,164.145,"LINESTRING (-1.6791314 42.8364491, -1.6777116 42.8354026)",,,,
60268405,Calle San Agustín,residential,True,False,105.509,"LINESTRING (-1.6791314 42.8364491, -1.6785268 42.8369339, -1.6783968 42.8370263, -1.678241 42.8371371)",,,,
23732732,Calle Soto Aizoain,unclassified,True,False,131.692,"LINESTRING (-1.6761496 42.8342058, -1.6764317 42.8344253, -1.6771183 42.8349594, -1.6772574 42.8350676)",,,,
243474407,Calle Soto Aizoain,unclassified,True,False,117.955,"LINESTRING (-1.6761496 42.8342058, -1.6765898 42.8341738, -1.6773148 42.8341211, -1.6775891 42.8341012)",,,,
60268405,Calle San Agustín,residential,True,False,48.27,"LINESTRING (-1.678241 42.8371371, -1.677818 42.8374408)",,,,
"[23637128, 23637663]","['Calle Lekoartea', 'Calle Rekalde']",residential,True,False,160.709,"LINESTRING (-1.678241 42.8371371, -1.6773112 42.8364127, -1.6768643 42.8367218)",,,,
23639401,Avenida de Guipúzcoa,residential,True,False,104.729,"LINESTRING (-1.6742312 42.837308, -1.6733332 42.8366346)",,,,
23639420,Avenida de Guipúzcoa,residential,False,True,12.903,"LINESTRING (-1.6742312 42.837308, -1.6741133 42.8373854)",,,,
319731181,Calle Iruñalde,residential,True,False,98.92,"LINESTRING (-1.6742312 42.837308, -1.6751053 42.8366911)",,,,
23639838,Calle Artekale,residential,False,False,104.251,"LINESTRING (-1.6759894 42.8360449, -1.6750861 42.8353814)",2,,,
23639838,Calle Artekale,residential,False,True,103.704,"LINESTRING (-1.6759894 42.8360449, -1.6768643 42.8367218)",2,,,
23610854,Calle Donamaría,residential,True,False,105.241,"LINESTRING (-1.6755514 42.8363746, -1.6746489 42.835698)",,,,
319731181,Calle Iruñalde,residential,True,False,51.181,"LINESTRING (-1.6755514 42.8363746, -1.6759894 42.8360449)",,,,
23639839,Calle Kaleberri,residential,False,False,53.242,"LINESTRING (-1.6746489 42.835698, -1.6741736 42.8360263)",,,,
23639839,Calle Kaleberri,residential,False,True,50.102,"LINESTRING (-1.6746489 42.835698, -1.6750861 42.8353814)",,,,
23639839,Calle Kaleberri,residential,False,False,96.286,"LINESTRING (-1.6741736 42.8360263, -1.6733332 42.8366346)",,,,
23639839,Calle Kaleberri,residential,False,True,53.242,"LINESTRING (-1.6741736 42.8360263, -1.6746489 42.835698)",,,,
23739508,Calle Etxaburua,residential,False,False,62.892,"LINESTRING (-1.6741736 42.8360263, -1.6736366 42.8356203)",,,,
23639459,Calle Nuestra Señora de Aránzazu,residential,True,False,106.145,"LINESTRING (-1.6741736 42.8360263, -1.6742323 42.8360527, -1.6751053 42.8366911)",1,,,
319731181,Calle Iruñalde,residential,True,False,50.613,"LINESTRING (-1.6751053 42.8366911, -1.6755514 42.8363746)",,,,
23739508,Calle Etxaburua,residential,False,False,191.4,"LINESTRING (-1.6729773 42.8351137, -1.671352 42.8338718)",,,,
23739508,Calle Etxaburua,residential,False,True,69.079,"LINESTRING (-1.6729773 42.8351137, -1.6735595 42.835565)",,,,
"[23739961, 23739980]","['Calle Borbabidea', 'Calle Oianondoa']",residential,False,False,517.3910000000001,"LINESTRING (-1.6729773 42.8351137, -1.6734134 42.834815, -1.6737046 42.8346164, -1.6738796 42.8344863, -1.6738979 42.8344576, -1.6738766 42.8344133, -1.6738201 42.834361, -1.6736587 42.834239, -1.673294 42.8339631, -1.6731166 42.833829, -1.6727556 42.8335558, -1.6725783 42.8334217, -1.6722164 42.833148, -1.6720352 42.833011, -1.6716884 42.8327487, -1.6715138 42.8326167, -1.6712921 42.8324488, -1.6711596 42.8323487, -1.6702168 42.8321024, -1.6701397 42.832086)",,,,
23256974,Avenida de Guipúzcoa,residential,False,True,13.07,"LINESTRING (-1.675122 42.8379841, -1.6750089 42.8380674)",,,,
23637127,Calle Lekoartea,residential,True,False,199.708,"LINESTRING (-1.675122 42.8379841, -1.6768643 42.8367218)",,,,
23639401,Avenida de Guipúzcoa,residential,True,False,104.535,"LINESTRING (-1.675122 42.8379841, -1.6742312 42.837308)",,,,
23639838,Calle Artekale,residential,False,True,104.251,"LINESTRING (-1.6750861 42.8353814, -1.6759894 42.8360449)",2,,,
23639839,Calle Kaleberri,residential,False,False,50.102,"LINESTRING (-1.6750861 42.8353814, -1.6746489 42.835698)",,,,
23639839,Calle Kaleberri,residential,False,True,38.486,"LINESTRING (-1.6750861 42.8353814, -1.6754254 42.8351408)",,,,
23639839,Calle Kaleberri,residential,False,False,38.486,"LINESTRING (-1.6754254 42.8351408, -1.6750861 42.8353814)",,,,
22724288,,unclassified,True,False,26.544999999999998,"LINESTRING (-1.6750034 42.833424, -1.6750846 42.8334192, -1.6751603 42.8333973, -1.6752241 42.8333603, -1.6752705 42.8333113)",2,roundabout,,
23732732,Calle Soto Aizoain,unclassified,True,False,119.65100000000001,"LINESTRING (-1.6750034 42.833424, -1.6752366 42.8335494, -1.6752979 42.8335817, -1.6753948 42.8336424, -1.675437 42.8336689, -1.6758794 42.8340022, -1.6760765 42.8341536)",,,,
23639839,Calle Kaleberri,residential,False,True,12.391,"LINESTRING (-1.6732277 42.8367148, -1.6733332 42.8366346)",,,,
