osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,bridge,access
24202049,,Carretera N-VI,secondary,False,False,95.009,"LINESTRING (-3.9257049 40.5727889, -3.9257625 40.5726397, -3.9257782 40.5725538, -3.9257789 40.5724724, -3.9257533 40.5723853, -3.9257118 40.5723155, -3.9256482 40.572245, -3.9255731 40.5721848, -3.9254547 40.5721174, -3.9253605 40.572073)",2,50,,,
27561418,,Calle Enrique Ruiz Gómez,residential,True,False,46.063,"LINESTRING (-3.9257049 40.5727889, -3.9257813 40.5727719, -3.925921 40.5727611, -3.9260622 40.5727782, -3.926241 40.5728054)",,,,,
"[188842073, 32853694]",,Carretera N-VI,secondary,False,True,170.911,"LINESTRING (-3.9257049 40.5727889, -3.9253688 40.5734247, -3.9253399 40.5735081, -3.9253244 40.5736102, -3.9253056 40.5740337, -3.9253347 40.5741435, -3.9254069 40.5742582)",2,50,,yes,
511410315,,,secondary,True,False,10.779,"LINESTRING (-3.9251508 40.5719739, -3.9251281 40.5719286, -3.925088 40.5718909)",2,30,roundabout,,
511410314,,,secondary,True,False,10.324000000000002,"LINESTRING (-3.9249255 40.5718521, -3.924867 40.5718654, -3.9248164 40.5718915)",2,30,roundabout,,
142713687,,Plaza del Caño,residential,False,True,19.487000000000002,"LINESTRING (-3.9294147 40.5763129, -3.9294514 40.5763363, -3.9295291 40.5763817, -3.9296042 40.5764116)",2,20,,,
142713688,,Plaza del Caño,residential,True,False,34.211,"LINESTRING (-3.9294147 40.5763129, -3.9293922 40.5763737, -3.9293376 40.57648, -3.9293237 40.5765717, -3.9293288 40.5766096)",,,,,
142713685,,Calle Carlos Picabea,residential,True,False,147.358,"LINESTRING (-3.9296042 40.5764116, -3.9296957 40.5764201, -3.9300347 40.5764596, -3.9305775 40.5765307, -3.9306798 40.5765465, -3.9308858 40.576569, -3.9313271 40.5766196)",,20,,,
142713687,,Plaza del Caño,residential,False,False,19.487,"LINESTRING (-3.9296042 40.5764116, -3.9295291 40.5763817, -3.9294514 40.5763363, -3.9294147 40.5763129)",2,20,,,
142713683,,Plaza de Epifanio Velasco,residential,True,False,45.504,"LINESTRING (-3.9313271 40.5766196, -3.9315213 40.5767634, -3.931567 40.5767689, -3.9317047 40.5767175, -3.9317578 40.5766854)",,,,,
144844992,,Plaza de Epifanio Velasco,residential,True,False,44.198,"LINESTRING (-3.9313271 40.5766196, -3.9315105 40.5766347, -3.931845 40.5765936)",,,,,
172550735,,Plaza de Epifanio Velasco,residential,True,False,71.99199999999999,"LINESTRING (-3.931845 40.5765936, -3.9321024 40.5764722, -3.9324377 40.576338, -3.9325933 40.5762852)",,,,,
172550725,,Calle Camino de Valladolid,tertiary,True,False,41.706,"LINESTRING (-3.9325933 40.5762852, -3.9327631 40.5763037, -3.9330807 40.5763452)",,,,,
516595552,,Calle Profesor Alonso Parra,residential,True,False,47.967000000000006,"LINESTRING (-3.9330807 40.5763452, -3.9330882 40.5764108, -3.9331206 40.5767755)",,,,,
28745976,,Calle Párroco José Serrano,residential,False,True,15.594,"LINESTRING (-3.9332934 40.5782877, -3.9331108 40.5782669)",,,,,
26977024,,Calle Profesor Alonso Parra,residential,False,False,86.50800000000001,"LINESTRING (-3.9332934 40.5782877, -3.9332775 40.5783359, -3.9332728 40.5783514, -3.9331335 40.5787726, -3.9331506 40.5790504)",,,,,
28745976,,Calle Párroco José Serrano,residential,False,False,100.19,"LINESTRING (-3.9332934 40.5782877, -3.9337361 40.578566, -3.9339112 40.5786527, -3.9341362 40.5787134, -3.9342936 40.578748)",,,,,
26977024,,Calle Profesor Alonso Parra,residential,False,True,34.229,"LINESTRING (-3.9332316 40.5793763, -3.9331538 40.5790742)",,,,,
396394131,,Calle de los Velasco,residential,False,True,22.203,"LINESTRING (-3.9332316 40.5793763, -3.9334902 40.5793403)",,,,,
396394131,,Calle de los Velasco,residential,False,False,34.660000000000004,"LINESTRING (-3.9332316 40.5793763, -3.932919 40.5794197, -3.9328279 40.5794324)",,,,,
28745976,,Calle Párroco José Serrano,residential,False,False,15.594,"LINESTRING (-3.9331108 40.5782669, -3.9332934 40.5782877)",,,,,
434996336,,Calle de Colmenar,residential,True,False,52.480000000000004,"LINESTRING (-3.9331108 40.5782669, -3.9330181 40.5782328, -3.9329436 40.5781022, -3.9328535 40.5778603)",,,,,
511410336,,Calle Huertos,residential,False,False,37.66,"LINESTRING (-3.9308642 40.5751213, -3.9305818 40.5753834)",,,,,
441987427,,,unclassified,True,False,138.742,"LINESTRING (-3.9308642 40.5751213, -3.9309434 40.5750592, -3.930972 40.5750217, -3.9309886 40.574985, -3.9310081 40.5748957, -3.9310094 40.5745147, -3.9310088 40.5743982, -3.9310102 40.5742508, -3.9310372 40.5740296, -3.9310583 40.5739091)",,,,,
178086548,,Calle Huertos,residential,False,False,5.055,"LINESTRING (-3.9302265 40.5757099, -3.9301988 40.5757502)",,,,,
178086544,,Camino de Valladolid,tertiary,True,False,45.440000000000005,"LINESTRING (-3.9302265 40.5757099, -3.9298805 40.5755817, -3.9297429 40.5755308)",,,,,
"[1088233484, 1088233485, 32853686]",,Calle Huertos,residential,False,True,47.133,"LINESTRING (-3.9302265 40.5757099, -3.9302573 40.5756779, -3.9303051 40.575628, -3.9304635 40.5754905, -3.9305094 40.5754506, -3.9305818 40.5753834)",,,,,
178086548,,Calle Huertos,residential,False,True,5.055,"LINESTRING (-3.9301988 40.5757502, -3.9302265 40.5757099)",,,,,
192565381,,Calle Camino de Valladolid,tertiary,True,False,212.525,"LINESTRING (-3.9301988 40.5757502, -3.9303503 40.5758056, -3.9310155 40.5760418, -3.9312863 40.5761159, -3.9316413 40.57617, -3.9325933 40.5762852)",,,,,
32853673,,,unclassified,True,False,411.90899999999993,"LINESTRING (-3.930531 40.5740913, -3.9302401 40.5740006, -3.93011 40.5739478, -3.929989 40.5738726, -3.9299241 40.5738172, -3.9298807 40.5737671, -3.9298534 40.5737202, -3.929837 40.5736832, -3.9298185 40.5736105, -3.9298167 40.5735492, -3.9298261 40.5734833, -3.9298424 40.5734319, -3.9298788 40.5733672, -3.9299358 40.5733004, -3.9300079 40.5732436, -3.9300712 40.5732061, -3.9301389 40.5731819, -3.9302349 40.5731532, -3.9303409 40.5731434, -3.930438 40.573144, -3.930538 40.5731599, -3.9306335 40.5731903, -3.9307152 40.5732314, -3.9307809 40.5732762, -3.9308298 40.5733241, -3.9308597 40.5733674, -3.9309004 40.573443, -3.9309278 40.5735313, -3.9309417 40.5736093, -3.9309376 40.5740205, -3.9309416 40.5741268, -3.9309367 40.5742164, -3.9309255 40.5744397, -3.9309255 40.5748716, -3.9309155 40.5749616, -3.9308838 40.5750442, -3.9308642 40.5751213)",,,,,
"[32853680, 437753683, 420082445]",,Carretera Vía de servicio A-6,unclassified,True,False,497.608,"LINESTRING (-3.930531 40.5740913, -3.9301852 40.5740516, -3.9297688 40.5740401, -3.9292482 40.5740365, -3.9289548 40.5740227, -3.9286714 40.5739979, -3.9283553 40.5739557, -3.9280391 40.5739064, -3.9277992 40.5738547, -3.9274647 40.5737726, -3.9268927 40.5735838, -3.9262551 40.5733107, -3.9257719 40.573058, -3.9255548 40.5729214, -3.9253531 40.572765, -3.9251683 40.5726173)",2,60,,,
451976634,,Calle Emilio Llorente Navacerrada,residential,False,False,67.899,"LINESTRING (-3.9343342 40.5781448, -3.9343681 40.5783159, -3.9343646 40.5784858, -3.9343147 40.5786699, -3.9342936 40.578748)",,,,,
371633154,,Calle de José Sánchez Rubio,residential,False,False,5.921,"LINESTRING (-3.9287929 40.5771457, -3.9288428 40.5771083)",,20,,,
26977098,,Calle Juan Van-Halen,residential,True,False,100.483,"LINESTRING (-3.9287929 40.5771457, -3.9287251 40.5771122, -3.927864 40.5766907, -3.9277924 40.5766567)",,,,,
26977211,,Calle Francisco Sicilia,residential,True,False,82.59899999999999,"LINESTRING (-3.9267662 40.5761253, -3.9267376 40.5761682, -3.9263141 40.5767115, -3.9262858 40.5767711)",,30,,,
28746061,,Calle Ángel Alberquilla Polín,residential,True,False,172.926,"LINESTRING (-3.9267662 40.5761253, -3.9267057 40.576089, -3.9250961 40.5752258)",,,,,
523035467,M-618,Avenida del Conde de las Almenas,secondary,False,True,15.539,"LINESTRING (-3.9250961 40.5752258, -3.9251895 40.5751054)",,,,,
44960224,M-618,Avenida del Conde de las Almenas,secondary,False,False,47.650000000000006,"LINESTRING (-3.9250961 40.5752258, -3.9249151 40.5754801, -3.9248255 40.5756018)",,,,,
172550736,,Plaza del Caño,residential,True,False,6.583,"LINESTRING (-3.9294054 40.5766774, -3.9294411 40.5766848, -3.9294817 40.5766808)",,20,,,
371633156,,Calle de José Sánchez Rubio,residential,True,False,81.388,"LINESTRING (-3.928226 40.5777376, -3.9287338 40.577207, -3.9287929 40.5771457)",,20,,,
176163186,,Plaza del Caño,residential,True,False,6.402,"LINESTRING (-3.9294817 40.5766808, -3.9295201 40.5766641, -3.92954 40.5766455)",,20,,,
172550731,,Calle de los Olalla,residential,False,True,64.561,"LINESTRING (-3.9308397 40.5796199, -3.931604 40.5796316)",,,,,
144842239,,Calle de Los Ángeles,residential,False,False,32.371,"LINESTRING (-3.9308397 40.5796199, -3.9307428 40.579589, -3.930547 40.5794389)",,,,,
26977196,,Calle José María Moreno,residential,True,False,26.776,"LINESTRING (-3.9303292 40.5792824, -3.9300932 40.5791216)",,,,,
28507431,,Calle de los Bravo,residential,True,False,120.003,"LINESTRING (-3.9303292 40.5792824, -3.9302367 40.5793668, -3.9296019 40.5802078)",,,,,
144842239,,Calle de Los Ángeles,residential,False,True,25.321,"LINESTRING (-3.9303292 40.5792824, -3.9303783 40.5793177, -3.930547 40.5794389)",,,,,
26977105,,Calle de los Urosa,residential,True,False,110.667,"LINESTRING (-3.9303376 40.5805251, -3.9303907 40.5804497, -3.9307343 40.5799836, -3.9307978 40.5798705, -3.930828 40.5796929, -3.9308397 40.5796199)",,,,,
1088233478,,Calle de la Señora Sergia,residential,False,True,71.45,"LINESTRING (-3.9303376 40.5805251, -3.9302487 40.5804871, -3.9296019 40.5802078)",,,,,
26977099,,Calle de los Olalla,residential,False,True,39.113,"LINESTRING (-3.9320669 40.5796418, -3.9319957 40.579642, -3.931604 40.5796316)",,,,,
172550728,,Calle Nueva,residential,False,True,42.51499999999999,"LINESTRING (-3.9320669 40.5796418, -3.9321016 40.5795536, -3.932143 40.579498, -3.9321952 40.5793235, -3.9322056 40.5792767)",,,,,
142713684,,Calle de Herrén Larga,residential,True,False,63.70100000000001,"LINESTRING (-3.9317756 40.5782393, -3.9316259 40.578281, -3.9311364 40.5784071, -3.931062 40.5784247)",,,,,
188842065,,Calle Nueva,residential,False,True,59.19,"LINESTRING (-3.9317756 40.5782393, -3.9317993 40.5782918, -3.9319836 40.5786965, -3.9320046 40.5787424)",,,,,
433598815,,Calle de Herrén Larga,residential,True,False,100.316,"LINESTRING (-3.9317756 40.5782393, -3.9318541 40.5782117, -3.9328535 40.5778603)",,,,,
172550731,,Calle de los Olalla,residential,False,False,64.561,"LINESTRING (-3.931604 40.5796316, -3.9308397 40.5796199)",,,,,
26977099,,Calle de los Olalla,residential,False,False,39.113,"LINESTRING (-3.931604 40.5796316, -3.9319957 40.579642, -3.9320669 40.5796418)",,,,,
188842064,,Calle Flor de Lis,residential,False,True,21.174,"LINESTRING (-3.931604 40.5796316, -3.9315865 40.5795818, -3.9315361 40.5794483)",,,,,
28745976,,Calle Párroco José Serrano,residential,False,True,100.19,"LINESTRING (-3.9342936 40.578748, -3.9341362 40.5787134, -3.9339112 40.5786527, -3.9337361 40.578566, -3.9332934 40.5782877)",,,,,
144842242,,Calle Emilio Llorente Navacerrada,residential,True,False,183.48199999999997,"LINESTRING (-3.9342936 40.578748, -3.9342784 40.578804, -3.9341619 40.5791351, -3.9340418 40.5793511, -3.9336834 40.5797731, -3.9336237 40.5798637, -3.9336109 40.5799454, -3.9336145 40.580038, -3.9336164 40.5802294, -3.9336183 40.5802753)",,,,,
451976634,,Calle Emilio Llorente Navacerrada,residential,False,True,67.899,"LINESTRING (-3.9342936 40.578748, -3.9343147 40.5786699, -3.9343646 40.5784858, -3.9343681 40.5783159, -3.9343342 40.5781448)",,,,,
371633158,,Calle del Instituto,residential,True,False,58.214,"LINESTRING (-3.9336183 40.5802753, -3.9336751 40.5802863, -3.9339252 40.5803665, -3.9340702 40.5804606, -3.934214 40.5805273)",,,,,
26977189,,Calle de la Señora Bienvenida,residential,False,False,200.153,"LINESTRING (-3.9267571 40.5796221, -3.9266958 40.5796035, -3.9247227 40.5788376, -3.9246428 40.5788094)",,,,,
142713682,,Calle de José Sánchez Rubio,residential,False,False,70.455,"LINESTRING (-3.9267571 40.5796221, -3.926784 40.5795307, -3.9268609 40.5790657, -3.926887 40.5789972)",,,,,
142713682,,Calle de José Sánchez Rubio,residential,False,True,65.179,"LINESTRING (-3.9267571 40.5796221, -3.9267211 40.579696, -3.9265865 40.5798702, -3.9264292 40.5800776, -3.9264036 40.5801111, -3.9263855 40.5801347)",,,,,
142713682,,Calle de José Sánchez Rubio,residential,False,True,70.455,"LINESTRING (-3.926887 40.5789972, -3.9268609 40.5790657, -3.926784 40.5795307, -3.9267571 40.5796221)",,,,,
1088233478,,Calle de la Señora Sergia,residential,False,False,111.14800000000001,"LINESTRING (-3.926887 40.5789972, -3.9269636 40.5790244, -3.9279496 40.5794693, -3.9280224 40.5795021)",,,,,
1088233479,,Calle de José Sánchez Rubio,residential,False,False,76.623,"LINESTRING (-3.926887 40.5789972, -3.9269111 40.5789235, -3.9269652 40.5788207, -3.9270095 40.5787845, -3.927322 40.5785091, -3.9274032 40.5784443)",,,,,
26977189,,Calle de la Señora Bienvenida,residential,False,True,200.153,"LINESTRING (-3.9246428 40.5788094, -3.9247227 40.5788376, -3.9266958 40.5796035, -3.9267571 40.5796221)",,,,,
26977211,,Calle Francisco Sicilia,residential,True,False,65.732,"LINESTRING (-3.9246428 40.5788094, -3.9246111 40.5788507, -3.9242389 40.5793147)",,30,,,
26977222,,Calle de la Señora Sergia,residential,True,False,69.688,"LINESTRING (-3.9261329 40.5787428, -3.92676 40.5789529, -3.9267951 40.5789646, -3.926887 40.5789972)",,,,,
26977196,,Calle José María Moreno,residential,True,False,86.876,"LINESTRING (-3.9297811 40.5789177, -3.9296011 40.5787264, -3.9290851 40.578346)",,,,,
23603558,,Calle Hermanos Velasco López,residential,True,False,110.82300000000001,"LINESTRING (-3.9272355 40.5773319, -3.9271962 40.5773802, -3.9269588 40.577672, -3.9267607 40.5779169, -3.9266606 40.5780407, -3.926543 40.5781784)",,,,,
147573159,,Calle Julio Herrero,residential,True,False,95.068,"LINESTRING (-3.9272355 40.5773319, -3.9272922 40.5773506, -3.9275998 40.5774783, -3.9277844 40.577551, -3.9281661 40.5777133, -3.928226 40.5777376)",,,,,
26977211,,Calle Francisco Sicilia,residential,True,False,91.552,"LINESTRING (-3.9262858 40.5767711, -3.9262658 40.5768255, -3.9262489 40.5768466, -3.9260367 40.5771118, -3.9258866 40.5772915, -3.9257731 40.5774274, -3.9257254 40.5774728)",,30,,,
147573159,,Calle Julio Herrero,residential,True,False,51.988,"LINESTRING (-3.9262858 40.5767711, -3.9263499 40.576816, -3.9267701 40.5770593)",,,,,
26977222,,Calle de la Señora Sergia,residential,True,False,47.705999999999996,"LINESTRING (-3.9234598 40.5769923, -3.9235356 40.5770457, -3.9238698 40.5772874)",,,,,
44960224,M-618,Avenida del Conde de las Almenas,secondary,False,False,98.412,"LINESTRING (-3.9234598 40.5769923, -3.922757 40.5776199, -3.9227049 40.5776665)",,,,,
44960224,M-618,Avenida del Conde de las Almenas,secondary,False,True,81.108,"LINESTRING (-3.9234598 40.5769923, -3.9239692 40.5765391, -3.9240842 40.5764381)",,,,,
26977211,,Calle Francisco Sicilia,residential,True,False,72.513,"LINESTRING (-3.9250821 40.5782491, -3.925055 40.5782834, -3.9246763 40.5787657, -3.9246428 40.5788094)",,30,,,
26977222,,Calle de la Señora Sergia,residential,True,False,104.352,"LINESTRING (-3.9250821 40.5782491, -3.9251544 40.5782831, -3.9261329 40.5787428)",,,,,
28507431,,Calle de los Bravo,residential,True,False,57.738,"LINESTRING (-3.9296019 40.5802078, -3.9294142 40.5804541, -3.9292554 40.5806554)",,,,,
1088233478,,Calle de la Señora Sergia,residential,False,False,71.45,"LINESTRING (-3.9296019 40.5802078, -3.9302487 40.5804871, -3.9303376 40.5805251)",,,,,
1088233478,,Calle de la Señora Sergia,residential,False,True,154.762,"LINESTRING (-3.9296019 40.5802078, -3.9281153 40.5795436, -3.9280224 40.5795021)",,,,,
144859137,,Calle Enrique Ruiz Gómez,residential,True,False,22.237,"LINESTRING (-3.926241 40.5728054, -3.9264969 40.5728524)",,,,,
704123745,,Calle Ribadesella,residential,True,False,17.391,"LINESTRING (-3.926241 40.5728054, -3.9264409 40.5727679)",,,,,
146800633,,Calle Enrique Ruiz Gómez,residential,False,True,261.526,"LINESTRING (-3.9295722 40.5737526, -3.9292069 40.5736731, -3.9284222 40.5732879, -3.9280434 40.5731626, -3.9273219 40.5729937, -3.9267265 40.5728799)",,,,,
144859140,,Calle Mieres,residential,False,False,207.813,"LINESTRING (-3.9271801 40.5725264, -3.9272584 40.5725196, -3.927333 40.572504, -3.9281891 40.5721802, -3.9283933 40.5721408, -3.9286399 40.5721392, -3.929126 40.5721984, -3.9295065 40.5722878)",,,,,
146800635,,Calle Mieres,residential,True,False,23.077,"LINESTRING (-3.9271801 40.5725264, -3.9270633 40.5724832, -3.927005 40.5724388, -3.9269624 40.5724059)",,,,,
144859140,,Calle Mieres,residential,False,True,207.81300000000002,"LINESTRING (-3.9295065 40.5722878, -3.929126 40.5721984, -3.9286399 40.5721392, -3.9283933 40.5721408, -3.9281891 40.5721802, -3.927333 40.572504, -3.9272584 40.5725196, -3.9271801 40.5725264)",,,,,
144844996,,Calle del Mar Rojo,residential,False,True,53.054,"LINESTRING (-3.9263198 40.5807211, -3.9263243 40.5807019, -3.9263683 40.580516, -3.9263943 40.5804019, -3.9264046 40.5803566, -3.926377 40.5802517)",,,,,
27676820,,Calle del Mar Mediterráneo,residential,False,False,89.388,"LINESTRING (-3.9248197 40.5805482, -3.9253106 40.579836)",,,,,
27676820,,Calle del Mar Mediterráneo,residential,False,True,9.991,"LINESTRING (-3.925358 40.5797537, -3.9253304 40.5797995, -3.9253106 40.579836)",,,,,
144845001,,Avenida de la Dehesa,tertiary,True,False,106.384,"LINESTRING (-3.925358 40.5797537, -3.9249555 40.5796005, -3.9243528 40.5793634, -3.9242389 40.5793147)",,40,,,
27676960,,Calle Daniel Jiménez,residential,False,False,99.908,"LINESTRING (-3.9251895 40.5751054, -3.9240088 40.5750503)",,,,,
523035467,M-618,Avenida del Conde de las Almenas,secondary,False,False,15.539,"LINESTRING (-3.9251895 40.5751054, -3.9250961 40.5752258)",,,,,
523035467,M-618,Avenida del Conde de las Almenas,secondary,False,True,50.808,"LINESTRING (-3.9251895 40.5751054, -3.925307 40.57495, -3.9254086 40.5748177, -3.9254912 40.5747101)",,,,,
27676962,,Calle Doctor Palacios Carvajal,residential,False,False,10.916,"LINESTRING (-3.9229765 40.5758708, -3.9230822 40.5759273)",,,,,
27676967,,Calle Doctor Palacios Carvajal,residential,False,False,70.771,"LINESTRING (-3.9229765 40.5758708, -3.9229292 40.5762246, -3.9228918 40.576504)",,,,,
27676967,,Calle Doctor Palacios Carvajal,residential,False,True,70.771,"LINESTRING (-3.9228918 40.576504, -3.9229292 40.5762246, -3.9229765 40.5758708)",,,,,
27676960,,Calle Daniel Jiménez,residential,False,True,29.667,"LINESTRING (-3.9236576 40.5750552, -3.9240088 40.5750503)",,,,,
27676982,,Calle Mariano García Gómez,residential,False,False,108.469,"LINESTRING (-3.9236576 40.5750552, -3.9230822 40.5759273)",,,,,
27676962,,Calle Doctor Palacios Carvajal,residential,False,False,70.329,"LINESTRING (-3.9230822 40.5759273, -3.9237655 40.5762888)",,,,,
27676962,,Calle Doctor Palacios Carvajal,residential,False,True,10.916,"LINESTRING (-3.9230822 40.5759273, -3.9229765 40.5758708)",,,,,
27676982,,Calle Mariano García Gómez,residential,False,True,108.469,"LINESTRING (-3.9230822 40.5759273, -3.9236576 40.5750552)",,,,,
194030474,,Avenida de la Comunidad de Madrid,residential,True,False,22.134,"LINESTRING (-3.9255112 40.5733739, -3.9257131 40.5735008)",2,,,,
32853695,,,unclassified,True,False,81.608,"LINESTRING (-3.9255112 40.5733739, -3.9258734 40.5737149, -3.9259443 40.5737939, -3.9259766 40.57386, -3.9259713 40.5739896)",,,,,
28507430,,Calle de Eustaquio Gil,residential,True,False,99.634,"LINESTRING (-3.9325727 40.5772854, -3.9316049 40.5776888, -3.9315385 40.5777165)",,,,,
396394128,,Calle Nueva,residential,True,False,61.486000000000004,"LINESTRING (-3.9315385 40.5777165, -3.9317224 40.5781187, -3.9317375 40.5781524, -3.9317756 40.5782393)",,,,,
"[28507434, 26977196]",,Calle José María Moreno,residential,True,False,142.147,"LINESTRING (-3.9290851 40.578346, -3.9289992 40.5782909, -3.9288896 40.5782591, -3.9287231 40.5782637, -3.9281541 40.5783807, -3.9279109 40.5784534, -3.9278277 40.5784705, -3.9276909 40.5784714, -3.9275598 40.5784513, -3.9274901 40.5784228)",,,,,
