osmid,ref,name,highway,oneway,reversed,length,lanes,geometry,junction,maxspeed,bridge,access
108429710,,Calle Ronda de la Encrucijada,residential,True,False,25.694000000000003,1,"LINESTRING (-4.3972209 43.381304, -4.3972807 43.3812615, -4.3973234 43.3812368, -4.3973521 43.3812226, -4.3973671 43.3812166, -4.3973835 43.3812122, -4.397443 43.3811979, -4.3974814 43.3811773)",,,,
545742800,N-634,,trunk,True,False,12.417000000000002,2,"LINESTRING (-4.3972209 43.381304, -4.3972246 43.3812903, -4.397226 43.3812764, -4.3972251 43.3812624, -4.3972218 43.3812487, -4.3972162 43.3812353, -4.3972083 43.3812226, -4.3971984 43.3812106, -4.3971865 43.3811997)",roundabout,,,
108429697,,Calle Mata Linares,residential,True,False,68.693,,"LINESTRING (-4.4006056 43.3822673, -4.4006166 43.3822943, -4.4006233 43.3823228, -4.4006335 43.3823774, -4.4006476 43.382525, -4.4006629 43.3827677, -4.4006673 43.3828371, -4.4006734 43.3828821)",,,,
752989856,,Camino Fuente El Hayedo,residential,False,True,19.436999999999998,,"LINESTRING (-4.4006056 43.3822673, -4.4006601 43.3822572, -4.4008407 43.3822306)",,,,
221268543,,,residential,False,True,5.374,,"LINESTRING (-4.4014869 43.380485, -4.4015522 43.3804941)",,,,
231206212,,Camino de los Eucaliptos,residential,False,True,16.155,,"LINESTRING (-4.4014869 43.380485, -4.4014778 43.380507, -4.401472 43.3805244, -4.4014666 43.3805405, -4.4014614 43.3805601, -4.4014564 43.3805815, -4.4014526 43.3806028, -4.4014484 43.3806273)",,,,
108429703,,Camino de los Eucaliptos,residential,False,False,93.24800000000002,,"LINESTRING (-4.4010507 43.3814786, -4.4010511 43.3814678, -4.4010525 43.3814584, -4.4010541 43.3814491, -4.4010576 43.3814361, -4.4010628 43.3814229, -4.4010703 43.3814073, -4.4010805 43.3813897, -4.4010935 43.3813694, -4.4013072 43.3810717, -4.4014045 43.3809375, -4.4014119 43.3809259, -4.4014193 43.380914, -4.4014246 43.3809027, -4.4014284 43.3808923, -4.4014309 43.380882, -4.4014347 43.3808593, -4.4014389 43.3808209, -4.4014426 43.3807686, -4.4014459 43.3807049)",,,,
221268541,,,residential,False,False,175.83800000000005,,"LINESTRING (-4.4010507 43.3814786, -4.4018746 43.3813483, -4.4018873 43.3813465, -4.4018939 43.3813453, -4.4018998 43.3813441, -4.4019051 43.3813425, -4.4019097 43.3813408, -4.4019149 43.3813386, -4.4019199 43.3813359, -4.4019243 43.3813327, -4.4019278 43.3813293, -4.4019311 43.3813256, -4.401936 43.3813191, -4.401948 43.3813029, -4.4020986 43.3811135, -4.4021107 43.3810986, -4.4021155 43.3810919, -4.4021194 43.3810859, -4.4021214 43.3810822, -4.402123 43.3810788, -4.4021248 43.3810738, -4.4021259 43.3810687, -4.4021263 43.3810649, -4.4021262 43.3810603, -4.4021254 43.3810552, -4.4021242 43.3810498, -4.4021223 43.3810441, -4.4021197 43.3810385, -4.4021155 43.3810327, -4.4021104 43.3810277, -4.4021036 43.3810229, -4.4020951 43.3810177, -4.4019244 43.3809198, -4.4019049 43.3809089, -4.401888 43.3808996, -4.4018657 43.380888, -4.40184 43.380875, -4.4016491 43.3807884, -4.4014459 43.3807049)",,,,
108429703,,Camino de los Eucaliptos,residential,False,True,103.54999999999998,,"LINESTRING (-4.4010507 43.3814786, -4.4010506 43.3814922, -4.401052 43.381507, -4.4010544 43.3815237, -4.4010576 43.3815414, -4.4010632 43.3815686, -4.4010705 43.3815963, -4.4010813 43.3816284, -4.4011059 43.3817024, -4.401128 43.3817846, -4.4011307 43.3818037, -4.4011306 43.3818259, -4.4011273 43.3818503, -4.4011189 43.3818689, -4.4011044 43.3818863, -4.4010769 43.3819097, -4.4010446 43.381931, -4.4010079 43.3819499, -4.4009625 43.3819661, -4.4009138 43.3819799, -4.4008198 43.3820005, -4.4007257 43.3820187, -4.4006787 43.3820309, -4.4006479 43.3820431, -4.4005895 43.3820746, -4.4004946 43.3821277)",,,,
108429703,,Camino de los Eucaliptos,residential,False,True,8.631,,"LINESTRING (-4.4014484 43.3806273, -4.4014459 43.3807049)",,,,
108429698,,Camino Alto de Santiago,residential,False,True,244.29299999999998,,"LINESTRING (-4.4014484 43.3806273, -4.4013429 43.3806158, -4.401089 43.3805929, -4.4010383 43.3805889, -4.4009983 43.3805863, -4.4009567 43.3805867, -4.4009176 43.3805895, -4.4008968 43.3805933, -4.4008761 43.3805991, -4.4008553 43.3806076, -4.4008322 43.3806188, -4.4008085 43.3806332, -4.4007909 43.3806465, -4.4007776 43.3806606, -4.4007378 43.3807108, -4.4006989 43.3807614, -4.4006783 43.3807893, -4.4006565 43.3808162, -4.4006397 43.3808352, -4.4006212 43.3808554, -4.4006011 43.3808754, -4.4005789 43.3808971, -4.4005469 43.3809256, -4.4005168 43.3809519, -4.4004849 43.3809781, -4.4004212 43.3810276, -4.4003595 43.3810743, -4.4003078 43.3811111, -4.4002011 43.3811752, -4.4000106 43.3812781, -4.3998481 43.3813612, -4.3996629 43.3814461, -4.399521 43.3815039, -4.3993476 43.3815689, -4.3991685 43.3816375, -4.3990854 43.3816721, -4.3990163 43.3817035)",,,,
231206212,,Camino de los Eucaliptos,residential,False,False,16.155,,"LINESTRING (-4.4014484 43.3806273, -4.4014526 43.3806028, -4.4014564 43.3805815, -4.4014614 43.3805601, -4.4014666 43.3805405, -4.401472 43.3805244, -4.4014778 43.380507, -4.4014869 43.380485)",,,,
108429714,,Calle Las Tenerías,residential,False,False,20.230999999999998,,"LINESTRING (-4.400938 43.3829606, -4.4007493 43.3829651, -4.4006878 43.3829666)",,,,
"[108429714, 702935882]",,"['Calle Las Tenerías', 'Calle Ría del Peral']",residential,False,True,251.55699999999996,,"LINESTRING (-4.400938 43.3829606, -4.4010332 43.3829598, -4.4013686 43.3829736, -4.4014266 43.3829748, -4.4014574 43.3829747, -4.4014915 43.3829732, -4.4015301 43.3829698, -4.4015635 43.3829662, -4.4016612 43.3829561, -4.4022628 43.3828876, -4.4023918 43.3828729, -4.4024036 43.3828698, -4.4024166 43.3828659, -4.4024316 43.3828606, -4.4024452 43.3828549, -4.4024564 43.3828489, -4.4024665 43.382842, -4.4024748 43.3828344, -4.402481 43.3828272, -4.4024866 43.382819, -4.4024935 43.3828072, -4.4025073 43.3827797, -4.4026307 43.382541, -4.4024399 43.3824868, -4.4024227 43.3824826, -4.40241 43.3824805, -4.4023968 43.3824791, -4.4023807 43.3824783, -4.402367 43.3824785, -4.4023537 43.3824795, -4.4015452 43.3825876)",,,,
108438282,,Calle José María de Pereda,residential,False,False,74.74100000000001,,"LINESTRING (-4.400938 43.3829606, -4.4009504 43.383017, -4.4009592 43.3830505, -4.4009698 43.3830853, -4.4009762 43.3831021, -4.4009819 43.3831144, -4.4009877 43.383124, -4.4009957 43.383135, -4.4010058 43.3831466, -4.4010247 43.3831671, -4.4010504 43.3831924, -4.4010928 43.3832309, -4.4013534 43.3834793, -4.401382 43.3835087, -4.4014017 43.3835285)",,,,
327856104,,Calle José María de Pereda,residential,True,False,32.238,,"LINESTRING (-4.400938 43.3829606, -4.4009265 43.382874, -4.4009084 43.3826715)",,,,
108429697,,Calle Mata Linares,residential,True,False,17.999000000000002,,"LINESTRING (-4.4004946 43.3821277, -4.4005196 43.3821526, -4.4005446 43.3821806, -4.4005794 43.3822239, -4.4005946 43.3822449, -4.4006056 43.3822673)",,,,
108429703,,Camino de los Eucaliptos,residential,False,False,103.55000000000001,,"LINESTRING (-4.4004946 43.3821277, -4.4005895 43.3820746, -4.4006479 43.3820431, -4.4006787 43.3820309, -4.4007257 43.3820187, -4.4008198 43.3820005, -4.4009138 43.3819799, -4.4009625 43.3819661, -4.4010079 43.3819499, -4.4010446 43.381931, -4.4010769 43.3819097, -4.4011044 43.3818863, -4.4011189 43.3818689, -4.4011273 43.3818503, -4.4011306 43.3818259, -4.4011307 43.3818037, -4.401128 43.3817846, -4.4011059 43.3817024, -4.4010813 43.3816284, -4.4010705 43.3815963, -4.4010632 43.3815686, -4.4010576 43.3815414, -4.4010544 43.3815237, -4.401052 43.381507, -4.4010506 43.3814922, -4.4010507 43.3814786)",,,,
231206213,,Calle Ronda de la Encrucijada,residential,False,True,133.10100000000003,,"LINESTRING (-4.4004946 43.3821277, -4.4004551 43.3820973, -4.4004026 43.3820669, -4.400366 43.3820478, -4.4003209 43.3820287, -4.4002795 43.3820139, -4.4002327 43.3820014, -4.4001819 43.3819945, -4.400131 43.3819922, -4.3999772 43.3820017, -4.3999287 43.3820035, -4.3998781 43.3820043, -4.3998314 43.3820036, -4.3997969 43.3820015, -4.3997647 43.3819978, -4.3997172 43.3819911, -4.3996826 43.3819855, -4.3996558 43.3819788, -4.3996174 43.3819675, -4.3995804 43.3819561, -4.3995381 43.3819373, -4.3994957 43.3819167, -4.3994183 43.3818772, -4.3992826 43.3818072, -4.3991733 43.3817551, -4.3991374 43.3817397, -4.3990989 43.3817256, -4.3990669 43.3817158, -4.3990163 43.3817035)",,,,
108429697,,Calle Mata Linares,residential,True,False,28.37,,"LINESTRING (-4.4006878 43.3829666, -4.400697 43.3830085, -4.4007078 43.3830465, -4.4007245 43.3830973, -4.4007653 43.3832153)",,,,
108429714,,Calle Las Tenerías,residential,False,True,20.230999999999998,,"LINESTRING (-4.4006878 43.3829666, -4.4007493 43.3829651, -4.400938 43.3829606)",,,,
108429702,,Calle Ronda de la Encrucijada,residential,False,False,143.757,,"LINESTRING (-4.3974814 43.3811773, -4.3975396 43.3811768, -4.3975507 43.3811776, -4.3975607 43.3811797, -4.3975742 43.3811842, -4.3975903 43.381191, -4.3975982 43.3811955, -4.3976083 43.3812023, -4.3976217 43.3812131, -4.3977099 43.3813, -4.3977572 43.3813495, -4.3977972 43.3813913, -4.3978196 43.3814131, -4.397847 43.381437, -4.3978671 43.3814528, -4.3978872 43.3814659, -4.3979044 43.3814768, -4.3979302 43.3814907, -4.3979538 43.3815013, -4.3979751 43.3815096, -4.3980036 43.3815193, -4.3980425 43.381531, -4.3980858 43.3815424, -4.3981378 43.3815544, -4.3981902 43.381566, -4.3982328 43.3815747, -4.3982806 43.3815839, -4.3986676 43.3816491, -4.3988194 43.3816729, -4.3990163 43.3817035)",,,,
108429709,,Calle Ronda de la Encrucijada,residential,True,False,25.251,1,"LINESTRING (-4.3974814 43.3811773, -4.3974434 43.3811622, -4.3974331 43.3811599, -4.397422 43.3811593, -4.3974038 43.3811592, -4.3973827 43.3811607, -4.3972558 43.3811715, -4.3972235 43.3811805, -4.3971865 43.3811997)",,,,
752989856,,Camino Fuente El Hayedo,residential,False,False,19.436999999999998,,"LINESTRING (-4.4008407 43.3822306, -4.4006601 43.3822572, -4.4006056 43.3822673)",,,,
752989856,,Camino Fuente El Hayedo,residential,False,True,67.323,,"LINESTRING (-4.4008407 43.3822306, -4.4010112 43.3822056, -4.4010442 43.3821983, -4.4010704 43.3821912, -4.4010966 43.3821812, -4.4011363 43.382164, -4.4011848 43.3821428, -4.4014105 43.3820614, -4.4014763 43.3820381, -4.401531 43.3820177, -4.4015464 43.3820116, -4.4015549 43.3820073, -4.4015626 43.3820028, -4.4015684 43.3819988, -4.4015742 43.3819941, -4.401579 43.3819896, -4.4015878 43.3819805)",,,,
108429698,,Camino Alto de Santiago,residential,False,False,244.293,,"LINESTRING (-4.3990163 43.3817035, -4.3990854 43.3816721, -4.3991685 43.3816375, -4.3993476 43.3815689, -4.399521 43.3815039, -4.3996629 43.3814461, -4.3998481 43.3813612, -4.4000106 43.3812781, -4.4002011 43.3811752, -4.4003078 43.3811111, -4.4003595 43.3810743, -4.4004212 43.3810276, -4.4004849 43.3809781, -4.4005168 43.3809519, -4.4005469 43.3809256, -4.4005789 43.3808971, -4.4006011 43.3808754, -4.4006212 43.3808554, -4.4006397 43.3808352, -4.4006565 43.3808162, -4.4006783 43.3807893, -4.4006989 43.3807614, -4.4007378 43.3807108, -4.4007776 43.3806606, -4.4007909 43.3806465, -4.4008085 43.3806332, -4.4008322 43.3806188, -4.4008553 43.3806076, -4.4008761 43.3805991, -4.4008968 43.3805933, -4.4009176 43.3805895, -4.4009567 43.3805867, -4.4009983 43.3805863, -4.4010383 43.3805889, -4.401089 43.3805929, -4.4013429 43.3806158, -4.4014484 43.3806273)",,,,
108429702,,Calle Ronda de la Encrucijada,residential,False,True,143.757,,"LINESTRING (-4.3990163 43.3817035, -4.3988194 43.3816729, -4.3986676 43.3816491, -4.3982806 43.3815839, -4.3982328 43.3815747, -4.3981902 43.381566, -4.3981378 43.3815544, -4.3980858 43.3815424, -4.3980425 43.381531, -4.3980036 43.3815193, -4.3979751 43.3815096, -4.3979538 43.3815013, -4.3979302 43.3814907, -4.3979044 43.3814768, -4.3978872 43.3814659, -4.3978671 43.3814528, -4.397847 43.381437, -4.3978196 43.3814131, -4.3977972 43.3813913, -4.3977572 43.3813495, -4.3977099 43.3813, -4.3976217 43.3812131, -4.3976083 43.3812023, -4.3975982 43.3811955, -4.3975903 43.381191, -4.3975742 43.3811842, -4.3975607 43.3811797, -4.3975507 43.3811776, -4.3975396 43.3811768, -4.3974814 43.3811773)",,,,
231206213,,Calle Ronda de la Encrucijada,residential,False,False,133.101,,"LINESTRING (-4.3990163 43.3817035, -4.3990669 43.3817158, -4.3990989 43.3817256, -4.3991374 43.3817397, -4.3991733 43.3817551, -4.3992826 43.3818072, -4.3994183 43.3818772, -4.3994957 43.3819167, -4.3995381 43.3819373, -4.3995804 43.3819561, -4.3996174 43.3819675, -4.3996558 43.3819788, -4.3996826 43.3819855, -4.3997172 43.3819911, -4.3997647 43.3819978, -4.3997969 43.3820015, -4.3998314 43.3820036, -4.3998781 43.3820043, -4.3999287 43.3820035, -4.3999772 43.3820017, -4.400131 43.3819922, -4.4001819 43.3819945, -4.4002327 43.3820014, -4.4002795 43.3820139, -4.4003209 43.3820287, -4.400366 43.3820478, -4.4004026 43.3820669, -4.4004551 43.3820973, -4.4004946 43.3821277)",,,,
108437459,,Calle Cuesta de Don Paco,residential,False,False,27.355,,"LINESTRING (-4.4007653 43.3832153, -4.400502 43.3833699)",,,,
"[108429697, 108437454]",,"['Calle Antonio del Corro', 'Calle Mata Linares']",residential,True,False,78.103,,"LINESTRING (-4.4007653 43.3832153, -4.400875 43.3833334, -4.4009786 43.383429, -4.4011713 43.3836087, -4.4011971 43.3836314, -4.4012281 43.3836133, -4.4012529 43.3835998, -4.401341 43.3835572, -4.4014017 43.3835285)",,,,
752308723,,Calle Ronda de la Encrucijada,residential,False,False,21.584999999999997,,"LINESTRING (-4.3994339 43.3823827, -4.399454 43.3823906, -4.3994736 43.3823949, -4.3994959 43.3823992, -4.3995284 43.3824039, -4.399578 43.3824108, -4.3995986 43.3824145, -4.3996145 43.3824183, -4.3996285 43.3824227, -4.3996421 43.3824281, -4.3996537 43.3824335, -4.399664 43.3824391, -4.3996798 43.3824499)",,,,
752308723,,Calle Ronda de la Encrucijada,residential,False,True,21.585,,"LINESTRING (-4.3996798 43.3824499, -4.399664 43.3824391, -4.3996537 43.3824335, -4.3996421 43.3824281, -4.3996285 43.3824227, -4.3996145 43.3824183, -4.3995986 43.3824145, -4.399578 43.3824108, -4.3995284 43.3824039, -4.3994959 43.3823992, -4.3994736 43.3823949, -4.399454 43.3823906, -4.3994339 43.3823827)",,,,
752308724,,Calle Ronda de la Encrucijada,residential,False,False,31.747000000000003,,"LINESTRING (-4.3996798 43.3824499, -4.3996947 43.3824381, -4.3997111 43.3824262, -4.399745 43.3824063, -4.3997854 43.382384, -4.399823 43.382366, -4.3998315 43.3823623, -4.3998393 43.3823595, -4.3998479 43.3823569, -4.3998556 43.3823549, -4.3998634 43.3823532, -4.3998702 43.3823518, -4.3998769 43.3823505, -4.3998832 43.3823495, -4.3998897 43.3823486, -4.3998983 43.3823475, -4.3999101 43.3823462, -4.3999236 43.3823447, -4.399951 43.3823419, -4.399978 43.3823392, -4.4000251 43.3823337)",,,,
752308724,,Calle Ronda de la Encrucijada,residential,False,True,14.892,,"LINESTRING (-4.3996798 43.3824499, -4.3996691 43.3824601, -4.3996622 43.382469, -4.3996568 43.3824779, -4.3996361 43.3825094, -4.3995936 43.382568)",,,,
108429697,,Calle Mata Linares,residential,True,False,9.469000000000001,,"LINESTRING (-4.4006734 43.3828821, -4.4006788 43.3829208, -4.4006878 43.3829666)",,,,
108437462,,Calle Padre Ángel,residential,True,False,45.463,,"LINESTRING (-4.3998095 43.3837962, -4.3997554 43.383738, -4.3994944 43.3834575)",,,,
363233003,,Plaza Mayor del Fuero,residential,True,False,122.98699999999998,,"LINESTRING (-4.3998095 43.3837962, -4.3998942 43.3837566, -4.3999179 43.3837455, -4.3999415 43.3837388, -4.3999645 43.3837359, -4.399983 43.3837356, -4.3999995 43.3837381, -4.4000162 43.3837459, -4.4000319 43.3837595, -4.4000455 43.3837744, -4.4001866 43.3839591, -4.4001908 43.383968, -4.400193 43.3839775, -4.4001936 43.3839873, -4.4001922 43.3839981, -4.4001891 43.3840071, -4.4001842 43.3840161, -4.4001777 43.3840238, -4.4001681 43.3840324, -4.4001593 43.3840397, -4.3999036 43.3842513, -4.3997225 43.3843944, -4.3997081 43.3844059, -4.3997046 43.3844085, -4.3997014 43.3844106, -4.3996985 43.3844125, -4.3996944 43.3844145, -4.3996867 43.3844179, -4.3996791 43.3844211, -4.3996555 43.3844296, -4.399629 43.3844386, -4.3995734 43.3844544)",,,,
47215569,N-634,Avenida Miramar,trunk,True,False,8.829,1,"LINESTRING (-4.3972105 43.3814219, -4.3972086 43.3814063, -4.3971944 43.3813434)",,,,
108437462,,Calle Padre Ángel,residential,True,False,29.874,,"LINESTRING (-4.3987336 43.3826125, -4.398628 43.3824953, -4.3985279 43.3823893)",,,,
108437459,,Calle Cuesta de Don Paco,residential,False,True,19.102,,"LINESTRING (-4.4003083 43.3834678, -4.4003829 43.3834355, -4.4004142 43.3834204, -4.4004414 43.3834052, -4.400502 43.3833699)",,,,
108437458,,Calle Las Huertas,residential,False,False,59.30800000000001,,"LINESTRING (-4.4009741 43.3837779, -4.4008501 43.383659, -4.4006652 43.3835048, -4.400502 43.3833699)",,,,
545742799,N-634,Avenida Miramar,trunk,False,True,47.52,,"LINESTRING (-4.3989847 43.3836848, -4.3992992 43.3840459)",,,,
108437451,,Travesía Menéndez Pelayo,residential,True,False,48.32899999999999,,"LINESTRING (-4.3989847 43.3836848, -4.3990756 43.3836426, -4.3994336 43.3834848, -4.3994944 43.3834575)",,,,
108437453,N-634,Avenida Miramar,trunk,False,False,57.935,,"LINESTRING (-4.3989847 43.3836848, -4.3987292 43.3833879, -4.3986049 43.3832429)",,,,
108437457,,Travesía Juan de Herrera,residential,True,False,29.61,,"LINESTRING (-4.3993789 43.3828421, -4.3992553 43.3829178, -4.3991391 43.3829917, -4.3991012 43.3830158)",,,,
611638209,,Calle Arenal,residential,True,False,6.180000000000001,,"LINESTRING (-4.3993789 43.3828421, -4.3993827 43.3828389, -4.3993854 43.3828355, -4.3993869 43.3828315, -4.3993878 43.3828274, -4.3993883 43.3828234, -4.3993884 43.3828163, -4.3993872 43.3828007, -4.3993865 43.3827945, -4.3993854 43.3827884)",,,,
108437453,N-634,Avenida Miramar,trunk,False,False,81.889,,"LINESTRING (-4.3986049 43.3832429, -4.3982315 43.3828004, -4.3980763 43.3826146)",,,,
108437453,N-634,Avenida Miramar,trunk,False,True,57.935,,"LINESTRING (-4.3986049 43.3832429, -4.3987292 43.3833879, -4.3989847 43.3836848)",,,,
108437462,,Calle Padre Ángel,residential,True,False,47.81399999999999,,"LINESTRING (-4.398037 43.382023, -4.3979653 43.3819857, -4.3979351 43.3819683, -4.3979176 43.381957, -4.3979019 43.3819457, -4.3978848 43.3819301, -4.3978686 43.3819118, -4.397848 43.3818883, -4.3976782 43.381688)",,,,
108438276,,,residential,True,False,31.490000000000002,,"LINESTRING (-4.398037 43.382023, -4.397987 43.3820336, -4.3978404 43.3821006, -4.3978003 43.3821187, -4.3977571 43.3821367, -4.3976985 43.3821609)",,,,
108437459,,Calle Cuesta de Don Paco,residential,False,True,27.355,,"LINESTRING (-4.400502 43.3833699, -4.4007653 43.3832153)",,,,
108437458,,Calle Las Huertas,residential,False,True,59.30800000000001,,"LINESTRING (-4.400502 43.3833699, -4.4006652 43.3835048, -4.4008501 43.383659, -4.4009741 43.3837779)",,,,
108437459,,Calle Cuesta de Don Paco,residential,False,False,19.102,,"LINESTRING (-4.400502 43.3833699, -4.4004414 43.3834052, -4.4004142 43.3834204, -4.4003829 43.3834355, -4.4003083 43.3834678)",,,,
108438282,,Calle José María de Pereda,residential,False,False,91.929,,"LINESTRING (-4.4014017 43.3835285, -4.4014199 43.3835458, -4.401439 43.3835631, -4.4015656 43.3836529, -4.4018349 43.3838379, -4.4018644 43.3838603, -4.4018818 43.3838746, -4.4018953 43.3838879, -4.4019045 43.3838989, -4.401911 43.3839099, -4.4019263 43.3839405, -4.4019466 43.3839823, -4.4020209 43.3841525, -4.4020391 43.3841881)",,,,
108438282,,Calle José María de Pereda,residential,False,True,74.741,,"LINESTRING (-4.4014017 43.3835285, -4.401382 43.3835087, -4.4013534 43.3834793, -4.4010928 43.3832309, -4.4010504 43.3831924, -4.4010247 43.3831671, -4.4010058 43.3831466, -4.4009957 43.383135, -4.4009877 43.383124, -4.4009819 43.3831144, -4.4009762 43.3831021, -4.4009698 43.3830853, -4.4009592 43.3830505, -4.4009504 43.383017, -4.400938 43.3829606)",,,,
108437452,,Calle San Antonio,residential,True,False,97.95599999999999,,"LINESTRING (-4.3995936 43.382568, -4.3996765 43.3825924, -4.3997256 43.3826069, -4.399742 43.3826115, -4.3997498 43.3826133, -4.3997581 43.3826145, -4.3997718 43.3826161, -4.3997879 43.3826179, -4.3998627 43.3826261, -4.3999144 43.3826325, -4.3999754 43.3826435, -4.400006 43.3826502, -4.4000315 43.3826577, -4.4000582 43.3826673, -4.400082 43.3826768, -4.4001075 43.3826889, -4.4001312 43.3827012, -4.4001537 43.3827143, -4.4001798 43.3827314, -4.4002079 43.3827519, -4.4002477 43.3827824, -4.400321 43.3828365, -4.4003386 43.3828487, -4.4003501 43.3828554, -4.4003609 43.3828599, -4.4003733 43.3828639, -4.4003906 43.3828686, -4.4004198 43.3828754, -4.4004494 43.3828815, -4.4004804 43.382887, -4.4005107 43.3828909, -4.4005414 43.3828935, -4.4005699 43.3828946, -4.4005931 43.3828937, -4.4006215 43.3828907, -4.4006734 43.3828821)",,,,
752308724,,Calle Ronda de la Encrucijada,residential,False,False,14.892,,"LINESTRING (-4.3995936 43.382568, -4.3996361 43.3825094, -4.3996568 43.3824779, -4.3996622 43.382469, -4.3996691 43.3824601, -4.3996798 43.3824499)",,,,
