osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,width,maxspeed,junction,bridge
86877208,True,Carrer de Pizarro,residential,False,40.122,"LINESTRING (-0.2317667 38.5069611, -0.2315409 38.5066465)",,,,,,
87819393,True,Carrer de Colón,living_street,False,102.037,"LINESTRING (-0.2317667 38.5069611, -0.2320079 38.5068534, -0.2327852 38.5065063)",,,,,,
491903339,False,Avinguda del País Valencià,secondary,False,40.087,"LINESTRING (-0.2312538 38.5062181, -0.2316779 38.5060773)",2,N-332a,10,,,
491903339,False,Avinguda del País Valencià,secondary,True,22.17,"LINESTRING (-0.2312538 38.5062181, -0.2310182 38.506294)",2,N-332a,10,,,
182456864,True,Plaça de la Generalitat,residential,False,57.504,"LINESTRING (-0.2322515 38.5059183, -0.2323358 38.5059184, -0.2324139 38.5059286, -0.2324586 38.5059393, -0.2324964 38.5059514, -0.2325138 38.5059569, -0.2327825 38.5060358, -0.2328817 38.5060603)",,,,,,
491903339,False,Avinguda del País Valencià,secondary,False,55.348,"LINESTRING (-0.2322515 38.5059183, -0.2326501 38.5058245, -0.2328619 38.5057784)",2,N-332a,10,,,
491903339,False,Avinguda del País Valencià,secondary,True,52.97,"LINESTRING (-0.2322515 38.5059183, -0.2318635 38.5060194, -0.2316779 38.5060773)",2,N-332a,10,,,
182456865,True,Plaça de la Generalitat,secondary,False,14.976,"LINESTRING (-0.2328817 38.5060603, -0.2329379 38.505933)",,CV-770,,,,
1036881957,False,Carrer del Doctor Álvaro Esquerdo,residential,False,71.69500000000001,"LINESTRING (-0.2328817 38.5060603, -0.2333421 38.506357, -0.2334916 38.5064912)",,,,,,
81195201,False,Carrer de Colón,secondary,True,15.528,"LINESTRING (-0.2280587 38.5086168, -0.2279175 38.5087022)",2,N-332a,10,80,,
87819393,True,Carrer de Colón,living_street,False,91.869,"LINESTRING (-0.2280587 38.5086168, -0.2283592 38.5084826, -0.2289757 38.5082073)",,,,,,
1051954592,False,Avinguda del País Valencià,secondary,False,91.295,"LINESTRING (-0.2280587 38.5086168, -0.2282126 38.5084598, -0.2282518 38.5084199, -0.2284427 38.5082045, -0.2285868 38.5080366, -0.2286127 38.5079863, -0.2286386 38.507936)",2,N-332a,10,80,,
87819393,True,Carrer de Colón,living_street,False,97.376,"LINESTRING (-0.2307972 38.5073985, -0.2317667 38.5069611)",,,,,,
26148936,True,Carrer de la Ciutat de València,secondary,False,83.426,"LINESTRING (-0.2307972 38.5073985, -0.2309298 38.5076163, -0.2312642 38.5080529)",,CV-7701,,,,
26148936,True,Carrer de la Ciutat de València,secondary,False,64.294,"LINESTRING (-0.2302103 38.5065862, -0.2305738 38.5070896)",,CV-7701,,,,
491903339,False,Avinguda del País Valencià,secondary,False,41.54,"LINESTRING (-0.2302103 38.5065862, -0.2306439 38.5064299)",2,N-332a,10,,,
625647994,False,Avinguda del País Valencià,secondary,True,127.728,"LINESTRING (-0.2302103 38.5065862, -0.2301465 38.5066171, -0.2298907 38.5067315, -0.229621 38.5069078, -0.2293349 38.5071693, -0.229186 38.5073534, -0.2291707 38.5073722)",2,N-332a,10,,,
494633216,True,,secondary,False,52.706,"LINESTRING (-0.2327012 38.5124427, -0.2326082 38.5125034, -0.2325453 38.5125845, -0.2325195 38.5126771, -0.2325335 38.5127713, -0.2325857 38.5128568)",,,,,roundabout,
191278510,False,,secondary,True,73.156,"LINESTRING (-0.2320089 38.5131457, -0.2317173 38.5130818, -0.2315757 38.5130141, -0.2314772 38.5129457, -0.2313297 38.5127972)",,CV-7701,,,,
449774246,False,,secondary,False,59.596000000000004,"LINESTRING (-0.2320089 38.5131457, -0.2320818 38.5131074, -0.2322464 38.513021, -0.2324442 38.5129253, -0.2325857 38.5128568)",,,,,,
26247849,False,Avinguda de Finestrat,secondary,False,48.17,"LINESTRING (-0.2313297 38.5127972, -0.2308449 38.5130064)",,,,,,
191278510,False,,secondary,False,73.156,"LINESTRING (-0.2313297 38.5127972, -0.2314772 38.5129457, -0.2315757 38.5130141, -0.2317173 38.5130818, -0.2320089 38.5131457)",,CV-7701,,,,
26247849,False,Avinguda de Finestrat,secondary,False,112.455,"LINESTRING (-0.2308449 38.5130064, -0.2297305 38.5135187)",,,,,,
26247849,False,Avinguda de Finestrat,secondary,True,48.17,"LINESTRING (-0.2308449 38.5130064, -0.2313297 38.5127972)",,,,,,
115995832,False,Carrer Puig Campana,residential,False,35.882,"LINESTRING (-0.2308449 38.5130064, -0.231044 38.513289)",,,,,,
87819015,False,Carrer del Barranquet,residential,False,38.489999999999995,"LINESTRING (-0.2287776 38.5078978, -0.2288249 38.5079717, -0.2289498 38.5081669, -0.2289757 38.5082073)",,,,,,
551317114,True,,secondary,False,33.928,"LINESTRING (-0.2287776 38.5078978, -0.2288959 38.5077556, -0.228922 38.5076217)",,N-332a,10,50,roundabout,
87819393,True,Carrer de Colón,living_street,False,182.232,"LINESTRING (-0.2289757 38.5082073, -0.2307972 38.5073985)",,,,,,
625647998,False,Carrer del Barranquet,residential,True,84.299,"LINESTRING (-0.2289757 38.5082073, -0.2294724 38.5088582)",,,,,,
87819015,False,Carrer del Barranquet,residential,True,38.49,"LINESTRING (-0.2289757 38.5082073, -0.2289498 38.5081669, -0.2288249 38.5079717, -0.2287776 38.5078978)",,,,,,
626600510,True,Carrer Xarquet,residential,False,58.315,"LINESTRING (-0.2291531 38.5126964, -0.2294932 38.5131483)",,,,,,
26247823,False,Carrer Xarquet,residential,False,46.072,"LINESTRING (-0.2297305 38.5135187, -0.2294932 38.5131483)",,,,,,
