osmid,oneway,name,highway,reversed,length,geometry,lanes,access,junction,maxspeed
83877810,True,Carrer d'Alacant,residential,False,123.77,"LINESTRING (-0.4466102 39.1240863, -0.4465671 39.1241704, -0.4461225 39.1250382, -0.4461137 39.1250554, -0.4460803 39.1251207)",,,,
631049009,True,Carrer Jose Vidal Canet,residential,False,59.732,"LINESTRING (-0.4466102 39.1240863, -0.4471498 39.1242614, -0.447249 39.1242936)",1,,,
83877815,True,Carrer de Francesc Pons,residential,False,6.055,"LINESTRING (-0.4453828 39.1249612, -0.4454084 39.1249105)",,,,
758236511,True,Avinguda Joan XXIII,residential,False,62.493,"LINESTRING (-0.4453828 39.1249612, -0.4459747 39.1251475, -0.4460541 39.1251725)",2,,,
83484441,True,Carrer de Ramon i Cajal,residential,False,37.411,"LINESTRING (-0.44881 39.1237864, -0.4484728 39.1236861, -0.4484048 39.1236665)",,,,
83484447,True,Carrer de València,residential,False,103.98500000000001,"LINESTRING (-0.44881 39.1237864, -0.4487969 39.1238247, -0.448554 39.1245898, -0.4485466 39.1246131, -0.448534 39.1246961)",,,,
631049009,True,Carrer Jose Vidal Canet,residential,False,61.756,"LINESTRING (-0.4478712 39.1244863, -0.4483744 39.124649, -0.448534 39.1246961)",1,,,
1243848224,True,Carrer del Pare Eugeni,residential,False,103.099,"LINESTRING (-0.4478712 39.1244863, -0.4478978 39.1244046, -0.44815 39.1236355, -0.4481657 39.1235877)",,,,
84424428,True,Avinguda de la Vieta,residential,False,42.32,"LINESTRING (-0.4430262 39.1221833, -0.4428163 39.1225273)",,,,
222929407,False,Carrer de Bonastre,residential,True,27.309,"LINESTRING (-0.4430262 39.1221833, -0.4427283 39.1221002)",,,,
222929407,False,Carrer de Bonastre,residential,False,34.414,"LINESTRING (-0.4430262 39.1221833, -0.4430822 39.1221961, -0.4434012 39.1222886)",,,,
545516277,True,Avinguda Joan XXIII,residential,False,67.59899999999999,"LINESTRING (-0.4438473 39.1244814, -0.4439194 39.1245036, -0.4445756 39.1247058)",2,,,
83484441,True,Carrer de Ramon i Cajal,residential,False,54.274,"LINESTRING (-0.4475268 39.1233892, -0.4470064 39.1232281, -0.4469436 39.1232062)",,,,
83877837,True,Carrer de Càndid Hernández,residential,False,103.381,"LINESTRING (-0.4475268 39.1233892, -0.4475137 39.1234317, -0.447279 39.1241961, -0.4472745 39.1242109, -0.447249 39.1242936)",,,,
"[222929403, 222929436]",True,"['Carrer de la Marquesa de Montortal', 'Plaça Major']",tertiary,False,67.29,"LINESTRING (-0.4506525 39.123233, -0.4508645 39.1228238, -0.450937 39.1226696)",,,,
84424475,True,Carrer dels Ferroviaris,residential,False,90.571,"LINESTRING (-0.4425125 39.1220387, -0.4421312 39.1227592, -0.4421138 39.1227922)",,,,
222929407,False,Carrer de Bonastre,residential,False,19.832,"LINESTRING (-0.4425125 39.1220387, -0.4426584 39.1220803, -0.4427283 39.1221002)",,,,
222929407,False,Carrer de Bonastre,residential,True,46.504,"LINESTRING (-0.4425125 39.1220387, -0.4424712 39.122027, -0.4420061 39.1218953)",,,,
545516277,True,Avinguda Joan XXIII,residential,False,36.093999999999994,"LINESTRING (-0.442715 39.1240826, -0.4428058 39.1241427, -0.4430791 39.1242369)",2,,,
222929454,False,Camí de la Vall,tertiary,True,10.9,"LINESTRING (-0.4431598 39.1229572, -0.4432538 39.1228917)",,,,
"[83484445, 1243848231]",False,Carrer Jose Vidal Canet,residential,False,47.769,"LINESTRING (-0.4431598 39.1229572, -0.4431941 39.1229793, -0.443234 39.123005, -0.4433038 39.1230335, -0.443549 39.1231173, -0.4436495 39.1231529)",,,,
83877803,True,Carrer de Gandia,tertiary,False,73.79899999999999,"LINESTRING (-0.4431598 39.1229572, -0.4430624 39.1230263, -0.4425669 39.1233778, -0.4425285 39.1234051)",,,,
84424413,False,Carrer de Balmes,residential,True,20.55,"LINESTRING (-0.4431292 39.1212655, -0.4430443 39.1212633, -0.4428951 39.1212361)",,,,
84424539,True,Carrer de Murillo,residential,False,65.194,"LINESTRING (-0.4431292 39.1212655, -0.443164 39.1212062, -0.4434474 39.1207337)",,,,
83484438,True,Carrer del Mestre Giner,residential,False,49.522999999999996,"LINESTRING (-0.4473348 39.1221766, -0.4473893 39.1221948, -0.4476011 39.1222654, -0.4478622 39.1223525)",,,,
83877810,True,Carrer d'Alacant,residential,False,119.357,"LINESTRING (-0.4473348 39.1221766, -0.4473191 39.122218, -0.4469689 39.1231396, -0.4469605 39.1231617, -0.4469436 39.1232062)",,,,
84424546,True,Camí Calciners,residential,False,93.38799999999999,"LINESTRING (-0.4420061 39.1218953, -0.4420346 39.1218439, -0.4424028 39.1211807, -0.4424303 39.1211227)",,,,
