osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,junction,ref,tunnel,access
83225970,True,Carrer de Sant Joan,residential,30,False,67.688,"LINESTRING (2.0975149 41.362191, 2.0976578 41.3622111, 2.0980682 41.3622373, 2.098125 41.3622404, 2.0981632 41.362236, 2.0981875 41.3622206, 2.0982436 41.3621356)",,,,,
316512010,True,Carrer de Joan Pallarès,living_street,20,False,93.068,"LINESTRING (2.0982985 41.3611711, 2.097332 41.3607536)",1,,,,
4748006,True,Carrer d'Espanya,living_street,20,False,47.9,"LINESTRING (2.0982985 41.3611711, 2.0981972 41.3612344, 2.0980192 41.3614283, 2.0979551 41.3615118)",1,,,,
297047835,True,Carrer de Joan Pallarès,residential,,False,47.053999999999995,"LINESTRING (2.0982985 41.3611711, 2.0986996 41.3613918, 2.0987531 41.3614214)",,,,,
"[1271267925, 1271267926, 182027055]",True,Carrer de Tecla Sala,"['residential', 'living_street']",20,False,112.96799999999999,"LINESTRING (2.0986459 41.3601892, 2.0986331 41.3602236, 2.0984268 41.3608138, 2.0983827 41.3609324, 2.0982985 41.3611711)",1,,,,
296755248,True,Carrer de Barcelona,tertiary,30,False,210.53,"LINESTRING (2.0986459 41.3601892, 2.0981667 41.3601297, 2.0977953 41.3600835, 2.0962328 41.359662)",1,,,,
4748007,True,Carrer de l'Església,residential,30,False,34.353,"LINESTRING (2.0982436 41.3621356, 2.0984317 41.3618608)",,,,,
296755248,True,Carrer de Barcelona,tertiary,30,False,44.032000000000004,"LINESTRING (2.0991664 41.3602539, 2.0987601 41.3602034, 2.0986459 41.3601892)",1,,,,
297050845,True,Carrer de l'Església,living_street,,False,24.79,"LINESTRING (2.0991664 41.3602539, 2.0991745 41.3602212, 2.0992206 41.3600347)",,,,,
313016642,True,Carrer de Rossend Arús,residential,,False,57.76700000000001,"LINESTRING (2.100073 41.3581307, 2.1002749 41.3577366, 2.1002852 41.3577165, 2.1003214 41.3576458)",1,,,,
713763801,True,Carrer de Provença,residential,,False,64.115,"LINESTRING (2.100073 41.3581307, 2.0999977 41.3581081, 2.0994264 41.3579422, 2.0993569 41.357922)",1,,,,
313016642,True,Carrer de Rossend Arús,residential,,False,8.537,"LINESTRING (2.1006321 41.3570452, 2.100689 41.3569814)",1,,,,
76354523,True,Avinguda del Carrilet,secondary,50,False,60.205000000000005,"LINESTRING (2.1006321 41.3570452, 2.100531 41.357004, 2.1001185 41.3568266, 2.1000672 41.3568043, 2.100006 41.3567764)",2,,,,
"[185299624, 395154123]",False,Plaça de la Mare de Déu de Montserrat,residential,,False,32.272,"LINESTRING (2.1006321 41.3570452, 2.1007231 41.3571978, 2.1007697 41.3572729, 2.1007924 41.3573093)",,,,,
"[4751634, 316519262]",False,"['Carrer del Crom', 'Carrer del Rosselló']",residential,,False,302.966,"LINESTRING (2.0949294 41.3579051, 2.094527 41.357762, 2.0944619 41.3577379, 2.094402 41.357705, 2.0943713 41.3576676, 2.0943647 41.3576352, 2.0957162 41.3556791)",,,,,
4751634,False,Carrer del Rosselló,residential,,True,64.725,"LINESTRING (2.0949294 41.3579051, 2.0954078 41.3580807, 2.095626 41.3581609)",,,,,
48043184,False,Passeig de la Campsa,residential,30,False,86.562,"LINESTRING (2.095897 41.3577318, 2.0963419 41.3570286)",2,,,,
4751607,True,Carrer de Josep Prats,residential,30,False,35.843,"LINESTRING (2.095897 41.3577318, 2.0961161 41.3578022, 2.096293 41.3578565)",,,,,
48043184,False,Passeig de la Campsa,residential,30,True,52.807,"LINESTRING (2.095897 41.3577318, 2.0957335 41.3579837, 2.095626 41.3581609)",2,,,,
394427525,True,Carrer de Femades,living_street,20,False,143.03300000000002,"LINESTRING (2.096293 41.3578565, 2.0962667 41.3578947, 2.0961091 41.3581216, 2.0959574 41.3583808, 2.0958736 41.3585244, 2.0956089 41.359008, 2.0955964 41.3590309)",,,,,
713763795,True,Carrer de Josep Prats,residential,20,False,82.937,"LINESTRING (2.096293 41.3578565, 2.0964139 41.3579058, 2.0965403 41.357943, 2.0970056 41.3580907, 2.0971553 41.3581294, 2.097209 41.3581433)",,,,,
182015285,True,Carrer de Francesc Moragas,residential,30,False,88.748,"LINESTRING (2.097209 41.3581433, 2.0972629 41.3580702, 2.0973314 41.3579676, 2.0975872 41.3575846, 2.0976199 41.3575356, 2.0976611 41.3574739, 2.0976893 41.3574313)",1,,,,
"[297243627, 1271273628]",True,Carrer de Josep Prats,"['residential', 'living_street']",20,False,37.691,"LINESTRING (2.097209 41.3581433, 2.0972588 41.3581583, 2.0974917 41.3582281, 2.0975971 41.3582613, 2.0976274 41.3582708)",1,,,,
297243627,True,Carrer de Josep Prats,living_street,20,False,54.24100000000001,"LINESTRING (2.0976274 41.3582708, 2.0976558 41.3582797, 2.0981972 41.3584502, 2.0982267 41.3584595)",1,,,,
185302366,True,Carrer de Sant Roc,living_street,20,False,89.83200000000001,"LINESTRING (2.0982267 41.3584595, 2.098238 41.3584396, 2.0986355 41.3577363, 2.0986471 41.3577158)",1,,,,
1230191617,False,Carrer de Josep Prats,living_street,20,True,63.415,"LINESTRING (2.0982267 41.3584595, 2.098256 41.3584687, 2.0982844 41.3584777, 2.0987513 41.3586247, 2.0988963 41.3586704, 2.0989273 41.3586802)",1,,,,
667647259,True,Carrer del Príncep de Bergara,living_street,20,False,100.93200000000002,"LINESTRING (2.0989273 41.3586802, 2.0989204 41.3586925, 2.0987268 41.359034, 2.098466 41.3594943, 2.098454 41.3595155)",1,,,,
1230191617,False,Carrer de Josep Prats,living_street,20,False,63.415000000000006,"LINESTRING (2.0989273 41.3586802, 2.0988963 41.3586704, 2.0987513 41.3586247, 2.0982844 41.3584777, 2.098256 41.3584687, 2.0982267 41.3584595)",1,,,,
313016641,True,Carrer Major,living_street,10,False,38.226,"LINESTRING (2.098454 41.3595155, 2.0984867 41.3595173, 2.0988508 41.359539, 2.0988857 41.359541, 2.0989106 41.3595425)",1,,,,
667647259,True,Carrer del Príncep de Bergara,living_street,20,False,91.616,"LINESTRING (2.0993569 41.357922, 2.099345 41.357943, 2.0993386 41.3579542, 2.0991037 41.358369, 2.0989396 41.3586585, 2.0989273 41.3586802)",1,,,,
713763801,True,Carrer de Provença,residential,,False,63.525,"LINESTRING (2.0993569 41.357922, 2.0993073 41.3579076, 2.0992897 41.3579025, 2.0987102 41.3577342, 2.0986471 41.3577158)",1,,,,
4751618,True,Carrer de Santa Rosa,living_street,20,False,88.65299999999999,"LINESTRING (2.0981011 41.3575572, 2.098088 41.3575767, 2.0980514 41.3576311, 2.0976394 41.3582528, 2.0976274 41.3582708)",1,,,,
713763801,True,Carrer de Provença,residential,,False,37.137,"LINESTRING (2.0981011 41.3575572, 2.0980447 41.3575409, 2.0977628 41.357459, 2.0976893 41.3574313)",1,,,,
4751618,True,Carrer de Santa Rosa,living_street,20,False,57.906000000000006,"LINESTRING (2.0984092 41.3570906, 2.0983838 41.357129, 2.0983449 41.3571876, 2.0981148 41.3575364, 2.0981011 41.3575572)",1,,,,
185299623,True,Carrer de Josep Maria de Sagarra,residential,30,False,45.447,"LINESTRING (2.0984092 41.3570906, 2.0984837 41.3571112, 2.0988525 41.35722, 2.0989169 41.3572383)",1,,,,
4751618,True,Carrer de Santa Rosa,living_street,20,False,85.925,"LINESTRING (2.0988684 41.356399, 2.0988346 41.3564498, 2.0987766 41.3565369, 2.0984322 41.3570559, 2.0984092 41.3570906)",1,,,,
185302368,True,Avinguda del Carrilet,residential,30,False,36.494,"LINESTRING (2.0988684 41.356399, 2.0986013 41.3562817, 2.0984909 41.3562334)",,,,,
185302366,True,Carrer de Sant Roc,living_street,20,False,57.673,"LINESTRING (2.0986471 41.3577158, 2.0986592 41.3576943, 2.0988946 41.3572778, 2.0989169 41.3572383)",1,,,,
713763801,True,Carrer de Provença,residential,,False,48.864,"LINESTRING (2.0986471 41.3577158, 2.0985926 41.3577, 2.0981694 41.3575771, 2.0981011 41.3575572)",1,,,,
