osmid,highway,junction,oneway,reversed,length,geometry,lanes,name
23949747,secondary,roundabout,True,False,24.18,"LINESTRING (-6.4294597 36.7317214, -6.4294179 36.7316786, -6.4293653 36.7316442, -6.4293046 36.7316199, -6.4292388 36.7316069)",,
23949753,tertiary,,False,True,6.766,"LINESTRING (-6.4301831 36.7341645, -6.4301579 36.7341071)",2,Avenida de Rota
23949753,tertiary,,False,False,99.51700000000001,"LINESTRING (-6.4301831 36.7341645, -6.4302293 36.7342698, -6.4302412 36.734297, -6.4306159 36.7349892)",2,Avenida de Rota
50207413,tertiary,,False,False,58.797,"LINESTRING (-6.4301831 36.7341645, -6.430037 36.7342277, -6.4300042 36.7342427, -6.4296079 36.7344235)",,Avenida Félix Rodríguez de la Fuente
23949753,tertiary,,False,False,40.403000000000006,"LINESTRING (-6.4306159 36.7349892, -6.4306684 36.7350875, -6.4307944 36.7353232)",2,Avenida de Rota
23949753,tertiary,,False,True,99.51700000000001,"LINESTRING (-6.4306159 36.7349892, -6.4302412 36.734297, -6.4302293 36.7342698, -6.4301831 36.7341645)",2,Avenida de Rota
23949753,tertiary,,False,False,22.312,"LINESTRING (-6.4309935 36.735642, -6.4311269 36.7358118)",2,Avenida de Rota
23949753,tertiary,,False,True,6.092,"LINESTRING (-6.4309935 36.735642, -6.430961 36.7355938)",2,Avenida de Rota
304692474,residential,,False,True,126.557,"LINESTRING (-6.4309935 36.735642, -6.4323497 36.7353042)",,Calle Geranio
23949753,tertiary,,False,True,27.685000000000002,"LINESTRING (-6.4312922 36.7360226, -6.4312184 36.7359285, -6.4311269 36.7358118)",2,Avenida de Rota
23949786,tertiary,,False,False,96.392,"LINESTRING (-6.4312922 36.7360226, -6.431391 36.7361206, -6.4315539 36.7363125, -6.4317182 36.7365331, -6.4318382 36.7367659)",,Avenida de Rota
50212285,tertiary,,False,False,49.084,"LINESTRING (-6.4312922 36.7360226, -6.4314814 36.7359786, -6.4318212 36.7358996)",,Avenida del Ejército
878257897,tertiary,,False,False,55.679,"LINESTRING (-6.4312922 36.7360226, -6.431169 36.7360772, -6.4307613 36.7362863)",2,Avenida de Andalucía
304692488,residential,,False,False,94.309,"LINESTRING (-6.4307613 36.7362863, -6.4311406 36.7370781)",,Calle Rafael Alberti
878257897,tertiary,,False,False,57.137,"LINESTRING (-6.4307613 36.7362863, -6.4302203 36.7365621)",2,Avenida de Andalucía
878257897,tertiary,,False,True,55.679,"LINESTRING (-6.4307613 36.7362863, -6.431169 36.7360772, -6.4312922 36.7360226)",2,Avenida de Andalucía
23949786,tertiary,,False,False,41.011,"LINESTRING (-6.4318761 36.7368684, -6.4319487 36.7372326)",,Avenida de Rota
23949786,tertiary,,False,True,11.887,"LINESTRING (-6.4318761 36.7368684, -6.4318382 36.7367659)",,Avenida de Rota
288515231,residential,,True,False,50.39,"LINESTRING (-6.4318761 36.7368684, -6.4323886 36.7366769)",,Calle Lope de Vega
23949786,tertiary,,False,False,23.398,"LINESTRING (-6.4320443 36.7375628, -6.4321647 36.7377498)",,Avenida de Rota
23949786,tertiary,,False,True,37.692,"LINESTRING (-6.4320443 36.7375628, -6.4319487 36.7372326)",,Avenida de Rota
50212290,tertiary,,False,True,78.558,"LINESTRING (-6.4320443 36.7375628, -6.4312035 36.7377752)",,Avenida de Jaén
50212291,residential,,True,False,56.258,"LINESTRING (-6.4320443 36.7375628, -6.4326469 36.7374119)",,Calle Francisco Lara y Araujo
23949786,tertiary,,False,False,32.318,"LINESTRING (-6.4321647 36.7377498, -6.4323532 36.7379981)",,Avenida de Rota
23949786,tertiary,,False,True,23.398,"LINESTRING (-6.4321647 36.7377498, -6.4320443 36.7375628)",,Avenida de Rota
304692478,residential,,True,False,73.823,"LINESTRING (-6.4321647 36.7377498, -6.4314357 36.7380652)",,Calle Juan Ramón Jiménez
23949786,tertiary,,False,False,30.099,"LINESTRING (-6.4323532 36.7379981, -6.4325524 36.7382167)",,Avenida de Rota
23949786,tertiary,,False,True,32.318,"LINESTRING (-6.4323532 36.7379981, -6.4321647 36.7377498)",,Avenida de Rota
