osmid,name,highway,oneway,reversed,length,geometry,junction,lanes,maxspeed,ref
147359687,Calle Practicante Antonio Montero,tertiary,False,False,47.665,"LINESTRING (-6.0641841 37.2698486, -6.0640044 37.2702527)",,,,
147359605,,residential,False,True,86.616,"LINESTRING (-6.0641841 37.2698486, -6.0635429 37.2695734, -6.0633214 37.2694806)",,,,
147359687,Calle Practicante Antonio Montero,tertiary,False,True,244.72699999999998,"LINESTRING (-6.0641841 37.2698486, -6.0646123 37.2691753, -6.0651359 37.2684649, -6.0651237 37.2678423)",,,,
147359687,Calle Practicante Antonio Montero,tertiary,False,True,68.53,"LINESTRING (-6.0635467 37.271836, -6.063731 37.2712374)",,,,
44177626,,tertiary,True,False,49.712,"LINESTRING (-6.0635467 37.271836, -6.0634682 37.2718225, -6.0633882 37.2718269, -6.0633128 37.2718488, -6.063248 37.2718865, -6.0631989 37.2719371, -6.0631694 37.2719964, -6.0631618 37.27206)",roundabout,,,
44177626,,tertiary,True,False,6.681,"LINESTRING (-6.0634142 37.2722759, -6.0634897 37.272275)",roundabout,,,
"[44177624, 23108622]",,tertiary,False,False,130.693,"LINESTRING (-6.0634142 37.2722759, -6.0632705 37.2724998, -6.0630473 37.2731418, -6.0629712 37.2733924)",,,,
147359730,,residential,False,True,14.153,"LINESTRING (-6.0634897 37.272275, -6.0636358 37.2723268)",,,,
44177626,,tertiary,True,False,66.494,"LINESTRING (-6.0634897 37.272275, -6.0635911 37.2722468, -6.0636723 37.2721909, -6.0637218 37.2721152, -6.0637329 37.2720302, -6.0637038 37.271948, -6.0636386 37.27188, -6.0635467 37.271836)",roundabout,,,
76378167,,residential,False,True,50.216,"LINESTRING (-6.0610169 37.2690319, -6.0615781 37.2689649)",,,,
626410308,Rincón de Nuestra Señora de los Dolores,residential,True,False,41.966,"LINESTRING (-6.0610169 37.2690319, -6.0606171 37.2692349)",,,,
1257544757,Calle La Niña,residential,True,False,117.663,"LINESTRING (-6.0610169 37.2690319, -6.061032 37.2691865, -6.061174 37.2700825)",,,,
69041271,,residential,False,False,57.431,"LINESTRING (-6.0620748 37.2721943, -6.0627 37.2720556)",,,,
323163429,Calle Larga,residential,False,False,10.154,"LINESTRING (-6.0620748 37.2721943, -6.062047 37.2721057)",,,,
323163429,Calle Larga,residential,False,True,38.159,"LINESTRING (-6.0620748 37.2721943, -6.0621844 37.2725262)",,,,
69041271,,residential,False,True,29.922,"LINESTRING (-6.0631618 37.27206, -6.0628261 37.2720276)",,,,
44177626,,tertiary,True,False,35.479,"LINESTRING (-6.0631618 37.27206, -6.0631838 37.2721378, -6.0632381 37.2722048, -6.0633182 37.2722528, -6.0634142 37.2722759)",roundabout,,,
323163429,Calle Larga,residential,False,False,28.467,"LINESTRING (-6.0623858 37.2731359, -6.062304 37.2728883)",,,,
147359747,,residential,False,True,14.89,"LINESTRING (-6.0618686 37.2712248, -6.0617068 37.2712616)",,,,
323163429,Calle Larga,residential,False,True,47.047,"LINESTRING (-6.0618686 37.2712248, -6.0619203 37.2716459)",,,,
214812244,Calle Larga,residential,True,False,133.449,"LINESTRING (-6.0618686 37.2712248, -6.0617169 37.2702869, -6.0616508 37.2700379)",,,,
76378097,Calle Blanca Paloma,residential,False,False,17.337,"LINESTRING (-6.0646741 37.2663259, -6.0645176 37.2664197)",,2,,
147359675,,tertiary,True,False,16.377,"LINESTRING (-6.0646741 37.2663259, -6.0647049 37.266351, -6.0647455 37.2663664, -6.0647894 37.2663696, -6.0648392 37.2663579)",roundabout,,,
432423289,,residential,False,False,70.355,"LINESTRING (-6.0621467 37.267317, -6.0621063 37.2666851)",,,,
545708690,Hermanos Costaleros,residential,False,False,53.489,"LINESTRING (-6.0621467 37.267317, -6.0615452 37.2673645)",,1,30,
76378097,Calle Blanca Paloma,residential,False,True,51.344,"LINESTRING (-6.0621467 37.267317, -6.062608 37.2672999, -6.0627253 37.267287)",,2,,
432423288,Calle Comercio,residential,False,True,180.96800000000002,"LINESTRING (-6.0621467 37.267317, -6.0621742 37.267361, -6.0621718 37.2686131, -6.0621781 37.2689393)",,,,
76378158,,residential,False,False,53.573,"LINESTRING (-6.0632607 37.2671268, -6.0632164 37.2666463)",,,,
76378097,Calle Blanca Paloma,residential,False,False,35.861,"LINESTRING (-6.0632607 37.2671268, -6.0629943 37.2672572, -6.0629027 37.2672674)",,2,,
76378097,Calle Blanca Paloma,residential,False,True,34.524,"LINESTRING (-6.0632607 37.2671268, -6.0634127 37.2670523, -6.0635936 37.2669649)",,2,,
76378158,,residential,False,True,40.996,"LINESTRING (-6.0631123 37.2655154, -6.0631461 37.2658831)",,,,
147359682,,residential,False,True,52.13,"LINESTRING (-6.0631123 37.2655154, -6.062535 37.2656087)",,,,
147359682,,residential,False,False,57.567,"LINESTRING (-6.0631123 37.2655154, -6.0636335 37.265473, -6.0637505 37.2654345)",,,,
76378097,Calle Blanca Paloma,residential,False,True,15.849,"LINESTRING (-6.0627253 37.267287, -6.0629027 37.2672674)",,2,,
76378164,,residential,False,False,69.415,"LINESTRING (-6.0627253 37.267287, -6.0626699 37.2666643)",,,,
76378097,Calle Blanca Paloma,residential,False,False,51.344,"LINESTRING (-6.0627253 37.267287, -6.062608 37.2672999, -6.0621467 37.267317)",,2,,
76378164,,residential,False,False,40.471,"LINESTRING (-6.062608 37.265968, -6.062535 37.2656087)",,,,
76378164,,residential,False,True,77.619,"LINESTRING (-6.062608 37.265968, -6.0626699 37.2666643)",,,,
76378368,,residential,False,False,47.957,"LINESTRING (-6.062608 37.265968, -6.062076 37.2660502)",,,,
76378368,,residential,False,True,48.545,"LINESTRING (-6.062608 37.265968, -6.0631461 37.2658831)",,,,
76378098,Calle Comercio,residential,True,False,112.532,"LINESTRING (-6.0621781 37.2689393, -6.0621976 37.2699512)",,,,
