osmid,ref,name,highway,oneway,reversed,length,junction,geometry
141200075,NA-161,Carretera Corella - Rincón de Soto errepidea,primary,False,True,17.715,,"LINESTRING (-1.7952745 42.1192821, -1.7951633 42.1194184)"
90853615,NA-161,,primary,True,False,5.883,roundabout,"LINESTRING (-1.7952745 42.1192821, -1.795307 42.119293, -1.7953424 42.1192962)"
248247281,,Calle San José,residential,False,True,41.613,,"LINESTRING (-1.7834728 42.1151787, -1.7834976 42.1151955, -1.7837576 42.1153783, -1.7838394 42.1154358)"
404220193,,Plaza de los Fueros,residential,False,False,39.041,,"LINESTRING (-1.7834728 42.1151787, -1.7835495 42.1151344, -1.783752 42.1148993)"
233941046,,Calle Laurel,residential,False,False,70.39,,"LINESTRING (-1.7862733 42.115713, -1.7870388 42.1159928)"
24021372,,Calle Tajadas,residential,False,True,83.226,,"LINESTRING (-1.7862733 42.115713, -1.7863956 42.1156322, -1.7869804 42.1153066, -1.7870551 42.1152427)"
248247281,,Calle San José,residential,False,False,58.158,,"LINESTRING (-1.7862733 42.115713, -1.7861479 42.115771, -1.7859633 42.1158229, -1.7858665 42.1158312, -1.7856057 42.1158094)"
24021372,,Calle Tajadas,residential,False,False,37.65,,"LINESTRING (-1.787314 42.1149639, -1.7871502 42.1151354, -1.7870551 42.1152427)"
24302307,,Plaza de la Merced,residential,True,False,20.405,roundabout,"LINESTRING (-1.787314 42.1149639, -1.7873469 42.1149823, -1.7873863 42.1149914, -1.7874275 42.11499, -1.7874656 42.1149784, -1.7874962 42.1149579, -1.7875156 42.1149309)"
24302307,,Plaza de la Merced,residential,True,False,10.013,roundabout,"LINESTRING (-1.7875156 42.1149309, -1.7875216 42.1149012, -1.787514 42.1148718, -1.7874936 42.1148458)"
24302308,,Calle Santa Barbara,residential,False,False,131.725,,"LINESTRING (-1.7875156 42.1149309, -1.787766 42.1149718, -1.7883506 42.1150582, -1.7889619 42.1151742, -1.7890716 42.1151958)"
24302308,,Calle Santa Barbara,residential,False,True,26.256,,"LINESTRING (-1.7893827 42.1152458, -1.7890716 42.1151958)"
90853611,,Avenida de la Constitución,residential,False,True,24.514,,"LINESTRING (-1.7893827 42.1152458, -1.7894957 42.1154497)"
24302308,,Calle Santa Barbara,residential,False,False,49.75,,"LINESTRING (-1.7893827 42.1152458, -1.7894436 42.1152572, -1.7896656 42.1152987, -1.7899485 42.1153515, -1.7899676 42.115355)"
90853611,,Avenida de la Constitución,residential,False,False,9.291,,"LINESTRING (-1.7895756 42.1155086, -1.7894957 42.1154497)"
90853611,,Avenida de la Constitución,residential,False,True,84.285,,"LINESTRING (-1.7895756 42.1155086, -1.7897523 42.1156094, -1.7903857 42.1159706)"
227883267,,Calle Molinillo Cañete,residential,False,False,48.256,,"LINESTRING (-1.7895756 42.1155086, -1.789556 42.1155659, -1.7895238 42.11594)"
233940400,,Calle Fermín Arteta,residential,False,False,87.001,,"LINESTRING (-1.7939859 42.1160918, -1.7942762 42.1153396)"
233940400,,Calle Fermín Arteta,residential,False,True,60.156,,"LINESTRING (-1.7939859 42.1160918, -1.7937617 42.1166066)"
24302308,,Calle Santa Barbara,residential,False,True,149.337,,"LINESTRING (-1.7939859 42.1160918, -1.7922572 42.1157748, -1.7922283 42.1157695)"
90853611,,Avenida de la Constitución,residential,False,False,57.125,,"LINESTRING (-1.7933516 42.1175482, -1.7927888 42.1172488)"
90853611,,Avenida de la Constitución,residential,False,True,11.174,,"LINESTRING (-1.7933516 42.1175482, -1.793464 42.1176043)"
233940400,,Calle Fermín Arteta,residential,False,False,89.615,,"LINESTRING (-1.7933516 42.1175482, -1.7933683 42.1175098, -1.7936856 42.1167813)"
227883303,,Calle Merced,residential,False,False,44.783,,"LINESTRING (-1.7873839 42.1148149, -1.7873615 42.1144125)"
24302307,,Plaza de la Merced,residential,True,False,7.415,roundabout,"LINESTRING (-1.7873839 42.1148149, -1.787355 42.1148209, -1.7873291 42.114832, -1.7873076 42.1148475)"
24302307,,Plaza de la Merced,residential,True,False,14.072000000000001,roundabout,"LINESTRING (-1.7873076 42.1148475, -1.7872904 42.1148694, -1.7872821 42.1148939, -1.7872835 42.1149192, -1.7872944 42.1149432, -1.787314 42.1149639)"
